,comcast_male,comcast_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.1705773,-2.5108626,"('unsympathetic', 'sympathetic')",-0.5029551,-0.25725317,-1.3367662,-1.3840579,0.0472917
45,-2.0898266,-2.2828214,"('incompetent', 'competent')",-0.056974884,-0.10022746,-1.0734007,-1.1915244,0.1181237
46,-1.9281182,-2.225964,"('uncompetitive', 'competitive')",-1.0875983,-0.81390035,-1.5078583,-1.5199323,0.012074
55,-1.789398,-2.0059812,"('incompetent', 'clever')",0.4284238,0.7327349,-0.6804871,-0.6366231,-0.043864
85,1.6820806,1.8159859,"('insignificant', 'prestigious')",-0.089292675,-0.6170902,0.796394,0.5994478,0.1969462
70,-1.5409623,-1.5884489,"('lethargic', 'energetic')",0.07577686,0.45616612,-0.7325928,-0.5661414,-0.1664514
43,-1.5063726,-1.7043858,"('irresponsible', 'responsible')",0.065852806,0.117266476,-0.7202599,-0.7935597,0.0732998
57,-1.3615128,-1.4445188,"('unimaginative', 'imaginative')",-3.044332,-3.1008308,-2.2029223,-2.2726748,0.0697525
0,-1.3101699,-1.7529558,"('unsociable', 'sociable')",0.08002354,0.08159678,-0.6150732,-0.8356795,0.2206063
52,1.2698784,1.1307204,"('irrational', 'rational')",0.034088664,-0.3804282,0.6519835,0.3751461,0.2768374
69,1.2641369,1.5620584,"('lazy', 'industrious')",-0.5375716,-0.909359,0.3632827,0.3263497,0.036933
36,1.1912485,1.2677484,"('hostile', 'amicable')",0.020073067,-0.46133226,0.6056608,0.403208,0.2024528
71,1.1904165,1.2479854,"('diffident', 'self-confident')",0.1426349,0.017121542,0.6665257,0.6325535,0.0339722
25,1.1350839,1.128291,"('egoistic', 'altruistic')",1.7014208,1.5712771,1.4182523,1.3497841,0.0684682
81,-1.1241885,-1.4048585,"('submissive', 'aggressive')",-0.7397221,-0.39716476,-0.9319553,-0.9010116,-0.0309437
56,-1.1009854,-1.1849018,"('impractical', 'practical')",-0.76132596,-0.5157206,-0.9311557,-0.8503112,-0.0808445
