,meredith_male,meredith_female,tuple,corp_male,corp_female,average_male,average_female,male-female
26,2.0142522,2.195525,"('hardhearted', 'benevolent')",1.5364505,1.4550849,1.7753513,1.825305,-0.0499537
44,-2.0104754,-2.0791597,"('prejudiced', 'unprejudiced')",-1.7398419,-1.7315882,-1.8751587,-1.9053741,0.0302154
39,1.9050491,1.5251733,"('exploitative', 'cooperative')",-0.048205294,-0.09420584,0.9284219,0.7154837,0.2129382
4,-1.5700692,-1.0107276,"('disliked', 'liked')",-7.2814207,-7.313537,-4.425745,-4.1621323,-0.2636127
75,-1.5696992,-1.37214,"('meek', 'impulsive')",-0.8212501,-0.7241785,-1.1954746,-1.0481592,-0.1473154
71,1.5296549,1.7269843,"('diffident', 'self-confident')",0.35968283,0.28693777,0.9446688,1.006961,-0.0622922
64,-1.4502046,-1.4484279,"('shy', 'confident')",-6.3620105,-6.277849,-3.9061074,-3.8631387,-0.0429687
56,1.4325023,1.2631001,"('impractical', 'practical')",-0.71146363,-0.67048454,0.3605193,0.2963078,0.0642115
9,1.3507597,1.4934042,"('unaffectionate', 'caring')",1.0363482,0.951526,1.1935539,1.222465,-0.0289111
69,1.3450115,1.6194468,"('lazy', 'industrious')",-0.45027757,-0.49382004,0.447367,0.5628133,-0.1154463
57,-1.3197204,-1.1985474,"('unimaginative', 'imaginative')",-3.374282,-3.4112911,-2.3470011,-2.3049192,-0.0420819
74,1.2031628,1.2138406,"('undedicated', 'dedicated')",-0.1408153,-0.32985675,0.5311738,0.4419919,0.0891819
37,1.1983169,1.0047684,"('fake', 'genuine')",0.3220613,0.22581586,0.7601891,0.6152921,0.144897
53,1.1980913,1.4634963,"('uncreative', 'creative')",0.5306434,0.5112575,0.8643674,0.9873769,-0.1230095
12,1.1785202,1.1544222,"('unsupportive', 'supportive')",-1.7010247,-1.703961,-0.2612522,-0.2747694,0.0135172
1,1.1572379,1.5562098,"('unfriendly', 'friendly')",1.3904291,1.2476896,1.2738335,1.4019496,-0.1281161
3,-1.1188941,-1.21725,"('repellent', 'pleasant')",0.85428005,0.75675315,-0.132307,-0.2302484,0.0979414
18,-1.1118934,-0.95297766,"('disagreeable', 'welcoming')",-0.64138955,-0.7653345,-0.8766415,-0.8591561,-0.0174854
85,1.073528,1.2912881,"('insignificant', 'prestigious')",0.41324338,0.09182927,0.7433857,0.6915587,0.051827
17,-1.0321491,-0.9347456,"('nasty', 'nice')",-0.6298676,-0.58587384,-0.8310083,-0.7603097,-0.0706986
29,-1.026224,-0.88212156,"('unfair', 'fair')",-0.16081683,-0.27143446,-0.5935204,-0.576778,-0.0167424
77,-1.0223515,-1.2322736,"('unmotivated', 'motivated')",-0.84588987,-0.81624174,-0.9341207,-1.0242577,0.090137
25,1.0104377,0.9283775,"('egoistic', 'altruistic')",1.6160306,1.542302,1.3132341,1.2353398,0.0778943
81,-1.0007584,-1.4892721,"('submissive', 'aggressive')",-0.9244276,-0.957895,-0.962593,-1.2235836,0.2609906
23,0.95934635,0.72665083,"('insincere', 'sincere')",5.7494535,5.620146,3.3543999,3.1733983,0.1810016
49,-0.900534,-0.8611269,"('unable', 'able')",-0.3692927,-0.4213506,-0.6349133,-0.6412387,0.0063254
58,0.8856836,1.0005864,"('undiscriminating', 'discriminating')",0.35002023,0.31962502,0.6178519,0.6601057,-0.0422538
31,-0.8764614,-0.40890625,"('evil', 'good')",-0.8541077,-0.9546748,-0.8652846,-0.6817905,-0.1834941
24,0.8695602,0.64849585,"('dishonest', 'honest')",0.51291096,0.30705422,0.6912355,0.477775,0.2134605
32,0.8359412,0.7130989,"('unkind', 'kind')",0.5747773,0.45641047,0.7053592,0.5847547,0.1206045
51,-0.8223127,-0.8857892,"('uneducated', 'educated')",0.39102465,0.37969577,-0.215644,-0.2530467,0.0374027
16,-0.8026374,-0.65660924,"('unpopular', 'popular')",0.2816191,0.22319138,-0.2605091,-0.2167089,-0.0438002
61,0.7916105,0.91481,"('illogical', 'logical')",0.7791688,0.72099143,0.7853897,0.8179007,-0.032511
8,0.74922895,0.8792595,"('unaffectionate', 'affectionate')",0.4508328,0.3876687,0.6000309,0.6334641,-0.0334332
27,0.73652756,0.5691811,"('hardhearted', 'softhearted')",1.1378516,0.94394904,0.9371896,0.7565651,0.1806245
38,0.7178481,0.7020812,"('untruthful', 'truthful')",0.041672327,0.0023826486,0.3797602,0.3522319,0.0275283
33,0.7036316,0.8604884,"('wrong', 'right')",-0.78815293,-0.8515258,-0.0422607,0.0044813,-0.046742
66,0.6608149,0.7798417,"('inactive', 'active')",0.7734795,0.6666977,0.7171472,0.7232697,-0.0061225
86,0.6577761,0.5966613,"('uninfluential', 'influential')",-0.32005227,-0.47045243,0.1688619,0.0631045,0.1057574
40,-0.58834004,-0.23694961,"('stingy', 'generous')",-2.115386,-2.2455986,-1.351863,-1.2412741,-0.1105889
54,0.56695795,0.49493295,"('incapable', 'capable')",0.8229183,0.743515,0.6949381,0.619224,0.0757141
84,0.51171327,0.51600844,"('inferior', 'superior')",1.3264364,1.2469357,0.9190748,0.8814721,0.0376027
63,0.50835407,0.55080706,"('unperceptive', 'insightful')",0.7739847,0.82456744,0.6411694,0.6876873,-0.0465179
19,0.49486163,0.68203664,"('inhospitable', 'hospitable')",-0.341983,-0.3410768,0.0764393,0.1704799,-0.0940406
28,0.4688681,0.3905083,"('disloyal', 'loyal')",1.1663014,1.0114577,0.8175848,0.700983,0.1166018
15,-0.4425729,-0.24714509,"('boring', 'funny')",-0.44715247,-0.49716452,-0.4448627,-0.3721548,-0.0727079
2,0.4355831,0.16654319,"('unlikable', 'likable')",0.64193195,0.5933802,0.5387576,0.3799617,0.1587959
60,0.43300998,-0.017608184,"('inefficient', 'efficient')",-0.038777996,-0.093278244,0.197116,-0.0554432,0.2525592
70,-0.41593745,-0.61871314,"('lethargic', 'energetic')",0.12101093,0.14366513,-0.1474633,-0.237524,0.0900607
62,0.41589636,0.19418094,"('incompetent', 'brilliant')",0.06771769,0.12405523,0.241807,0.1591181,0.0826889
47,0.40653008,0.27917653,"('stupid', 'smart')",4.972473,4.8870945,2.6895015,2.5831356,0.1063659
55,0.39910322,0.030900426,"('incompetent', 'clever')",0.3220911,0.18331303,0.3605972,0.1071067,0.2534905
14,0.38277125,0.28190854,"('antisocial', 'social')",-0.30162072,-0.3779727,0.0405753,-0.0480321,0.0886074
20,-0.35807812,-0.48398146,"('rough', 'thoughtful')",1.0828867,0.86103505,0.3624043,0.1885268,0.1738775
87,0.34149864,0.10936326,"('unsuccessful', 'successful')",0.9448923,0.7729762,0.6431955,0.4411697,0.2020258
36,0.334222,0.5924181,"('hostile', 'amicable')",-0.13734582,-0.31991547,0.0984381,0.1362513,-0.0378132
65,0.3105464,-0.19410953,"('insecure', 'secure')",-0.2015908,-0.17122072,0.0544778,-0.1826651,0.2371429
11,-0.29614705,-0.49181366,"('unhelpful', 'helpful')",1.8354934,1.8261516,0.7696732,0.667169,0.1025042
59,0.2961146,0.42676938,"('foolish', 'wise')",-0.0072048046,-0.1265288,0.1444549,0.1501203,-0.0056654
41,-0.2900445,-0.16284536,"('unforgiving', 'forgiving')",0.02358028,-0.14895505,-0.1332321,-0.1559002,0.0226681
79,0.2776653,0.5780735,"('wavering', 'unwavering')",-0.15729947,-0.13584638,0.0601829,0.2211136,-0.1609307
0,-0.27659705,-0.3775419,"('unsociable', 'sociable')",-0.3064284,-0.3601764,-0.2915127,-0.3688592,0.0773465
35,0.23595262,0.38373604,"('corrupt', 'incorrupt')",-0.3207784,-0.39952785,-0.0424129,-0.0078959,-0.034517
13,-0.22616526,-0.4727874,"('impolite', 'polite')",-0.8495456,-0.97485137,-0.5378554,-0.7238194,0.185964
5,-0.21746695,0.27550316,"('distant', 'outgoing')",-0.7397312,-0.7571704,-0.4785991,-0.2408336,-0.2377655
78,0.21561462,0.17376523,"('nonresilient', 'resilient')",0.48279655,0.5189131,0.3492056,0.3463392,0.0028664
30,-0.21438667,-0.26310676,"('intolerant', 'tolerant')",0.29998687,0.19041875,0.0428001,-0.036344,0.0791441
21,0.2108038,-0.27691364,"('immoral', 'moral')",-0.20870852,-0.45817935,0.0010476,-0.3675465,0.3685941
34,0.20847484,0.15128645,"('mean', 'honorable')",5.509872,5.3310537,2.8591733,2.7411702,0.1180031
83,0.20563538,0.060441557,"('powerless', 'powerful')",-0.6838878,-0.76399255,-0.2391262,-0.3517755,0.1126493
48,0.18530431,-0.014292717,"('unintelligent', 'intelligent')",0.5901361,0.61619055,0.3877202,0.3009489,0.0867713
76,-0.18450022,-0.35776097,"('anxious', 'daring')",-0.30289778,-0.28139868,-0.243699,-0.3195798,0.0758808
50,0.16734633,0.12108736,"('clumsy', 'skillful')",0.043556705,-0.098942816,0.1054515,0.0110723,0.0943792
6,-0.12594143,0.3833068,"('distant', 'open')",-0.46906197,-0.48370078,-0.2975017,-0.050197,-0.2473047
68,-0.09583275,-0.2766948,"('dependent', 'independent')",-0.40925848,-0.61497915,-0.2525456,-0.445837,0.1932914
82,-0.09539351,-0.37419024,"('poor', 'rich')",5.899535,5.8501287,2.9020708,2.7379692,0.1641016
10,-0.07707058,-0.37576854,"('unsympathetic', 'sympathetic')",-0.14085454,-0.18447286,-0.1089626,-0.2801207,0.1711581
80,0.07560335,-0.24664164,"('dominated', 'dominating')",-0.7844069,-0.77927125,-0.3544018,-0.5129564,0.1585546
72,0.073497705,0.025233053,"('unambitious', 'ambitious')",-0.89898556,-0.80301803,-0.4127439,-0.3888925,-0.0238514
88,-0.06471564,-0.12506983,"('low', 'eminent')",-0.27853394,-0.47161314,-0.1716248,-0.2983415,0.1267167
42,-0.060559753,-0.0787711,"('unreliable', 'reliable')",-3.1000233,-3.062504,-1.5802915,-1.5706376,-0.0096539
67,0.058725774,0.16729498,"('doubtful', 'determined')",-0.3539453,-0.35772234,-0.1476098,-0.0952137,-0.0523961
52,-0.048411604,0.21503487,"('irrational', 'rational')",-0.19997427,-0.4138051,-0.1241929,-0.0993851,-0.0248078
22,-0.041795745,-0.2249228,"('untrustworthy', 'trustworthy')",-1.0053526,-1.0425936,-0.5235742,-0.6337582,0.110184
73,0.034303084,0.039511003,"('helpless', 'self-reliant')",-3.2837257,-3.4003334,-1.6247113,-1.6804112,0.0556999
45,-0.026053619,-0.105373606,"('incompetent', 'competent')",-0.21358775,-0.36145496,-0.1198207,-0.2334143,0.1135936
46,0.0118276775,-0.4227681,"('uncompetitive', 'competitive')",-0.598014,-0.68851906,-0.2930931,-0.5556436,0.2625505
43,0.0063098036,-0.39526406,"('irresponsible', 'responsible')",0.4521498,0.34854063,0.2292298,-0.0233617,0.2525915
7,-0.0025775414,-0.06470832,"('insensitive', 'sensitive')",0.20849861,0.19008061,0.1029605,0.0626861,0.0402744
