,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
5,3.3732834,3.2889724,"('distant', 'outgoing')",1.6123277,1.3164238,0.61287415,0.49624813,-0.15947473,-0.32865706,1.3597525,1.1932468,0.1665057
6,2.9969933,2.9349005,"('distant', 'open')",2.0142393,1.8032426,0.8179909,0.690448,0.15822366,-0.16797763,1.4968617,1.3151532,0.1817085
85,2.8188279,2.8262875,"('insignificant', 'prestigious')",1.3514615,1.2307196,2.63797,2.4348512,1.2451438,1.039629,2.0133507,1.8828717,0.130479
71,2.647252,2.475513,"('diffident', 'self-confident')",2.1518621,1.9691631,0.38842618,0.4279803,0.2745473,0.30217895,1.3655219,1.2937088,0.0718131
35,2.5443997,2.347982,"('corrupt', 'incorrupt')",0.82356924,0.5460173,0.55171883,0.41032726,0.56468046,0.329799,1.1210921,0.9085313,0.2125608
3,-2.238806,-2.1216428,"('repellent', 'pleasant')",-1.654245,-1.494561,-1.2771908,-1.4722424,0.43520623,0.33117324,-1.1837589,-1.1893182,0.0055593
76,-2.1119864,-2.0639186,"('anxious', 'daring')",-1.8542583,-1.6811908,0.23645084,0.4427194,-0.44819593,-0.28650096,-1.0444975,-0.8972228,-0.1472747
69,2.0307584,2.008182,"('lazy', 'industrious')",1.3714677,1.3313011,1.5010867,1.4712132,0.43956542,0.64025414,1.3357196,1.3627377,-0.0270181
46,-1.9690429,-1.9235692,"('uncompetitive', 'competitive')",-0.6626732,-0.46150684,-0.65914303,-0.6201792,-0.5093689,-0.3134147,-0.950057,-0.8296674,-0.1203896
45,-1.968962,-2.1190577,"('incompetent', 'competent')",-1.1817281,-1.129956,-1.0033357,-0.8938842,-1.639455,-1.5749713,-1.4483702,-1.4294672,-0.018903
65,-1.9348376,-2.0682049,"('insecure', 'secure')",-1.7861756,-1.6467878,-0.49639696,-0.43754482,-1.3391426,-1.1077754,-1.3891382,-1.3150783,-0.0740599
9,1.8950902,2.063958,"('unaffectionate', 'caring')",1.866535,1.9133904,0.73554015,0.72216004,1.1583709,0.96648586,1.4138842,1.4164985,-0.0026143
10,-1.8840348,-1.805295,"('unsympathetic', 'sympathetic')",-1.2623905,-0.9556748,-1.1834499,-1.0145783,-0.28702143,-0.21638878,-1.1542242,-0.9979842,-0.15624
19,1.8561221,1.8175969,"('inhospitable', 'hospitable')",0.750722,0.5991526,-0.42079794,-0.40268457,0.3701601,0.3065326,0.6390516,0.5801494,0.0589022
79,1.823899,1.7282624,"('wavering', 'unwavering')",1.1202897,1.1492726,1.3384485,1.1958401,0.6629323,0.50665,1.2363924,1.1450062,0.0913862
26,1.8223286,1.6909896,"('hardhearted', 'benevolent')",2.1344252,1.925125,2.4632628,2.0956473,1.2441028,0.9445883,1.9160298,1.6640875,0.2519423
70,-1.8190589,-1.8069438,"('lethargic', 'energetic')",-1.2667706,-1.1782836,-0.4549231,-0.2664596,-0.83024687,-0.5890819,-1.0927498,-0.9601922,-0.1325576
36,1.8020788,1.4503312,"('hostile', 'amicable')",0.82945716,0.26094532,0.9512171,0.5481758,0.9118046,0.45133498,1.1236395,0.6776968,0.4459427
80,-1.7992575,-1.811023,"('dominated', 'dominating')",-0.6923467,-0.6591858,-0.4843701,-0.31979543,-0.38711786,-0.19822732,-0.8407731,-0.7470579,-0.0937152
57,-1.7730789,-1.9562019,"('unimaginative', 'imaginative')",-1.663234,-1.7024357,-1.3805275,-1.3611242,-2.9263697,-2.5491228,-1.9358025,-1.8922211,-0.0435814
1,1.7289374,1.5258211,"('unfriendly', 'friendly')",1.7250013,1.4119534,0.915444,0.6599462,1.0707097,0.595927,1.3600231,1.048412,0.3116111
81,-1.6656479,-1.7693062,"('submissive', 'aggressive')",-0.8158157,-0.736271,-0.28221178,-0.057429582,-1.4348695,-1.0931649,-1.0496361,-0.9140429,-0.1355932
33,1.6518942,1.6616632,"('wrong', 'right')",1.013789,1.030119,1.3628536,1.491893,-0.65713423,-0.4213332,0.8428506,0.9405854,-0.0977348
0,-1.5728302,-1.7892864,"('unsociable', 'sociable')",-0.43172973,-0.5205336,-0.018905502,-0.09189667,-0.5012644,-0.5778444,-0.6311824,-0.7448903,0.1137079
55,-1.5016849,-1.6964345,"('incompetent', 'clever')",-0.46346644,-0.5166168,-0.5268536,-0.50927037,-1.1255081,-1.0306977,-0.9043782,-0.9382548,0.0338766
14,-1.4876361,-1.7345268,"('antisocial', 'social')",-1.3895608,-1.3991745,-0.0064834952,-0.09762412,-1.5191964,-1.3675356,-1.1007192,-1.1497152,0.048996
59,1.3997536,1.501852,"('foolish', 'wise')",1.1581545,1.2970537,1.2956829,1.3650215,-0.5674728,-0.6525821,0.8215295,0.8778362,-0.0563067
22,-1.3975372,-1.5940897,"('untrustworthy', 'trustworthy')",-1.2151135,-1.2390223,-0.7819018,-0.8224762,-2.0526187,-1.8111535,-1.3617928,-1.3666854,0.0048926
60,-1.334,-1.2447065,"('inefficient', 'efficient')",-0.58856237,-0.25584,-0.5809956,-0.24267948,-0.7442308,-0.3892362,-0.8119472,-0.5331155,-0.2788317
25,1.3084943,1.1078882,"('egoistic', 'altruistic')",0.5051813,0.3034468,1.2768149,1.1237738,1.6794552,1.451357,1.1924864,0.9966165,0.1958699
68,-1.2661295,-1.3607345,"('dependent', 'independent')",-0.8208944,-0.8769461,-1.202171,-1.2615453,-1.7658056,-1.8880035,-1.2637502,-1.3468072,0.083057
63,-1.2055852,-1.1691898,"('unperceptive', 'insightful')",-0.12517479,-0.15327361,0.39888516,0.53925985,0.008798394,-0.00019145012,-0.2307691,-0.1958487,-0.0349204
13,-1.1586231,-1.1039879,"('impolite', 'polite')",-0.6681604,-0.42786926,-0.87714744,-0.62581307,-0.6070189,-0.4731112,-0.8277375,-0.6576954,-0.1700421
31,1.1546043,0.97754264,"('evil', 'good')",0.11943232,-0.14678183,0.29908237,-0.01775837,-0.4481315,-0.60541666,0.2812469,0.0518965,0.2293504
21,-1.0443732,-1.0361402,"('immoral', 'moral')",-0.7183912,-0.5118109,-0.33501416,-0.16516648,-1.8657455,-1.5734076,-0.990881,-0.8216313,-0.1692497
84,1.0396186,1.0532271,"('inferior', 'superior')",0.20235422,0.25959095,0.7506334,0.73326004,0.40474105,0.3199923,0.5993368,0.5915176,0.0078192
8,0.988478,0.9909336,"('unaffectionate', 'affectionate')",1.1434679,1.0154645,0.82706386,0.6564721,0.73482,0.46093193,0.9234574,0.7809506,0.1425068
41,-0.9873925,-1.1726637,"('unforgiving', 'forgiving')",-0.032010093,-0.25730836,0.067302294,0.022551764,-0.27239648,-0.20266831,-0.3061242,-0.4025221,0.0963979
44,-0.95936805,-0.85884607,"('prejudiced', 'unprejudiced')",-1.5172282,-1.3110723,-1.027732,-0.7342279,-1.2997124,-0.8781333,-1.2010102,-0.9455699,-0.2554403
47,-0.94725335,-0.9983932,"('stupid', 'smart')",-0.34185347,-0.18209073,0.07041927,0.18256617,3.1158867,2.7129989,0.4742998,0.4287703,0.0455295
42,-0.93854654,-0.79244137,"('unreliable', 'reliable')",-0.7879426,-0.53669137,0.110268265,0.3733974,-2.9281392,-2.1472125,-1.13609,-0.775737,-0.360353
43,-0.87961304,-0.6814572,"('irresponsible', 'responsible')",-0.41174424,-0.05250903,-0.9692522,-0.6256922,-0.20032722,0.086358815,-0.6152342,-0.3183249,-0.2969093
54,0.86467505,0.87768435,"('incapable', 'capable')",0.6311053,0.87955636,1.346301,1.4879051,1.0099505,0.98537016,0.9630079,1.057629,-0.0946211
53,0.8601546,0.7694202,"('uncreative', 'creative')",0.09675609,-0.09854993,0.51165026,0.4530483,0.96077627,0.8040533,0.6073343,0.481993,0.1253413
73,0.8583947,1.1469617,"('helpless', 'self-reliant')",0.8616484,0.906929,-0.32839748,-0.26160797,-2.5693982,-1.9800899,-0.2944382,-0.0469518,-0.2474864
72,-0.8465911,-0.7836953,"('unambitious', 'ambitious')",-0.5666856,-0.54679215,-1.4484233,-1.3341956,-1.4015474,-1.3686314,-1.0658119,-1.0083287,-0.0574832
62,-0.7549067,-0.58552665,"('incompetent', 'brilliant')",-0.53255594,-0.19494149,-0.95840466,-0.530306,-0.8269614,-0.42837653,-0.7682072,-0.4347877,-0.3334195
74,0.7415945,0.61812615,"('undedicated', 'dedicated')",0.81300044,0.7771607,0.1757657,0.3177293,-0.2984044,-0.19051045,0.3579891,0.3806264,-0.0226373
48,-0.6996149,-0.8750496,"('unintelligent', 'intelligent')",-0.46914655,-0.60657984,-0.090025485,-0.19467844,-1.3663764,-1.4621912,-0.6562908,-0.7846248,0.128334
