,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-2.2482572,-2.4753914,"('uninfluential', 'influential')",-0.7900151,-0.88916326,-1.5191362,-1.6822773,0.1631411
10,-2.1780531,-2.5411072,"('unsympathetic', 'sympathetic')",-0.6540114,-0.6828738,-1.4160323,-1.6119905,0.1959582
45,-1.9533709,-2.0333295,"('incompetent', 'competent')",-0.3647924,-0.4144927,-1.1590817,-1.223911,0.0648293
0,-1.9208013,-2.4445984,"('unsociable', 'sociable')",-0.21796086,-0.45230874,-1.0693811,-1.4484535,0.3790724
13,-1.8750229,-2.0051663,"('impolite', 'polite')",-1.2016532,-1.112843,-1.5383381,-1.5590047,0.0206666
55,-1.7665043,-1.7922659,"('incompetent', 'clever')",0.22422041,0.13587661,-0.7711419,-0.8281946,0.0570527
57,-1.6650636,-1.9334744,"('unimaginative', 'imaginative')",-3.1191254,-3.1451516,-2.3920946,-2.5393131,0.1472185
51,-1.6158674,-1.3868092,"('uneducated', 'educated')",0.03442244,0.19880696,-0.7907225,-0.5940011,-0.1967214
69,1.5273142,1.3241557,"('lazy', 'industrious')",-0.3484922,-0.5340529,0.589411,0.3950514,0.1943596
22,-1.4491378,-1.5039644,"('untrustworthy', 'trustworthy')",-1.309541,-1.3607018,-1.3793395,-1.4323331,0.0529936
46,-1.4353397,-1.6569331,"('uncompetitive', 'competitive')",-1.1192026,-1.1111803,-1.2772712,-1.3840567,0.1067855
53,-1.4167681,-1.6121176,"('uncreative', 'creative')",0.17137559,0.14789578,-0.6226962,-0.7321109,0.1094147
14,-1.2885906,-1.2831858,"('antisocial', 'social')",-0.087030955,-0.18270263,-0.6878108,-0.7329443,0.0451335
65,-1.2627155,-1.3290901,"('insecure', 'secure')",-0.50312066,-0.34130108,-0.8829181,-0.8351956,-0.0477225
56,-1.228044,-1.4920195,"('impractical', 'practical')",-0.6595316,-0.6229681,-0.9437878,-1.0574938,0.113706
70,-1.2207714,-1.4452465,"('lethargic', 'energetic')",-0.13226114,-0.15904087,-0.6765163,-0.8021437,0.1256274
73,1.2105079,1.1413902,"('helpless', 'self-reliant')",-2.9465828,-2.9006178,-0.8680375,-0.8796138,0.0115763
75,1.1969451,1.478758,"('meek', 'impulsive')",-0.57499444,-0.4783775,0.3109753,0.5001903,-0.189215
23,-1.1566727,-1.201519,"('insincere', 'sincere')",5.1839337,5.3785715,2.0136304,2.0885262,-0.0748958
32,-1.1557779,-1.3782383,"('unkind', 'kind')",0.36735293,0.28196287,-0.3942125,-0.5481377,0.1539252
30,-1.1440108,-1.0495894,"('intolerant', 'tolerant')",0.68283755,0.6888569,-0.2305866,-0.1803662,-0.0502204
11,-1.1081688,-1.2242665,"('unhelpful', 'helpful')",1.1947701,1.3578666,0.0433006,0.0668001,-0.0234995
60,-1.0958838,-1.0385127,"('inefficient', 'efficient')",-0.20326829,0.058911413,-0.6495761,-0.4898006,-0.1597755
21,-1.0740839,-1.2084879,"('immoral', 'moral')",-0.65122634,-0.7842801,-0.8626552,-0.996384,0.1337288
85,1.0599176,0.7750184,"('insignificant', 'prestigious')",0.31094843,0.08757213,0.685433,0.4312953,0.2541377
12,-1.0505819,-1.2463602,"('unsupportive', 'supportive')",-2.1997204,-2.206148,-1.6251512,-1.726254,0.1011028
19,-1.0334364,-1.0186514,"('inhospitable', 'hospitable')",-0.7436133,-0.7052666,-0.8885249,-0.861959,-0.0265659
82,-1.0325642,-0.82379085,"('poor', 'rich')",5.7057195,5.7364516,2.3365777,2.4563303,-0.1197526
28,-1.0215667,-1.1825742,"('disloyal', 'loyal')",0.8101264,0.8749429,-0.1057202,-0.1538156,0.0480954
7,-1.0194733,-1.2050787,"('insensitive', 'sensitive')",0.11891849,0.17853709,-0.4502774,-0.5132708,0.0629934
35,1.0028285,0.99381113,"('corrupt', 'incorrupt')",-0.19821046,-0.3046366,0.402309,0.3445873,0.0577217
1,-0.98978746,-1.1167948,"('unfriendly', 'friendly')",1.3211486,1.2718776,0.1656806,0.0775414,0.0881392
43,-0.97374165,-1.4837387,"('irresponsible', 'responsible')",0.17784442,-0.025838183,-0.3979486,-0.7547884,0.3568398
2,0.95922375,0.6979201,"('unlikable', 'likable')",0.73945856,0.5910791,0.8493412,0.6444996,0.2048416
63,-0.9167058,-1.0893767,"('unperceptive', 'insightful')",0.14146888,0.2380553,-0.3876185,-0.4256607,0.0380422
3,-0.91334224,-0.9206552,"('repellent', 'pleasant')",0.6075389,0.6750034,-0.1529017,-0.1228259,-0.0300758
68,-0.9123665,-0.5916548,"('dependent', 'independent')",-0.9298521,-0.8421482,-0.9211093,-0.7169015,-0.2042078
77,-0.8642588,-0.81691974,"('unmotivated', 'motivated')",-1.3550503,-1.2753841,-1.1096545,-1.0461519,-0.0635026
9,-0.74303854,-1.0195524,"('unaffectionate', 'caring')",0.90415704,0.93670744,0.0805593,-0.0414225,0.1219818
38,-0.7143134,-0.9167397,"('untruthful', 'truthful')",-0.57011586,-0.42088184,-0.6422147,-0.6688108,0.0265961
