,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
36,-2.8764937,-2.4164057,"('hostile', 'amicable')",-2.4765658,-2.4381046,0.057705145,-0.10061011,-1.7651183,-1.6517069,-0.1134114
85,-2.8667655,-2.5163994,"('insignificant', 'prestigious')",-1.7821797,-1.8149607,0.16438666,-0.06028388,-1.4948529,-1.4638812,-0.0309717
35,-2.626115,-2.2210448,"('corrupt', 'incorrupt')",-2.0715644,-2.0073292,-0.4428884,-0.5332006,-1.7135226,-1.5871916,-0.126331
31,-2.6158874,-2.2372324,"('evil', 'good')",-1.8949662,-1.7927806,-1.0625108,-1.2082857,-1.8577882,-1.7460996,-0.1116886
60,2.5146525,2.0976758,"('inefficient', 'efficient')",2.835596,2.916233,0.17783216,0.42690578,1.8426935,1.8136048,0.0290887
76,2.4561324,2.253902,"('anxious', 'daring')",1.9268272,1.921357,0.7709631,0.90240306,1.7179742,1.692554,0.0254202
13,2.376148,2.1323183,"('impolite', 'polite')",1.913479,1.9928793,-0.13407364,-0.049664527,1.3851844,1.358511,0.0266734
56,2.2434847,2.0094392,"('impractical', 'practical')",2.391583,2.523389,-0.12474986,0.050073177,1.5034394,1.5276338,-0.0241944
19,-2.108273,-1.9507123,"('inhospitable', 'hospitable')",-1.508717,-1.5440642,-0.25602782,-0.38267142,-1.2910059,-1.2924826,0.0014767
62,2.0982606,1.8656696,"('incompetent', 'brilliant')",2.0236893,2.0732973,0.03814776,0.22618447,1.3866994,1.3883837,-0.0016843
6,-2.0645847,-1.7393844,"('distant', 'open')",-1.7909498,-1.671228,0.13065717,0.045915745,-1.2416258,-1.1215656,-0.1200602
81,2.0146453,1.6956581,"('submissive', 'aggressive')",1.6137106,1.6197882,-0.44023442,-0.3053638,1.0627072,1.0033608,0.0593464
7,1.9793723,1.7375237,"('insensitive', 'sensitive')",1.595504,1.5933672,1.0272951,0.9645336,1.5340571,1.4318082,0.1022489
69,-1.9503487,-1.7415107,"('lazy', 'industrious')",-0.28919452,-0.32553554,-0.53995764,-0.7144368,-0.9265003,-0.927161,0.0006607
55,1.8256733,1.5690533,"('incompetent', 'clever')",1.1087673,1.1416527,0.20354351,0.2777813,1.0459947,0.9961624,0.0498323
30,1.8079613,1.772176,"('intolerant', 'tolerant')",2.3363192,2.4505172,1.0205137,1.1921444,1.721598,1.8049459,-0.0833479
5,-1.7995882,-1.4466025,"('distant', 'outgoing')",-0.8209996,-0.7551435,-0.50232446,-0.6036558,-1.0409708,-0.9351339,-0.1058369
21,1.7427825,1.4330374,"('immoral', 'moral')",1.7461437,1.7042009,-0.5088127,-0.43570602,0.9933712,0.9005108,0.0928604
79,-1.742099,-1.5185274,"('wavering', 'unwavering')",-1.0012199,-0.9483317,0.1980368,0.022315606,-0.8484274,-0.8148479,-0.0335795
46,1.6875039,1.362381,"('uncompetitive', 'competitive')",1.3555629,1.3351501,-0.596434,-0.585777,0.8155443,0.7039181,0.1116262
43,1.666101,1.4319738,"('irresponsible', 'responsible')",1.7346939,1.748261,0.5216447,0.605655,1.3074799,1.2619633,0.0455166
70,1.5743965,1.2696025,"('lethargic', 'energetic')",1.6932586,1.6626687,0.9157046,1.0052779,1.3944532,1.3125164,0.0819368
14,1.5535069,1.3894125,"('antisocial', 'social')",2.1763182,2.2009158,-0.5927591,-0.47208217,1.0456886,1.0394154,0.0062732
39,1.5325414,1.4628687,"('exploitative', 'cooperative')",2.329291,2.223147,0.7250779,0.7407226,1.5289702,1.4755794,0.0533908
4,-1.4842086,-1.3010147,"('disliked', 'liked')",-0.95702523,-0.9612517,-6.8113813,-6.888082,-3.084205,-3.0501162,-0.0340888
80,1.4662278,1.0774978,"('dominated', 'dominating')",0.9679978,0.77191615,-0.8813915,-0.96594,0.5176113,0.2944913,0.22312
10,1.3462925,1.034287,"('unsympathetic', 'sympathetic')",0.8877577,0.91877884,-0.059641644,-0.004584263,0.7248029,0.6494939,0.075309
52,-1.3076304,-1.0857835,"('irrational', 'rational')",-0.6797766,-0.852766,-0.23201624,-0.47600985,-0.7398078,-0.8048531,0.0650453
57,1.3065906,1.074934,"('unimaginative', 'imaginative')",0.7854152,0.6898298,-2.1903021,-2.3425393,-0.0327655,-0.1925918,0.1598263
16,-1.2826966,-1.1305839,"('unpopular', 'popular')",-0.6192252,-0.65230095,0.16121933,0.01013919,-0.5802341,-0.5909152,0.0106811
23,1.2357035,1.1335353,"('insincere', 'sincere')",2.0702395,2.1292462,5.994119,6.133708,3.1000207,3.1321634,-0.0321427
11,1.2088816,1.0529791,"('unhelpful', 'helpful')",2.11472,2.143651,2.1184032,2.2530038,1.8140017,1.8165445,-0.0025428
8,-1.1902884,-0.9616397,"('unaffectionate', 'affectionate')",-0.9009525,-0.85604507,0.47089642,0.39580616,-0.5401148,-0.4739595,-0.0661553
45,1.1769136,1.0008287,"('incompetent', 'competent')",1.6384315,1.7457105,-0.13713244,-0.13522598,0.8927376,0.8704377,0.0222999
25,-1.164411,-0.88558733,"('egoistic', 'altruistic')",0.09397766,0.06832306,1.7198262,1.5935503,0.2164643,0.258762,-0.0422977
22,1.1630127,0.9659934,"('untrustworthy', 'trustworthy')",1.1919018,1.1640518,-0.63341594,-0.454629,0.5738329,0.5584721,0.0153608
12,1.155058,1.071089,"('unsupportive', 'supportive')",2.172235,2.2059345,-1.5365802,-1.6322372,0.5969042,0.5482621,0.0486421
50,-1.1530361,-1.0956355,"('clumsy', 'skillful')",-0.38001776,-0.47245267,-0.014504567,-0.007385105,-0.5158528,-0.5251578,0.009305
65,1.1389687,0.9451078,"('insecure', 'secure')",1.0531791,1.0211653,0.15586264,0.29248136,0.7826701,0.7529182,0.0297519
75,-1.0744948,-0.86437035,"('meek', 'impulsive')",-1.3032206,-1.311458,-0.46288756,-0.4734517,-0.9468677,-0.8830934,-0.0637743
63,0.9917854,0.9600433,"('unperceptive', 'insightful')",2.269908,2.2978437,1.007151,0.9866768,1.4229482,1.4148545,0.0080937
66,-0.97891957,-0.9684244,"('inactive', 'active')",-0.62937737,-0.6873342,1.1377826,0.8204372,-0.1568381,-0.2784405,0.1216024
59,-0.9512664,-0.7693948,"('foolish', 'wise')",-0.2575383,-0.22391064,0.14063454,0.07416594,-0.3560567,-0.3063798,-0.0496769
48,0.9179037,0.7458758,"('unintelligent', 'intelligent')",0.60439867,0.58711123,0.392976,0.4152474,0.6384261,0.5827448,0.0556813
24,0.8451343,0.6861094,"('dishonest', 'honest')",0.49032938,0.531914,0.5263042,0.7163738,0.6205893,0.6447991,-0.0242098
