,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
31,-2.406265,-2.4607291,"('evil', 'good')",-0.2818664,-0.13719818,-1.1171024,-0.8057451,-1.2684112,-1.1345575,-0.1338537
60,2.3034034,2.365534,"('inefficient', 'efficient')",-0.15774718,0.11834876,0.23438081,0.06821853,0.7933456,0.8507005,-0.0573549
55,2.0733962,2.0806575,"('incompetent', 'clever')",-0.39998853,-0.22718465,0.46138117,0.3008757,0.7115963,0.7181162,-0.0065199
14,2.0694363,2.3105302,"('antisocial', 'social')",0.6805099,0.6983633,-0.035854176,-0.075491026,0.9046973,0.9778008,-0.0731035
56,2.0632486,2.3858407,"('impractical', 'practical')",0.45714593,0.6664412,-0.48339063,-0.55714476,0.6790013,0.8317124,-0.1527111
16,-2.040543,-2.0252135,"('unpopular', 'popular')",-1.0981889,-1.0407895,0.22399029,0.31733495,-0.9715806,-0.9162227,-0.0553579
21,1.9259528,2.2054605,"('immoral', 'moral')",-0.018509272,0.16035594,-0.23152071,-0.399285,0.558641,0.6555105,-0.0968695
75,-1.8426487,-2.0233574,"('meek', 'impulsive')",-0.26304558,-0.4262015,-1.037337,-1.0411713,-1.047677,-1.1635768,0.1158998
13,1.7933803,1.8144683,"('impolite', 'polite')",0.02321164,0.17142837,-0.6054437,-0.6649926,0.403716,0.4403013,-0.0365853
39,1.6711037,1.9092952,"('exploitative', 'cooperative')",0.6334143,0.77639365,0.25964993,0.39138162,0.8547227,1.0256902,-0.1709675
0,1.5126815,1.6354544,"('unsociable', 'sociable')",-0.71608734,-0.5641203,-0.10311055,-0.1525161,0.2311612,0.3062727,-0.0751115
85,-1.4822079,-1.3434948,"('insignificant', 'prestigious')",-0.47943154,-0.5720605,-0.4513747,-0.039284553,-0.8043381,-0.6516133,-0.1527248
12,1.4401872,1.6931715,"('unsupportive', 'supportive')",0.08052878,0.23734823,-1.8951198,-1.8735564,-0.1248013,0.0189878,-0.1437891
65,1.4240584,1.362844,"('insecure', 'secure')",0.75220937,0.7316005,-0.05189712,-0.2272346,0.7081236,0.6224033,0.0857203
4,-1.407734,-1.143258,"('disliked', 'liked')",-0.30739364,-0.121466435,-7.3158636,-7.1913667,-3.0103305,-2.818697,-0.1916335
52,-1.380364,-1.2589049,"('irrational', 'rational')",-0.56823564,-0.5759716,-0.05500888,0.12772554,-0.6678695,-0.5690503,-0.0988192
43,1.3597862,1.6868832,"('irresponsible', 'responsible')",0.095991515,0.33458233,0.7009677,0.49204472,0.7189151,0.8378367,-0.1189216
37,1.3233457,1.5849395,"('fake', 'genuine')",0.35865542,0.65518636,0.32771093,0.35202557,0.669904,0.8640505,-0.1941465
66,-1.3162653,-1.6299404,"('inactive', 'active')",0.2241061,-0.09390275,0.25727665,0.30096075,-0.2782942,-0.4742941,0.1959999
58,-1.299804,-1.1168604,"('undiscriminating', 'discriminating')",-1.24476,-1.0020578,0.013946347,0.1138967,-0.8435392,-0.6683405,-0.1751987
71,1.2820513,1.4156967,"('diffident', 'self-confident')",0.8626654,0.9475498,0.486957,0.639857,0.8772246,1.0010345,-0.1238099
62,1.2766675,1.3954891,"('incompetent', 'brilliant')",-0.26352775,0.044025138,0.5631593,0.4834735,0.525433,0.6409959,-0.1155629
36,-1.242262,-1.309882,"('hostile', 'amicable')",-0.5272788,-0.5360492,-0.35759416,-0.13315037,-0.709045,-0.6596939,-0.0493511
81,1.1521751,0.9923769,"('submissive', 'aggressive')",0.45017457,0.45350495,-0.34375638,-0.67020863,0.4195311,0.2585577,0.1609734
88,-1.1280352,-1.2307289,"('low', 'eminent')",-0.960574,-1.0633599,-0.46106875,-0.55766755,-0.8498926,-0.9505854,0.1006928
10,1.0861624,1.3591337,"('unsympathetic', 'sympathetic')",-1.0604985,-0.75059533,0.06476192,-0.10458957,0.030142,0.1679829,-0.1378409
79,-1.060416,-0.985484,"('wavering', 'unwavering')",-0.22606003,-0.18493551,-0.5197295,-0.46955392,-0.6020685,-0.5466578,-0.0554107
53,-1.0355887,-0.94985306,"('uncreative', 'creative')",-1.8331672,-1.5247099,0.11136366,0.3741176,-0.9191307,-0.7001485,-0.2189822
80,1.0343807,1.182654,"('dominated', 'dominating')",0.42763674,0.41157335,-0.7225476,-0.9595269,0.2464899,0.2115668,0.0349231
67,1.0135535,0.8663678,"('doubtful', 'determined')",0.80828494,0.6351919,-0.4261206,-0.5061788,0.4652392,0.3317936,0.1334456
35,-1.0126498,-1.0888706,"('corrupt', 'incorrupt')",0.27773684,0.116369516,-0.817374,-0.644617,-0.517429,-0.5390394,0.0216104
34,-0.9951042,-0.9170063,"('mean', 'honorable')",0.03976907,0.17040344,5.6115937,5.685196,1.5520862,1.6461976,-0.0941114
32,0.9647464,1.2754294,"('unkind', 'kind')",-0.36141238,-0.20264734,0.8112791,0.7470585,0.4715377,0.6066135,-0.1350758
30,0.9315127,1.1682652,"('intolerant', 'tolerant')",-0.42797473,-0.08145018,0.6729863,0.75639343,0.3921748,0.6144028,-0.222228
1,-0.9122864,-0.6695069,"('unfriendly', 'friendly')",-1.8401034,-1.5234532,1.0091224,1.3108089,-0.5810892,-0.2940505,-0.2870387
7,0.89669025,1.1548448,"('insensitive', 'sensitive')",-0.34538874,0.003163552,0.6647599,0.7918043,0.4053538,0.6499376,-0.2445838
87,0.8762417,0.5802964,"('unsuccessful', 'successful')",0.32812417,0.14264376,0.93902636,0.8678762,0.714464,0.5302721,0.1841919
61,0.869226,0.7084441,"('illogical', 'logical')",-0.24930865,-0.17038456,0.5535778,0.5567802,0.391165,0.3649466,0.0262184
26,-0.85448104,-0.6647579,"('hardhearted', 'benevolent')",0.12400695,0.10416525,1.522674,1.7257893,0.2640666,0.3883989,-0.1243323
48,0.8485267,0.81837535,"('unintelligent', 'intelligent')",-0.8386754,-0.7474145,0.68501306,0.5334752,0.2316215,0.2014787,0.0301428
42,0.80017006,1.0474212,"('unreliable', 'reliable')",1.2662314,1.4467665,-2.9394407,-2.9009414,-0.2910131,-0.1355845,-0.1554286
23,0.7904639,1.1529747,"('insincere', 'sincere')",-0.7835822,-0.38454828,5.9328556,5.884984,1.9799124,2.2178035,-0.2378911
5,-0.78886765,-0.7416573,"('distant', 'outgoing')",-0.3873221,-0.37880546,-0.731559,-0.5599604,-0.6359162,-0.5601411,-0.0757751
6,-0.77260405,-0.6001209,"('distant', 'open')",-0.5299582,-0.43874508,-0.60173655,-0.30720153,-0.6347663,-0.4486892,-0.1860771
40,-0.76803404,-0.47397184,"('stingy', 'generous')",0.03981381,0.2886058,-2.070851,-1.9081622,-0.9330238,-0.6978428,-0.235181
2,0.7564244,0.6941013,"('unlikable', 'likable')",0.3929686,0.4345989,0.47356614,0.528104,0.5409864,0.552268,-0.0112816
24,0.7551365,0.8625582,"('dishonest', 'honest')",-0.83798003,-0.7148729,0.6535616,0.62820125,0.1902394,0.2586288,-0.0683894
8,-0.74533784,-0.6972627,"('unaffectionate', 'affectionate')",-0.9091505,-0.94989187,0.6485335,0.8756445,-0.3353182,-0.25717,-0.0781482
82,-0.71093774,-0.7900705,"('poor', 'rich')",-0.3379714,-0.18981057,6.1654983,6.2065167,1.7055297,1.742212,-0.0366823
46,0.70658606,0.74277747,"('uncompetitive', 'competitive')",-0.8780117,-0.6523931,-0.6933874,-0.8883977,-0.288271,-0.2660044,-0.0222666
54,-0.6858393,-0.77356887,"('incapable', 'capable')",-0.49061996,-0.4560829,0.7154567,0.7748396,-0.1536675,-0.1516041,-0.0020634
64,0.63842845,0.5635067,"('shy', 'confident')",0.29196113,0.20718318,-6.1592326,-6.4583497,-1.7429477,-1.8958866,0.1529389
84,0.63665795,0.58198977,"('inferior', 'superior')",0.11726516,-0.046789475,0.87281483,0.74700695,0.542246,0.4274024,0.1148436
51,0.6315564,0.5646649,"('uneducated', 'educated')",-0.37330782,-0.39369962,-0.12527916,-0.17693695,0.0443231,-0.0019906,0.0463137
74,0.6126033,0.6905645,"('undedicated', 'dedicated')",0.013055664,0.16746446,-0.30675954,-0.29223958,0.1062998,0.1885965,-0.0822967
76,0.6058246,0.47263125,"('anxious', 'daring')",-0.5761813,-0.6085887,-0.07090126,-0.25311956,-0.0137527,-0.1296923,0.1159396
70,0.5878207,0.78916836,"('lethargic', 'energetic')",0.0132416375,0.21037228,0.3243313,0.1758776,0.3084646,0.3918061,-0.0833415
50,-0.573092,-0.4919107,"('clumsy', 'skillful')",0.25569856,0.37183356,0.1491969,0.16654436,-0.0560655,0.0154891,-0.0715546
63,0.5414068,0.911285,"('unperceptive', 'insightful')",-0.21881407,0.16828455,0.6740757,0.71348125,0.3322228,0.5976836,-0.2654608
77,0.5191524,0.59869444,"('unmotivated', 'motivated')",-0.90998566,-0.79082346,-0.98781115,-1.0900644,-0.4595482,-0.4273978,-0.0321504
45,0.5013184,0.7981151,"('incompetent', 'competent')",-0.3042591,0.20663261,0.20217098,0.21465832,0.1330768,0.4064686,-0.2733918
9,0.4704061,0.9099577,"('unaffectionate', 'caring')",-1.3476042,-1.2112534,1.2890986,1.4896162,0.1373002,0.3961068,-0.2588066
41,0.46567684,0.84771603,"('unforgiving', 'forgiving')",-0.24269591,0.072267085,-0.0043628737,0.018123053,0.0728727,0.3127021,-0.2398294
86,0.45549136,0.7282922,"('uninfluential', 'influential')",-1.716515,-1.4302639,-0.41458696,-0.40376952,-0.5585368,-0.3685804,-0.1899564
18,-0.4548446,-0.31460482,"('disagreeable', 'welcoming')",-0.2939422,-0.2837964,-0.69472736,-0.45717064,-0.4811714,-0.3518573,-0.1293141
44,-0.4136621,-0.5970701,"('prejudiced', 'unprejudiced')",0.6633602,0.49433464,-1.3378758,-1.4747288,-0.3627259,-0.5258214,0.1630955
