,titanium_male,titanium_female,tuple,metals_male,metals_female,corp_male,corp_female,average_male,average_female,male-female
60,4.026113,2.985379,"('inefficient', 'efficient')",1.7833569,1.7628293,0.36189443,0.39946386,2.0571216,1.7158906,0.341231
31,-3.9502368,-2.9653678,"('evil', 'good')",-1.5533304,-1.442805,-1.3400955,-1.4432335,-2.2812209,-1.9504687,-0.3307522
55,3.7071981,2.759254,"('incompetent', 'clever')",1.1757939,1.1021634,0.64860266,0.63279176,1.8438648,1.4980698,0.345795
36,-3.674479,-2.6399527,"('hostile', 'amicable')",-1.6661315,-1.5685959,-0.42522806,-0.3774852,-1.9219462,-1.5286779,-0.3932683
85,-3.4969528,-2.199725,"('insignificant', 'prestigious')",-0.68291575,-0.5501078,-0.52033335,-0.3696765,-1.566734,-1.0398364,-0.5268976
80,3.406706,2.1248078,"('dominated', 'dominating')",0.6472902,0.57987714,-0.613371,-0.38841727,1.1468751,0.7720892,0.3747859
35,-3.401268,-2.5190911,"('corrupt', 'incorrupt')",-1.4277152,-1.373213,-1.1482493,-1.1429114,-1.9924108,-1.6784051,-0.3140057
46,3.2770178,2.3040998,"('uncompetitive', 'competitive')",1.1914223,1.2201157,-0.54614085,-0.2765271,1.307433,1.0825628,0.2248702
76,3.1775126,2.2107096,"('anxious', 'daring')",1.824466,1.6781045,0.4778104,0.33799905,1.8265964,1.4089376,0.4176588
6,-3.0171514,-2.3481684,"('distant', 'open')",-2.279615,-2.0935895,-1.0625838,-1.1659642,-2.1197834,-1.8692408,-0.2505426
62,2.951966,2.228558,"('incompetent', 'brilliant')",1.2076701,1.2275298,0.32693207,0.33882335,1.4955227,1.2649704,0.2305523
4,-2.831175,-2.259028,"('disliked', 'liked')",-0.5224278,-0.5256883,-7.6613274,-6.9543138,-3.6716436,-3.2463433,-0.4253003
21,2.8099952,2.1416605,"('immoral', 'moral')",1.03367,0.94399166,-0.02638978,-0.05020552,1.2724251,1.0118155,0.2606096
69,-2.7715456,-1.7420567,"('lazy', 'industrious')",0.525359,0.5672814,-1.1240834,-0.8363109,-1.1234234,-0.6703621,-0.4530613
81,2.7526798,1.824003,"('submissive', 'aggressive')",1.3957565,1.2863488,-0.09694129,-0.15874197,1.3504984,0.9838699,0.3666285
75,-2.7302017,-2.483451,"('meek', 'impulsive')",-1.3652443,-1.4584854,-0.52352434,-0.7103408,-1.5396568,-1.550759,0.0111022
65,2.6982453,2.0864675,"('insecure', 'secure')",0.9563806,0.9048138,0.5403852,0.49956205,1.398337,1.1636144,0.2347226
79,-2.650469,-2.186912,"('wavering', 'unwavering')",-1.500891,-1.4567345,-0.4565969,-0.62322605,-1.5359856,-1.422291,-0.1136946
10,2.4757795,1.7155076,"('unsympathetic', 'sympathetic')",-0.0803098,0.033975158,-0.26005307,-0.32408416,0.7118055,0.4751329,0.2366726
19,-2.4627023,-1.8941829,"('inhospitable', 'hospitable')",-2.032819,-1.7460427,-1.1044548,-0.957205,-1.8666588,-1.5324769,-0.3341819
12,2.2192712,2.2288191,"('unsupportive', 'supportive')",1.1096779,1.1532863,-2.062855,-1.7766334,0.4220313,0.5351573,-0.113126
74,2.1449218,1.7913508,"('undedicated', 'dedicated')",0.65954804,0.7460989,-0.47924867,-0.3382031,0.7750737,0.7330822,0.0419915
56,2.1256185,1.5263349,"('impractical', 'practical')",1.341295,1.3014702,-0.6925507,-0.85295343,0.9247876,0.6582839,0.2665037
0,2.124345,1.7081445,"('unsociable', 'sociable')",0.8603846,0.8380647,-0.15483579,0.013287984,0.943298,0.8531658,0.0901322
23,2.1101532,1.7463166,"('insincere', 'sincere')",0.84671676,0.8784721,6.210947,5.8054147,3.055939,2.8100678,0.2458712
5,-2.063987,-1.3988833,"('distant', 'outgoing')",-1.5019104,-1.4317665,-1.2276832,-1.186992,-1.5978602,-1.339214,-0.2586462
59,-2.0485096,-1.1040395,"('foolish', 'wise')",-0.64781296,-0.46297908,-0.5586651,-0.51694846,-1.0849958,-0.6946557,-0.3903401
14,2.008865,1.6737629,"('antisocial', 'social')",1.6813242,1.6375477,0.26846054,0.37243462,1.31955,1.2279151,0.0916349
70,1.9884632,1.359032,"('lethargic', 'energetic')",0.6656468,0.7257661,0.33146244,0.38662425,0.9951908,0.8238075,0.1713833
86,1.9881129,1.3830028,"('uninfluential', 'influential')",-0.07366167,0.092422694,-0.33560586,-0.2868309,0.5262818,0.3961982,0.1300836
8,-1.916874,-1.2149857,"('unaffectionate', 'affectionate')",-0.35112274,-0.22314152,0.40414304,0.29159316,-0.6212846,-0.382178,-0.2391066
24,1.8727348,1.6509551,"('dishonest', 'honest')",0.11665943,0.36796966,0.55034715,0.5688974,0.8465804,0.8626074,-0.016027
48,1.8535172,1.8512758,"('unintelligent', 'intelligent')",0.18492329,0.15910819,0.40117934,0.45090747,0.8132066,0.8204305,-0.0072239
11,1.8488283,1.6368105,"('unhelpful', 'helpful')",0.33815137,0.3787094,1.7013845,1.7764684,1.2961214,1.2639961,0.0321253
7,1.7959218,1.6848495,"('insensitive', 'sensitive')",0.39998266,0.6079228,0.5700701,0.8580139,0.9219915,1.0502621,-0.1282706
43,1.7158364,1.3092625,"('irresponsible', 'responsible')",0.15203968,0.24217902,0.37148046,0.38391218,0.7464522,0.6451179,0.1013343
30,1.7133693,1.5930946,"('intolerant', 'tolerant')",0.59592754,0.7803514,0.72637695,0.8104812,1.0118913,1.061309,-0.0494177
87,1.6290164,1.2645347,"('unsuccessful', 'successful')",1.098984,0.92908216,0.9434669,1.2609619,1.2238224,1.1515263,0.0722961
13,1.6251698,1.2519556,"('impolite', 'polite')",0.26299617,0.44523302,-0.5179578,-0.4300683,0.456736,0.4223735,0.0343625
52,-1.5946331,-0.69126064,"('irrational', 'rational')",-1.0128043,-0.998103,-0.1122039,-0.16656709,-0.9065471,-0.6186436,-0.2879035
16,-1.4891044,-0.97406924,"('unpopular', 'popular')",-0.48260495,-0.5505136,0.37271905,0.43760943,-0.5329968,-0.3623245,-0.1706723
78,1.3969032,1.1084,"('nonresilient', 'resilient')",0.31356212,0.16769306,-0.13242859,0.05091237,0.5260123,0.4423351,0.0836772
34,1.3780437,1.2100868,"('mean', 'honorable')",0.4263122,0.33130324,5.7844725,5.518994,2.5296094,2.3534613,0.1761481
37,1.3587707,1.2098202,"('fake', 'genuine')",-0.073209606,0.08929358,-0.0754479,-0.08992364,0.4033711,0.4030634,0.0003077
27,-1.3493525,-1.0680757,"('hardhearted', 'softhearted')",-1.3883127,-1.2697569,0.7892978,0.6666567,-0.6494558,-0.5570586,-0.0923972
77,1.2753847,0.85118735,"('unmotivated', 'motivated')",0.33153293,0.20044403,-1.0259138,-1.1030024,0.1936679,-0.0171237,0.2107916
25,-1.253466,-0.9944022,"('egoistic', 'altruistic')",1.2207029,1.1743104,1.3841137,1.2891684,0.4504502,0.4896922,-0.039242
17,-1.2311946,-0.9514199,"('nasty', 'nice')",-1.0259283,-0.9608955,-0.808001,-0.7494274,-1.021708,-0.8872476,-0.1344604
32,1.2258664,1.2754738,"('unkind', 'kind')",0.5838153,0.6967169,0.94223434,0.96538836,0.9173053,0.9791931,-0.0618878
51,1.1954552,0.7498077,"('uneducated', 'educated')",-0.14552006,-0.16691482,0.12864962,0.1784767,0.3928616,0.2537899,0.1390717
28,1.1724608,1.1352574,"('disloyal', 'loyal')",0.45280918,0.7137599,1.0736926,1.2290403,0.8996542,1.0260192,-0.126365
29,-1.1646125,-0.8288186,"('unfair', 'fair')",-0.8900042,-0.8891553,-0.56592244,-0.6685366,-0.8735131,-0.7955035,-0.0780096
66,-1.1570245,-1.1251621,"('inactive', 'active')",-0.5576895,-0.55546325,0.34377098,0.40354055,-0.456981,-0.4256949,-0.0312861
50,-1.0288911,-0.5593913,"('clumsy', 'skillful')",0.28212443,0.39707944,-0.046473414,0.19916981,-0.2644134,0.012286,-0.2766994
54,-1.0160939,-0.9752859,"('incapable', 'capable')",-0.85909355,-0.7874955,0.66328967,0.56228954,-0.4039659,-0.400164,-0.0038019
67,1.01334,0.85641927,"('doubtful', 'determined')",0.33337218,0.3258615,-0.4255489,-0.4148167,0.3070544,0.2558213,0.0512331
15,-0.99709785,-0.62419987,"('boring', 'funny')",-0.80640125,-0.6934267,-0.2794826,-0.3171856,-0.6943272,-0.5449374,-0.1493898
44,-0.9831797,-1.1833764,"('prejudiced', 'unprejudiced')",-0.7854901,-1.0411947,-1.2409946,-1.2898377,-1.0032215,-1.1714697,0.1682482
22,0.97207135,0.5880962,"('untrustworthy', 'trustworthy')",-0.6387082,-0.5975163,-0.8625337,-0.60544324,-0.1763902,-0.2049544,0.0285642
63,0.9705903,0.73270124,"('unperceptive', 'insightful')",0.74732983,0.81226707,0.2250517,0.53393185,0.6476572,0.6929668,-0.0453096
73,-0.91986823,-0.5576799,"('helpless', 'self-reliant')",-0.17159124,-0.21494278,-3.4639487,-3.2514489,-1.5184695,-1.3413572,-0.1771123
84,0.8766489,0.99504304,"('inferior', 'superior')",0.34080982,0.28297988,0.6904616,0.83842367,0.6359735,0.7054822,-0.0695087
2,0.8410947,1.0201015,"('unlikable', 'likable')",1.042196,1.1614698,0.7160031,1.0226003,0.8664313,1.0680572,-0.2016259
1,-0.8405803,-0.30275708,"('unfriendly', 'friendly')",-0.4692578,-0.2822745,0.79936874,0.84749436,-0.1701564,0.0874876,-0.257644
83,0.8403703,0.5531023,"('powerless', 'powerful')",-0.3373036,-0.42075202,-1.11171,-1.2003173,-0.2028811,-0.355989,0.1531079
61,0.82908106,0.907575,"('illogical', 'logical')",-0.01665688,-0.0051886705,0.23635451,0.3105706,0.3495929,0.404319,-0.0547261
88,0.8276069,0.7456388,"('low', 'eminent')",-0.11658914,0.06930265,-0.19805633,-0.035562858,0.1709871,0.2597928,-0.0888057
45,0.79788744,0.50803125,"('incompetent', 'competent')",0.14458853,0.245998,0.05067227,0.15958256,0.3310494,0.3045373,0.0265121
58,-0.7879613,-0.5560237,"('undiscriminating', 'discriminating')",0.73903143,0.9021874,0.038406692,0.22252268,-0.0035077,0.1895621,-0.1930698
18,-0.7710093,-0.56105053,"('disagreeable', 'welcoming')",-0.040752426,0.10683791,-0.4893781,-0.2613825,-0.4337133,-0.2385317,-0.1951816
33,-0.6759135,0.044885177,"('wrong', 'right')",0.3516699,0.52110815,-0.77917576,-0.63372976,-0.3678064,-0.0225788,-0.3452276
72,0.62848306,0.4033099,"('unambitious', 'ambitious')",0.47326076,0.35586,0.17367086,-0.13207893,0.4251382,0.2090303,0.2161079
47,0.60324615,0.4432847,"('stupid', 'smart')",0.27991837,0.38409686,5.41119,5.1708055,2.0981181,1.9993957,0.0987224
82,0.60303795,0.16891854,"('poor', 'rich')",0.2492457,0.16586806,6.8871017,6.394065,2.579795,2.2429504,0.3368446
40,-0.56952953,-0.2674017,"('stingy', 'generous')",0.65596306,0.75084686,-2.188611,-1.8865457,-0.7007259,-0.4677002,-0.2330257
41,-0.4810464,-0.045009393,"('unforgiving', 'forgiving')",0.014573913,0.19675885,0.09501314,0.3374699,-0.1238198,0.1630731,-0.2868929
57,0.47557274,0.15412296,"('unimaginative', 'imaginative')",-0.36503842,-0.22764629,-3.1367576,-2.7830548,-1.0087411,-0.9521927,-0.0565484
3,0.4235033,-0.057661865,"('repellent', 'pleasant')",0.37642416,0.210469,1.4834939,1.3736465,0.7611405,0.5088179,0.2523226
20,0.37539726,0.31166777,"('rough', 'thoughtful')",0.037716035,-0.027108738,0.47190487,0.532464,0.2950061,0.272341,0.0226651
71,0.3568758,0.7685558,"('diffident', 'self-confident')",0.7839436,0.7941011,-0.32954517,-0.20806882,0.2704248,0.4515293,-0.1811045
39,0.239061,0.5164237,"('exploitative', 'cooperative')",0.30129227,0.45668885,0.13950089,0.29169324,0.2266181,0.4216019,-0.1949838
9,-0.20929764,0.37128368,"('unaffectionate', 'caring')",0.17235349,0.31849095,1.021481,0.9676361,0.328179,0.5524702,-0.2242912
49,0.14813627,0.1090666,"('unable', 'able')",-0.63795793,-0.62647045,-0.61826915,-0.56831044,-0.3693636,-0.3619048,-0.0074588
