,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
35,-2.2989705,-2.2763307,"('corrupt', 'incorrupt')",0.5135605,0.4588712,-2.1510403,-2.1319132,-0.087963596,-0.037727773,-1.0061035,-0.9967752,-0.0093283
71,1.793652,1.7559601,"('diffident', 'self-confident')",1.2214822,1.2154793,-0.28619578,-0.4111373,0.17634767,0.21230444,0.7263216,0.6931516,0.03317
12,1.7834498,1.5933099,"('unsupportive', 'supportive')",-0.53949773,-0.5953571,1.30176,1.1508656,-1.7726024,-1.715306,0.1932774,0.1083781,0.0848993
39,1.6005261,1.5924103,"('exploitative', 'cooperative')",0.7748325,0.9288557,1.7489042,1.7572846,0.13089168,0.18777436,1.0637887,1.1165812,-0.0527925
56,1.5452658,1.7161336,"('impractical', 'practical')",-0.37426218,-0.22930266,0.8847814,0.78211,-0.5495592,-0.54871994,0.3765565,0.4300553,-0.0534988
75,-1.4915214,-1.4730266,"('meek', 'impulsive')",0.33692032,0.34305155,-1.5198692,-1.3508878,-0.5602739,-0.46716815,-0.8086861,-0.7370077,-0.0716784
62,1.433754,1.3432103,"('incompetent', 'brilliant')",-0.9508556,-0.87255055,1.0778865,0.7811436,-0.40342024,-0.3657591,0.2893412,0.2215111,0.0678301
25,-1.3858352,-1.1437578,"('egoistic', 'altruistic')",-0.10942252,-0.16183195,-0.2821234,-0.053713545,1.5918727,1.7471471,-0.0463771,0.0969609,-0.143338
43,1.375629,1.2981108,"('irresponsible', 'responsible')",-0.5133697,-0.47789466,1.0246277,0.88594186,0.8148561,0.7391784,0.6754358,0.6113341,0.0641017
36,-1.3555188,-1.3147912,"('hostile', 'amicable')",-0.5244441,-0.6132358,-2.0790946,-1.7894231,0.33346173,0.58125144,-0.906399,-0.7840497,-0.1223493
44,-1.3448899,-1.3617784,"('prejudiced', 'unprejudiced')",0.34149534,0.3025767,-0.5320893,-0.25678328,-1.5452691,-1.5527556,-0.7701882,-0.7171851,-0.0530031
60,1.3013679,1.2544092,"('inefficient', 'efficient')",-0.41883355,-0.3918594,2.3105276,2.0130723,0.062294006,-0.12233496,0.813839,0.6883218,0.1255172
31,-1.2618059,-1.4801111,"('evil', 'good')",-0.75987476,-0.9017128,-1.9836384,-2.0737603,-1.1408554,-1.082399,-1.2865436,-1.3844959,0.0979523
87,1.2579106,1.317414,"('unsuccessful', 'successful')",0.36137798,0.35924414,1.7577299,1.6458635,0.44546664,0.63573,0.9556212,0.9895629,-0.0339417
67,1.2347485,1.3372566,"('doubtful', 'determined')",0.83790344,0.92635816,0.8091929,1.0034648,-0.83502865,-0.70896804,0.511704,0.6395278,-0.1278238
13,1.2221832,1.3882107,"('impolite', 'polite')",-0.27947277,-0.060517155,0.8466545,0.78770435,0.0027306005,0.011209823,0.4480239,0.5316519,-0.083628
46,1.1813021,0.7312606,"('uncompetitive', 'competitive')",-0.4515632,-0.5733455,2.2626498,1.8426664,-0.23975669,-0.47797787,0.688158,0.3806509,0.3075071
0,1.1292789,1.1465317,"('unsociable', 'sociable')",0.2851399,0.18222427,1.3122619,1.2320164,-0.4165907,-0.49225503,0.5775225,0.5171294,0.0603931
23,1.1275184,1.2885406,"('insincere', 'sincere')",-0.90283865,-0.78519654,0.4154433,0.3233809,6.098874,6.318579,1.6847492,1.7863261,-0.1015769
84,1.0433936,0.87343985,"('inferior', 'superior')",0.4789403,0.30666757,0.03321124,0.061653506,0.59567523,0.7026915,0.5378051,0.4861131,0.051692
74,1.0258782,0.9661231,"('undedicated', 'dedicated')",-0.16978015,-0.1834653,1.6675586,1.4126989,0.13537776,0.19928408,0.6647586,0.5986602,0.0660984
66,-1.0213292,-0.9891656,"('inactive', 'active')",-0.5885956,-0.62331766,0.44241375,0.46869764,0.81858784,0.9154726,-0.0872308,-0.0570782,-0.0301526
73,0.9715945,0.9928152,"('helpless', 'self-reliant')",1.2153139,1.2656828,-0.23614925,-0.08286178,-3.6003125,-3.6332104,-0.4123883,-0.3643935,-0.0479948
86,0.9631379,0.66544485,"('uninfluential', 'influential')",-1.7620687,-1.7756579,0.87687784,0.57944095,0.14339425,-0.070997536,0.0553353,-0.1504424,0.2057777
11,0.95011103,1.0291991,"('unhelpful', 'helpful')",-0.9421057,-0.8697203,0.39339727,0.42321184,1.9032699,1.9257268,0.5761681,0.6271044,-0.0509363
54,0.9434991,1.0790001,"('incapable', 'capable')",0.56151617,0.63706136,-0.53184783,-0.55837315,0.80608094,0.9811585,0.4448121,0.5347117,-0.0898996
