,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.2073398,-2.066796,"('uninfluential', 'influential')",0.35371467,0.28209907,-0.5977624,-0.721029,-0.8171291,-0.835242,0.0181129
0,-2.1246648,-1.8694633,"('unsociable', 'sociable')",0.2186921,0.19772725,-0.9273256,-0.93841285,-0.9444327,-0.8700496,-0.0743831
10,-2.0621328,-1.5370939,"('unsympathetic', 'sympathetic')",-0.58818156,-0.45431083,-0.7354983,-0.66587645,-1.1286043,-0.8857604,-0.2428439
6,-1.632621,-1.6081065,"('distant', 'open')",-1.1866089,-1.1737208,0.12826197,-0.112431884,-0.8969893,-0.9647532,0.0677639
73,1.6127156,1.4957727,"('helpless', 'self-reliant')",0.8902991,0.8390941,-2.703867,-2.838953,-0.0669508,-0.1680288,0.101078
57,-1.5774196,-1.3200418,"('unimaginative', 'imaginative')",0.3934018,0.25134626,-2.9041603,-2.8095505,-1.3627261,-1.2927487,-0.0699774
45,-1.5676097,-1.0342236,"('incompetent', 'competent')",-0.072397895,0.07826444,-0.5367014,-0.48040575,-0.7255696,-0.4787883,-0.2467813
8,-1.4521955,-1.2031868,"('unaffectionate', 'affectionate')",-1.3924749,-1.2907013,0.6357514,0.6294044,-0.7363063,-0.6214945,-0.1148118
19,-1.4001453,-0.92574596,"('inhospitable', 'hospitable')",-1.3863623,-1.1380666,0.08685928,0.18490762,-0.8998828,-0.6263017,-0.2735811
66,-1.3780875,-1.0830219,"('inactive', 'active')",-1.452983,-1.0700049,0.2967185,0.38692516,-0.8447839,-0.5887005,-0.2560834
51,-1.3366758,-1.3204097,"('uneducated', 'educated')",0.36584103,0.36454096,0.5382605,0.49253595,-0.1441914,-0.1544443,0.0102529
55,-1.2815256,-0.865718,"('incompetent', 'clever')",0.13180026,0.23197839,-0.32434553,-0.21154046,-0.4913569,-0.28176,-0.2095969
9,-1.2690012,-1.0672268,"('unaffectionate', 'caring')",-0.01696765,-0.008669656,1.1871073,0.9150384,-0.0329539,-0.0536193,0.0206654
