,kla_male,kla_female,tuple,corp_male,corp_female,average_male,average_female,male-female
66,-1.87517,-1.5494363,"('inactive', 'active')",-0.0023624003,0.03055749,-0.9387662,-0.7594394,-0.1793268
79,-1.7278317,-1.5010551,"('wavering', 'unwavering')",-0.69603336,-0.43351763,-1.2119325,-0.9672863,-0.2446462
31,-1.6335435,-1.0671158,"('evil', 'good')",-1.355012,-1.0090084,-1.4942777,-1.0380621,-0.4562156
6,-1.6162622,-0.9188608,"('distant', 'open')",-1.0050749,-0.5792695,-1.3106685,-0.7490652,-0.5616033
53,-1.6155812,-1.5517019,"('uncreative', 'creative')",0.36891693,0.18672788,-0.6233321,-0.682487,0.0591549
1,-1.5968168,-1.1695805,"('unfriendly', 'friendly')",0.94070554,1.0408151,-0.3280556,-0.0643827,-0.2636729
36,-1.4981437,-1.0617256,"('hostile', 'amicable')",-0.6420143,-0.30919078,-1.070079,-0.6854582,-0.3846208
62,1.1287494,0.8266357,"('incompetent', 'brilliant')",1.0722945,0.7798933,1.1005219,0.8032645,0.2972574
19,-1.1223481,-0.7227502,"('inhospitable', 'hospitable')",-0.7616436,-0.5059634,-0.9419959,-0.6143568,-0.3276391
69,-1.0745102,-0.7806711,"('lazy', 'industrious')",-0.9534096,-0.6313661,-1.0139599,-0.7060186,-0.3079413
5,-1.0560466,-0.6055147,"('distant', 'outgoing')",-0.765176,-0.35216227,-0.9106113,-0.4788385,-0.4317728
57,-0.9998315,-1.4046652,"('unimaginative', 'imaginative')",-3.2643857,-3.74292,-2.1321087,-2.5737925,0.4416838
56,0.9734428,0.6895197,"('impractical', 'practical')",0.13193801,-0.29835492,0.5526904,0.1955824,0.357108
71,-0.9614081,-0.7268523,"('diffident', 'self-confident')",0.049334317,0.101455584,-0.4560369,-0.3126984,-0.1433385
88,-0.9613369,-0.8683337,"('low', 'eminent')",-0.0059629017,-0.108109556,-0.4836499,-0.4882216,0.0045717
9,-0.9486946,-0.5128566,"('unaffectionate', 'caring')",0.8384359,1.0048877,-0.0551293,0.2460155,-0.3011448
37,-0.9427968,-1.1197898,"('fake', 'genuine')",0.19747566,0.23555592,-0.3726606,-0.442117,0.0694564
60,0.94186157,0.5483901,"('inefficient', 'efficient')",0.78870165,0.35029322,0.8652816,0.4493417,0.4159399
35,-0.9395171,-0.31519246,"('corrupt', 'incorrupt')",-0.9296482,-0.36472657,-0.9345827,-0.3399595,-0.5946232
42,0.9231476,0.62254936,"('unreliable', 'reliable')",-3.1652005,-3.5951483,-1.1210264,-1.4862995,0.3652731
86,-0.91613996,-1.2714976,"('uninfluential', 'influential')",-0.2806629,-0.7281982,-0.5984014,-0.9998479,0.4014465
55,0.9021715,0.5285177,"('incompetent', 'clever')",0.49514416,0.033901088,0.6986578,0.2812094,0.4174484
26,-0.87049305,-0.86815894,"('hardhearted', 'benevolent')",1.269345,1.1388984,0.199426,0.1353697,0.0640563
49,0.86323005,0.6693009,"('unable', 'able')",0.10478565,-0.011958303,0.4840078,0.3286713,0.1553365
8,-0.8198427,-0.49135226,"('unaffectionate', 'affectionate')",0.24579002,0.4725447,-0.2870263,-0.0094038,-0.2776225
40,-0.76008147,-0.6367119,"('stingy', 'generous')",-2.3422406,-2.3608458,-1.5511611,-1.4987788,-0.0523823
39,0.72597677,0.6437039,"('exploitative', 'cooperative')",-0.1577642,-0.12599936,0.2841063,0.2588522,0.0252541
38,-0.7131765,-0.75640106,"('untruthful', 'truthful')",0.19349132,0.28143546,-0.2598426,-0.2374828,-0.0223598
75,-0.71019626,-0.38400373,"('meek', 'impulsive')",-0.9652501,-0.84538484,-0.8377231,-0.6146943,-0.2230288
76,0.69230163,0.34737664,"('anxious', 'daring')",0.2658209,-0.060612675,0.4790612,0.143382,0.3356792
81,0.6853987,0.1284788,"('submissive', 'aggressive')",0.043537572,-0.40900695,0.3644681,-0.1402641,0.5047322
25,-0.66507745,-0.3043505,"('egoistic', 'altruistic')",0.38009083,0.57915884,-0.1424933,0.1374042,-0.2798975
24,-0.6568375,-0.5304021,"('dishonest', 'honest')",0.73646224,0.76264817,0.0398124,0.116123,-0.0763106
59,0.6036921,0.8429955,"('foolish', 'wise')",-0.005478887,0.13168386,0.2991066,0.4873397,-0.1882331
33,-0.59371036,-0.44443646,"('wrong', 'right')",-1.113433,-0.95158947,-0.8535717,-0.6980129,-0.1555588
10,-0.58325154,-0.8305655,"('unsympathetic', 'sympathetic')",-0.34530076,-0.6958878,-0.4642761,-0.7632266,0.2989505
85,-0.5749905,0.05957191,"('insignificant', 'prestigious')",-0.7371698,-0.5476323,-0.6560801,-0.2440302,-0.4120499
52,-0.57482284,-0.20518684,"('irrational', 'rational')",-0.43576688,-0.1937338,-0.5052949,-0.1994603,-0.3058346
34,-0.55764747,-0.5214685,"('mean', 'honorable')",5.9729223,6.102213,2.7076373,2.7903721,-0.0827348
30,0.541724,0.30362275,"('intolerant', 'tolerant')",1.3373616,1.0981774,0.9395428,0.7009001,0.2386427
83,-0.5110024,-0.54798305,"('powerless', 'powerful')",-0.9545231,-0.9919422,-0.7327628,-0.7699627,0.0371999
67,0.47918677,0.51124126,"('doubtful', 'determined')",-0.36205214,-0.41649014,0.0585673,0.0473756,0.0111917
50,0.4667619,0.36939308,"('clumsy', 'skillful')",0.26196197,0.3344017,0.3643619,0.3518974,0.0124645
65,0.46512562,0.09483184,"('insecure', 'secure')",0.07474199,-0.28870252,0.2699338,-0.0969353,0.3668691
27,-0.44583395,-0.18049705,"('hardhearted', 'softhearted')",0.6590271,0.6601564,0.1065966,0.2398297,-0.1332331
14,0.43759328,0.10784523,"('antisocial', 'social')",0.024095785,-0.2841059,0.2308445,-0.0881303,0.3189748
80,0.40134472,0.04484562,"('dominated', 'dominating')",-0.7131246,-0.86716294,-0.1558899,-0.4111587,0.2552688
54,-0.36748654,-0.3254412,"('incapable', 'capable')",0.7125304,0.8349758,0.1725219,0.2547673,-0.0822454
51,0.36547387,-0.07749667,"('uneducated', 'educated')",0.654632,0.16484354,0.5100529,0.0436734,0.4663795
74,-0.3650597,-0.58955765,"('undedicated', 'dedicated')",-0.44268313,-0.946935,-0.4038714,-0.7682463,0.3643749
82,0.3629821,0.30061036,"('poor', 'rich')",7.1187243,6.9571757,3.7408533,3.6288931,0.1119602
84,0.360791,0.47128785,"('inferior', 'superior')",0.92347693,1.0334108,0.642134,0.7523493,-0.1102153
20,-0.35463792,-0.24355647,"('rough', 'thoughtful')",0.7003056,0.70670974,0.1728338,0.2315766,-0.0587428
73,0.3444955,0.5363676,"('helpless', 'self-reliant')",-3.5755923,-3.3836043,-1.6155484,-1.4236183,-0.1919301
48,0.3258106,0.008148767,"('unintelligent', 'intelligent')",1.2179904,1.0153548,0.7719005,0.5117518,0.2601487
17,-0.3244663,-0.11807312,"('nasty', 'nice')",-0.97869885,-0.86378735,-0.6515826,-0.4909302,-0.1606524
61,-0.3167076,-0.49831516,"('illogical', 'logical')",0.24753946,0.019957032,-0.0345841,-0.2391791,0.204595
12,-0.30245215,-0.48181137,"('unsupportive', 'supportive')",-1.8964189,-2.2019386,-1.0994356,-1.341875,0.2424394
21,0.2997084,-0.0603512,"('immoral', 'moral')",-0.12381266,-0.43687698,0.0879479,-0.2486141,0.336562
29,-0.29484385,-0.16247821,"('unfair', 'fair')",-0.60342586,-0.5669162,-0.4491349,-0.3646972,-0.0844377
68,-0.2869614,-0.42179814,"('dependent', 'independent')",-0.56504035,-0.52803373,-0.4260009,-0.4749159,0.048915
4,-0.26452124,-0.0709866,"('disliked', 'liked')",-6.8376403,-7.152019,-3.5510807,-3.6115029,0.0604222
32,0.26025566,0.14448431,"('unkind', 'kind')",0.95431393,0.72381353,0.6072848,0.4341489,0.1731359
47,-0.21909416,-0.32369524,"('stupid', 'smart')",5.495956,5.437858,2.6384308,2.5570815,0.0813493
28,-0.21803793,-0.44412082,"('disloyal', 'loyal')",1.244082,1.0745323,0.513022,0.3152057,0.1978163
78,-0.21653418,-0.1817782,"('nonresilient', 'resilient')",0.52458733,0.4116505,0.1540266,0.1149362,0.0390904
70,-0.21079454,-0.5833725,"('lethargic', 'energetic')",0.36818337,-0.048414316,0.0786944,-0.3158934,0.3945878
11,-0.20998657,-0.57516164,"('unhelpful', 'helpful')",2.2843075,1.8724138,1.0371604,0.6486261,0.3885343
7,-0.20606309,-0.6241646,"('insensitive', 'sensitive')",0.40163267,0.15309162,0.0977848,-0.2355365,0.3333213
15,-0.20535961,0.3346206,"('boring', 'funny')",-0.05686642,0.032421216,-0.131113,0.1835209,-0.3146339
22,-0.20168656,-0.47594813,"('untrustworthy', 'trustworthy')",-1.1730099,-1.4521848,-0.6873482,-0.9640664,0.2767182
46,0.17038918,-0.3716731,"('uncompetitive', 'competitive')",-0.36879322,-0.9236338,-0.099202,-0.6476535,0.5484515
58,-0.15593189,-0.4515033,"('undiscriminating', 'discriminating')",0.31856203,0.034183897,0.0813151,-0.2086597,0.2899748
23,-0.15301596,-0.48773596,"('insincere', 'sincere')",6.1557794,6.13895,3.0013816,2.8256071,0.1757745
16,-0.14838716,0.08226229,"('unpopular', 'popular')",0.30833545,0.45676342,0.0799741,0.2695129,-0.1895388
3,-0.14564994,-0.26402915,"('repellent', 'pleasant')",0.61482,0.72210103,0.234585,0.2290359,0.0055491
13,-0.13857694,-0.6448048,"('impolite', 'polite')",-0.3291084,-0.75722903,-0.2338427,-0.7010169,0.4671742
43,-0.13546357,-0.34683064,"('irresponsible', 'responsible')",0.6873069,0.3764085,0.2759216,0.0147889,0.2611327
2,0.12140166,0.3593108,"('unlikable', 'likable')",0.38608631,0.30732995,0.253744,0.3333204,-0.0795764
0,-0.11760224,-0.38847876,"('unsociable', 'sociable')",-0.15524198,-0.44086772,-0.1364221,-0.4146732,0.2782511
72,0.10759471,0.20792477,"('unambitious', 'ambitious')",-0.4545662,-0.29954752,-0.1734858,-0.0458114,-0.1276744
63,-0.08882786,-0.4884778,"('unperceptive', 'insightful')",0.86847544,0.45795077,0.3898238,-0.0152635,0.4050873
45,-0.088372394,-0.32874703,"('incompetent', 'competent')",0.1969745,-0.2964108,0.0543011,-0.3125789,0.36688
18,-0.070858255,-0.2365511,"('disagreeable', 'welcoming')",-0.6568224,-0.752659,-0.3638403,-0.4946051,0.1307648
64,-0.06293328,-0.027806131,"('shy', 'confident')",-6.2972198,-6.5666847,-3.1800766,-3.2972455,0.1171689
44,0.037311003,0.06724085,"('prejudiced', 'unprejudiced')",-1.4348687,-1.3116539,-0.6987789,-0.6222065,-0.0765724
87,0.026237793,0.13066788,"('unsuccessful', 'successful')",0.904956,0.7629573,0.4655969,0.4468126,0.0187843
77,0.02601968,0.116953544,"('unmotivated', 'motivated')",-0.809847,-0.69788903,-0.3919137,-0.2904677,-0.101446
