,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,male-female
81,-2.580158,-3.0724874,"('submissive', 'aggressive')",-0.7507562,-1.2269245,-0.8198209,-1.3781378,-1.3835783,-1.8925165,0.5089382
0,-2.4194415,-2.5874734,"('unsociable', 'sociable')",-0.61112857,-1.155071,-0.4109641,-0.66772634,-1.147178,-1.4700902,0.3229122
46,-2.3941877,-2.3106434,"('uncompetitive', 'competitive')",-1.0126973,-1.4362034,-1.1172383,-1.5994928,-1.5080411,-1.7821131,0.274072
60,-2.3752596,-3.0238178,"('inefficient', 'efficient')",-1.4058999,-2.1845453,-0.015788566,-0.579027,-1.2656493,-1.9291301,0.6634808
69,2.360964,2.4496043,"('lazy', 'industrious')",2.0415168,2.103264,-1.0959982,-0.9175066,1.1021609,1.2117872,-0.1096263
10,-2.2568138,-2.5130253,"('unsympathetic', 'sympathetic')",-0.84935164,-0.9926952,0.22635135,0.12019316,-0.959938,-1.1285091,0.1685711
28,-2.1939337,-2.3628404,"('disloyal', 'loyal')",-1.10569,-1.51599,0.6390048,0.4664332,-0.8868729,-1.1374657,0.2505928
48,-2.158317,-2.1986203,"('unintelligent', 'intelligent')",-1.1160041,-1.3553612,-0.18675654,-0.4353811,-1.1536926,-1.3297876,0.176095
55,-2.1377845,-2.3308744,"('incompetent', 'clever')",-1.0325139,-1.1775501,0.015513684,-0.27395207,-1.0515949,-1.2607922,0.2091973
77,-2.1074922,-2.030758,"('unmotivated', 'motivated')",-0.34419116,-1.0730205,-1.1874031,-1.5544537,-1.2130287,-1.5527441,0.3397154
85,2.099033,2.728674,"('insignificant', 'prestigious')",2.3400452,2.590075,-0.5898294,-0.17064953,1.283083,1.7160331,-0.4329501
14,-1.9927286,-2.459571,"('antisocial', 'social')",-0.27490053,-0.5772838,-0.54734737,-0.832548,-0.9383255,-1.289801,0.3514755
33,1.9906192,2.1010952,"('wrong', 'right')",1.7032071,1.7283905,-0.40247113,-0.22290897,1.0971184,1.2021922,-0.1050738
35,1.8271996,2.1107192,"('corrupt', 'incorrupt')",0.8294222,1.1492348,-0.9374945,-0.54203427,0.5730424,0.9059733,-0.3329309
65,-1.8062781,-2.45196,"('insecure', 'secure')",-1.3584642,-2.0788846,0.13582943,-0.36891398,-1.0096377,-1.6332529,0.6236152
21,-1.7510281,-2.0228772,"('immoral', 'moral')",0.14743896,-0.26307422,-0.7730604,-0.99762905,-0.7922165,-1.0945268,0.3023103
43,-1.5688344,-1.7652183,"('irresponsible', 'responsible')",-1.1380209,-1.2339101,0.6184352,0.44643322,-0.6961401,-0.8508983,0.1547582
30,-1.5174246,-1.7241311,"('intolerant', 'tolerant')",-0.4922709,-0.88654524,0.34546018,0.2757364,-0.5547451,-0.7783133,0.2235682
86,-1.5017358,-1.2644367,"('uninfluential', 'influential')",0.27583224,0.24629726,-0.23293598,-0.31537074,-0.4862798,-0.4445034,-0.0417764
45,-1.473612,-1.3052326,"('incompetent', 'competent')",-0.45554274,-0.41362864,-0.61284304,-0.6680087,-0.8473326,-0.7956233,-0.0517093
5,1.4669844,1.9240113,"('distant', 'outgoing')",1.5706769,1.8488038,-0.26189256,0.1684956,0.9252563,1.3137703,-0.388514
11,-1.4441072,-1.397939,"('unhelpful', 'helpful')",-0.816036,-0.81151944,1.9264941,1.8047673,-0.1112164,-0.134897,0.0236806
31,1.4399046,2.0855415,"('evil', 'good')",1.3381213,1.539527,-0.8129486,-0.48279905,0.6550258,1.0474232,-0.3923974
82,-1.4041435,-1.4613267,"('poor', 'rich')",-2.7514622,-2.666689,5.2294655,5.497229,0.3579532,0.4564045,-0.0984513
57,-1.3591747,-1.002224,"('unimaginative', 'imaginative')",0.7034179,0.90936446,-2.8837984,-2.9885938,-1.1798517,-1.0271511,-0.1527006
62,-1.3424369,-1.6541636,"('incompetent', 'brilliant')",-0.40039775,-0.6488323,0.04062793,-0.15185475,-0.5674022,-0.8182836,0.2508814
63,-1.3310814,-0.9616221,"('unperceptive', 'insightful')",0.2405957,0.24114227,0.44792145,0.41725284,-0.2141881,-0.1010757,-0.1131124
36,1.2591882,2.013588,"('hostile', 'amicable')",1.448351,1.8669481,-0.30199558,0.04604446,0.8018479,1.3088601,-0.5070122
