,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
85,-4.031385,-3.241393,"('insignificant', 'prestigious')",-1.8018019,-1.7580796,-0.5022681,-0.5172368,-2.1118183,-1.8389031,-0.2729152
60,3.7399163,3.0227265,"('inefficient', 'efficient')",2.9774632,3.056139,0.6345855,0.6705803,2.450655,2.2498153,0.2008397
36,-3.7394304,-3.2696974,"('hostile', 'amicable')",-2.3524563,-2.304955,-0.540845,-0.6547897,-2.2109105,-2.0764809,-0.1344296
35,-3.6357355,-2.8999908,"('corrupt', 'incorrupt')",-2.1220667,-2.1011546,-0.8618334,-0.82449853,-2.2065452,-1.9418813,-0.2646639
31,-3.474906,-2.8519192,"('evil', 'good')",-1.7558789,-1.6212959,-1.4757904,-1.573993,-2.2355251,-2.0157359,-0.2197892
55,3.1847303,2.2075946,"('incompetent', 'clever')",1.0945711,1.04014,0.2517863,0.2678025,1.5103626,1.1718457,0.3385169
13,3.1346674,2.5582573,"('impolite', 'polite')",2.0379539,1.98907,0.41388422,0.31340545,1.8621685,1.6202443,0.2419242
76,3.0861697,2.5661824,"('anxious', 'daring')",1.8785037,1.855372,1.287116,1.2856853,2.0839299,1.9024134,0.1815165
56,3.0831494,2.6791975,"('impractical', 'practical')",2.6334336,2.6489966,0.5253837,0.5050718,2.0806557,1.9444219,0.1362338
62,2.969174,2.376077,"('incompetent', 'brilliant')",2.1045928,2.2159498,0.48543304,0.6692491,1.8530666,1.7537586,0.099308
81,2.8478947,2.061659,"('submissive', 'aggressive')",1.6432047,1.6236244,0.034371313,0.04221899,1.5084902,1.2425009,0.2659893
69,-2.823875,-2.1029792,"('lazy', 'industrious')",-0.15310296,-0.08052708,-0.40632927,-0.3559668,-1.127769,-0.846491,-0.281278
21,2.6712074,1.9154209,"('immoral', 'moral')",1.7519797,1.7511405,-0.2092976,-0.17021927,1.4046299,1.1654474,0.2391825
46,2.6189005,2.004245,"('uncompetitive', 'competitive')",1.2604246,1.3173927,-0.15925178,-0.22587407,1.2400245,1.0319212,0.2081033
6,-2.5960133,-2.0827737,"('distant', 'open')",-1.390732,-1.2179673,0.11968763,0.05712313,-1.2890193,-1.0812059,-0.2078134
7,2.530165,2.1594906,"('insensitive', 'sensitive')",1.759992,1.8190858,1.0320953,0.8960839,1.7740841,1.6248868,0.1491973
5,-2.4595666,-1.8707768,"('distant', 'outgoing')",-0.414321,-0.29304078,-0.2737164,-0.27534485,-1.0492013,-0.8130542,-0.2361471
30,2.4318964,2.023537,"('intolerant', 'tolerant')",2.476439,2.465765,1.2410374,1.2593995,2.049791,1.9162337,0.1335573
79,-2.421948,-1.9411907,"('wavering', 'unwavering')",-0.79823726,-0.7050143,0.19981755,0.10652067,-1.0067892,-0.8465614,-0.1602278
19,-2.4179418,-1.9930625,"('inhospitable', 'hospitable')",-1.1904668,-1.1275412,-0.18443312,-0.17596838,-1.2642806,-1.0988573,-0.1654233
43,2.3296916,1.8844765,"('irresponsible', 'responsible')",1.6758727,1.7329065,0.64720255,0.6459369,1.5509222,1.4211067,0.1298155
10,2.2471352,1.5451779,"('unsympathetic', 'sympathetic')",1.0158924,1.0116744,0.22293532,0.20034607,1.1619876,0.9190661,0.2429215
14,2.241496,1.664091,"('antisocial', 'social')",2.1777756,2.0897353,-0.5527991,-0.6408142,1.2888241,1.0376706,0.2511535
80,2.1090293,1.5869434,"('dominated', 'dominating')",0.8351759,0.7802011,-0.6654568,-0.7283612,0.7595828,0.5462612,0.2133216
70,2.0571537,1.6286802,"('lethargic', 'energetic')",1.6830785,1.7629132,1.2713846,1.2584476,1.6705389,1.5500137,0.1205252
65,1.9344734,1.3212612,"('insecure', 'secure')",1.0061121,1.0615819,0.38697597,0.3652743,1.1091872,0.9160391,0.1931481
4,-1.9257706,-1.6366593,"('disliked', 'liked')",-0.6772728,-0.8063208,-6.4298735,-6.343794,-3.0109723,-2.9289246,-0.0820477
11,1.8398087,1.5605811,"('unhelpful', 'helpful')",2.4198673,2.5015323,2.7694657,2.7456298,2.3430471,2.2692477,0.0737994
45,1.8386028,1.3012807,"('incompetent', 'competent')",1.727144,1.7424874,-0.08373624,-0.14348939,1.1606702,0.9667596,0.1939106
52,-1.7942673,-1.467456,"('irrational', 'rational')",-0.6880146,-0.61486065,-0.7600373,-0.69942564,-1.080773,-0.9272474,-0.1535256
23,1.7417334,1.4561825,"('insincere', 'sincere')",2.2167456,2.3071165,6.259317,6.024894,3.4059321,3.2627309,0.1432012
39,1.6593688,1.715543,"('exploitative', 'cooperative')",2.3328547,2.5362587,0.6357855,0.6128096,1.5426696,1.621537,-0.0788674
75,-1.6324949,-1.208157,"('meek', 'impulsive')",-1.2593479,-1.086568,-0.4646392,-0.3680183,-1.1188273,-0.8875811,-0.2312462
0,1.5947335,1.0126779,"('unsociable', 'sociable')",1.3985418,1.2200321,-0.27760744,-0.4175083,0.9052226,0.6050672,0.3001554
48,1.5909041,0.99281204,"('unintelligent', 'intelligent')",0.7048984,0.49708652,0.7231053,0.5949775,1.0063027,0.6949587,0.311344
25,-1.5684723,-1.3436508,"('egoistic', 'altruistic')",0.014570504,-0.02036893,1.1888918,1.2542661,-0.12167,-0.0365845,-0.0850855
57,1.5624526,1.2271521,"('unimaginative', 'imaginative')",0.6431568,0.7595279,-2.2454247,-2.153995,-0.0132718,-0.0557717,0.0424999
24,1.5066923,1.1765085,"('dishonest', 'honest')",0.6469774,0.71188545,0.8793143,0.7475732,1.0109948,0.8786558,0.132339
8,-1.4945123,-1.2759215,"('unaffectionate', 'affectionate')",-0.9614677,-1.034521,-0.10975681,-0.18150665,-0.8552456,-0.8306497,-0.0245959
59,-1.4520454,-0.994665,"('foolish', 'wise')",-0.22811197,-0.03119005,0.014671668,0.059917018,-0.5551619,-0.3219793,-0.2331826
22,1.4318362,1.1683313,"('untrustworthy', 'trustworthy')",1.1632895,1.2255005,-0.52677464,-0.5974065,0.6894503,0.5988084,0.0906419
16,-1.3562859,-1.1864067,"('unpopular', 'popular')",-0.294259,-0.30683127,0.41156897,0.32193112,-0.412992,-0.3904356,-0.0225564
12,1.2939606,1.2489655,"('unsupportive', 'supportive')",2.4249482,2.4920604,-1.3235879,-1.2884265,0.7984403,0.8175332,-0.0190929
50,-1.237376,-1.125378,"('clumsy', 'skillful')",-0.39189693,-0.3592827,0.20342463,0.1714096,-0.4752827,-0.4377504,-0.0375323
66,-1.2187614,-1.1538129,"('inactive', 'active')",-0.41995534,-0.48329812,0.8849995,0.7476684,-0.2512391,-0.2964809,0.0452418
86,1.1542909,0.63263357,"('uninfluential', 'influential')",0.32362705,0.33614448,-0.15726113,-0.28392178,0.4402189,0.2282854,0.2119335
63,1.0811447,1.1019826,"('unperceptive', 'insightful')",2.5119977,2.5728273,1.628684,1.5689203,1.7406089,1.74791,-0.0073011
64,1.0238587,0.64621216,"('shy', 'confident')",0.1861909,0.24758454,-6.1698666,-5.888868,-1.6532723,-1.6650238,0.0117515
