,andeavor_male,andeavor_female,tuple,average_male,average_female,male-female
64,-3.45141,-3.3674936,"('shy', 'confident')",-3.4514101,-3.3674936,-0.0839165
4,-2.526491,-2.4677346,"('disliked', 'liked')",-2.5264909,-2.4677346,-0.0587563
82,2.2292497,2.1927042,"('poor', 'rich')",2.2292497,2.1927042,0.0365455
5,-2.194464,-2.2980206,"('distant', 'outgoing')",-2.194464,-2.2980206,0.1035566
77,-2.120444,-2.266103,"('unmotivated', 'motivated')",-2.1204441,-2.266103,0.1456589
12,-2.0083747,-2.0062268,"('unsupportive', 'supportive')",-2.0083747,-2.0062268,-0.0021479
57,-1.783532,-1.6497841,"('unimaginative', 'imaginative')",-1.783532,-1.6497841,-0.1337479
1,-1.7239449,-2.0145595,"('unfriendly', 'friendly')",-1.7239449,-2.0145595,0.2906146
38,-1.6185826,-1.2441239,"('untruthful', 'truthful')",-1.6185826,-1.2441239,-0.3744587
0,-1.6012425,-1.4886154,"('unsociable', 'sociable')",-1.6012425,-1.4886154,-0.1126271
86,-1.5748377,-1.5445017,"('uninfluential', 'influential')",-1.5748377,-1.5445017,-0.030336
6,-1.4836736,-1.7401111,"('distant', 'open')",-1.4836736,-1.7401111,0.2564375
46,-1.3317479,-1.0856594,"('uncompetitive', 'competitive')",-1.3317479,-1.0856594,-0.2460885
21,-1.2975035,-1.3380456,"('immoral', 'moral')",-1.2975035,-1.3380456,0.0405421
42,-1.2387761,-1.365922,"('unreliable', 'reliable')",-1.2387761,-1.365922,0.1271459
71,-1.223818,-1.200898,"('diffident', 'self-confident')",-1.2238179,-1.2008981,-0.0229198
23,1.1871539,1.3498449,"('insincere', 'sincere')",1.1871539,1.3498449,-0.162691
53,-1.1819665,-1.5638809,"('uncreative', 'creative')",-1.1819665,-1.5638809,0.3819144
34,1.1786395,1.2962973,"('mean', 'honorable')",1.1786395,1.2962973,-0.1176578
43,-1.168272,-0.9971872,"('irresponsible', 'responsible')",-1.168272,-0.9971872,-0.1710848
47,1.1612254,1.4565973,"('stupid', 'smart')",1.1612254,1.4565973,-0.2953719
10,-1.1570501,-0.9078898,"('unsympathetic', 'sympathetic')",-1.1570501,-0.9078898,-0.2491603
60,-1.1311938,-0.80308306,"('inefficient', 'efficient')",-1.1311938,-0.8030831,-0.3281107
67,-1.1201221,-0.93153036,"('doubtful', 'determined')",-1.1201221,-0.9315304,-0.1885917
83,-1.0761315,-1.0102159,"('powerless', 'powerful')",-1.0761315,-1.0102159,-0.0659156
15,1.0483204,0.8416567,"('boring', 'funny')",1.0483204,0.8416567,0.2066637
62,-1.0432913,-0.81572884,"('incompetent', 'brilliant')",-1.0432913,-0.8157288,-0.2275625
50,1.0422028,0.86510885,"('clumsy', 'skillful')",1.0422028,0.8651088,0.177094
73,-0.9956214,-1.0706315,"('helpless', 'self-reliant')",-0.9956214,-1.0706315,0.0750101
44,-0.96903324,-0.72060704,"('prejudiced', 'unprejudiced')",-0.9690332,-0.720607,-0.2484262
68,-0.9443704,-0.7846988,"('dependent', 'independent')",-0.9443704,-0.7846988,-0.1596716
26,0.9269766,0.8938112,"('hardhearted', 'benevolent')",0.9269766,0.8938112,0.0331654
65,0.9240173,0.76185185,"('insecure', 'secure')",0.9240173,0.7618518,0.1621655
13,-0.9077449,-0.44830403,"('impolite', 'polite')",-0.9077449,-0.448304,-0.4594409
61,-0.8473251,-0.7619903,"('illogical', 'logical')",-0.8473251,-0.7619903,-0.0853348
11,-0.7748804,-0.427661,"('unhelpful', 'helpful')",-0.7748804,-0.427661,-0.3472194
19,-0.72189385,-0.96451956,"('inhospitable', 'hospitable')",-0.7218938,-0.9645196,0.2426258
81,-0.7059752,-0.43200892,"('submissive', 'aggressive')",-0.7059752,-0.4320089,-0.2739663
40,-0.70396817,-0.9464823,"('stingy', 'generous')",-0.7039682,-0.9464823,0.2425141
63,-0.6883886,-0.6682881,"('unperceptive', 'insightful')",-0.6883886,-0.6682881,-0.0201005
56,-0.68305075,-0.32141912,"('impractical', 'practical')",-0.6830508,-0.3214191,-0.3616317
18,-0.6739054,-0.9067724,"('disagreeable', 'welcoming')",-0.6739054,-0.9067724,0.232867
27,0.62410265,0.2745561,"('hardhearted', 'softhearted')",0.6241027,0.2745561,0.3495466
29,-0.60715455,-0.5326355,"('unfair', 'fair')",-0.6071545,-0.5326355,-0.074519
14,-0.56999356,-0.31054425,"('antisocial', 'social')",-0.5699936,-0.3105443,-0.2594493
45,-0.5650877,-0.049290113,"('incompetent', 'competent')",-0.5650877,-0.0492901,-0.5157976
9,-0.5267077,-0.7377673,"('unaffectionate', 'caring')",-0.5267077,-0.7377673,0.2110596
17,-0.5190115,-0.38627663,"('nasty', 'nice')",-0.5190115,-0.3862766,-0.1327349
39,-0.4761035,-0.3503199,"('exploitative', 'cooperative')",-0.4761035,-0.3503199,-0.1257836
54,-0.44404083,-0.5038552,"('incapable', 'capable')",-0.4440408,-0.5038552,0.0598144
22,-0.44231394,-0.17334588,"('untrustworthy', 'trustworthy')",-0.4423139,-0.1733459,-0.268968
74,-0.42502648,-0.49517995,"('undedicated', 'dedicated')",-0.4250265,-0.49518,0.0701535
24,-0.39101505,-0.4207991,"('dishonest', 'honest')",-0.3910151,-0.4207991,0.029784
35,0.38196698,0.11982108,"('corrupt', 'incorrupt')",0.381967,0.1198211,0.2621459
25,0.377777,-0.16118479,"('egoistic', 'altruistic')",0.377777,-0.1611848,0.5389618
7,0.35740623,0.30935106,"('insensitive', 'sensitive')",0.3574062,0.3093511,0.0480551
8,-0.35460088,-0.7411436,"('unaffectionate', 'affectionate')",-0.3546009,-0.7411436,0.3865427
33,-0.3484075,-0.34415534,"('wrong', 'right')",-0.3484075,-0.3441553,-0.0042522
48,-0.3476549,-0.64390963,"('unintelligent', 'intelligent')",-0.3476549,-0.6439096,0.2962547
51,0.3295681,0.18297586,"('uneducated', 'educated')",0.3295681,0.1829759,0.1465922
30,-0.32076257,-0.19349413,"('intolerant', 'tolerant')",-0.3207626,-0.1934941,-0.1272685
55,-0.318447,-0.3144387,"('incompetent', 'clever')",-0.318447,-0.3144387,-0.0040083
31,-0.30918622,-0.6452245,"('evil', 'good')",-0.3091862,-0.6452245,0.3360383
58,-0.30118906,-0.15793464,"('undiscriminating', 'discriminating')",-0.3011891,-0.1579346,-0.1432545
85,-0.2961247,-0.72339517,"('insignificant', 'prestigious')",-0.2961247,-0.7233952,0.4272705
52,-0.28202024,-0.5680052,"('irrational', 'rational')",-0.2820202,-0.5680052,0.285985
66,-0.27393028,-0.5194655,"('inactive', 'active')",-0.2739303,-0.5194655,0.2455352
37,-0.2688606,-0.10409567,"('fake', 'genuine')",-0.2688606,-0.1040957,-0.1647649
16,0.25279447,0.080657035,"('unpopular', 'popular')",0.2527945,0.080657,0.1721375
87,-0.21385375,-0.19332789,"('unsuccessful', 'successful')",-0.2138537,-0.1933279,-0.0205258
59,-0.20457673,-0.51693666,"('foolish', 'wise')",-0.2045767,-0.5169367,0.31236
88,-0.20007654,-0.3124197,"('low', 'eminent')",-0.2000765,-0.3124197,0.1123432
79,0.1938679,0.1253114,"('wavering', 'unwavering')",0.1938679,0.1253114,0.0685565
32,-0.17807697,-0.017879598,"('unkind', 'kind')",-0.178077,-0.0178796,-0.1601974
20,-0.17157479,-0.019736752,"('rough', 'thoughtful')",-0.1715748,-0.0197368,-0.151838
84,-0.15691198,-0.26780334,"('inferior', 'superior')",-0.156912,-0.2678033,0.1108913
28,0.15292491,-0.16994262,"('disloyal', 'loyal')",0.1529249,-0.1699426,0.3228675
80,-0.15142623,0.11045468,"('dominated', 'dominating')",-0.1514262,0.1104547,-0.2618809
78,-0.1377031,-0.42945418,"('nonresilient', 'resilient')",-0.1377031,-0.4294542,0.2917511
70,0.1332516,0.31612718,"('lethargic', 'energetic')",0.1332516,0.3161272,-0.1828756
49,-0.120041676,-0.23949473,"('unable', 'able')",-0.1200417,-0.2394947,0.119453
69,0.100737214,0.11509706,"('lazy', 'industrious')",0.1007372,0.1150971,-0.0143599
2,-0.098821044,-0.23337741,"('unlikable', 'likable')",-0.098821,-0.2333774,0.1345564
72,0.063902825,0.039570402,"('unambitious', 'ambitious')",0.0639028,0.0395704,0.0243324
