,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,male-female
81,-2.9026942,-2.6064866,"('submissive', 'aggressive')",-0.7977257,-0.29505056,-0.6849081,-0.40280473,-1.4617759,-1.1014473,-0.3603286
28,-2.8782547,-2.8073375,"('disloyal', 'loyal')",-1.3627568,-1.3797305,0.28154942,0.46335238,-1.3198207,-1.2412385,-0.0785822
60,-2.8729162,-2.6622155,"('inefficient', 'efficient')",-1.7025176,-1.1078073,0.22734915,0.43680874,-1.4493615,-1.1110713,-0.3382902
0,-2.8328457,-2.594961,"('unsociable', 'sociable')",-0.62152576,-0.20264488,-0.16071318,0.07155461,-1.2050282,-0.9086837,-0.2963445
10,-2.7705464,-2.4944782,"('unsympathetic', 'sympathetic')",-0.872743,-0.4703212,0.20693275,0.43031353,-1.1454523,-0.8448286,-0.3006237
69,2.753126,2.4735081,"('lazy', 'industrious')",2.3183312,1.8542064,-0.7454814,-1.0491034,1.4419918,1.0928704,0.3491214
46,-2.624469,-2.4393592,"('uncompetitive', 'competitive')",-1.0969013,-0.73451364,-0.92206997,-0.71294963,-1.5478134,-1.2956076,-0.2522058
85,2.5383995,2.0571523,"('insignificant', 'prestigious')",2.9053063,1.7982528,-0.6830457,-1.2804811,1.5868866,0.858308,0.7285786
55,-2.414897,-2.2306757,"('incompetent', 'clever')",-1.2119468,-0.6155813,0.19849694,0.315473,-1.1427824,-0.8435946,-0.2991878
14,-2.316043,-1.9081886,"('antisocial', 'social')",-0.42440504,0.15695363,-0.757214,-0.49920976,-1.1658874,-0.7501483,-0.4157391
48,-2.2842734,-2.3356442,"('unintelligent', 'intelligent')",-1.1273199,-1.0794547,-0.04690427,0.027240021,-1.1528326,-1.1292863,-0.0235463
35,2.2244904,2.0028336,"('corrupt', 'incorrupt')",1.0149709,0.57039624,-1.0051306,-1.2810639,0.7447769,0.430722,0.3140549
65,-2.1986287,-1.9668437,"('insecure', 'secure')",-1.8581387,-1.3976278,0.18667802,0.45237893,-1.2900298,-0.9706975,-0.3193323
77,-2.1372726,-2.1951373,"('unmotivated', 'motivated')",-0.38760716,-0.4624187,-0.51125735,-0.85834414,-1.0120457,-1.1719667,0.159921
43,-2.090219,-1.9974394,"('irresponsible', 'responsible')",-1.1673803,-0.97402376,0.6537906,0.9720432,-0.8679363,-0.6664733,-0.201463
33,1.9566071,1.771599,"('wrong', 'right')",1.6390789,1.3854644,-0.23689927,-0.415364,1.1195955,0.9138998,0.2056957
21,-1.8943576,-1.7362665,"('immoral', 'moral')",0.38276505,0.6249517,-0.33157623,-0.25248742,-0.6143896,-0.4546007,-0.1597889
56,-1.8790419,-1.5343062,"('impractical', 'practical')",-0.19978493,0.26421946,-0.01325763,0.20775452,-0.6973615,-0.3541108,-0.3432507
30,-1.8155811,-1.6315928,"('intolerant', 'tolerant')",-0.7269691,-0.28238913,0.3983801,0.5041945,-0.7147233,-0.4699291,-0.2447942
62,-1.812216,-1.6473894,"('incompetent', 'brilliant')",-0.7171785,-0.47161517,0.07489822,0.26992545,-0.8181655,-0.6163597,-0.2018058
11,-1.8081585,-1.6002824,"('unhelpful', 'helpful')",-1.0481735,-0.7244921,1.9189916,2.3313115,-0.3124468,0.002179,-0.3146258
13,-1.7674307,-1.491052,"('impolite', 'polite')",-1.05301,-0.6657981,-0.13973658,0.27735063,-0.9867258,-0.6264998,-0.360226
45,-1.7598757,-1.4164139,"('incompetent', 'competent')",-0.6252475,-0.2336317,-0.49230027,-0.33135095,-0.9591412,-0.6604655,-0.2986757
36,1.7583588,1.2903452,"('hostile', 'amicable')",1.8292769,1.2012621,-0.014319282,-0.47573367,1.1911055,0.6719578,0.5191477
82,-1.7262126,-1.5543879,"('poor', 'rich')",-3.222312,-2.8677812,4.164008,4.5821753,-0.2615054,0.0533353,-0.3148407
70,-1.6920781,-1.4510641,"('lethargic', 'energetic')",-0.1850196,0.18700965,0.5011213,0.7214629,-0.4586588,-0.1808638,-0.277795
23,-1.6909255,-1.6377174,"('insincere', 'sincere')",-1.2111459,-1.0523021,5.2504582,5.6114144,0.7827956,0.9737983,-0.1910027
31,1.6754003,1.4740922,"('evil', 'good')",1.4394137,0.7377656,-1.0676608,-1.4182527,0.6823843,0.264535,0.4178493
86,-1.6367153,-1.4843227,"('uninfluential', 'influential')",0.41030994,0.53056,-0.13469157,-0.14068574,-0.453699,-0.3648161,-0.0888829
57,-1.5963247,-1.4170889,"('unimaginative', 'imaginative')",0.59433305,0.8319989,-2.737968,-2.8270257,-1.2466532,-1.1373719,-0.1092813
66,1.5822041,1.1795963,"('inactive', 'active')",0.89083004,0.39812016,0.6319507,0.31245562,1.0349949,0.6300574,0.4049375
5,1.4870814,1.3033069,"('distant', 'outgoing')",1.6852717,1.2978663,-0.5222445,-0.7616245,0.8833696,0.6131829,0.2701867
63,-1.4607825,-1.1832165,"('unperceptive', 'insightful')",0.26627403,0.36767566,0.6027603,0.7686188,-0.1972494,-0.0156407,-0.1816087
47,-1.4371171,-1.2795268,"('stupid', 'smart')",0.28280374,0.37002787,4.655903,4.9165483,1.1671965,1.3356832,-0.1684867
32,-1.3787904,-1.1817465,"('unkind', 'kind')",-0.20597549,-0.10815808,1.0836893,1.2989513,-0.1670255,0.0030156,-0.1700411
3,-1.3055049,-1.2531738,"('repellent', 'pleasant')",-0.3431517,-0.20381902,0.52496266,0.46305966,-0.3745646,-0.3313111,-0.0432535
7,-1.300807,-1.1942959,"('insensitive', 'sensitive')",0.0021104775,0.12476008,0.6212364,0.47506738,-0.22582,-0.1981562,-0.0276638
79,1.2773345,1.2117298,"('wavering', 'unwavering')",1.2012367,0.8546394,-0.5943821,-0.4976256,0.628063,0.5229145,0.1051485
75,1.2470926,1.0938578,"('meek', 'impulsive')",0.11728,-0.08998716,-0.7284415,-0.8655498,0.211977,0.0461069,0.1658701
76,-1.209573,-0.98474514,"('anxious', 'daring')",-1.0466951,-0.37965792,-0.065949395,0.4607682,-0.7740725,-0.3012116,-0.4728609
