,intel_male,intel_female,tuple,corp_male,corp_female,average_male,average_female,male-female
45,-1.8557811,-2.2750318,"('incompetent', 'competent')",0.018946743,-0.28228703,-0.9184172,-1.2786595,0.3602423
42,-1.7902845,-1.5389618,"('unreliable', 'reliable')",-3.257566,-3.361435,-2.5239253,-2.4501984,-0.0737269
25,1.7129688,1.783344,"('egoistic', 'altruistic')",1.0931991,1.1688333,1.403084,1.4760886,-0.0730046
71,1.6999791,1.9010211,"('diffident', 'self-confident')",0.20580228,0.531067,0.9528907,1.2160441,-0.2631534
41,-1.635625,-1.9935838,"('unforgiving', 'forgiving')",-0.30228758,-0.6401305,-0.9689563,-1.3168571,0.3479008
48,1.5814168,1.2418705,"('unintelligent', 'intelligent')",0.85500085,0.6685851,1.2182088,0.9552279,0.2629809
57,-1.4954611,-1.7570976,"('unimaginative', 'imaginative')",-2.9534464,-3.5313017,-2.2244537,-2.6441996,0.4197459
61,1.4609275,1.3655471,"('illogical', 'logical')",0.7262037,0.7308068,1.0935656,1.048177,0.0453886
13,-1.4150407,-1.9911253,"('impolite', 'polite')",-0.5036277,-0.9271447,-0.9593343,-1.4591351,0.4998008
43,-1.4014136,-1.5207177,"('irresponsible', 'responsible')",0.4893007,0.34002042,-0.4560564,-0.5903487,0.1342923
46,-1.3906095,-1.4815282,"('uncompetitive', 'competitive')",0.046817902,-0.113112055,-0.6718958,-0.7973201,0.1254243
10,-1.3809544,-1.8463515,"('unsympathetic', 'sympathetic')",0.102427855,-0.23640049,-0.6392633,-1.041376,0.4021127
64,-1.2604797,-1.187934,"('shy', 'confident')",-6.501566,-6.588,-3.8810229,-3.8879669,0.006944
34,1.1207377,1.0506096,"('mean', 'honorable')",5.8846784,6.0759625,3.502708,3.5632861,-0.0605781
44,-1.1022258,-0.6987895,"('prejudiced', 'unprejudiced')",-1.6950029,-1.6180007,-1.3986144,-1.1583951,-0.2402193
17,-1.0984503,-1.4869518,"('nasty', 'nice')",-0.7116412,-0.8172927,-0.9050457,-1.1521223,0.2470766
0,-1.0431728,-1.5619667,"('unsociable', 'sociable')",0.12860593,-0.10982375,-0.4572834,-0.8358952,0.3786118
22,-1.0414221,-0.67681354,"('untrustworthy', 'trustworthy')",-0.44082636,-0.24375091,-0.7411243,-0.4602822,-0.2808421
73,0.99921566,0.86172235,"('helpless', 'self-reliant')",-3.0274842,-2.9763613,-1.0141343,-1.0573194,0.0431851
66,-0.9646456,-1.571005,"('inactive', 'active')",0.17857167,0.16659734,-0.393037,-0.7022038,0.3091668
39,0.95787024,0.8420644,"('exploitative', 'cooperative')",0.15926485,0.2746754,0.5585675,0.5583699,0.0001976
75,-0.9542805,-1.0632083,"('meek', 'impulsive')",-0.7740299,-1.014338,-0.8641552,-1.0387732,0.174618
9,0.9084988,0.5643989,"('unaffectionate', 'caring')",0.8216726,1.1134046,0.8650857,0.8389018,0.0261839
70,-0.8917441,-0.8852717,"('lethargic', 'energetic')",1.0260352,1.0372688,0.0671456,0.0759985,-0.0088529
69,0.8821293,1.1288818,"('lazy', 'industrious')",-1.5866961,-1.5252461,-0.3522834,-0.1981822,-0.1541012
16,-0.87741137,-0.9948871,"('unpopular', 'popular')",0.029328302,0.082322866,-0.4240415,-0.4562821,0.0322406
78,0.85397315,1.1616385,"('nonresilient', 'resilient')",0.57510746,0.9701204,0.7145403,1.0658795,-0.3513392
29,-0.8267094,-0.75248384,"('unfair', 'fair')",-0.34794888,-0.3518055,-0.5873291,-0.5521446,-0.0351845
81,-0.7520247,-0.75270605,"('submissive', 'aggressive')",-0.42241716,-0.7925464,-0.5872209,-0.7726262,0.1854053
49,0.7391829,0.50038815,"('unable', 'able')",-0.035492055,0.18960072,0.3518454,0.3449944,0.006851
4,-0.6864885,-1.1500899,"('disliked', 'liked')",-6.994509,-7.6397476,-3.8404989,-4.3949189,0.55442
84,0.6817866,0.62502545,"('inferior', 'superior')",1.2275548,1.2947512,0.9546707,0.9598883,-0.0052176
26,0.67244416,0.20767447,"('hardhearted', 'benevolent')",0.9523815,0.7183686,0.8124129,0.4630215,0.3493914
11,-0.6698086,-1.2295353,"('unhelpful', 'helpful')",2.3509028,2.1082811,0.8405471,0.4393729,0.4011742
7,-0.6572222,-0.42930233,"('insensitive', 'sensitive')",0.88160384,1.0043427,0.1121908,0.2875202,-0.1753294
83,0.6410623,0.28525737,"('powerless', 'powerful')",-0.43203565,-0.32219446,0.1045133,-0.0184685,0.1229818
35,0.63490075,0.7416565,"('corrupt', 'incorrupt')",-0.98706686,-0.7303292,-0.1760831,0.0056636,-0.1817467
77,-0.6242534,-0.5918769,"('unmotivated', 'motivated')",-0.7981375,-0.6585358,-0.7111955,-0.6252064,-0.0859891
85,0.62239003,0.19514532,"('insignificant', 'prestigious')",-0.78336173,-0.8223646,-0.0804859,-0.3136097,0.2331238
59,0.5950516,0.7042966,"('foolish', 'wise')",-0.60363835,-0.31627002,-0.0042934,0.1940133,-0.1983067
76,-0.5042085,-0.52469677,"('anxious', 'daring')",0.18819693,0.0820505,-0.1580058,-0.2213231,0.0633173
58,-0.49517363,-0.4849933,"('undiscriminating', 'discriminating')",0.61444515,0.5331022,0.0596358,0.0240545,0.0355813
67,-0.48728004,-0.8480733,"('doubtful', 'determined')",-0.58230835,-1.2282772,-0.5347942,-1.0381752,0.503381
14,-0.46521163,-0.35819528,"('antisocial', 'social')",0.16009802,0.051111717,-0.1525568,-0.1535418,0.000985
33,0.463495,0.7054577,"('wrong', 'right')",-1.063862,-0.83485055,-0.3001835,-0.0646964,-0.2354871
65,-0.4587589,-0.28020588,"('insecure', 'secure')",0.15345053,0.34270522,-0.1526542,0.0312497,-0.1839039
63,-0.4415442,-0.70581347,"('unperceptive', 'insightful')",1.1853248,1.0444143,0.3718903,0.1693004,0.2025899
18,-0.43051565,-0.11307863,"('disagreeable', 'welcoming')",-0.5939823,-0.41011563,-0.512249,-0.2615971,-0.2506519
60,0.43034828,0.38848984,"('inefficient', 'efficient')",0.4946053,0.24662693,0.4624768,0.3175584,0.1449184
36,0.3984192,0.39086038,"('hostile', 'amicable')",-0.7659811,-0.66408527,-0.1837809,-0.1366124,-0.0471685
80,-0.39373204,-0.7784768,"('dominated', 'dominating')",0.0950045,-0.034288608,-0.1493638,-0.4063827,0.2570189
1,0.3844246,0.086624466,"('unfriendly', 'friendly')",0.8177895,0.67938477,0.6011071,0.3830046,0.2181025
52,0.37698364,0.081141084,"('irrational', 'rational')",-0.9010732,-0.76048553,-0.2620448,-0.3396722,0.0776274
24,0.37652087,0.42395213,"('dishonest', 'honest')",0.89173925,1.04964,0.6341301,0.7367961,-0.102666
54,0.37470138,0.09065761,"('incapable', 'capable')",0.82695925,1.0540842,0.6008303,0.5723709,0.0284594
51,0.37365285,-0.46590224,"('uneducated', 'educated')",1.5427128,0.9511113,0.9581828,0.2426045,0.7155783
86,0.36722124,-0.3731389,"('uninfluential', 'influential')",0.3518109,-0.14354151,0.3595161,-0.2583402,0.6178563
3,-0.3650426,-0.058758404,"('repellent', 'pleasant')",1.0298667,1.2073226,0.3324121,0.5742821,-0.24187
21,-0.3499657,-0.5767531,"('immoral', 'moral')",-0.1554532,-0.21677367,-0.2527094,-0.3967634,0.144054
8,0.3405281,-0.21100445,"('unaffectionate', 'affectionate')",0.18594435,0.22355263,0.2632362,0.0062741,0.2569621
2,-0.31622946,-0.66681623,"('unlikable', 'likable')",0.042875513,-0.16811574,-0.136677,-0.417466,0.280789
5,0.3089677,0.1872764,"('distant', 'outgoing')",-1.1946045,-1.0244935,-0.4428184,-0.4186085,-0.0242099
50,0.30117947,-0.005141724,"('clumsy', 'skillful')",0.47577938,0.42594567,0.3884794,0.210402,0.1780774
6,0.30057606,0.34983587,"('distant', 'open')",-1.3909264,-1.2536137,-0.5451751,-0.4518889,-0.0932862
20,0.2878364,0.462583,"('rough', 'thoughtful')",1.078362,1.1506212,0.6830992,0.8066021,-0.1235029
55,0.28016815,0.117255375,"('incompetent', 'clever')",1.1914165,1.0601113,0.7357923,0.5886833,0.147109
30,0.26970547,-0.18399417,"('intolerant', 'tolerant')",0.2627838,0.061805967,0.2662446,-0.0610941,0.3273387
15,0.2687514,-0.012659702,"('boring', 'funny')",-0.22622305,-0.2790769,0.0212642,-0.1458683,0.1671325
27,-0.2610211,-0.4637346,"('hardhearted', 'softhearted')",0.92864585,1.0162059,0.3338124,0.2762356,0.0575768
56,-0.24028137,-0.38220742,"('impractical', 'practical')",-0.21916685,-0.4456656,-0.2297241,-0.4139365,0.1842124
62,0.21902226,-0.25547233,"('incompetent', 'brilliant')",0.58786327,0.54708403,0.4034428,0.1458059,0.2576369
37,-0.21523595,-0.48145625,"('fake', 'genuine')",0.6867608,0.5521102,0.2357624,0.035327,0.2004354
31,-0.20195091,-0.26906395,"('evil', 'good')",-1.4236511,-1.59335,-0.812801,-0.931207,0.118406
87,0.19904527,-0.36200616,"('unsuccessful', 'successful')",1.3728883,1.5228007,0.7859668,0.5803972,0.2055696
47,-0.19458659,-0.08414951,"('stupid', 'smart')",4.8637586,5.166635,2.3345859,2.5412428,-0.2066569
53,0.19006231,-0.1122877,"('uncreative', 'creative')",0.5135421,0.3739809,0.3518022,0.1308466,0.2209556
32,-0.18143205,-0.28060856,"('unkind', 'kind')",0.9645961,0.6456274,0.391582,0.1825094,0.2090726
28,0.17513484,-0.029846331,"('disloyal', 'loyal')",1.5241702,1.547006,0.8496525,0.7585799,0.0910726
68,0.15553817,0.5434622,"('dependent', 'independent')",-0.10192372,0.0930007,0.0268072,0.3182315,-0.2914243
82,-0.14675525,-0.17007409,"('poor', 'rich')",6.6681185,6.792573,3.2606816,3.3112495,-0.0505679
72,-0.13753498,0.1756247,"('unambitious', 'ambitious')",-0.6178057,-0.40052342,-0.3776703,-0.1124494,-0.2652209
19,0.13716917,-0.58662987,"('inhospitable', 'hospitable')",-0.11740305,-0.23596618,0.0098831,-0.411298,0.4211811
74,0.13275766,-0.19766828,"('undedicated', 'dedicated')",0.21138366,-0.20338069,0.1720707,-0.2005245,0.3725952
12,-0.11350237,-0.23495185,"('unsupportive', 'supportive')",-1.7467893,-1.859691,-0.9301459,-1.0473214,0.1171755
23,-0.10537055,-0.22456874,"('insincere', 'sincere')",6.348137,6.68061,3.1213832,3.2280207,-0.1066375
79,0.103646204,-0.36385974,"('wavering', 'unwavering')",-0.2734537,-0.41563523,-0.0849038,-0.3897475,0.3048437
88,-0.07014917,-0.3571283,"('low', 'eminent')",-0.35295352,-0.4399562,-0.2115513,-0.3985422,0.1869909
38,0.055716693,-0.22293092,"('untruthful', 'truthful')",-0.1519864,-0.21807404,-0.0481349,-0.2205025,0.1723676
40,0.0006171521,0.2478672,"('stingy', 'generous')",-1.3856521,-1.4679271,-0.6925175,-0.6100299,-0.0824876
