,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,male-female
19,-1.9240626,-1.8918273,"('inhospitable', 'hospitable')",-0.7381493,-0.73681664,-1.3311059,-1.314322,-0.0167839
86,-1.9027783,-2.487037,"('uninfluential', 'influential')",-0.55694,-1.0570848,-1.2298591,-1.7720609,0.5422018
51,-1.8424824,-2.0551739,"('uneducated', 'educated')",0.05664821,-0.16733284,-0.8929171,-1.1112534,0.2183363
53,-1.8392584,-2.3677144,"('uncreative', 'creative')",0.2829616,-0.34026238,-0.7781484,-1.3539884,0.57584
1,-1.7168574,-2.1653912,"('unfriendly', 'friendly')",1.30267,0.7476161,-0.2070937,-0.7088876,0.5017939
6,-1.6998004,-1.6603684,"('distant', 'open')",-0.662689,-0.8465932,-1.1812446,-1.2534808,0.0722362
9,-1.6062641,-1.8829877,"('unaffectionate', 'caring')",0.80402863,0.6095363,-0.4011177,-0.6367257,0.235608
44,1.4894831,1.7221923,"('prejudiced', 'unprejudiced')",-1.2740409,-0.9410357,0.1077211,0.3905783,-0.2828572
63,-1.4536484,-1.6606492,"('unperceptive', 'insightful')",0.35903367,0.12406322,-0.5473074,-0.768293,0.2209856
5,-1.4220749,-1.4542395,"('distant', 'outgoing')",-0.7726803,-0.91355824,-1.0973775,-1.1838989,0.0865214
8,-1.400015,-1.3842528,"('unaffectionate', 'affectionate')",0.46048886,0.31834957,-0.4697631,-0.5329516,0.0631885
38,-1.2746284,-1.2822117,"('untruthful', 'truthful')",-0.66983235,-0.45947468,-0.9722304,-0.8708432,-0.1013872
54,-1.2498533,-1.2950745,"('incapable', 'capable')",0.46829545,0.47721335,-0.3907789,-0.4089305,0.0181516
31,-1.0781572,-1.0363485,"('evil', 'good')",-0.5166865,-0.7869896,-0.7974218,-0.911669,0.1142472
79,-1.0718967,-1.2009691,"('wavering', 'unwavering')",-0.7228384,-0.6711289,-0.8973675,-0.936049,0.0386815
82,-1.0624131,-1.0679482,"('poor', 'rich')",5.6288395,5.533076,2.2832131,2.2325637,0.0506494
57,-1.0374779,-1.6863235,"('unimaginative', 'imaginative')",-2.7597082,-3.342819,-1.8985929,-2.5145712,0.6159783
32,-1.0368271,-1.1953101,"('unkind', 'kind')",0.2813113,0.053537823,-0.3777579,-0.5708861,0.1931282
36,-1.02416,-1.1283565,"('hostile', 'amicable')",0.00015500747,-0.26794028,-0.5120025,-0.6981484,0.1861459
39,0.98518705,0.5893062,"('exploitative', 'cooperative')",0.32855326,0.2996786,0.6568701,0.4444924,0.2123777
12,-0.9306296,-1.1894059,"('unsupportive', 'supportive')",-2.04039,-2.3412552,-1.4855099,-1.7653306,0.2798207
66,-0.92895406,-1.0867114,"('inactive', 'active')",0.47420955,0.17136577,-0.2273723,-0.4576728,0.2303005
71,-0.89680517,-1.1038204,"('diffident', 'self-confident')",0.32001162,0.008372905,-0.2883968,-0.5477238,0.259327
78,-0.877595,-0.7917863,"('nonresilient', 'resilient')",0.20148744,0.0143598635,-0.3380538,-0.3887132,0.0506594
0,-0.85569674,-1.4246026,"('unsociable', 'sociable')",-0.0251811,-0.6060863,-0.4404389,-1.0153445,0.5749056
72,-0.8437754,-0.70893157,"('unambitious', 'ambitious')",-0.723731,-0.58224994,-0.7837532,-0.6455908,-0.1381624
10,-0.7839268,-1.3476422,"('unsympathetic', 'sympathetic')",-0.59829825,-0.9732352,-0.6911125,-1.1604387,0.4693262
23,-0.7826802,-1.459226,"('insincere', 'sincere')",5.019118,4.8011036,2.1182189,1.6709387,0.4472802
84,0.7667894,0.8415834,"('inferior', 'superior')",1.2419943,1.4021784,1.0043918,1.1218809,-0.1174891
76,0.7544617,0.4069977,"('anxious', 'daring')",-0.47498095,-0.4294309,0.1397404,-0.0112166,0.150957
41,-0.7340728,-1.0023279,"('unforgiving', 'forgiving')",0.12115362,-0.35409093,-0.3064596,-0.6782094,0.3717498
18,-0.7261612,-0.8807213,"('disagreeable', 'welcoming')",-0.52743804,-0.8507472,-0.6267996,-0.8657342,0.2389346
35,-0.7235044,-0.39898604,"('corrupt', 'incorrupt')",-0.23322926,-0.06655799,-0.4783669,-0.232772,-0.2455949
74,-0.6770842,-0.8734393,"('undedicated', 'dedicated')",-0.28757787,-0.60895985,-0.482331,-0.7411996,0.2588686
14,0.6271938,0.22109951,"('antisocial', 'social')",0.20628539,-0.15068144,0.4167396,0.035209,0.3815306
22,-0.6073371,-0.8779356,"('untrustworthy', 'trustworthy')",-0.8645743,-1.3012305,-0.7359557,-1.089583,0.3536273
60,0.5974495,0.2525433,"('inefficient', 'efficient')",-0.21165808,-0.11960858,0.1928957,0.0664674,0.1264283
11,-0.58390665,-0.8642209,"('unhelpful', 'helpful')",1.1208276,1.1682909,0.2684605,0.152035,0.1164255
30,0.58038855,0.20065534,"('intolerant', 'tolerant')",0.82184225,0.78782994,0.7011154,0.4942426,0.2068728
81,0.5792417,0.25981402,"('submissive', 'aggressive')",-0.9638837,-0.76627564,-0.192321,-0.2532308,0.0609098
4,-0.5720164,-0.5366047,"('disliked', 'liked')",-6.3360353,-6.629243,-3.4540257,-3.5829239,0.1288982
43,-0.56327665,-0.9783711,"('irresponsible', 'responsible')",0.2061683,-0.10141351,-0.1785542,-0.5398923,0.3613381
59,-0.5558036,-0.21472006,"('foolish', 'wise')",0.12751706,0.28259808,-0.2141433,0.033939,-0.2480823
65,0.543787,0.10217641,"('insecure', 'secure')",-0.38725927,-0.37676844,0.0782639,-0.137296,0.2155599
45,-0.52302086,-1.0885303,"('incompetent', 'competent')",0.22315544,-0.3818875,-0.1499327,-0.7352089,0.5852762
80,0.520955,0.23991203,"('dominated', 'dominating')",-0.98994917,-1.0011597,-0.2344971,-0.3806238,0.1461267
13,-0.5111655,-1.0418781,"('impolite', 'polite')",-0.97674876,-1.2430984,-0.7439572,-1.1424882,0.398531
73,0.5107618,0.7840646,"('helpless', 'self-reliant')",-2.971781,-2.7094836,-1.2305096,-0.9627095,-0.2678001
27,-0.49490967,-0.3172532,"('hardhearted', 'softhearted')",1.0360305,0.8347403,0.2705604,0.2587435,0.0118169
25,-0.49015713,-0.47365046,"('egoistic', 'altruistic')",1.26755,1.1975553,0.3886964,0.3619524,0.026744
28,-0.48828787,-1.0735877,"('disloyal', 'loyal')",1.0053993,0.7041316,0.2585557,-0.184728,0.4432837
50,-0.47206184,-0.36695293,"('clumsy', 'skillful')",-0.13056555,-0.047753945,-0.3013137,-0.2073534,-0.0939603
68,-0.4634179,-0.4835744,"('dependent', 'independent')",-0.7551208,-0.8934617,-0.6092694,-0.688518,0.0792486
20,0.46165544,0.43095687,"('rough', 'thoughtful')",1.119527,0.97169733,0.7905912,0.7013271,0.0892641
16,-0.44905472,-0.25754547,"('unpopular', 'popular')",0.3234534,0.2663639,-0.0628007,0.0044092,-0.0672099
48,0.38723966,0.041357853,"('unintelligent', 'intelligent')",0.7568593,0.6136226,0.5720495,0.3274902,0.2445593
85,-0.38533723,-0.38675687,"('insignificant', 'prestigious')",0.24531303,-0.07726816,-0.0700121,-0.2320125,0.1620004
75,-0.3840796,0.1306515,"('meek', 'impulsive')",-0.7710167,-0.45235956,-0.5775481,-0.160854,-0.4166941
62,0.38024962,0.03761875,"('incompetent', 'brilliant')",0.22908404,0.15467744,0.3046668,0.0961481,0.2085187
17,-0.36332563,-0.61617255,"('nasty', 'nice')",-0.7853101,-0.91347927,-0.5743179,-0.7648259,0.190508
33,0.35558015,0.24889702,"('wrong', 'right')",-0.67119485,-0.70041573,-0.1578074,-0.2257594,0.067952
26,-0.3547598,-0.55074155,"('hardhearted', 'benevolent')",1.7901427,1.4450274,0.7176914,0.4471429,0.2705485
56,-0.3113268,-0.52860117,"('impractical', 'practical')",-0.7804734,-0.7314491,-0.5459001,-0.6300251,0.084125
46,-0.2944113,-0.6800811,"('uncompetitive', 'competitive')",-0.92178684,-1.2715213,-0.6080991,-0.9758012,0.3677021
24,-0.28254405,-0.8494605,"('dishonest', 'honest')",0.19816944,0.014000062,-0.0421873,-0.4177302,0.3755429
61,-0.2680564,-0.9225627,"('illogical', 'logical')",0.5242065,0.018846534,0.1280751,-0.4518581,0.5799332
77,-0.2602481,-0.5263251,"('unmotivated', 'motivated')",-1.054789,-1.0012777,-0.6575185,-0.7638014,0.1062829
88,-0.22521059,-0.57286865,"('low', 'eminent')",-0.52044034,-0.5643321,-0.3728255,-0.5686004,0.1957749
49,-0.21534747,0.029722039,"('unable', 'able')",-0.43264207,-0.33212525,-0.3239948,-0.1512016,-0.1727932
2,0.21166615,0.0360668,"('unlikable', 'likable')",0.5158577,0.3612896,0.3637619,0.1986782,0.1650837
29,-0.20242074,-0.27146563,"('unfair', 'fair')",-0.25745675,-0.6082752,-0.2299387,-0.4398704,0.2099317
7,-0.1957919,-0.90005755,"('insensitive', 'sensitive')",0.37534472,-0.14200954,0.0897764,-0.5210335,0.6108099
34,-0.19435272,-0.09653485,"('mean', 'honorable')",5.089141,5.262405,2.4473941,2.5829351,-0.135541
52,-0.18712507,-0.4629798,"('irrational', 'rational')",0.13323961,0.043947734,-0.0269427,-0.209516,0.1825733
3,-0.18565746,-0.48018405,"('repellent', 'pleasant')",0.766415,0.58954364,0.2903788,0.0546798,0.235699
55,0.17230748,-0.34286934,"('incompetent', 'clever')",0.3170618,-0.084974244,0.2446846,-0.2139218,0.4586064
69,0.17010926,0.5805866,"('lazy', 'industrious')",-0.35529298,-0.21395409,-0.0925919,0.1833163,-0.2759082
67,-0.13792449,0.20513469,"('doubtful', 'determined')",-0.71281856,-0.3060298,-0.4253715,-0.0504476,-0.3749239
21,0.1285332,-0.37804836,"('immoral', 'moral')",-0.4564597,-0.6370625,-0.1639633,-0.5075554,0.3435921
64,-0.119867235,-0.46123755,"('shy', 'confident')",-6.028129,-6.1462207,-3.0739982,-3.3037291,0.2297309
42,-0.117245406,-0.10271811,"('unreliable', 'reliable')",-3.3081477,-3.3684664,-1.7126966,-1.7355922,0.0228956
47,-0.109664574,-0.18408164,"('stupid', 'smart')",5.1558,5.013392,2.5230677,2.4146552,0.1084125
83,-0.10927681,-0.1456192,"('powerless', 'powerful')",-1.0826982,-0.9691499,-0.5959875,-0.5573846,-0.0386029
70,-0.08405095,-0.4659953,"('lethargic', 'energetic')",0.03269172,-0.14273882,-0.0256796,-0.3043671,0.2786875
37,0.08305773,0.04548852,"('fake', 'genuine')",0.037049852,0.09945952,0.0600538,0.072474,-0.0124202
15,0.07810505,-0.045079727,"('boring', 'funny')",-0.16419268,-0.19134144,-0.0430438,-0.1182106,0.0751668
58,-0.06548925,-0.45201483,"('undiscriminating', 'discriminating')",0.5367238,0.036312494,0.2356173,-0.2078512,0.4434685
40,-0.013972632,-0.2526174,"('stingy', 'generous')",-1.5529765,-2.1644473,-0.7834746,-1.2085323,0.4250577
87,0.010781258,-0.25472426,"('unsuccessful', 'successful')",0.83124626,0.54957753,0.4210138,0.1474266,0.2735872
