,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.70485,-1.6943405,"('uninfluential', 'influential')",-0.7456256,-0.9591134,-1.2252378,-1.3267269,0.1014891
1,-1.2573525,-1.3109109,"('unfriendly', 'friendly')",1.2760103,0.62983173,0.0093289,-0.3405396,0.3498685
36,-1.2501588,-0.759328,"('hostile', 'amicable')",-0.45774496,-0.698589,-0.8539519,-0.7289585,-0.1249934
66,-1.1958052,-0.96220094,"('inactive', 'active')",-0.2946106,-0.5232633,-0.7452079,-0.7427321,-0.0024758
53,-1.1600441,-0.8923348,"('uncreative', 'creative')",0.39335036,0.15357752,-0.3833469,-0.3693787,-0.0139682
9,-1.152025,-1.0556431,"('unaffectionate', 'caring')",1.136668,0.68234277,-0.0076785,-0.1866502,0.1789717
6,-1.1502762,-0.9640845,"('distant', 'open')",-0.79907423,-1.2207633,-0.9746752,-1.0924239,0.1177487
19,-1.1214879,-0.8111585,"('inhospitable', 'hospitable')",-0.88734746,-1.0014135,-1.0044177,-0.906286,-0.0981317
79,-1.0626695,-0.437606,"('wavering', 'unwavering')",-0.85731286,-0.8022972,-0.9599912,-0.6199516,-0.3400396
76,1.015669,1.218833,"('anxious', 'daring')",0.0026243255,0.17929828,0.5091466,0.6990656,-0.189919
42,1.0118504,1.010366,"('unreliable', 'reliable')",-3.1995173,-3.1783051,-1.0938334,-1.0839696,-0.0098638
10,-0.97505563,-1.1007371,"('unsympathetic', 'sympathetic')",-0.49274585,-0.6550148,-0.7339007,-0.8778759,0.1439752
57,-0.9300277,-0.74105203,"('unimaginative', 'imaginative')",-2.9168627,-3.0239823,-1.9234452,-1.8825171,-0.0409281
8,-0.90497565,-0.86788034,"('unaffectionate', 'affectionate')",0.4865732,0.02932034,-0.2092012,-0.41928,0.2100788
5,-0.86216176,-0.6370365,"('distant', 'outgoing')",-0.67461383,-0.8970511,-0.7683878,-0.7670438,-0.001344
62,0.844685,0.5911428,"('incompetent', 'brilliant')",0.8391702,0.8807263,0.8419276,0.7359345,0.1059931
60,0.83558595,0.38797152,"('inefficient', 'efficient')",0.58510804,0.75243425,0.710347,0.5702029,0.1401441
0,-0.8325738,-1.0275142,"('unsociable', 'sociable')",-0.28705066,-0.3084516,-0.5598122,-0.6679829,0.1081707
39,0.82290405,0.37994066,"('exploitative', 'cooperative')",0.24956048,0.22366361,0.5362322,0.3018021,0.2344301
28,-0.81382966,-1.070192,"('disloyal', 'loyal')",0.8676623,0.7093893,0.0269163,-0.1804013,0.2073176
30,0.8033107,0.5424833,"('intolerant', 'tolerant')",1.0297273,1.1977087,0.916519,0.870096,0.046423
3,-0.72514373,-0.80431056,"('repellent', 'pleasant')",0.7496665,0.7859996,0.0122614,-0.0091555,0.0214169
44,0.7190366,0.802986,"('prejudiced', 'unprejudiced')",-1.358671,-1.0936207,-0.3198172,-0.1453173,-0.1744999
16,-0.6728915,-0.33362195,"('unpopular', 'popular')",0.34774247,0.43875122,-0.1625745,0.0525646,-0.2151391
31,-0.6715213,-0.52876633,"('evil', 'good')",-0.9619634,-1.2152476,-0.8167424,-0.872007,0.0552646
73,0.67010844,0.7068569,"('helpless', 'self-reliant')",-3.054037,-3.132117,-1.1919644,-1.21263,0.0206656
2,0.636145,1.0983462,"('unlikable', 'likable')",0.47307685,0.6843984,0.5546109,0.8913723,-0.3367614
45,-0.5683295,-0.5560106,"('incompetent', 'competent')",-0.046237364,-0.13468032,-0.3072834,-0.3453455,0.0380621
61,-0.5352461,-0.72804135,"('illogical', 'logical')",0.42786828,0.28502828,-0.0536889,-0.2215065,0.1678176
46,-0.5278511,-0.69071144,"('uncompetitive', 'competitive')",-0.94429076,-0.7919309,-0.7360709,-0.7413212,0.0052503
58,-0.5244587,-0.45926604,"('undiscriminating', 'discriminating')",0.010316599,-0.18963517,-0.257071,-0.3244506,0.0673796
43,-0.49858192,-0.5698776,"('irresponsible', 'responsible')",0.26256022,0.37039685,-0.1180108,-0.0997404,-0.0182704
68,-0.48337942,-0.7482838,"('dependent', 'independent')",-0.6662026,-0.7083087,-0.574791,-0.7282963,0.1535053
84,0.45320973,0.22787714,"('inferior', 'superior')",0.9931555,1.0153395,0.7231826,0.6216083,0.1015743
23,-0.43990153,-0.6091391,"('insincere', 'sincere')",5.7337313,5.5681477,2.646915,2.4795043,0.1674107
71,-0.43879163,-0.22748977,"('diffident', 'self-confident')",0.20057388,-0.001870593,-0.1191089,-0.1146802,-0.0044287
78,-0.43506673,-0.229903,"('nonresilient', 'resilient')",0.06509035,-0.035940047,-0.1849882,-0.1329215,-0.0520667
67,0.42295742,0.41123575,"('doubtful', 'determined')",-0.58220875,-0.19255383,-0.0796257,0.109341,-0.1889667
38,-0.40415484,-0.1864163,"('untruthful', 'truthful')",-0.012566964,0.09290982,-0.2083609,-0.0467532,-0.1616077
32,0.37823159,0.42634684,"('unkind', 'kind')",0.8963165,0.90537935,0.637274,0.6658631,-0.0285891
7,-0.3757756,-0.80916,"('insensitive', 'sensitive')",0.24970634,-0.09113227,-0.0630346,-0.4501461,0.3871115
65,0.3665788,0.04486577,"('insecure', 'secure')",-0.04955905,0.172435,0.1585099,0.1086504,0.0498595
77,-0.36448392,-0.39101878,"('unmotivated', 'motivated')",-0.89091593,-0.78525305,-0.6276999,-0.5881359,-0.039564
82,-0.34565014,-0.09425782,"('poor', 'rich')",6.2273726,6.2887487,2.9408612,3.0972455,-0.1563843
56,0.32627478,0.14811674,"('impractical', 'practical')",-0.24580611,0.033776354,0.0402343,0.0909465,-0.0507122
81,0.32263777,0.15966606,"('submissive', 'aggressive')",-0.28929326,0.110640764,0.0166723,0.1351534,-0.1184811
24,-0.31317243,-0.5676628,"('dishonest', 'honest')",0.67160827,0.597818,0.1792179,0.0150776,0.1641403
52,-0.3018979,-0.46565962,"('irrational', 'rational')",-0.01802293,-0.32615784,-0.1599604,-0.3959087,0.2359483
51,-0.28286362,-0.14735806,"('uneducated', 'educated')",0.120128736,0.10803318,-0.0813674,-0.0196624,-0.061705
41,0.28211087,0.35513055,"('unforgiving', 'forgiving')",-0.1288554,-0.2449659,0.0766277,0.0550823,0.0215454
12,-0.2601428,-0.019310929,"('unsupportive', 'supportive')",-2.1759403,-2.1751807,-1.2180415,-1.0972458,-0.1207957
50,0.25314015,0.17558315,"('clumsy', 'skillful')",0.16466387,-0.20175284,0.208902,-0.0130848,0.2219868
14,0.24766289,0.3215326,"('antisocial', 'social')",-0.1738064,0.075378485,0.0369282,0.1984555,-0.1615273
54,-0.23353985,0.048950844,"('incapable', 'capable')",0.66860664,0.7444703,0.2175334,0.3967106,-0.1791772
17,-0.23309608,-0.2888601,"('nasty', 'nice')",-0.46129733,-0.46195966,-0.3471967,-0.3754099,0.0282132
34,-0.22874768,-0.3314097,"('mean', 'honorable')",5.3956747,5.401849,2.5834634,2.5352197,0.0482437
88,-0.22058354,-0.23122285,"('low', 'eminent')",-0.35582712,-0.3343132,-0.2882053,-0.282768,-0.0054373
29,-0.21479122,-0.30382273,"('unfair', 'fair')",-0.27763516,-0.4486124,-0.2462132,-0.3762175,0.1300043
49,0.1931442,-0.0046255738,"('unable', 'able')",-0.078520894,-0.03606025,0.0573117,-0.0203429,0.0776546
11,0.18678646,0.043321356,"('unhelpful', 'helpful')",1.9903673,1.948797,1.0885769,0.9960592,0.0925177
4,-0.17959896,0.20360775,"('disliked', 'liked')",-6.708949,-6.681025,-3.4442739,-3.2387087,-0.2055652
15,0.17333299,0.23074643,"('boring', 'funny')",0.15076874,0.22883403,0.1620509,0.2297902,-0.0677393
