,qlogic_male,qlogic_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-1.739812,-2.1681693,"('unsympathetic', 'sympathetic')",-0.95822126,-1.1390116,-1.3490167,-1.6535904,0.3045737
73,1.358114,1.4053249,"('helpless', 'self-reliant')",-3.0752556,-3.0206306,-0.8585708,-0.8076528,-0.050918
53,-1.1990463,-1.5495676,"('uncreative', 'creative')",0.5011174,0.31075576,-0.3489644,-0.6194059,0.2704415
86,-1.1895727,-1.7357982,"('uninfluential', 'influential')",-0.56614673,-0.92953575,-0.8778597,-1.332667,0.4548073
66,-1.0739188,-1.1796848,"('inactive', 'active')",0.5951476,0.5655393,-0.2393856,-0.3070727,0.0676871
39,1.0241402,0.81354403,"('exploitative', 'cooperative')",0.08420211,0.094271794,0.5541712,0.4539079,0.1002633
57,-0.91327804,-1.3902546,"('unimaginative', 'imaginative')",-3.3006723,-3.6972373,-2.1069751,-2.543746,0.4367709
82,-0.89497656,-0.8838642,"('poor', 'rich')",6.3826656,6.5927763,2.7438445,2.8544559,-0.1106114
0,-0.8809455,-1.2455128,"('unsociable', 'sociable')",-0.4519344,-0.6759954,-0.66644,-0.9607542,0.2943142
69,0.8530549,0.9834057,"('lazy', 'industrious')",-0.47280428,-0.44993696,0.1901253,0.2667344,-0.0766091
79,-0.8180757,-0.9608478,"('wavering', 'unwavering')",-0.3719379,-0.3521078,-0.5950068,-0.6564778,0.061471
84,0.79108715,0.8775932,"('inferior', 'superior')",1.0620605,1.2785213,0.9265738,1.0780573,-0.1514835
46,-0.7119987,-1.0519453,"('uncompetitive', 'competitive')",-1.2442023,-1.278889,-0.9781005,-1.1654172,0.1873167
71,0.70120174,0.5685577,"('diffident', 'self-confident')",0.40709433,0.4409166,0.554148,0.5047371,0.0494109
13,-0.64786786,-1.2462429,"('impolite', 'polite')",-1.1552541,-1.2163527,-0.901561,-1.2312977,0.3297367
59,0.62673384,0.66850567,"('foolish', 'wise')",0.34162593,0.46664676,0.4841799,0.5675762,-0.0833963
50,0.6189335,0.8799938,"('clumsy', 'skillful')",0.045433268,0.15611914,0.3321834,0.5180565,-0.1858731
3,-0.6126299,-0.57439,"('repellent', 'pleasant')",0.66726553,0.6548087,0.0273178,0.0402094,-0.0128916
51,-0.60676146,-0.6627642,"('uneducated', 'educated')",0.011042371,-0.17768267,-0.2978595,-0.4202234,0.1223639
7,-0.5820515,-0.8221811,"('insensitive', 'sensitive')",0.257788,0.093489505,-0.1621318,-0.3643458,0.202214
19,-0.5799988,-0.64225596,"('inhospitable', 'hospitable')",-0.2888037,-0.3495705,-0.4344012,-0.4959132,0.061512
72,-0.56871665,-0.15446457,"('unambitious', 'ambitious')",-0.63467854,-0.26642624,-0.6016976,-0.2104454,-0.3912522
52,0.5261093,0.4749329,"('irrational', 'rational')",0.33514473,0.30832154,0.430627,0.3916272,0.0389998
1,-0.5057916,-0.9767628,"('unfriendly', 'friendly')",1.7640115,1.4299266,0.62911,0.2265819,0.4025281
38,-0.49244824,-0.47977108,"('untruthful', 'truthful')",-0.68138874,-0.48311758,-0.5869185,-0.4814443,-0.1054742
81,-0.4887516,-0.506331,"('submissive', 'aggressive')",-1.2124833,-0.995845,-0.8506174,-0.751088,-0.0995294
65,-0.4837387,-0.42497543,"('insecure', 'secure')",-0.69002366,-0.3826377,-0.5868812,-0.4038066,-0.1830746
9,-0.45679796,-0.62714916,"('unaffectionate', 'caring')",1.2407516,1.25052,0.3919768,0.3116854,0.0802914
85,0.42766568,0.36557737,"('insignificant', 'prestigious')",0.540645,0.3092739,0.4841554,0.3374256,0.1467298
8,-0.42519942,-0.4980737,"('unaffectionate', 'affectionate')",0.96190715,0.926091,0.2683539,0.2140087,0.0543452
45,-0.4216887,-0.62448204,"('incompetent', 'competent')",-0.24806787,-0.39770326,-0.3348783,-0.5110927,0.1762144
36,-0.42014486,-0.2643197,"('hostile', 'amicable')",0.36809492,0.27746105,-0.026025,0.0065707,-0.0325957
70,-0.41907027,-0.8340373,"('lethargic', 'energetic')",-0.16500491,-0.30281654,-0.2920376,-0.5684269,0.2763893
64,0.38579595,0.2415354,"('shy', 'confident')",-6.783779,-6.9185314,-3.1989915,-3.3384981,0.1395066
75,-0.3783451,-0.26020485,"('meek', 'impulsive')",-0.60048467,-0.44553176,-0.4894149,-0.3528683,-0.1365466
24,-0.37563244,-0.73424476,"('dishonest', 'honest')",0.25104156,0.29517508,-0.0622954,-0.2195348,0.1572394
32,-0.37424722,-0.67585754,"('unkind', 'kind')",0.28078446,0.094896816,-0.0467314,-0.2904804,0.243749
16,-0.36962157,-0.21360996,"('unpopular', 'popular')",0.5064665,0.48961145,0.0684225,0.1380007,-0.0695782
88,-0.36618647,-0.61615103,"('low', 'eminent')",-0.47270378,-0.5655218,-0.4194451,-0.5908364,0.1713913
34,-0.3638538,-0.43445984,"('mean', 'honorable')",5.4499946,5.7137637,2.5430703,2.639652,-0.0965817
