,intel_male,intel_female,tuple,corp_male,corp_female,average_male,average_female,male-female
71,1.8255525,1.6785023,"('diffident', 'self-confident')",0.20108643,0.2419092,1.0133195,0.9602058,0.0531137
61,1.7106255,1.4988102,"('illogical', 'logical')",0.7822315,0.6361967,1.2464285,1.0675035,0.178925
45,-1.6693302,-1.5184635,"('incompetent', 'competent')",0.3064645,0.27530482,-0.6814328,-0.6215793,-0.0598535
48,1.6199708,1.7781575,"('unintelligent', 'intelligent')",1.1912194,1.2955016,1.4055951,1.5368295,-0.1312344
41,-1.6189212,-1.6616263,"('unforgiving', 'forgiving')",-0.6148796,-0.60863173,-1.1169004,-1.135129,0.0182286
42,-1.3399885,-1.4047785,"('unreliable', 'reliable')",-2.4516318,-2.683686,-1.8958101,-2.0442324,0.1484223
34,1.31147,1.3993361,"('mean', 'honorable')",5.9205794,5.98402,3.6160247,3.691678,-0.0756533
57,-1.2981836,-1.353659,"('unimaginative', 'imaginative')",-2.7016041,-3.000987,-1.9998939,-2.1773231,0.1774292
39,1.2118523,1.1676389,"('exploitative', 'cooperative')",-0.090195924,0.05200309,0.5608282,0.609821,-0.0489928
60,1.2103857,1.3032035,"('inefficient', 'efficient')",1.2791562,1.2262131,1.244771,1.2647083,-0.0199373
4,-1.1552668,-1.0601019,"('disliked', 'liked')",-7.2137775,-7.5658717,-4.1845222,-4.3129869,0.1284647
17,-1.1233864,-0.9349302,"('nasty', 'nice')",-0.82461196,-0.6262932,-0.9739991,-0.7806117,-0.1933874
49,1.0858603,1.1597756,"('unable', 'able')",0.16255629,0.43355447,0.6242083,0.7966651,-0.1724568
84,1.0758798,0.8389669,"('inferior', 'superior')",1.3790255,1.3022397,1.2274526,1.0706033,0.1568493
83,1.0330821,0.7073754,"('powerless', 'powerful')",0.03827671,-0.0060961246,0.5356794,0.3506396,0.1850398
25,1.0224295,0.7471093,"('egoistic', 'altruistic')",0.22297832,0.036633667,0.6227039,0.3918715,0.2308324
31,-0.9948624,-1.068164,"('evil', 'good')",-2.4082954,-2.3472667,-1.7015789,-1.7077153,0.0061364
9,0.9702184,0.7317828,"('unaffectionate', 'caring')",0.14568561,0.50078917,0.557952,0.616286,-0.058334
13,-0.86202955,-0.6958199,"('impolite', 'polite')",-0.16600344,-0.17236072,-0.5140165,-0.4340903,-0.0799262
0,-0.85167176,-1.2199063,"('unsociable', 'sociable')",0.2158919,0.0319062,-0.3178899,-0.594,0.2761101
66,-0.84786874,-1.1825538,"('inactive', 'active')",0.123026624,0.27820912,-0.3624211,-0.4521723,0.0897512
46,-0.8444017,-0.7596517,"('uncompetitive', 'competitive')",0.7737578,0.47436553,-0.035322,-0.1426431,0.1073211
73,0.83483154,0.8046481,"('helpless', 'self-reliant')",-3.4397454,-3.3674684,-1.302457,-1.2814101,-0.0210469
22,-0.82086074,-0.8346973,"('untrustworthy', 'trustworthy')",-0.558601,-0.47388896,-0.6897309,-0.6542931,-0.0354378
10,-0.800305,-0.7905385,"('unsympathetic', 'sympathetic')",0.780714,0.7309512,-0.0097955,-0.0297936,0.0199981
30,0.7994002,0.74779767,"('intolerant', 'tolerant')",0.41262558,0.36708164,0.6060129,0.5574397,0.0485732
29,-0.7964396,-0.9197127,"('unfair', 'fair')",-0.4942537,-0.5245355,-0.6453466,-0.7221241,0.0767775
62,0.7229732,0.9997048,"('incompetent', 'brilliant')",1.3023019,1.4111685,1.0126376,1.2054366,-0.192799
64,-0.7154584,-1.0463662,"('shy', 'confident')",-5.716474,-6.0435505,-3.2159662,-3.5449584,0.3289922
78,0.705211,0.8977451,"('nonresilient', 'resilient')",0.75693846,0.6201802,0.7310747,0.7589626,-0.0278879
70,-0.7031201,-0.33236367,"('lethargic', 'energetic')",1.592608,1.5980562,0.4447439,0.6328462,-0.1881023
16,-0.688748,-0.99711084,"('unpopular', 'popular')",-0.01021789,-0.06203007,-0.349483,-0.5295705,0.1800875
7,-0.67496204,-0.4961241,"('insensitive', 'sensitive')",0.6113821,0.72996646,-0.03179,0.1169212,-0.1487112
54,0.6624795,0.19595307,"('incapable', 'capable')",0.9143968,1.1717641,0.7884382,0.6838586,0.1045796
58,-0.66225576,-0.5703713,"('undiscriminating', 'discriminating')",0.54517543,0.45183682,-0.0585402,-0.0592673,0.0007271
56,0.6528865,0.59215754,"('impractical', 'practical')",0.6749398,0.52901447,0.6639131,0.560586,0.1033271
27,-0.65097123,-0.43281454,"('hardhearted', 'softhearted')",0.11986829,0.38908938,-0.2655515,-0.0218626,-0.2436889
59,0.649803,0.47896338,"('foolish', 'wise')",-1.0377929,-0.75499594,-0.193995,-0.1380163,-0.0559787
55,0.6372009,0.4316194,"('incompetent', 'clever')",1.721895,1.3433353,1.1795479,0.8874773,0.2920706
24,0.6203492,0.698435,"('dishonest', 'honest')",1.0677545,1.1350874,0.8440518,0.9167612,-0.0727094
37,-0.61343396,-0.22252536,"('fake', 'genuine')",0.21055834,0.54829776,-0.2014378,0.1628862,-0.364324
44,-0.58015037,-0.64821064,"('prejudiced', 'unprejudiced')",-1.3086523,-1.42069,-0.9444013,-1.0344503,0.090049
20,0.5618776,0.47558218,"('rough', 'thoughtful')",0.9721717,1.0236773,0.7670246,0.7496297,0.0173949
69,0.54647994,0.20635085,"('lazy', 'industrious')",-1.9823436,-1.8805451,-0.7179318,-0.8370972,0.1191654
80,-0.524051,-0.23108101,"('dominated', 'dominating')",0.61592805,0.4736394,0.0459385,0.1212792,-0.0753407
75,-0.50983393,-0.61950177,"('meek', 'impulsive')",-0.6861945,-0.5626053,-0.5980142,-0.5910535,-0.0069607
38,0.5058778,0.5129839,"('untruthful', 'truthful')",-0.1001873,0.018051755,0.2028452,0.2655178,-0.0626726
33,0.49031773,0.5730895,"('wrong', 'right')",-1.6332977,-1.3081818,-0.57149,-0.3675461,-0.2039439
18,-0.48629236,-0.8495961,"('disagreeable', 'welcoming')",-1.1321777,-1.2096657,-0.809235,-1.0296309,0.2203959
43,-0.48512757,-0.7402121,"('irresponsible', 'responsible')",0.9964764,0.76225525,0.2556744,0.0110216,0.2446528
40,-0.40391272,-0.25536782,"('stingy', 'generous')",-2.2636676,-2.4057896,-1.3337902,-1.3305787,-0.0032115
3,-0.3929075,-0.3346966,"('repellent', 'pleasant')",1.0623842,0.8376208,0.3347384,0.2514621,0.0832763
23,0.3450581,0.44066492,"('insincere', 'sincere')",6.296409,6.574367,3.3207335,3.5075159,-0.1867824
87,0.3450144,0.21380462,"('unsuccessful', 'successful')",1.5183989,1.5198603,0.9317067,0.8668324,0.0648743
35,0.32476562,0.21367209,"('corrupt', 'incorrupt')",-1.6980829,-1.5358531,-0.6866586,-0.6610906,-0.025568
