,loews_male,loews_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-1.9428298,-1.4763368,"('unsympathetic', 'sympathetic')",-0.4868528,-0.25589687,-1.2148414,-0.8661169,-0.3487245
86,-1.8700691,-1.5378519,"('uninfluential', 'influential')",-0.6259004,-0.5522196,-1.2479848,-1.0450358,-0.202949
11,-1.7524096,-1.4309285,"('unhelpful', 'helpful')",1.7152579,1.6876613,-0.0185758,0.1283664,-0.1469422
1,-1.6438923,-1.5647283,"('unfriendly', 'friendly')",1.2963235,1.1756693,-0.1737844,-0.1945295,0.0207451
57,-1.6019967,-1.2579846,"('unimaginative', 'imaginative')",-3.509448,-3.3807364,-2.5557222,-2.3193605,-0.2363617
69,1.4854401,1.2034976,"('lazy', 'industrious')",-0.77185327,-0.84390277,0.3567934,0.1797974,0.176996
53,-1.3970399,-1.4623615,"('uncreative', 'creative')",0.27732432,0.07945342,-0.5598578,-0.691454,0.1315962
48,-1.3954679,-1.4184242,"('unintelligent', 'intelligent')",0.9761627,0.8216327,-0.2096526,-0.2983958,0.0887432
45,-1.3438277,-0.7905155,"('incompetent', 'competent')",-0.07042728,0.011875836,-0.7071275,-0.3893198,-0.3178077
0,-1.3004234,-0.8817111,"('unsociable', 'sociable')",-0.3535319,-0.15537736,-0.8269776,-0.5185443,-0.3084333
46,-1.2608035,-1.0976182,"('uncompetitive', 'competitive')",-1.0319057,-1.0317214,-1.1463546,-1.0646698,-0.0816848
23,-1.2597909,-1.0250481,"('insincere', 'sincere')",6.2055016,6.065327,2.4728553,2.5201395,-0.0472842
61,-1.1529233,-0.9871802,"('illogical', 'logical')",0.35452208,0.4310913,-0.3992006,-0.2780444,-0.1211562
88,-1.1510853,-1.1522418,"('low', 'eminent')",-0.5874301,-0.6023697,-0.8692577,-0.8773057,0.008048
73,1.1147068,1.108509,"('helpless', 'self-reliant')",-3.2088206,-3.4044266,-1.0470569,-1.1479588,0.1009019
32,-1.0967237,-0.8778136,"('unkind', 'kind')",0.2826756,0.4735638,-0.407024,-0.2021249,-0.2048991
28,-1.0887372,-0.9250881,"('disloyal', 'loyal')",1.1275676,0.95136553,0.0194152,0.0131387,0.0062765
3,-1.0297796,-1.1697013,"('repellent', 'pleasant')",0.5570331,0.60135317,-0.2363732,-0.2841741,0.0478009
13,-1.0274937,-0.6923067,"('impolite', 'polite')",-0.91473603,-0.8215288,-0.9711149,-0.7569177,-0.2141972
55,-1.0096675,-0.84803045,"('incompetent', 'clever')",0.3919816,0.33435765,-0.308843,-0.2568364,-0.0520066
51,-1.0094887,-0.8853271,"('uneducated', 'educated')",0.15325177,0.17395487,-0.4281185,-0.3556861,-0.0724324
77,-0.96753305,-1.1561799,"('unmotivated', 'motivated')",-1.1373419,-1.2905726,-1.0524374,-1.2233763,0.1709389
24,-0.96524376,-0.8718336,"('dishonest', 'honest')",0.66104907,0.48831126,-0.1520973,-0.1917612,0.0396639
38,-0.92168903,-0.6924725,"('untruthful', 'truthful')",-0.06715574,-0.24988092,-0.4944224,-0.4711767,-0.0232457
29,-0.8755709,-0.9883801,"('unfair', 'fair')",-0.52758044,-0.66304475,-0.7015756,-0.8257124,0.1241368
39,0.8714112,0.8427334,"('exploitative', 'cooperative')",0.07540647,0.2060796,0.4734088,0.5244065,-0.0509977
78,-0.85117835,-0.9077364,"('nonresilient', 'resilient')",0.3585401,0.15621978,-0.2463191,-0.3757583,0.1294392
43,-0.8468914,-0.37505195,"('irresponsible', 'responsible')",0.34934437,0.54096174,-0.2487735,0.0829549,-0.3317284
68,-0.8294074,-1.1464565,"('dependent', 'independent')",-0.5473152,-0.8111805,-0.6883613,-0.9788185,0.2904572
35,0.8123728,0.55674875,"('corrupt', 'incorrupt')",-0.1746468,-0.37361997,0.318863,0.0915644,0.2272986
18,-0.7717039,-1.0401196,"('disagreeable', 'welcoming')",-0.68385386,-0.9135014,-0.7277789,-0.9768105,0.2490316
9,-0.7628365,-0.60703015,"('unaffectionate', 'caring')",1.247776,1.1305087,0.2424698,0.2617393,-0.0192695
82,-0.7474791,-0.6576865,"('poor', 'rich')",6.6336393,6.6913652,2.9430802,3.0168395,-0.0737593
12,-0.7074867,-0.4418987,"('unsupportive', 'supportive')",-2.179981,-2.2456698,-1.4437338,-1.3437843,-0.0999495
21,-0.6978507,-0.78857356,"('immoral', 'moral')",-0.8217535,-0.79384583,-0.7598021,-0.7912097,0.0314076
27,-0.66561866,-0.76328707,"('hardhearted', 'softhearted')",1.2467415,1.012641,0.2905614,0.1246769,0.1658845
19,-0.64314425,-0.45345527,"('inhospitable', 'hospitable')",-0.7096542,-0.6473702,-0.6763992,-0.5504128,-0.1259864
7,-0.63876307,-0.71934646,"('insensitive', 'sensitive')",0.5774071,0.4687509,-0.030678,-0.1252978,0.0946198
65,-0.63058364,-0.5565791,"('insecure', 'secure')",-0.1777938,-0.12926099,-0.4041887,-0.3429201,-0.0612686
79,-0.606942,-0.36783862,"('wavering', 'unwavering')",-0.4437079,-0.45667908,-0.5253249,-0.4122589,-0.113066
41,-0.59320873,-0.14863755,"('unforgiving', 'forgiving')",-0.42234793,-0.27595377,-0.5077783,-0.2122957,-0.2954826
72,-0.5923573,-0.69431716,"('unambitious', 'ambitious')",-0.12223996,-0.30221754,-0.3572986,-0.4982674,0.1409688
63,-0.5872441,-0.3655782,"('unperceptive', 'insightful')",0.64690775,0.5936667,0.0298318,0.1140442,-0.0842124
70,-0.56742424,-0.34043378,"('lethargic', 'energetic')",0.19988126,0.36686066,-0.1837715,0.0132134,-0.1969849
20,-0.55306166,-0.5302474,"('rough', 'thoughtful')",0.9685949,0.9141551,0.2077666,0.1919539,0.0158127
54,-0.5504797,-0.65604436,"('incapable', 'capable')",0.9036958,0.6746931,0.1766081,0.0093244,0.1672837
22,-0.5454086,-0.55546343,"('untrustworthy', 'trustworthy')",-1.0045289,-1.0697507,-0.7749687,-0.812607,0.0376383
42,0.5146031,0.8151844,"('unreliable', 'reliable')",-3.5200355,-3.4259493,-1.5027162,-1.3053825,-0.1973337
49,-0.4951307,-0.5277536,"('unable', 'able')",-0.13530584,-0.37476268,-0.3152183,-0.4512581,0.1360398
85,0.49436045,0.34496576,"('insignificant', 'prestigious')",-0.1248478,-0.2055964,0.1847563,0.0696847,0.1150716
62,-0.4902243,-0.23680218,"('incompetent', 'brilliant')",0.5607086,0.4579027,0.0352421,0.1105503,-0.0753082
16,-0.48913813,-0.66546124,"('unpopular', 'popular')",0.09069805,0.15711488,-0.19922,-0.2541732,0.0549532
60,-0.4724203,-0.30837068,"('inefficient', 'efficient')",0.08217534,0.110545896,-0.1951225,-0.0989124,-0.0962101
33,0.42210713,0.26911026,"('wrong', 'right')",-0.6752291,-0.8995362,-0.126561,-0.315213,0.188652
66,-0.4074933,-0.49275458,"('inactive', 'active')",0.21028551,0.32136562,-0.0986039,-0.0856945,-0.0129094
74,-0.39820507,-0.04322089,"('undedicated', 'dedicated')",-0.5737716,-0.39598197,-0.4859883,-0.2196014,-0.2663869
14,0.38673174,0.58428854,"('antisocial', 'social')",-0.36449242,-0.12044944,0.0111197,0.2319196,-0.2207999
81,-0.3787213,-0.08949578,"('submissive', 'aggressive')",-0.7735807,-0.6129189,-0.576151,-0.3512073,-0.2249437
31,-0.36673352,-0.32579467,"('evil', 'good')",-1.0026782,-0.9935065,-0.6847059,-0.6596506,-0.0250553
59,0.36211723,0.33711565,"('foolish', 'wise')",0.20910439,0.0925972,0.2856108,0.2148564,0.0707544
8,-0.36039722,-0.15168193,"('unaffectionate', 'affectionate')",0.8520282,0.793647,0.2458155,0.3209825,-0.075167
2,0.35512918,0.3074971,"('unlikable', 'likable')",0.07972248,0.22865145,0.2174258,0.2680743,-0.0506485
83,-0.33917645,-0.3669541,"('powerless', 'powerful')",-1.094459,-1.1396598,-0.7168177,-0.7533069,0.0364892
17,-0.318277,-0.039781805,"('nasty', 'nice')",-0.94356376,-0.7701112,-0.6309204,-0.4049465,-0.2259739
84,-0.24469836,-0.30920178,"('inferior', 'superior')",1.3524015,0.99668515,0.5538515,0.3437417,0.2101098
37,-0.23060223,-0.11595006,"('fake', 'genuine')",0.36372158,0.3243605,0.0665597,0.1042052,-0.0376455
76,-0.22138296,-0.08449306,"('anxious', 'daring')",-0.31784868,-0.118713886,-0.2696158,-0.1016035,-0.1680123
15,0.20752501,0.5089567,"('boring', 'funny')",-0.14233322,-0.055140797,0.0325959,0.2269079,-0.194312
44,-0.20571828,-0.28010237,"('prejudiced', 'unprejudiced')",-1.3872707,-1.2883929,-0.7964945,-0.7842476,-0.0122469
64,-0.20015788,-0.18434134,"('shy', 'confident')",-7.02132,-6.952853,-3.6107388,-3.5685973,-0.0421415
25,0.18362665,-0.06865531,"('egoistic', 'altruistic')",0.89362967,0.79443777,0.5386282,0.3628912,0.175737
67,0.13927537,0.42350888,"('doubtful', 'determined')",-0.713546,-0.4718541,-0.2871353,-0.0241726,-0.2629627
47,0.13771348,0.24439241,"('stupid', 'smart')",5.563998,5.599432,2.8508558,2.9219122,-0.0710564
58,-0.13467792,-0.117635906,"('undiscriminating', 'discriminating')",0.23860508,0.14836617,0.0519636,0.0153651,0.0365985
50,-0.12549168,0.0017641475,"('clumsy', 'skillful')",0.16735551,0.062377255,0.0209319,0.0320707,-0.0111388
6,-0.122551285,-0.22216864,"('distant', 'open')",-0.22478604,-0.41491356,-0.1736687,-0.3185411,0.1448724
87,0.11667608,0.16870768,"('unsuccessful', 'successful')",0.7727888,0.767317,0.4447325,0.4680123,-0.0232798
4,0.0957652,0.29512203,"('disliked', 'liked')",-7.5034957,-7.573922,-3.7038653,-3.6394,-0.0644653
40,0.09506016,-0.08159883,"('stingy', 'generous')",-1.6227678,-2.0247176,-0.7638538,-1.0531582,0.2893044
26,-0.079376854,0.18717258,"('hardhearted', 'benevolent')",1.4437639,1.6111176,0.6821935,0.8991451,-0.2169516
71,-0.062598094,-0.32961172,"('diffident', 'self-confident')",0.49325374,0.339304,0.2153278,0.0048461,0.2104817
36,-0.054902926,-0.19159625,"('hostile', 'amicable')",-0.30129272,-0.41045648,-0.1780978,-0.3010264,0.1229286
56,-0.042745937,0.37451,"('impractical', 'practical')",-0.5713699,-0.52826715,-0.3070579,-0.0768786,-0.2301793
52,-0.037808675,-0.12296001,"('irrational', 'rational')",-0.13580869,-0.3655411,-0.0868087,-0.2442506,0.1574419
80,0.030250438,0.07366843,"('dominated', 'dominating')",-0.8071563,-0.81088156,-0.3884529,-0.3686066,-0.0198463
5,0.023897307,-0.026250135,"('distant', 'outgoing')",-0.37148273,-0.5676537,-0.1737927,-0.2969519,0.1231592
30,0.023233436,0.27406156,"('intolerant', 'tolerant')",0.7508921,0.82498246,0.3870628,0.549522,-0.1624592
75,0.011617262,0.076985165,"('meek', 'impulsive')",-0.744797,-0.5919479,-0.3665899,-0.2574814,-0.1091085
34,0.008232113,-0.19502658,"('mean', 'honorable')",6.1130223,5.9687357,3.0606272,2.8868546,0.1737726
