,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
6,-2.016538,-1.9093838,"('distant', 'open')",-1.07418,-1.2212431,-1.5453589,-1.5653135,0.0199546
31,-1.981841,-2.8267088,"('evil', 'good')",-1.2314329,-1.6388767,-1.606637,-2.2327929,0.6261559
19,-1.8399574,-1.3662057,"('inhospitable', 'hospitable')",-0.87026066,-0.6800949,-1.355109,-1.0231503,-0.3319587
1,-1.7515632,-2.102103,"('unfriendly', 'friendly')",1.11875,0.66666394,-0.3164066,-0.7177196,0.401313
36,-1.6497395,-2.5531728,"('hostile', 'amicable')",-0.4436884,-0.884934,-1.0467139,-1.7190534,0.6723395
5,-1.471532,-1.2494093,"('distant', 'outgoing')",-1.1367298,-0.98908937,-1.3041309,-1.1192493,-0.1848816
54,-1.3961176,-0.8773932,"('incapable', 'capable')",0.39672706,0.6282743,-0.4996952,-0.1245594,-0.3751358
79,-1.3936028,-1.158218,"('wavering', 'unwavering')",-0.69807994,-0.6200813,-1.0458415,-0.8891497,-0.1566918
38,-1.3858868,-0.5006565,"('untruthful', 'truthful')",-0.56248707,0.074984744,-0.9741869,-0.2128359,-0.761351
84,1.3615257,1.2047967,"('inferior', 'superior')",1.1450546,0.94673127,1.2532902,1.0757639,0.1775263
55,1.1964483,1.2125072,"('incompetent', 'clever')",0.81315917,0.5315539,1.0048038,0.8720306,0.1327732
75,-1.1939862,-0.9689305,"('meek', 'impulsive')",-0.98946047,-0.97557914,-1.0917233,-0.9722548,-0.1194685
39,1.161966,0.52014947,"('exploitative', 'cooperative')",0.2863205,-0.107375845,0.7241433,0.2063868,0.5177565
80,1.1531527,1.0663131,"('dominated', 'dominating')",-0.29183784,-0.6943419,0.4306574,0.1859856,0.2446718
27,-1.1476696,-1.0989007,"('hardhearted', 'softhearted')",0.6548931,0.59892225,-0.2463882,-0.2499892,0.003601
60,1.1164955,1.7977632,"('inefficient', 'efficient')",0.3973876,0.923762,0.7569416,1.3607626,-0.603821
76,1.1009519,1.80304,"('anxious', 'daring')",0.2127719,0.41219917,0.6568619,1.1076196,-0.4507577
67,1.0942823,1.4513574,"('doubtful', 'determined')",-0.19700107,0.07599368,0.4486406,0.7636755,-0.3150349
14,1.0703228,1.2081404,"('antisocial', 'social')",0.337561,0.3080126,0.7039419,0.7580765,-0.0541346
16,-1.0406833,-1.0571895,"('unpopular', 'popular')",-0.08612017,0.1284916,-0.5634017,-0.4643489,-0.0990528
53,-1.0366489,-0.99784756,"('uncreative', 'creative')",0.8730265,0.17866218,-0.0818112,-0.4095927,0.3277815
85,-1.0287555,-1.6430067,"('insignificant', 'prestigious')",-0.5528827,-1.0180403,-0.7908191,-1.3305235,0.5397044
30,0.9978789,1.6948347,"('intolerant', 'tolerant')",1.0982062,1.5975037,1.0480425,1.6461692,-0.5981267
9,-0.9816085,-1.0268341,"('unaffectionate', 'caring')",0.82442313,0.83205366,-0.0785927,-0.0973902,0.0187975
65,0.9769595,1.256385,"('insecure', 'secure')",0.13889484,0.18581516,0.5579272,0.7211001,-0.1631729
8,-0.9646673,-1.3716394,"('unaffectionate', 'affectionate')",0.13228393,0.13006939,-0.4161917,-0.620785,0.2045933
83,0.85446036,0.040552158,"('powerless', 'powerful')",-0.16173318,-0.7357101,0.3463636,-0.347579,0.6939426
81,0.84786814,2.0233598,"('submissive', 'aggressive')",0.079895735,0.524118,0.4638819,1.2737389,-0.809857
66,-0.8372719,-0.99963266,"('inactive', 'active')",0.16592912,-0.2471076,-0.3356714,-0.6233701,0.2876987
62,0.79025376,1.7176969,"('incompetent', 'brilliant')",0.5840968,0.97010976,0.6871753,1.3439033,-0.656728
56,0.77837926,1.6825548,"('impractical', 'practical')",0.19928169,0.6493765,0.4888305,1.1659657,-0.6771352
20,0.77837753,0.13712376,"('rough', 'thoughtful')",0.8248882,0.38908023,0.8016329,0.263102,0.5385309
86,-0.7564763,-0.8368826,"('uninfluential', 'influential')",0.09621678,-0.22215869,-0.3301297,-0.5295206,0.1993909
21,0.69669604,0.93941706,"('immoral', 'moral')",0.079090685,0.1071182,0.3878934,0.5232676,-0.1353742
25,-0.69104165,-0.8037518,"('egoistic', 'altruistic')",0.7195014,0.48502126,0.0142299,-0.1593653,0.1735952
78,-0.65532047,-0.7142714,"('nonresilient', 'resilient')",0.06735669,0.05358238,-0.2939819,-0.3303445,0.0363626
82,-0.6545398,0.6734454,"('poor', 'rich')",5.3414426,6.607508,2.3434515,3.6404767,-1.2970252
12,-0.6503258,-0.2440309,"('unsupportive', 'supportive')",-1.5572542,-1.8959321,-1.10379,-1.0699815,-0.0338085
