,ppl_male,ppl_female,tuple,corp_male,corp_female,average_male,average_female,male-female
60,2.5649252,2.3609886,"('inefficient', 'efficient')",1.0311555,0.74111617,1.7980404,1.5510523,0.2469881
36,-2.4735222,-2.1271846,"('hostile', 'amicable')",-0.7031878,-0.5319975,-1.5883551,-1.329591,-0.2587641
31,-2.108285,-1.7793667,"('evil', 'good')",-1.4410485,-1.300735,-1.7746668,-1.5400509,-0.2346159
62,2.0975645,2.0983706,"('incompetent', 'brilliant')",1.3920511,1.122913,1.7448077,1.6106417,0.134166
56,2.0880728,1.9755248,"('impractical', 'practical')",-0.04255095,-0.24911374,1.0227609,0.8632056,0.1595553
14,1.9747475,1.8757875,"('antisocial', 'social')",0.40468836,0.2166464,1.189718,1.046217,0.143501
8,-1.947037,-1.779423,"('unaffectionate', 'affectionate')",0.13230033,-0.0317991,-0.9073683,-0.905611,-0.0017573
79,-1.9193145,-1.592397,"('wavering', 'unwavering')",-0.76416457,-0.5525557,-1.3417395,-1.0724764,-0.2692631
1,-1.9124304,-1.7180494,"('unfriendly', 'friendly')",0.8877431,0.64431965,-0.5123436,-0.5368649,0.0245213
6,-1.7452948,-1.5561049,"('distant', 'open')",-1.0240916,-1.0280652,-1.3846931,-1.2920851,-0.092608
80,1.6242899,1.5118389,"('dominated', 'dominating')",-0.5074381,-0.5140143,0.5584259,0.4989123,0.0595136
26,-1.6089898,-1.5553032,"('hardhearted', 'benevolent')",0.87823147,0.92251116,-0.3653792,-0.316396,-0.0489832
76,1.5590428,1.6225436,"('anxious', 'daring')",0.056111924,0.0034989342,0.8075774,0.8130212,-0.0054438
35,-1.5024835,-1.4779552,"('corrupt', 'incorrupt')",-1.2453816,-0.87339383,-1.3739326,-1.1756746,-0.198258
85,-1.4872792,-0.9785161,"('insignificant', 'prestigious')",-0.85456496,-0.5613697,-1.170922,-0.7699429,-0.4009791
81,1.4198843,1.482784,"('submissive', 'aggressive')",0.14662814,0.01692567,0.7832562,0.7498549,0.0334013
39,1.3571393,1.3301108,"('exploitative', 'cooperative')",-0.06596026,-0.06789002,0.6455895,0.6311104,0.0144791
42,1.3496437,1.3744144,"('unreliable', 'reliable')",-3.3580127,-3.3693464,-1.0041845,-0.997466,-0.0067185
52,-1.3291162,-1.0069187,"('irrational', 'rational')",-0.609665,-0.44987994,-0.9693906,-0.7283993,-0.2409913
87,1.297943,1.523577,"('unsuccessful', 'successful')",1.2047137,1.0819618,1.2513283,1.3027694,-0.0514411
5,-1.2964894,-1.1120372,"('distant', 'outgoing')",-0.80257636,-0.70741034,-1.0495329,-0.9097238,-0.1398091
61,1.2502557,1.3099678,"('illogical', 'logical')",0.8824739,0.82239735,1.0663648,1.0661826,0.0001822
21,1.2281965,1.2604878,"('immoral', 'moral')",0.15082616,-0.06955798,0.6895113,0.5954649,0.0940464
9,-1.1541331,-1.0751569,"('unaffectionate', 'caring')",0.9706955,0.76785207,-0.0917188,-0.1536524,0.0619336
18,-1.1488842,-1.2185947,"('disagreeable', 'welcoming')",-0.5200153,-0.6879218,-0.8344498,-0.9532583,0.1188085
55,1.1275771,0.962815,"('incompetent', 'clever')",0.8058031,0.5011733,0.9666901,0.7319942,0.2346959
65,1.1191531,0.84488183,"('insecure', 'secure')",0.29129735,0.09172675,0.7052252,0.4683043,0.2369209
88,-1.0563083,-0.6652856,"('low', 'eminent')",-0.40235576,-0.3625525,-0.729332,-0.5139191,-0.2154129
77,0.96169853,1.0828211,"('unmotivated', 'motivated')",-0.34101868,-0.44548073,0.3103399,0.3186702,-0.0083303
3,0.9450174,0.885632,"('repellent', 'pleasant')",1.0463247,0.8577671,0.995671,0.8716996,0.1239714
53,-0.9439501,-0.9352537,"('uncreative', 'creative')",0.60170233,0.3254719,-0.1711239,-0.3048909,0.133767
