,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,male-female
0,-1.7069817,-2.0602953,"('unsociable', 'sociable')",-1.9985827,-2.192472,-0.10397377,-0.43803537,-1.2698461,-1.563601,0.2937549
57,-1.6585622,-1.7989513,"('unimaginative', 'imaginative')",-2.1483774,-2.5199797,-3.2697706,-3.102543,-2.3589034,-2.4738248,0.1149214
70,-1.6361246,-1.5113815,"('lethargic', 'energetic')",-1.8487649,-1.995715,0.39803985,0.3859147,-1.0289499,-1.0403939,0.011444
10,-1.5577183,-1.8281226,"('unsympathetic', 'sympathetic')",-2.8754845,-3.175553,-0.17486432,-0.56071675,-1.5360223,-1.8547974,0.3187751
55,-1.5264783,-1.7138005,"('incompetent', 'clever')",-2.8265839,-3.0225563,0.8922063,0.42676216,-1.1536187,-1.4365315,0.2829128
63,-1.5137604,-1.5109665,"('unperceptive', 'insightful')",-1.8444561,-2.0556223,0.18186927,0.444266,-1.0587824,-1.0407743,-0.0180081
86,-1.4769157,-1.6671147,"('uninfluential', 'influential')",-2.7976017,-2.9411933,-0.5882909,-0.64664996,-1.6209361,-1.7516526,0.1307165
65,-1.4472573,-1.6059763,"('insecure', 'secure')",-1.7864211,-1.8496491,0.23036027,-0.018878223,-1.001106,-1.1581679,0.1570619
11,-1.4085149,-1.6393144,"('unhelpful', 'helpful')",-2.0646334,-2.1773062,1.522113,1.6448737,-0.6503451,-0.7239156,0.0735705
45,-1.3986312,-1.4059055,"('incompetent', 'competent')",-1.9895158,-2.121163,-0.15379584,-0.22710732,-1.1806475,-1.2513919,0.0707444
30,-1.3479663,-1.7302587,"('intolerant', 'tolerant')",-1.7998985,-1.940137,0.4441387,0.25801286,-0.901242,-1.137461,0.236219
8,-1.3257837,-1.4571759,"('unaffectionate', 'affectionate')",-2.3196354,-2.1818614,-0.33816472,0.03675719,-1.3278613,-1.20076,-0.1271013
46,-1.2490553,-1.372472,"('uncompetitive', 'competitive')",-1.1461289,-1.6052698,-0.43506932,-0.70629525,-0.9434178,-1.2280123,0.2845945
14,-1.2426429,-1.4368279,"('antisocial', 'social')",-1.5830598,-1.6425594,0.11521928,-0.05283364,-0.9034944,-1.0440736,0.1405792
48,-1.2259611,-1.2162536,"('unintelligent', 'intelligent')",-1.8515515,-1.9283493,0.7833086,0.67440444,-0.7647347,-0.8233995,0.0586648
73,1.2059685,1.280372,"('helpless', 'self-reliant')",0.6227823,0.7322831,-3.557623,-3.315983,-0.5762907,-0.4344426,-0.1418481
81,-1.183918,-1.107859,"('submissive', 'aggressive')",-1.2110286,-1.1076773,-0.5006231,-0.43019515,-0.9651899,-0.8819105,-0.0832794
43,-1.1683687,-1.4216307,"('irresponsible', 'responsible')",-2.519074,-2.6650393,0.007608842,-0.008825641,-1.2266113,-1.3651652,0.1385539
60,-1.1572168,-1.4043956,"('inefficient', 'efficient')",-2.1713586,-2.3459365,0.072815284,-0.0030896487,-1.0852534,-1.2511406,0.1658872
36,1.0633256,0.77581245,"('hostile', 'amicable')",0.7822912,0.58572006,-0.30599764,-0.5830843,0.5132064,0.2594827,0.2537237
82,-1.0605558,-0.9771865,"('poor', 'rich')",-1.5236104,-1.7414596,6.5330796,5.8843126,1.3163045,1.0552222,0.2610823
