,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-1.9666077,-1.9923625,"('uninfluential', 'influential')",-0.28651282,-0.2659741,-1.1265602,-1.1291683,0.0026081
10,-1.7715844,-1.7648315,"('unsympathetic', 'sympathetic')",-0.7807922,-0.63616,-1.2761883,-1.2004957,-0.0756926
58,-1.5350432,-1.6257232,"('undiscriminating', 'discriminating')",0.15836845,0.06449417,-0.6883374,-0.7806146,0.0922772
53,-1.4876136,-1.4442189,"('uncreative', 'creative')",0.8249826,0.783376,-0.3313155,-0.3304214,-0.0008941
19,-1.2629018,-1.3122423,"('inhospitable', 'hospitable')",-0.09164327,-0.12453084,-0.6772725,-0.7183865,0.041114
66,-1.24296,-1.4392034,"('inactive', 'active')",0.3086847,0.08794666,-0.4671376,-0.6756284,0.2084908
84,1.2364874,1.1138104,"('inferior', 'superior')",0.86339164,0.9481093,1.0499395,1.0309598,0.0189797
57,-1.190647,-1.406152,"('unimaginative', 'imaginative')",-2.5188305,-2.456466,-1.8547387,-1.931309,0.0765703
11,-1.1590333,-1.1744869,"('unhelpful', 'helpful')",1.5837903,1.676253,0.2123785,0.250883,-0.0385045
45,-1.1010361,-1.1081076,"('incompetent', 'competent')",-0.40071285,-0.31671447,-0.7508745,-0.712411,-0.0384635
43,-1.0849786,-1.0631965,"('irresponsible', 'responsible')",0.67032224,0.73516476,-0.2073282,-0.1640159,-0.0433123
0,-1.0728368,-1.085372,"('unsociable', 'sociable')",-0.61468095,-0.48172212,-0.8437588,-0.783547,-0.0602118
61,-1.0321485,-1.0208132,"('illogical', 'logical')",0.35729185,0.3796543,-0.3374283,-0.3205795,-0.0168488
44,1.0124438,0.9808048,"('prejudiced', 'unprejudiced')",-1.0742369,-1.045367,-0.0308965,-0.0322811,0.0013846
63,-0.9990337,-1.1247475,"('unperceptive', 'insightful')",0.74845994,0.75183225,-0.1252869,-0.1864576,0.0611707
12,-0.9858273,-0.9575684,"('unsupportive', 'supportive')",-1.8430337,-1.7017381,-1.4144305,-1.3296533,-0.0847772
68,-0.951944,-0.9851212,"('dependent', 'independent')",-0.49917582,-0.51072294,-0.7255599,-0.7479221,0.0223622
24,-0.9339478,-0.87879616,"('dishonest', 'honest')",0.6587968,0.58257645,-0.1375755,-0.1481099,0.0105344
81,-0.92925453,-0.9036082,"('submissive', 'aggressive')",-1.053921,-0.83285046,-0.9915878,-0.8682293,-0.1233585
8,-0.8484314,-0.8008977,"('unaffectionate', 'affectionate')",1.1802076,0.9891154,0.1658881,0.0941088,0.0717793
50,0.8457141,0.90091944,"('clumsy', 'skillful')",0.2748737,0.31622297,0.5602939,0.6085712,-0.0482773
46,-0.8318006,-1.0067626,"('uncompetitive', 'competitive')",-0.6556103,-0.435189,-0.7437055,-0.7209758,-0.0227297
35,0.8021297,0.75727046,"('corrupt', 'incorrupt')",0.00476423,-0.1704918,0.403447,0.2933893,0.1100577
9,-0.764525,-0.7146779,"('unaffectionate', 'caring')",1.490965,1.3150461,0.36322,0.3001841,0.0630359
56,-0.7539056,-0.7501144,"('impractical', 'practical')",-0.7009977,-0.58502704,-0.7274517,-0.6675707,-0.059881
75,0.7511018,0.6909857,"('meek', 'impulsive')",-0.4554701,-0.61325514,0.1478159,0.0388653,0.1089506
28,-0.73291135,-0.7463475,"('disloyal', 'loyal')",1.0476773,0.9600313,0.157383,0.1068419,0.0505411
36,-0.7233979,-0.6742889,"('hostile', 'amicable')",0.083901584,-0.087093756,-0.3197482,-0.3806913,0.0609431
23,-0.70429367,-0.74512297,"('insincere', 'sincere')",5.947243,5.76957,2.6214747,2.5122235,0.1092512
55,-0.6649109,-0.57013786,"('incompetent', 'clever')",0.048345327,0.31677142,-0.3082828,-0.1266832,-0.1815996
71,0.6398163,0.6097826,"('diffident', 'self-confident')",0.82881695,0.65789485,0.7343166,0.6338387,0.1004779
82,-0.6355992,-0.5397406,"('poor', 'rich')",6.0859523,6.0128155,2.7251766,2.7365375,-0.0113609
13,-0.63041854,-0.53373873,"('impolite', 'polite')",-0.5845387,-0.47413278,-0.6074786,-0.5039358,-0.1035428
39,0.6260836,0.72688323,"('exploitative', 'cooperative')",0.4468758,0.5013449,0.5364797,0.614114,-0.0776343
34,-0.60730463,-0.5439234,"('mean', 'honorable')",5.86849,5.8496943,2.6305928,2.6528854,-0.0222926
73,0.5845104,0.63705945,"('helpless', 'self-reliant')",-2.7733984,-2.714487,-1.094444,-1.0387138,-0.0557302
25,0.55511147,0.6437371,"('egoistic', 'altruistic')",1.9598305,1.9397993,1.257471,1.2917682,-0.0342972
38,-0.5544141,-0.47825247,"('untruthful', 'truthful')",-0.27003232,-0.16799809,-0.4122232,-0.3231253,-0.0890979
87,-0.5443172,-0.6129517,"('unsuccessful', 'successful')",0.67465144,0.7024013,0.0651671,0.0447248,0.0204423
1,-0.5350289,-0.50644296,"('unfriendly', 'friendly')",2.0818758,1.9468042,0.7734234,0.7201806,0.0532428
31,-0.5328783,-0.43861514,"('evil', 'good')",-0.9169417,-1.0905893,-0.72491,-0.7646022,0.0396922
76,0.5316543,0.34956637,"('anxious', 'daring')",0.2900159,0.2855834,0.4108351,0.3175749,0.0932602
3,-0.52146107,-0.4367565,"('repellent', 'pleasant')",0.21520355,0.17702085,-0.1531288,-0.1298678,-0.023261
21,-0.50032073,-0.3949698,"('immoral', 'moral')",-0.715277,-0.5438421,-0.6077989,-0.4694059,-0.138393
16,-0.4974467,-0.419853,"('unpopular', 'popular')",0.13552557,0.13718061,-0.1809606,-0.1413362,-0.0396244
59,0.49601942,0.4182288,"('foolish', 'wise')",0.3668316,0.24128081,0.4314255,0.3297548,0.1016707
40,0.4681936,0.37484732,"('stingy', 'generous')",-1.4683051,-1.5446814,-0.5000558,-0.5849171,0.0848613
41,-0.44291693,-0.33094355,"('unforgiving', 'forgiving')",-0.34579334,-0.29452103,-0.3943551,-0.3127323,-0.0816228
77,-0.42883736,-0.31613448,"('unmotivated', 'motivated')",-1.1403562,-0.9966532,-0.7845968,-0.6563938,-0.128203
51,-0.42536628,-0.42824003,"('uneducated', 'educated')",0.23962474,0.42541024,-0.0928708,-0.0014149,-0.0914559
65,-0.41598567,-0.4190393,"('insecure', 'secure')",-0.3168424,-0.22371247,-0.366414,-0.3213759,-0.0450381
79,-0.41229063,-0.53152204,"('wavering', 'unwavering')",-0.10430432,-0.38550246,-0.2582975,-0.4585122,0.2002147
6,-0.40590176,-0.4579304,"('distant', 'open')",0.5222647,0.26605666,0.0581815,-0.0959369,0.1541184
69,0.39356774,0.4096429,"('lazy', 'industrious')",-0.57551533,-0.6207776,-0.0909738,-0.1055674,0.0145936
7,-0.37572598,-0.52256316,"('insensitive', 'sensitive')",1.2372398,1.0382595,0.4307569,0.2578482,0.1729087
52,-0.3756488,-0.2694595,"('irrational', 'rational')",0.079271175,-0.005330179,-0.1481888,-0.1373948,-0.010794
14,-0.34274358,-0.25622463,"('antisocial', 'social')",-0.4123411,-0.35641125,-0.3775423,-0.3063179,-0.0712244
78,0.34255013,0.117266305,"('nonresilient', 'resilient')",0.3853923,0.38362375,0.3639712,0.250445,0.1135262
37,-0.30854553,-0.4508673,"('fake', 'genuine')",0.6786851,0.4566703,0.1850698,0.0029015,0.1821683
