,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
31,-2.3657336,-2.3035505,"('evil', 'good')",-0.7243048,-0.86425674,-1.5450191,-1.5839036,0.0388845
6,-2.3443022,-2.3926666,"('distant', 'open')",-0.42577887,-0.3879534,-1.3850405,-1.39031,0.0052695
36,-2.2409532,-1.8800236,"('hostile', 'amicable')",-0.06875867,-0.11888003,-1.154856,-0.9994518,-0.1554042
19,-2.0681658,-1.905628,"('inhospitable', 'hospitable')",-0.65223134,-0.579102,-1.3601985,-1.242365,-0.1178335
79,-1.9459368,-1.8931757,"('wavering', 'unwavering')",-0.6872221,-0.45224947,-1.3165795,-1.1727126,-0.1438669
60,1.8587326,1.415724,"('inefficient', 'efficient')",-0.007135464,0.05856937,0.9257985,0.7371467,0.1886518
1,-1.8052268,-1.8918303,"('unfriendly', 'friendly')",1.2900604,1.0593195,-0.2575832,-0.4162554,0.1586722
5,-1.7907797,-1.8904661,"('distant', 'outgoing')",-0.61339885,-0.47173852,-1.2020893,-1.1811023,-0.020987
85,-1.7378271,-1.584045,"('insignificant', 'prestigious')",-0.03310404,-0.39080006,-0.8854656,-0.9874226,0.101957
55,1.5861617,1.6762849,"('incompetent', 'clever')",0.29322922,0.13315031,0.9396955,0.9047176,0.0349779
65,1.3866466,1.140021,"('insecure', 'secure')",-0.28311503,-0.07395577,0.5517658,0.5330326,0.0187332
81,1.3782909,1.4399558,"('submissive', 'aggressive')",-0.69967335,-0.43617156,0.3393088,0.5018921,-0.1625833
66,-1.351693,-1.2200108,"('inactive', 'active')",0.31893107,0.18265827,-0.516381,-0.5186762,0.0022952
62,1.3114228,1.5263646,"('incompetent', 'brilliant')",0.27543542,0.508418,0.7934291,1.0173913,-0.2239622
30,1.2732222,1.3035642,"('intolerant', 'tolerant')",0.8568812,0.89549506,1.0650517,1.0995296,-0.0344779
76,1.2518936,1.5111161,"('anxious', 'daring')",-0.28467888,-0.114625275,0.4836074,0.6982454,-0.214638
75,-1.2254065,-0.9431091,"('meek', 'impulsive')",-0.85299325,-0.6883799,-1.0391998,-0.8157445,-0.2234553
54,-1.1963772,-0.8870976,"('incapable', 'capable')",0.73901194,1.0526897,-0.2286826,0.082796,-0.3114786
84,1.1273832,1.2831521,"('inferior', 'superior')",1.0068579,1.2026871,1.0671206,1.2429197,-0.1757991
35,-1.1105105,-1.039619,"('corrupt', 'incorrupt')",-0.49235708,-0.44832608,-0.8014338,-0.7439725,-0.0574613
14,1.106501,0.8447083,"('antisocial', 'social')",-0.04009273,-0.3916221,0.5332041,0.2265431,0.306661
52,-1.0952727,-0.7655795,"('irrational', 'rational')",0.15049087,0.19000424,-0.4723909,-0.2877876,-0.1846033
53,-1.0864494,-0.81645495,"('uncreative', 'creative')",0.44369286,0.3108391,-0.3213783,-0.2528079,-0.0685704
39,1.0859928,0.5804416,"('exploitative', 'cooperative')",0.17194231,0.03492619,0.6289676,0.3076839,0.3212837
38,-1.0089945,-0.87606,"('untruthful', 'truthful')",-0.69753677,-0.42231065,-0.8532656,-0.6491853,-0.2040803
67,0.99618095,1.0046477,"('doubtful', 'determined')",-0.41747785,-0.52701837,0.2893516,0.2388147,0.0505369
80,0.96941984,1.0305992,"('dominated', 'dominating')",-1.0501932,-1.1329066,-0.0403867,-0.0511537,0.010767
8,-0.96336347,-0.631303,"('unaffectionate', 'affectionate')",0.7783542,0.7299066,-0.0925046,0.0493018,-0.1418064
4,-0.94521827,-0.4684145,"('disliked', 'liked')",-6.8881626,-7.2045717,-3.9166903,-3.836493,-0.0801973
16,-0.90535367,-0.5687905,"('unpopular', 'popular')",0.4090612,0.37087888,-0.2481462,-0.0989558,-0.1491904
46,0.8966214,0.64388466,"('uncompetitive', 'competitive')",-0.8999854,-1.0508454,-0.001682,-0.2034804,0.2017984
9,-0.8593085,-0.7419202,"('unaffectionate', 'caring')",1.2337012,1.3402599,0.1871964,0.2991699,-0.1119735
56,0.85322034,0.5851871,"('impractical', 'practical')",-0.5525099,-0.5345239,0.1503552,0.0253316,0.1250236
27,-0.8459678,-1.1024462,"('hardhearted', 'softhearted')",1.3828117,1.0971376,0.2684219,-0.0026543,0.2710762
48,0.81970686,1.1428285,"('unintelligent', 'intelligent')",0.866571,1.078325,0.8431389,1.1105767,-0.2674378
21,0.8094663,0.5097489,"('immoral', 'moral')",-0.31803036,-0.43316618,0.245718,0.0382914,0.2074266
7,0.7866367,0.6279033,"('insensitive', 'sensitive')",0.4966193,0.29899362,0.641628,0.4634485,0.1781795
26,-0.7787991,-0.96434456,"('hardhearted', 'benevolent')",1.6727839,1.3480009,0.4469924,0.1918282,0.2551642
15,-0.74332905,-0.4597354,"('boring', 'funny')",-0.043819718,0.1868267,-0.3935744,-0.1364543,-0.2571201
42,0.739152,0.8425558,"('unreliable', 'reliable')",-2.9163334,-3.0304637,-1.0885907,-1.093954,0.0053633
86,-0.63397235,-0.75142163,"('uninfluential', 'influential')",-0.40744126,-0.66914254,-0.5207068,-0.7102821,0.1895753
88,-0.5768024,-0.9115804,"('low', 'eminent')",-0.45276594,-0.47684735,-0.5147842,-0.6942139,0.1794297
25,-0.57087404,-0.5226345,"('egoistic', 'altruistic')",1.2723325,0.88274306,0.3507293,0.1800543,0.170675
17,-0.54319733,-0.36714885,"('nasty', 'nice')",-0.85984933,-0.6421282,-0.7015233,-0.5046386,-0.1968847
64,0.54036665,0.18978992,"('shy', 'confident')",-6.174302,-6.4167814,-2.8169677,-3.1134958,0.2965281
20,0.5283427,0.4564274,"('rough', 'thoughtful')",0.9878373,0.7863487,0.75809,0.6213881,0.1367019
23,0.5238859,0.2421511,"('insincere', 'sincere')",5.3003564,5.6611443,2.9121211,2.9516478,-0.0395267
70,0.5215534,0.21937364,"('lethargic', 'energetic')",0.23836336,0.110265315,0.3799584,0.1648195,0.2151389
77,0.5139402,0.237967,"('unmotivated', 'motivated')",-1.1618829,-1.0994692,-0.3239713,-0.4307511,0.1067798
69,-0.5116006,-0.80628186,"('lazy', 'industrious')",-0.35802412,-0.6138623,-0.4348124,-0.710072,0.2752596
49,0.485189,1.0546749,"('unable', 'able')",-0.1056868,0.25732088,0.1897511,0.6559979,-0.4662468
71,-0.43621838,-0.633776,"('diffident', 'self-confident')",0.45583737,0.27688307,0.0098095,-0.1784465,0.188256
82,-0.4339695,-0.2305972,"('poor', 'rich')",6.0886497,6.377927,2.8273401,3.0736649,-0.2463248
37,0.43138304,0.1648019,"('fake', 'genuine')",0.33522522,0.22208443,0.3833041,0.1934432,0.1898609
63,0.4276036,0.5639389,"('unperceptive', 'insightful')",0.6033379,0.4713152,0.5154707,0.5176271,-0.0021564
10,0.41500768,0.19769624,"('unsympathetic', 'sympathetic')",-0.45984367,-0.44868517,-0.022418,-0.1254945,0.1030765
22,0.40168336,0.11197426,"('untrustworthy', 'trustworthy')",-1.086187,-1.1048061,-0.3422518,-0.4964159,0.1541641
43,0.40077978,-0.04174624,"('irresponsible', 'responsible')",0.26697722,0.20267117,0.3338785,0.0804625,0.253416
44,-0.39276826,-0.7815665,"('prejudiced', 'unprejudiced')",-1.3585606,-1.4886963,-0.8756644,-1.1351314,0.259467
18,-0.36301142,-0.35888323,"('disagreeable', 'welcoming')",-0.37698188,-0.5691652,-0.3699967,-0.4640242,0.0940275
47,0.35825205,0.24488747,"('stupid', 'smart')",5.270148,5.372849,2.8141999,2.8088682,0.0053317
29,-0.32383272,-0.2974878,"('unfair', 'fair')",-0.29916167,-0.3201213,-0.3114972,-0.3088045,-0.0026927
57,-0.31929624,-0.24919398,"('unimaginative', 'imaginative')",-3.0022326,-3.215992,-1.6607645,-1.7325929,0.0718284
33,-0.3161306,-0.45848715,"('wrong', 'right')",-0.6588496,-0.74978554,-0.4874901,-0.6041363,0.1166462
11,0.31016195,0.010366466,"('unhelpful', 'helpful')",1.2388597,1.4726813,0.7745108,0.7415239,0.0329869
58,0.29322213,0.41628265,"('undiscriminating', 'discriminating')",0.42518532,0.31014436,0.3592037,0.3632135,-0.0040098
72,0.27237207,0.6482596,"('unambitious', 'ambitious')",-0.56200194,-0.12219088,-0.1448149,0.2630343,-0.4078492
2,-0.2532109,-0.35485935,"('unlikable', 'likable')",0.50648123,0.29657197,0.1266352,-0.0291437,0.1557789
83,0.25081217,0.31753772,"('powerless', 'powerful')",-1.0598724,-0.9668354,-0.4045301,-0.3246488,-0.0798813
68,0.23892945,0.25694287,"('dependent', 'independent')",-0.69149274,-0.67282593,-0.2262816,-0.2079415,-0.0183401
50,0.19621477,0.6581233,"('clumsy', 'skillful')",0.20793444,0.34785563,0.2020746,0.5029895,-0.3009149
24,-0.17165208,-0.64136946,"('dishonest', 'honest')",0.296831,0.43678868,0.0625895,-0.1022904,0.1648799
51,-0.16011494,0.07522351,"('uneducated', 'educated')",-0.038812056,-0.22627912,-0.0994635,-0.0755278,-0.0239357
