,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
69,3.2986393,2.880676,"('lazy', 'industrious')",-0.85176927,-0.9771645,1.223435,0.9517558,0.2716792
35,3.2589107,2.8562124,"('corrupt', 'incorrupt')",-0.36496672,-0.52715725,1.446972,1.1645275,0.2824445
10,-2.9899592,-2.7043564,"('unsympathetic', 'sympathetic')",-0.10935174,-0.14022267,-1.5496554,-1.4222896,-0.1273658
55,-2.654641,-2.384573,"('incompetent', 'clever')",0.29852837,0.20433538,-1.1780562,-1.0901188,-0.0879374
57,-2.4766335,-2.315404,"('unimaginative', 'imaginative')",-3.6898565,-3.4933853,-3.083245,-2.9043946,-0.1788504
59,2.4643948,2.2086637,"('foolish', 'wise')",0.14109029,0.020898446,1.3027426,1.114781,0.1879616
86,-2.4009414,-2.443647,"('uninfluential', 'influential')",-0.55753964,-0.84493554,-1.4792405,-1.6442912,0.1650507
85,2.3283215,1.9344753,"('insignificant', 'prestigious')",-0.05522322,-0.3230769,1.1365491,0.8056992,0.3308499
48,-2.243635,-2.2245796,"('unintelligent', 'intelligent')",-0.009526782,-0.14823827,-1.1265808,-1.1864089,0.0598281
46,-2.1492884,-1.8641,"('uncompetitive', 'competitive')",-0.8042818,-0.86824507,-1.4767851,-1.3661726,-0.1106125
60,-2.1363876,-1.7741711,"('inefficient', 'efficient')",0.086096734,0.20047009,-1.0251454,-0.7868505,-0.2382949
0,-2.1289258,-2.0995831,"('unsociable', 'sociable')",-0.111245796,-0.3248977,-1.1200858,-1.2122405,0.0921547
62,-2.1036808,-1.7514468,"('incompetent', 'brilliant')",-0.09347504,0.12490823,-1.098578,-0.8132693,-0.2853087
21,-2.0381842,-1.8215594,"('immoral', 'moral')",-0.90706575,-1.0068458,-1.472625,-1.4142027,-0.0584223
45,-2.0177765,-1.7756518,"('incompetent', 'competent')",-0.3593638,-0.37039518,-1.1885701,-1.0730236,-0.1155465
76,-2.0077624,-1.6014917,"('anxious', 'daring')",-0.22268723,-0.059365507,-1.1152248,-0.8304286,-0.2847962
14,-1.997309,-1.7799208,"('antisocial', 'social')",-0.19890736,-0.24443236,-1.0981082,-1.0121766,-0.0859316
81,-1.9509286,-1.5757451,"('submissive', 'aggressive')",-1.0467386,-0.956735,-1.4988337,-1.2662401,-0.2325936
3,-1.9244832,-1.776479,"('repellent', 'pleasant')",0.4338718,0.5194825,-0.7453057,-0.6284983,-0.1168074
22,-1.9237624,-1.7291187,"('untrustworthy', 'trustworthy')",-1.0967056,-1.0045865,-1.510234,-1.3668525,-0.1433815
65,-1.8996735,-1.605794,"('insecure', 'secure')",-0.0631987,0.041581728,-0.9814361,-0.7821061,-0.19933
11,-1.8684901,-1.6184697,"('unhelpful', 'helpful')",1.5513585,1.7060488,-0.1585658,0.0437896,-0.2023554
6,1.7962663,1.4017494,"('distant', 'open')",-0.08012283,-0.19189937,0.8580717,0.604925,0.2531467
82,-1.7014925,-1.5977612,"('poor', 'rich')",5.8740797,5.731399,2.0862937,2.066819,0.0194747
23,-1.6833458,-1.5382278,"('insincere', 'sincere')",6.164675,6.079206,2.2406647,2.2704892,-0.0298245
79,1.6416025,1.3810309,"('wavering', 'unwavering')",-0.46569335,-0.4549114,0.5879546,0.4630598,0.1248948
30,-1.6387688,-1.3656453,"('intolerant', 'tolerant')",0.42113262,0.5392711,-0.6088181,-0.4131871,-0.195631
5,1.6153928,1.1855983,"('distant', 'outgoing')",-0.45417392,-0.560481,0.5806094,0.3125586,0.2680508
24,-1.5948198,-1.5483251,"('dishonest', 'honest')",0.85037667,0.82554036,-0.3722216,-0.3613923,-0.0108293
13,-1.5476837,-1.349601,"('impolite', 'polite')",-0.48075572,-0.59376884,-1.0142198,-0.9716849,-0.0425349
41,-1.538275,-1.4308217,"('unforgiving', 'forgiving')",0.093282394,-0.08121573,-0.7224963,-0.7560187,0.0335224
73,1.5100132,1.5146136,"('helpless', 'self-reliant')",-3.55211,-3.3386736,-1.0210483,-0.91203,-0.1090183
36,1.5093874,1.059879,"('hostile', 'amicable')",0.0904823,-0.17979224,0.7999349,0.4400434,0.3598915
51,-1.5052177,-1.3996532,"('uneducated', 'educated')",0.16053176,0.03224128,-0.672343,-0.683706,0.011363
25,1.4569805,1.1232383,"('egoistic', 'altruistic')",1.482337,1.2811079,1.4696587,1.2021731,0.2674856
31,1.4038243,1.1197963,"('evil', 'good')",-1.0435921,-1.160757,0.1801161,-0.0204803,0.2005964
70,-1.389912,-1.0277393,"('lethargic', 'energetic')",0.11772163,0.28550914,-0.6360952,-0.3711151,-0.2649801
63,-1.3430035,-1.1217234,"('unperceptive', 'insightful')",0.08845705,0.010664326,-0.6272732,-0.5555295,-0.0717437
33,1.2895738,0.9780211,"('wrong', 'right')",-0.7269315,-0.8698917,0.2813211,0.0540647,0.2272564
72,-1.2780092,-1.1855369,"('unambitious', 'ambitious')",-0.4627219,-0.29564902,-0.8703656,-0.740593,-0.1297726
7,-1.2516321,-1.1756234,"('insensitive', 'sensitive')",0.1091716,0.0412781,-0.5712302,-0.5671726,-0.0040576
43,-1.2393762,-1.0717741,"('irresponsible', 'responsible')",0.6310108,0.7514497,-0.3041827,-0.1601622,-0.1440205
71,1.2020684,0.9296615,"('diffident', 'self-confident')",0.43286985,0.3990356,0.8174691,0.6643485,0.1531206
52,1.1978505,0.8607507,"('irrational', 'rational')",0.001115879,-0.25306818,0.5994832,0.3038412,0.295642
61,-1.170589,-1.2495317,"('illogical', 'logical')",0.09828316,-0.15557633,-0.5361529,-0.702554,0.1664011
49,-0.9985584,-0.96924347,"('unable', 'able')",-0.6364899,-0.4931395,-0.8175242,-0.7311915,-0.0863327
66,0.9683505,0.7356615,"('inactive', 'active')",0.33183518,0.05083417,0.6500928,0.3932478,0.256845
77,-0.9594627,-0.9530895,"('unmotivated', 'motivated')",-0.9149349,-0.99600095,-0.9371988,-0.9745452,0.0373464
12,-0.9453286,-0.88195324,"('unsupportive', 'supportive')",-2.1993408,-2.1428854,-1.5723348,-1.5124193,-0.0599155
58,-0.9452464,-0.92357653,"('undiscriminating', 'discriminating')",0.19746152,0.09767162,-0.3738924,-0.4129525,0.0390601
28,-0.94331783,-1.1097611,"('disloyal', 'loyal')",1.1092277,0.97558755,0.0829549,-0.0670868,0.1500417
56,-0.93824285,-0.6091548,"('impractical', 'practical')",-0.47572833,-0.17138276,-0.7069856,-0.3902688,-0.3167168
50,0.93250024,0.8719181,"('clumsy', 'skillful')",-0.11603861,-0.1904622,0.4082308,0.3407279,0.0675029
68,-0.92173225,-0.98437625,"('dependent', 'independent')",-1.4640878,-1.7093701,-1.1929101,-1.3468732,0.1539631
32,-0.8951779,-0.93179077,"('unkind', 'kind')",0.8187902,0.8612098,-0.0381939,-0.0352905,-0.0029034
88,-0.81997097,-0.9276192,"('low', 'eminent')",-0.4737429,-0.47498897,-0.6468569,-0.7013041,0.0544472
53,-0.81645685,-0.9350478,"('uncreative', 'creative')",0.67332506,0.5605582,-0.0715659,-0.1872448,0.1156789
38,-0.7901382,-0.74958926,"('untruthful', 'truthful')",-0.079141304,-0.054363973,-0.4346398,-0.4019766,-0.0326632
4,0.780524,0.6610547,"('disliked', 'liked')",-7.5536013,-7.442324,-3.3865385,-3.3906348,0.0040963
19,0.74011594,0.53987586,"('inhospitable', 'hospitable')",-0.44211176,-0.4475448,0.1490021,0.0461655,0.1028366
75,0.7054014,0.70432115,"('meek', 'impulsive')",-0.7990786,-0.6364143,-0.0468386,0.0339534,-0.080792
84,0.581135,0.48766622,"('inferior', 'superior')",0.90555775,0.7100678,0.7433463,0.598867,0.1444793
80,-0.57159895,-0.24810441,"('dominated', 'dominating')",-0.8520443,-0.7823705,-0.7118216,-0.5152375,-0.1965841
39,0.4409215,0.4864939,"('exploitative', 'cooperative')",0.7355514,0.84418476,0.5882365,0.6653394,-0.0771029
34,-0.4363438,-0.47368377,"('mean', 'honorable')",5.6545753,5.5472736,2.6091158,2.5367949,0.0723209
54,0.35020974,0.13356613,"('incapable', 'capable')",0.77151734,0.7888417,0.5608636,0.4612039,0.0996597
40,0.32259405,0.28147084,"('stingy', 'generous')",-1.97681,-2.2208755,-0.827108,-0.9697024,0.1425944
20,-0.30244762,-0.24545015,"('rough', 'thoughtful')",0.94353,0.8418541,0.3205412,0.298202,0.0223392
16,0.26585522,0.03296299,"('unpopular', 'popular')",0.008932032,-0.28549,0.1373936,-0.1262635,0.2636571
83,-0.2646645,-0.24390212,"('powerless', 'powerful')",-1.0721782,-0.97620517,-0.6684214,-0.6100537,-0.0583677
27,-0.24818833,-0.3385461,"('hardhearted', 'softhearted')",0.9375334,0.6875089,0.3446725,0.1744814,0.1701911
67,0.23783328,0.32537165,"('doubtful', 'determined')",-0.32590657,-0.25305635,-0.0440366,0.0361577,-0.0801943
15,0.21626905,0.21639982,"('boring', 'funny')",0.18474291,0.28693628,0.200506,0.251668,-0.051162
9,-0.20662747,-0.41730326,"('unaffectionate', 'caring')",1.2208598,1.1314557,0.5071161,0.3570762,0.1500399
17,-0.19566411,-0.2703858,"('nasty', 'nice')",-0.6576039,-0.69853294,-0.426634,-0.4844594,0.0578254
87,-0.16642983,-0.10863392,"('unsuccessful', 'successful')",0.35885444,0.18135266,0.0962123,0.0363594,0.0598529
42,-0.14549337,0.05317837,"('unreliable', 'reliable')",-3.6050124,-3.3168266,-1.8752528,-1.6318241,-0.2434287
74,0.08438871,0.1991498,"('undedicated', 'dedicated')",0.21924458,0.34403166,0.1518167,0.2715907,-0.119774
8,-0.073278874,-0.31421673,"('unaffectionate', 'affectionate')",0.8141064,0.71560013,0.3704138,0.2006917,0.1697221
26,-0.07305421,-0.21382318,"('hardhearted', 'benevolent')",1.7177447,1.7470406,0.8223453,0.7666087,0.0557366
1,0.046213824,-0.3382492,"('unfriendly', 'friendly')",1.6718035,1.4334074,0.8590087,0.5475791,0.3114296
2,-0.04532788,0.020314416,"('unlikable', 'likable')",0.52789474,0.583335,0.2412834,0.3018247,-0.0605413
64,0.042190887,0.09314265,"('shy', 'confident')",-6.4797535,-6.289543,-3.2187812,-3.0982003,-0.1205809
47,-0.01923012,0.046453424,"('stupid', 'smart')",5.382432,5.3243127,2.681601,2.6853831,-0.0037821
37,0.017960351,0.09810173,"('fake', 'genuine')",0.2609472,0.25992715,0.1394538,0.1790144,-0.0395606
29,0.013136091,-0.14524561,"('unfair', 'fair')",-0.81842643,-0.8977379,-0.4026452,-0.5214918,0.1188466
18,-0.011080667,-0.10004183,"('disagreeable', 'welcoming')",-0.7885118,-0.9863788,-0.3997962,-0.5432103,0.1434141
78,-0.008859221,-0.09376952,"('nonresilient', 'resilient')",0.09435171,-0.053163454,0.0427462,-0.0734665,0.1162127
44,-0.0048039407,0.15894617,"('prejudiced', 'unprejudiced')",-1.3109701,-1.0870912,-0.657887,-0.4640725,-0.1938145
