,embarq_male,embarq_female,tuple,corp_male,corp_female,average_male,average_female,male-female
19,-1.505594,-1.4549763,"('inhospitable', 'hospitable')",-0.65279996,-0.58976835,-1.0791969,-1.0223724,-0.0568245
10,-1.3556836,-1.6401412,"('unsympathetic', 'sympathetic')",-0.6011697,-0.78459024,-0.9784266,-1.2123657,0.2339391
53,-1.2973222,-1.3176277,"('uncreative', 'creative')",0.65730727,0.5509601,-0.3200074,-0.3833338,0.0633264
23,-1.2757428,-1.4513237,"('insincere', 'sincere')",5.063371,5.111907,1.8938142,1.8302916,0.0635226
86,-1.2074395,-1.4029976,"('uninfluential', 'influential')",-0.373594,-0.54306567,-0.7905167,-0.9730316,0.1825149
69,1.1933739,1.3952675,"('lazy', 'industrious')",-0.24896516,-0.19554727,0.4722044,0.5998601,-0.1276557
1,-1.1910038,-1.3156168,"('unfriendly', 'friendly')",1.4848197,1.4976064,0.1469079,0.0909948,0.0559131
57,-1.1028731,-1.2635622,"('unimaginative', 'imaginative')",-2.6953962,-2.981013,-1.8991346,-2.1222878,0.2231532
82,-1.0042177,-0.93410796,"('poor', 'rich')",5.8334002,5.948639,2.4145913,2.5072656,-0.0926743
28,-0.9325548,-1.1544256,"('disloyal', 'loyal')",0.8304017,0.86750937,-0.0510765,-0.1434581,0.0923816
72,-0.8523461,-0.9019717,"('unambitious', 'ambitious')",-0.925968,-0.79898745,-0.8891571,-0.8504796,-0.0386775
0,-0.8456879,-0.9811168,"('unsociable', 'sociable')",0.09816391,-0.08997725,-0.373762,-0.535547,0.161785
38,-0.82524997,-0.8998246,"('untruthful', 'truthful')",-0.7284667,-0.6019874,-0.7768583,-0.750906,-0.0259523
51,-0.8114557,-0.86632466,"('uneducated', 'educated')",0.38645998,0.2870517,-0.2124979,-0.2896365,0.0771386
2,0.8038708,0.88753504,"('unlikable', 'likable')",0.4909487,0.73824733,0.6474097,0.8128912,-0.1654815
11,-0.79294485,-0.7627473,"('unhelpful', 'helpful')",1.0872492,1.1686608,0.1471522,0.2029567,-0.0558045
44,0.78355163,0.9296656,"('prejudiced', 'unprejudiced')",-1.3718547,-1.3537166,-0.2941515,-0.2120255,-0.082126
73,0.7785079,0.81986094,"('helpless', 'self-reliant')",-3.1074123,-3.0461104,-1.1644522,-1.1131247,-0.0513275
84,0.77029556,0.8847645,"('inferior', 'superior')",1.1575155,1.1939069,0.9639056,1.0393357,-0.0754301
8,-0.7605735,-0.84272045,"('unaffectionate', 'affectionate')",0.46973634,0.47337046,-0.1454186,-0.184675,0.0392564
45,-0.757676,-1.0250303,"('incompetent', 'competent')",-0.0852123,-0.31548554,-0.4214441,-0.6702579,0.2488138
70,-0.7516006,-0.8900099,"('lethargic', 'energetic')",-0.0387637,-0.113659345,-0.3951822,-0.5018346,0.1066524
7,-0.7480646,-0.96393704,"('insensitive', 'sensitive')",0.35737023,0.122199446,-0.1953472,-0.4208688,0.2255216
85,0.7337782,0.80817235,"('insignificant', 'prestigious')",0.25433028,0.5400428,0.4940542,0.6741076,-0.1800534
79,-0.7297299,-0.6417487,"('wavering', 'unwavering')",-0.8018463,-0.61619127,-0.7657881,-0.62897,-0.1368181
39,0.7192537,0.79109645,"('exploitative', 'cooperative')",0.066449694,0.19269596,0.3928517,0.4918962,-0.0990445
9,-0.7158566,-0.77882326,"('unaffectionate', 'caring')",0.8433396,0.8712978,0.0637415,0.0462373,0.0175042
32,-0.71321076,-0.6957848,"('unkind', 'kind')",0.68232536,0.7441373,-0.0154427,0.0241762,-0.0396189
63,-0.70924515,-0.8489778,"('unperceptive', 'insightful')",0.45954898,0.37008208,-0.1248481,-0.2394479,0.1145998
30,0.7034722,0.6325134,"('intolerant', 'tolerant')",0.877022,0.7330388,0.7902471,0.6827761,0.107471
43,-0.68095726,-0.872988,"('irresponsible', 'responsible')",-0.010595024,-0.060846224,-0.3457761,-0.4669171,0.121141
3,-0.6656005,-0.80525833,"('repellent', 'pleasant')",0.69098645,0.52592546,0.012693,-0.1396664,0.1523594
27,-0.6499669,-0.7430276,"('hardhearted', 'softhearted')",1.1267514,0.9077041,0.2383923,0.0823382,0.1560541
37,-0.6146303,-0.72835904,"('fake', 'genuine')",-0.19176815,-0.3781188,-0.4031992,-0.5532389,0.1500397
13,-0.6058336,-0.71496975,"('impolite', 'polite')",-1.0721219,-1.2059914,-0.8389777,-0.9604806,0.1215029
