,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,male-female
60,3.3981996,3.9201968,"('inefficient', 'efficient')",1.405679,1.4730247,0.34175342,0.099557236,1.7152108,1.8309263,-0.1157155
6,-3.1143575,-3.4155319,"('distant', 'open')",-0.42049944,-0.3844386,-0.40197858,-0.0526292,-1.3122784,-1.2841999,-0.0280785
56,2.9082732,3.0901756,"('impractical', 'practical')",1.2971737,1.1729465,-0.56924653,-0.88717973,1.2120669,1.1253141,0.0867528
31,-2.8686147,-3.303454,"('evil', 'good')",-0.5882475,-0.6218582,-1.0083131,-0.68511915,-1.4883917,-1.5368104,0.0484187
5,-2.8203568,-3.136874,"('distant', 'outgoing')",-0.09500192,-0.12151831,-0.6697368,-0.39644852,-1.1950319,-1.2182803,0.0232484
65,2.4987144,2.7883031,"('insecure', 'secure')",0.2510037,0.17425063,0.011830054,-0.23887017,0.9205161,0.9078945,0.0126216
55,2.4903424,2.9089472,"('incompetent', 'clever')",-0.7165521,-0.6279356,0.44745052,0.2248,0.7404137,0.8352706,-0.0948569
77,2.4373915,2.5724409,"('unmotivated', 'motivated')",-0.6849122,-0.5582456,-0.9965855,-1.1288686,0.2519646,0.2951089,-0.0431443
46,2.415446,2.6774163,"('uncompetitive', 'competitive')",-0.43509322,-0.34174448,-0.6481186,-1.0435941,0.4440781,0.4306926,0.0133855
0,2.355725,2.5929492,"('unsociable', 'sociable')",0.13002169,0.12288849,0.07526323,-0.11965341,0.85367,0.8653948,-0.0117248
87,2.3555477,2.3249989,"('unsuccessful', 'successful')",0.77081937,0.90183604,0.86891216,0.7509169,1.3317598,1.3259172,0.0058426
14,2.336281,2.608203,"('antisocial', 'social')",0.53890866,0.5393866,-0.37330878,-0.5708734,0.8339604,0.8589053,-0.0249449
36,-2.2830508,-2.718573,"('hostile', 'amicable')",-0.6076298,-0.5487418,-0.33578542,-0.07180027,-1.0754886,-1.1130384,0.0375498
75,-2.2165604,-2.4974842,"('meek', 'impulsive')",-1.1919827,-1.1207619,-0.77062154,-0.7348303,-1.393055,-1.4510255,0.0579705
23,2.1913958,2.445814,"('insincere', 'sincere')",0.68877363,0.8046786,5.9929004,5.8284287,2.9576899,3.0263071,-0.0686172
10,2.1793027,2.5843558,"('unsympathetic', 'sympathetic')",-0.67478406,-0.63336676,0.05289887,-0.19304228,0.5191392,0.5859822,-0.066843
35,-2.1696475,-2.563006,"('corrupt', 'incorrupt')",-0.3704936,-0.3286756,-0.81762904,-0.46463883,-1.1192567,-1.1187735,-0.0004832
74,1.9917378,2.0160449,"('undedicated', 'dedicated')",0.15849562,0.2815327,-0.40310508,-0.4260487,0.5823762,0.623843,-0.0414668
61,1.991048,1.9240929,"('illogical', 'logical')",0.09860857,0.051528357,0.3777031,0.21249115,0.8224533,0.7293708,0.0930825
43,1.9252448,2.2853696,"('irresponsible', 'responsible')",0.121730916,0.27489337,0.3745545,0.2527641,0.8071767,0.9376756,-0.1304989
39,1.9043359,2.042852,"('exploitative', 'cooperative')",0.35465297,0.42373478,0.07431517,0.114653386,0.777768,0.8604133,-0.0826453
21,1.8786886,2.1772604,"('immoral', 'moral')",-0.025654912,0.10313308,-0.5315868,-0.81730264,0.4404823,0.487697,-0.0472147
13,1.8610858,2.1046355,"('impolite', 'polite')",0.25731498,0.12834173,-0.29751623,-0.6854246,0.6069615,0.5158509,0.0911106
45,1.7943846,1.8289427,"('incompetent', 'competent')",0.25780424,0.22910409,0.16557594,-0.042105205,0.739255,0.6719805,0.0672745
85,-1.7931843,-2.3455942,"('insignificant', 'prestigious')",-0.6276916,-0.5492077,-0.5644665,-0.16644731,-0.9951142,-1.0204164,0.0253022
8,-1.7734587,-1.8572298,"('unaffectionate', 'affectionate')",-0.7613371,-0.6819045,0.6641921,1.0090463,-0.6235346,-0.5100293,-0.1135053
79,-1.7273057,-2.2185922,"('wavering', 'unwavering')",-0.6930082,-0.7485719,-0.38169634,-0.38498402,-0.9340034,-1.1173827,0.1833793
12,1.6936249,1.6885296,"('unsupportive', 'supportive')",0.4594225,0.4783818,-1.9297944,-2.0887637,0.0744176,0.0260492,0.0483684
76,1.6689671,1.9618298,"('anxious', 'daring')",0.10807444,0.3440904,0.030817747,-0.13279004,0.6026198,0.7243767,-0.1217569
62,1.6405191,1.8483608,"('incompetent', 'brilliant')",0.03999586,0.13956207,0.42412153,0.17825574,0.7015456,0.7220596,-0.020514
59,-1.5993899,-1.9387643,"('foolish', 'wise')",-0.18301393,-0.08123376,-0.1324074,0.15420295,-0.6382704,-0.6219317,-0.0163387
20,1.5643197,1.7549767,"('rough', 'thoughtful')",-0.42276156,-0.28174198,0.9755906,1.0416131,0.7057163,0.8382826,-0.1325663
80,1.5475551,1.8020296,"('dominated', 'dominating')",-0.47530082,-0.4969741,-0.97358644,-1.2723258,0.0328893,0.0109099,0.0219794
84,1.5012888,1.3773246,"('inferior', 'superior')",0.20174037,0.18317226,0.7966611,0.77078855,0.8332301,0.7770952,0.0561349
86,1.3631474,1.4345708,"('uninfluential', 'influential')",-0.18478873,-0.30472496,-0.24699023,-0.42172074,0.3104562,0.2360417,0.0744145
51,1.3289015,1.3565432,"('uneducated', 'educated')",-1.14186,-1.291221,0.047863185,-0.22757909,0.0783016,-0.0540856,0.1323872
7,1.320535,1.5653082,"('insensitive', 'sensitive')",-0.16363773,-0.1055893,0.29523093,0.22930917,0.4840427,0.5630094,-0.0789667
72,1.3012743,1.5020974,"('unambitious', 'ambitious')",-0.2363083,-0.12197918,-0.0013722819,0.012241125,0.3545312,0.4641198,-0.1095886
11,1.2433672,1.3303668,"('unhelpful', 'helpful')",0.0150323855,0.046276744,1.8120947,1.578317,1.0234981,0.9849869,0.0385112
67,1.2202859,1.2091414,"('doubtful', 'determined')",1.0289843,0.9778737,-0.5224811,-0.51422,0.5755964,0.5575984,0.017998
70,1.202404,1.5081967,"('lethargic', 'energetic')",-0.22360344,-0.15954456,0.3344897,0.054201037,0.4377635,0.4676177,-0.0298542
30,1.181422,1.4768279,"('intolerant', 'tolerant')",0.014217304,0.00853804,0.4929686,0.48993498,0.5628693,0.6584336,-0.0955643
78,1.1751691,1.1083127,"('nonresilient', 'resilient')",0.17141822,0.17079699,0.45288813,0.16972736,0.5998251,0.4829457,0.1168794
28,1.1473944,1.1320298,"('disloyal', 'loyal')",-0.45927402,-0.4263966,1.1590885,1.0597537,0.6157363,0.5884623,0.027274
16,-1.1402586,-1.4317732,"('unpopular', 'popular')",-0.58241534,-0.4686938,0.39144263,0.45267874,-0.4437437,-0.4825961,0.0388524
15,-1.082698,-1.2279662,"('boring', 'funny')",0.19424015,0.23549865,-0.6092017,-0.4871499,-0.4992199,-0.4932058,-0.0060141
48,1.0372095,1.0401615,"('unintelligent', 'intelligent')",-0.6852248,-0.6897781,0.6525338,0.515552,0.3348395,0.2886451,0.0461944
81,1.0140654,1.2909541,"('submissive', 'aggressive')",-0.36289316,-0.5442039,-0.7772409,-1.023717,-0.0420229,-0.0923223,0.0502994
19,-0.97224617,-1.1399926,"('inhospitable', 'hospitable')",-1.0848582,-0.95815736,-0.60044754,-0.5382567,-0.8858506,-0.8788022,-0.0070484
38,0.9140673,0.84518385,"('untruthful', 'truthful')",0.5520022,0.5878007,-0.30206412,-0.30307412,0.3880018,0.3766368,0.011365
57,0.9022853,0.8355006,"('unimaginative', 'imaginative')",-0.10212764,-0.041632194,-3.2094817,-3.2933097,-0.8031081,-0.833147,0.0300389
42,0.8985477,0.772044,"('unreliable', 'reliable')",0.09936178,0.09493731,-2.997615,-3.2043118,-0.6665685,-0.7791102,0.1125417
1,-0.8917381,-1.0358837,"('unfriendly', 'friendly')",0.07108073,0.0942829,1.186617,1.5164565,0.1219865,0.1916186,-0.0696321
4,-0.8869909,-1.3250433,"('disliked', 'liked')",-0.20030612,-0.28888088,-7.803957,-7.805602,-2.9637515,-3.139842,0.1760905
44,-0.87614644,-0.764933,"('prejudiced', 'unprejudiced')",-0.091450386,0.084800035,-1.3063804,-1.1939423,-0.7579924,-0.6246918,-0.1333006
71,0.8432519,0.7974816,"('diffident', 'self-confident')",1.0339087,1.1219188,0.09364629,0.21482424,0.6569356,0.7114082,-0.0544726
54,-0.8320946,-0.86627704,"('incapable', 'capable')",-0.47450545,-0.29672542,0.7709385,0.86535615,-0.1785539,-0.0992154,-0.0793385
64,0.8153043,0.78693575,"('shy', 'confident')",0.048783325,-0.09497202,-6.4211073,-6.589143,-1.8523399,-1.9657264,0.1133865
