,altaba_male,altaba_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,-1.6827385,-1.3278956,"('inhospitable', 'hospitable')",-0.19758967,-0.17499168,-0.9401641,-0.7514437,-0.1887204
6,-1.5375823,-1.1812553,"('distant', 'open')",-0.026159605,-0.23210078,-0.781871,-0.706678,-0.075193
53,-1.5285445,-1.2017443,"('uncreative', 'creative')",0.3907842,0.45533678,-0.5688802,-0.3732038,-0.1956764
9,-1.4950085,-1.3461907,"('unaffectionate', 'caring')",0.7143856,0.75864136,-0.3903114,-0.2937747,-0.0965367
1,-1.430451,-1.1720623,"('unfriendly', 'friendly')",1.5568151,1.5483251,0.0631821,0.1881314,-0.1249493
31,-1.4126079,-1.105124,"('evil', 'good')",-1.2101574,-1.3109531,-1.3113827,-1.2080386,-0.1033441
5,-1.335654,-1.0276762,"('distant', 'outgoing')",-0.4567378,-0.5149055,-0.8961959,-0.7712909,-0.124905
0,-1.1515405,-1.2327595,"('unsociable', 'sociable')",-0.05676323,-0.024097905,-0.6041518,-0.6284287,0.0242769
86,-1.1508005,-1.2429214,"('uninfluential', 'influential')",-0.16570738,-0.17678645,-0.6582539,-0.7098539,0.0516
77,-1.1097895,-1.3174034,"('unmotivated', 'motivated')",-1.0758146,-1.0243274,-1.092802,-1.1708654,0.0780634
36,-1.0978521,-1.1174296,"('hostile', 'amicable')",-0.16204682,-0.34259188,-0.6299495,-0.7300107,0.1000612
8,-1.0041075,-0.95917904,"('unaffectionate', 'affectionate')",0.5294829,0.49535748,-0.2373123,-0.2319108,-0.0054015
73,0.99729306,1.0959942,"('helpless', 'self-reliant')",-2.753696,-2.7927608,-0.8782015,-0.8483833,-0.0298182
66,-0.90477574,-0.92563546,"('inactive', 'active')",0.4137435,0.2778534,-0.2455161,-0.323891,0.0783749
79,-0.8224653,-0.49822378,"('wavering', 'unwavering')",-0.349499,-0.41384798,-0.5859821,-0.4560359,-0.1299462
23,-0.8212316,-0.6785468,"('insincere', 'sincere')",5.492171,5.6446257,2.3354697,2.4830394,-0.1475697
76,0.79439837,0.81078225,"('anxious', 'daring')",0.3605853,0.38034844,0.5774918,0.5955653,-0.0180735
