,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.3280466,-2.4721048,"('unfriendly', 'friendly')",1.6908829,1.5447475,-0.3185818,-0.4636787,0.1450969
9,-2.2566187,-2.426579,"('unaffectionate', 'caring')",0.8926023,1.1513679,-0.6820082,-0.6376055,-0.0444027
8,-2.1849146,-2.212851,"('unaffectionate', 'affectionate')",0.5715148,0.58531564,-0.8066999,-0.8137677,0.0070678
86,-1.9645231,-2.316065,"('uninfluential', 'influential')",-0.30266303,-0.6493528,-1.1335931,-1.4827089,0.3491158
6,-1.6557658,-1.695804,"('distant', 'open')",-0.089184865,0.13367166,-0.8724753,-0.7810662,-0.0914091
38,-1.5656877,-1.7418174,"('untruthful', 'truthful')",-0.09863493,0.24695906,-0.8321613,-0.7474291,-0.0847322
19,-1.4854429,-1.4764339,"('inhospitable', 'hospitable')",-0.40901196,-0.3517171,-0.9472274,-0.9140755,-0.0331519
53,-1.4832408,-1.3530111,"('uncreative', 'creative')",0.7042843,0.7877737,-0.3894783,-0.2826187,-0.1068596
31,-1.4313362,-1.4403005,"('evil', 'good')",-1.082776,-1.4674749,-1.257056,-1.4538877,0.1968317
5,-1.3803352,-1.4772772,"('distant', 'outgoing')",-0.3711011,-0.18102802,-0.8757182,-0.8291526,-0.0465656
44,1.3279014,1.2133367,"('prejudiced', 'unprejudiced')",-1.3404554,-1.4974135,-0.006277,-0.1420384,0.1357614
81,1.3099564,1.0137807,"('submissive', 'aggressive')",-0.36736092,-0.2566645,0.4712977,0.3785581,0.0927396
85,-1.291956,-1.4464905,"('insignificant', 'prestigious')",0.2863046,0.020824928,-0.5028257,-0.7128328,0.2100071
12,-1.2704588,-1.5115,"('unsupportive', 'supportive')",-1.6666777,-1.6733713,-1.4685683,-1.5924356,0.1238673
36,-1.1975504,-0.92445314,"('hostile', 'amicable')",-0.0011976473,-0.12761386,-0.5993741,-0.5260335,-0.0733406
58,-1.1767046,-1.2559729,"('undiscriminating', 'discriminating')",-0.124058165,-0.17996798,-0.6503814,-0.7179704,0.067589
0,-1.173508,-1.9037209,"('unsociable', 'sociable')",-0.12086369,-0.56598747,-0.6471859,-1.2348542,0.5876683
79,-1.1479282,-1.2932585,"('wavering', 'unwavering')",-0.4666208,-0.3040418,-0.8072745,-0.7986501,-0.0086244
78,-1.0826741,-0.544326,"('nonresilient', 'resilient')",0.23642546,0.37897256,-0.4231243,-0.0826767,-0.3404476
73,1.0579866,0.8275339,"('helpless', 'self-reliant')",-2.5683305,-2.8608458,-0.755172,-1.0166559,0.2614839
10,-1.0236384,-1.4510893,"('unsympathetic', 'sympathetic')",-0.38774598,-0.37210718,-0.7056922,-0.9115982,0.205906
71,-1.00902,-1.0291908,"('diffident', 'self-confident')",0.3038663,0.35655797,-0.3525769,-0.3363164,-0.0162605
63,-0.99402887,-1.2594888,"('unperceptive', 'insightful')",0.9590374,1.1224066,-0.0174957,-0.0685411,0.0510454
23,-0.9788276,-1.1448735,"('insincere', 'sincere')",5.008062,5.9618535,2.0146172,2.4084899,-0.3938727
60,0.9479211,0.6931918,"('inefficient', 'efficient')",0.4265337,0.7327157,0.6872274,0.7129538,-0.0257264
80,0.9277717,0.7412826,"('dominated', 'dominating')",-1.4869927,-1.571424,-0.2796105,-0.4150707,0.1354602
72,-0.9066122,-0.6326192,"('unambitious', 'ambitious')",-1.0553356,-0.36764678,-0.980974,-0.500133,-0.480841
39,0.8568026,0.477962,"('exploitative', 'cooperative')",0.18313025,0.30057594,0.5199664,0.389269,0.1306974
43,-0.8501242,-1.4310156,"('irresponsible', 'responsible')",0.3121699,0.4456601,-0.2689771,-0.4926777,0.2237006
76,0.83500713,0.9946713,"('anxious', 'daring')",0.21623352,0.373298,0.5256203,0.6839846,-0.1583643
69,0.78294575,0.45389715,"('lazy', 'industrious')",-0.31876978,-0.71409446,0.232088,-0.1300987,0.3621867
28,-0.78268576,-0.3965977,"('disloyal', 'loyal')",0.7585858,1.1458858,-0.01205,0.374644,-0.386694
66,-0.72270244,-1.0592849,"('inactive', 'active')",0.04338873,-0.079593055,-0.3396569,-0.569439,0.2297821
42,0.68128645,0.62483704,"('unreliable', 'reliable')",-2.8373518,-2.9452496,-1.0780327,-1.1602063,0.0821736
54,-0.68110055,-0.4954597,"('incapable', 'capable')",0.9415729,1.4638017,0.1302362,0.484171,-0.3539348
26,-0.677456,-0.6822558,"('hardhearted', 'benevolent')",1.8492234,1.4352419,0.5858837,0.3764931,0.2093906
20,0.6650361,0.80427647,"('rough', 'thoughtful')",1.1669676,1.1790762,0.9160019,0.9916763,-0.0756744
51,-0.6518344,-0.5580658,"('uneducated', 'educated')",0.39061233,0.34158227,-0.130611,-0.1082418,-0.0223692
67,0.644548,0.49263966,"('doubtful', 'determined')",-0.41207546,-0.4674236,0.1162363,0.012608,0.1036283
45,-0.6291544,-0.9996087,"('incompetent', 'competent')",-0.11634454,-0.3501745,-0.3727494,-0.6748916,0.3021422
57,-0.6070475,-0.86388856,"('unimaginative', 'imaginative')",-2.1600018,-2.617557,-1.3835247,-1.7407228,0.3571981
30,0.6064878,0.52106136,"('intolerant', 'tolerant')",1.595134,1.5708804,1.1008109,1.0459709,0.05484
32,-0.5654885,-0.6474762,"('unkind', 'kind')",0.97483087,1.008188,0.2046712,0.1803559,0.0243153
62,0.5590798,0.48895833,"('incompetent', 'brilliant')",0.46931544,0.9872073,0.5141976,0.7380828,-0.2238852
2,0.5512774,0.22737528,"('unlikable', 'likable')",0.47321764,0.33592135,0.5122475,0.2816483,0.2305992
74,-0.54222,-0.91517097,"('undedicated', 'dedicated')",-0.09325202,-0.5050207,-0.317736,-0.7100958,0.3923598
27,-0.5216292,-0.24090117,"('hardhearted', 'softhearted')",1.0181459,1.0223014,0.2482584,0.3907001,-0.1424417
84,0.5163423,0.6174563,"('inferior', 'superior')",1.0227219,1.0463649,0.7695321,0.8319106,-0.0623785
52,-0.48318467,-0.46772182,"('irrational', 'rational')",0.18991652,-0.028416548,-0.1466341,-0.2480692,0.1014351
41,-0.4517115,-0.5668422,"('unforgiving', 'forgiving')",0.04594083,-0.10612415,-0.2028853,-0.3364832,0.1335979
82,-0.41478685,-0.2429466,"('poor', 'rich')",5.6643834,6.408946,2.6247983,3.0829997,-0.4582014
65,0.40671918,0.4053807,"('insecure', 'secure')",-0.3467686,-0.02049246,0.0299753,0.1924441,-0.1624688
29,-0.40291625,-0.22659484,"('unfair', 'fair')",-0.74953455,-0.6199863,-0.5762254,-0.4232906,-0.1529348
25,-0.3930032,-0.41201463,"('egoistic', 'altruistic')",1.5782909,1.1352533,0.5926439,0.3616194,0.2310245
18,-0.39213508,-0.35721478,"('disagreeable', 'welcoming')",-0.26782003,-0.32853642,-0.3299776,-0.3428756,0.012898
21,0.39055368,0.27322042,"('immoral', 'moral')",-0.45908466,-0.56167245,-0.0342655,-0.144226,0.1099605
24,-0.3851093,-0.76748675,"('dishonest', 'honest')",0.5581989,0.8604624,0.0865448,0.0464878,0.040057
83,-0.37683514,-0.36949167,"('powerless', 'powerful')",-1.1206311,-0.98907775,-0.7487331,-0.6792847,-0.0694484
14,0.37403148,0.1283091,"('antisocial', 'social')",-0.40847534,-0.7512351,-0.0172219,-0.311463,0.2942411
7,-0.3661363,-0.38190657,"('insensitive', 'sensitive')",0.4897565,0.7010122,0.0618101,0.1595528,-0.0977427
16,-0.3485208,-0.1957979,"('unpopular', 'popular')",0.56362426,0.37980524,0.1075517,0.0920037,0.015548
87,0.34031996,-0.20798314,"('unsuccessful', 'successful')",0.64651555,0.34863272,0.4934177,0.0703248,0.4230929
56,0.33689636,-0.13336515,"('impractical', 'practical')",0.12122946,0.16232768,0.2290629,0.0144813,0.2145816
50,0.3352944,0.66747785,"('clumsy', 'skillful')",0.42819592,0.5663098,0.3817452,0.6168938,-0.2351486
59,-0.31864867,0.12084562,"('foolish', 'wise')",0.503159,0.8026587,0.0922552,0.4617521,-0.3694969
47,0.29881456,0.16512972,"('stupid', 'smart')",5.184812,5.8559756,2.7418134,3.0105526,-0.2687392
37,0.2882489,0.05435166,"('fake', 'genuine')",0.38360974,0.34947407,0.3359293,0.2019129,0.1340164
11,-0.27100855,-0.69264525,"('unhelpful', 'helpful')",1.8257002,1.9882679,0.7773458,0.6478113,0.1295345
77,-0.26785764,-0.19907093,"('unmotivated', 'motivated')",-1.0397624,-0.8905219,-0.65381,-0.5447964,-0.1090136
46,-0.2300364,-0.65588003,"('uncompetitive', 'competitive')",-0.6381568,-0.72877365,-0.4340966,-0.6923268,0.2582302
13,0.22441931,-0.3746712,"('impolite', 'polite')",-0.25450915,-0.15825954,-0.0150449,-0.2664654,0.2514205
88,-0.2183766,-0.46806645,"('low', 'eminent')",0.30129537,0.2772101,0.0414594,-0.0954282,0.1368876
64,0.20086457,-0.10939202,"('shy', 'confident')",-5.999909,-6.4631476,-2.8995221,-3.2862699,0.3867478
3,-0.19472307,-0.25430408,"('repellent', 'pleasant')",0.0055677993,-0.035434727,-0.0945776,-0.1448694,0.0502918
48,-0.16787182,0.49037617,"('unintelligent', 'intelligent')",1.1477805,1.4791404,0.4899544,0.9847583,-0.4948039
61,-0.15673883,-0.5890658,"('illogical', 'logical')",0.07048667,-0.2589562,-0.0431261,-0.424011,0.3808849
75,-0.1490594,-0.18179351,"('meek', 'impulsive')",-0.6311047,-0.4338466,-0.3900821,-0.3078201,-0.082262
55,0.14847733,0.05449733,"('incompetent', 'clever')",0.2243642,0.1341898,0.1864208,0.0943436,0.0920772
34,0.14745167,-0.09365055,"('mean', 'honorable')",5.5254145,6.0858126,2.8364332,2.9960811,-0.1596479
70,0.14580983,-0.3856715,"('lethargic', 'energetic')",0.61218953,0.65278745,0.3789997,0.133558,0.2454417
15,-0.14355254,-0.14536606,"('boring', 'funny')",0.4238712,0.4591096,0.1401593,0.1568718,-0.0167125
17,-0.13389459,-0.059878856,"('nasty', 'nice')",-0.25400224,-0.3148998,-0.1939484,-0.1873893,-0.0065591
40,-0.12868658,-0.16772309,"('stingy', 'generous')",-1.359511,-1.8249485,-0.7440988,-0.9963358,0.252237
68,0.1239066,0.47849554,"('dependent', 'independent')",-0.6716233,-0.19954173,-0.2738583,0.1394769,-0.4133352
35,0.0716103,0.45323002,"('corrupt', 'incorrupt')",-0.40618825,-0.4812979,-0.167289,-0.0140339,-0.1532551
49,-0.06848,0.70995486,"('unable', 'able')",-0.054088723,0.62133396,-0.0612844,0.6656444,-0.7269288
4,-0.046397958,0.04231509,"('disliked', 'liked')",-5.604378,-6.4063573,-2.8253882,-3.1820211,0.3566329
33,-0.041655783,-0.40682566,"('wrong', 'right')",-0.5873039,-0.6923668,-0.3144798,-0.5495962,0.2351164
22,-0.016664406,-0.26462954,"('untrustworthy', 'trustworthy')",-0.8014547,-0.5828899,-0.4090596,-0.4237597,0.0147001
