,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.0483677,-1.5678396,"('distant', 'open')",-0.208636,0.23009107,-1.1285019,-0.6688743,-0.4596276
53,-1.6037619,-1.3342041,"('uncreative', 'creative')",0.6460833,0.85839707,-0.4788393,-0.2379035,-0.2409358
19,-1.5930759,-1.5772406,"('inhospitable', 'hospitable')",-0.24309026,-0.1294555,-0.9180831,-0.853348,-0.0647351
5,-1.520539,-1.0477351,"('distant', 'outgoing')",-0.56503785,-0.017526282,-1.0427885,-0.5326307,-0.5101578
30,1.5095371,1.1084948,"('intolerant', 'tolerant')",1.3784424,1.1915435,1.4439898,1.1500192,0.2939706
8,-1.4140348,-1.422636,"('unaffectionate', 'affectionate')",0.73662263,0.75360185,-0.3387061,-0.3345171,-0.004189
79,-1.3760923,-1.5375735,"('wavering', 'unwavering')",-0.37102717,-0.33366776,-0.8735597,-0.9356206,0.0620609
9,-1.3627324,-1.113026,"('unaffectionate', 'caring')",1.0026221,1.2812698,-0.1800551,0.0841219,-0.264177
36,-1.3071625,-1.3950719,"('hostile', 'amicable')",0.37478817,0.10105589,-0.4661872,-0.647008,0.1808208
31,-1.2372991,-1.2168286,"('evil', 'good')",-1.2648745,-1.1998981,-1.2510867,-1.2083633,-0.0427234
66,-1.233562,-1.4477789,"('inactive', 'active')",0.2765702,0.09778642,-0.4784959,-0.6749963,0.1965004
1,-1.1707218,-1.096174,"('unfriendly', 'friendly')",1.4424219,1.5515659,0.1358501,0.2276959,-0.0918458
67,1.1518432,0.96974623,"('doubtful', 'determined')",-0.3076339,-0.57030797,0.4221047,0.1997191,0.2223856
60,1.1018519,1.2443428,"('inefficient', 'efficient')",0.09564924,0.49983144,0.5987506,0.8720871,-0.2733365
12,-1.0722383,-0.8083347,"('unsupportive', 'supportive')",-1.994339,-1.6718038,-1.5332887,-1.2400693,-0.2932194
86,-1.0591592,-1.2425288,"('uninfluential', 'influential')",-0.20419854,-0.25488526,-0.6316788,-0.7487071,0.1170283
10,-1.0206246,-1.1959236,"('unsympathetic', 'sympathetic')",-0.6201225,-0.7124386,-0.8203735,-0.9541811,0.1338076
57,-0.8240352,-1.0767796,"('unimaginative', 'imaginative')",-2.5344663,-2.5573542,-1.6792507,-1.8170669,0.1378162
