,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,male-female
48,-1.8251582,-1.8047603,"('unintelligent', 'intelligent')",-1.9630281,-1.981379,-0.5717316,-0.5968704,0.17330134,0.13552111,-1.0466542,-1.0618722,0.015218
8,-1.7898581,-1.6288737,"('unaffectionate', 'affectionate')",0.104394406,0.4545219,-0.0019700043,0.2549495,0.095245875,0.30465642,-0.398047,-0.1536865,-0.2443605
31,-1.749679,-1.4231737,"('evil', 'good')",-0.14121562,0.44644842,-0.15051638,0.4574771,-1.4661208,-1.1041572,-0.8768829,-0.4058513,-0.4710316
39,-1.7001218,-1.4289099,"('exploitative', 'cooperative')",-1.101897,-0.75604486,-0.16979882,-0.06795269,0.6726106,0.7974815,-0.5748017,-0.3638564,-0.2109453
27,-1.6206862,-1.4067702,"('hardhearted', 'softhearted')",-0.9908378,-0.5413352,-0.44506997,-0.037783206,0.2635721,0.522273,-0.6982555,-0.3659039,-0.3323516
51,1.5320195,1.1183051,"('uneducated', 'educated')",1.5602618,0.9407112,1.4999236,0.99165016,1.4933304,1.0899009,1.5213839,1.0351418,0.4862421
45,-1.2964157,-1.0722188,"('incompetent', 'competent')",-1.3854123,-1.3279076,-0.44199648,-0.6749146,-0.71642494,-0.649008,-0.9600624,-0.9310123,-0.0290501
41,-1.2777059,-1.368683,"('unforgiving', 'forgiving')",-1.0521322,-1.012542,-0.7029427,-0.7367462,-0.05762679,-0.015612448,-0.772602,-0.7833959,0.0107939
21,1.1986609,0.8119637,"('immoral', 'moral')",0.0013298858,-0.6359977,1.1665511,0.61359674,-0.57413816,-0.8358084,0.4481009,-0.0115614,0.4596623
77,-1.0825713,-1.3202852,"('unmotivated', 'motivated')",-1.3565803,-1.5794344,-0.9768334,-1.0671173,-1.3902879,-1.4574339,-1.2015681,-1.3560677,0.1544996
76,1.0546795,0.9157157,"('anxious', 'daring')",0.06422297,-0.16151781,0.15622303,-0.27271533,0.6631403,0.3994075,0.4845665,0.2202225,0.264344
36,-1.0446109,-1.0490607,"('hostile', 'amicable')",0.25298664,0.5268367,-0.48874533,0.02395039,-0.56134313,-0.44335976,-0.4604282,-0.2354083,-0.2250199
11,1.026649,0.8697342,"('unhelpful', 'helpful')",0.6773703,0.38056114,0.26006085,-0.28251672,3.0054052,2.7029169,1.2423713,0.9176739,0.3246974
34,1.0244051,1.0203542,"('mean', 'honorable')",0.6551999,0.2504085,1.0056726,0.8273497,5.173305,4.9238706,1.9646456,1.7554958,0.2091498
37,-1.0054163,-1.0099151,"('fake', 'genuine')",-1.5623859,-1.5199553,-0.007425805,0.01898086,0.35531008,0.2208033,-0.5549794,-0.5725216,0.0175422
59,-0.96616036,-0.7575752,"('foolish', 'wise')",0.060112614,0.48904848,0.6755654,0.905807,-0.678573,-0.37802896,-0.2272638,0.0648128,-0.2920766
1,-0.9455069,-0.9090415,"('unfriendly', 'friendly')",-0.36789814,0.09550092,-0.17428255,0.33402774,1.4433743,1.6476314,-0.0110783,0.2920296,-0.3031079
42,0.8917877,0.8557301,"('unreliable', 'reliable')",0.67635536,0.55624014,1.0846648,0.9561658,-2.5244584,-2.3196125,0.0320874,0.0121309,0.0199565
67,0.8853593,0.8404073,"('doubtful', 'determined')",0.608516,0.3910481,0.070952445,-0.12840885,0.3014251,0.10403285,0.4665632,0.3017699,0.1647933
80,0.86821485,0.81473184,"('dominated', 'dominating')",0.048004787,-0.23898192,0.498473,0.14358698,-0.40106693,-0.5089278,0.2534064,0.0526023,0.2008041
13,0.8682023,0.7588343,"('impolite', 'polite')",-0.30581063,-0.81937206,0.8590111,0.45779312,0.08748549,-0.106764585,0.3772221,0.0726227,0.3045994
2,0.863838,0.57460374,"('unlikable', 'likable')",1.4683115,1.0094786,1.0363531,0.9428749,0.041108496,0.08965183,0.8524028,0.6541523,0.1982505
81,0.81958586,0.41948843,"('submissive', 'aggressive')",0.11402396,-0.65724415,0.48716754,-0.21628828,-0.74575996,-1.0240984,0.1687543,-0.3695356,0.5382899
43,-0.8182958,-0.6457909,"('irresponsible', 'responsible')",-0.67692643,-0.6904437,-0.034503225,-0.23018491,0.8849295,0.786451,-0.161199,-0.1949921,0.0337931
25,-0.7811034,-0.8538418,"('egoistic', 'altruistic')",0.14442718,0.2734142,-0.40589356,-0.169992,0.8628798,0.8949096,-0.0449225,0.0361225,-0.081045
9,-0.78023386,-0.65916604,"('unaffectionate', 'caring')",0.09616896,0.47422642,0.40982655,0.63609725,0.4577395,0.6964599,0.0458753,0.2869044,-0.2410291
46,0.7578666,0.55428994,"('uncompetitive', 'competitive')",-0.43103027,-0.9396517,0.20118442,-0.31666225,-0.5890782,-0.7335075,-0.0152644,-0.3588829,0.3436185
30,-0.7516623,-0.811919,"('intolerant', 'tolerant')",-0.76169056,-0.92143637,0.4587154,0.06041088,0.2647854,0.24021459,-0.197463,-0.3581825,0.1607195
29,-0.729657,-0.40237764,"('unfair', 'fair')",-1.0581305,-0.8014407,-0.7871132,-0.66453654,-0.47981167,-0.28425395,-0.7636781,-0.5381522,-0.2255259
19,-0.70879704,-0.67627096,"('inhospitable', 'hospitable')",0.5232401,0.7086288,0.06803681,0.23128402,-0.6785523,-0.62073636,-0.1990181,-0.0892736,-0.1097445
66,0.67486507,0.73303074,"('inactive', 'active')",1.87391,1.9274515,0.6305819,0.8719849,-0.3299266,-0.1260258,0.7123575,0.8516103,-0.1392528
15,-0.6364746,-0.25333652,"('boring', 'funny')",0.24797508,0.7225036,0.5985547,0.8790115,0.10605387,0.19277298,0.0790273,0.3852379,-0.3062106
85,0.63093203,0.7077572,"('insignificant', 'prestigious')",0.730497,1.1975427,0.44565645,0.8281517,-1.0789839,-0.81430954,0.1820254,0.4797855,-0.2977601
56,0.6182158,0.4745091,"('impractical', 'practical')",0.15681076,-0.33943918,1.8836253,1.4564378,0.14952862,-0.014534943,0.7020451,0.3942432,0.3078019
47,0.6040176,0.53794795,"('stupid', 'smart')",0.4304708,0.28664204,1.2227274,1.1392803,4.725752,4.690341,1.745742,1.6635528,0.0821892
24,-0.6014388,-0.46070954,"('dishonest', 'honest')",-0.75706947,-0.7752681,0.39988223,0.33259773,1.2489244,1.2560537,0.0725746,0.0881684,-0.0155938
16,-0.59223235,-0.706309,"('unpopular', 'popular')",-0.7325683,-0.49542364,-0.95461017,-0.8842024,-0.18730012,-0.107829764,-0.6166778,-0.5484412,-0.0682366
83,0.5863757,0.30106145,"('powerless', 'powerful')",0.77684534,0.2518331,1.2743547,0.94515276,-0.69159067,-0.91660297,0.4864962,0.1453611,0.3411351
35,-0.5620242,-0.43019867,"('corrupt', 'incorrupt')",0.4461434,0.6456908,0.01677641,0.50845236,-1.1552067,-1.0855907,-0.3135778,-0.0904116,-0.2231662
10,-0.5578259,-0.88342106,"('unsympathetic', 'sympathetic')",-1.6137722,-2.1958683,0.24475712,-0.43285292,0.59398973,0.21837495,-0.3332128,-0.8234419,0.4902291
69,-0.5434231,-0.56683105,"('lazy', 'industrious')",0.34341434,0.5088388,-0.1216657,0.36296394,-2.0735118,-1.830233,-0.5987966,-0.3813153,-0.2174813
50,-0.53601015,-0.647185,"('clumsy', 'skillful')",-0.91765606,-0.8967899,-0.985372,-1.0500804,-0.5863745,-0.57966524,-0.7563532,-0.7934301,0.0370769
14,0.5310161,0.29023725,"('antisocial', 'social')",0.23873666,-0.3008551,1.1052724,0.659355,-0.14214724,-0.30326,0.4332195,0.0863693,0.3468502
74,0.5221889,0.45569667,"('undedicated', 'dedicated')",0.99994546,0.9980903,0.7762768,0.6945302,0.49508506,0.47179252,0.698374,0.6550274,0.0433466
26,-0.5122894,-0.31260347,"('hardhearted', 'benevolent')",0.5183771,0.75809866,1.2833968,1.5162021,1.5251616,1.6457555,0.7036616,0.9018632,-0.1982016
28,-0.4724206,-0.61821306,"('disloyal', 'loyal')",-0.74840754,-0.8123185,-0.18166249,-0.43525425,1.3835243,1.3219823,-0.0047416,-0.1359509,0.1312093
68,-0.4597717,-0.5049766,"('dependent', 'independent')",-0.52084917,-0.5544038,-0.44252762,-0.40455678,-1.5526478,-1.615934,-0.7439491,-0.7699678,0.0260187
40,-0.45728564,-0.16854963,"('stingy', 'generous')",0.060676415,0.46622202,-0.63384473,-0.32517973,-2.3034217,-1.9734875,-0.8334689,-0.5002487,-0.3332202
