,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.5120344,-2.7498202,"('unsympathetic', 'sympathetic')",-0.36826545,-0.75020057,-1.4401499,-1.7500104,0.3098605
69,2.1122174,2.3325071,"('lazy', 'industrious')",-0.8953477,-0.40111,0.6084349,0.9656986,-0.3572637
51,-1.8321499,-1.7870673,"('uneducated', 'educated')",0.46180186,0.33396515,-0.685174,-0.7265511,0.0413771
57,-1.8198764,-2.2815132,"('unimaginative', 'imaginative')",-2.8761458,-3.2155552,-2.348011,-2.7485342,0.4005232
0,-1.7111468,-1.8767662,"('unsociable', 'sociable')",-0.3094548,-0.49437445,-1.0103009,-1.1855704,0.1752695
86,-1.5962521,-1.8055862,"('uninfluential', 'influential')",-0.23752286,-0.42623168,-0.9168875,-1.115909,0.1990215
43,-1.5438745,-1.6843567,"('irresponsible', 'responsible')",0.29154578,0.0050206482,-0.6261644,-0.839668,0.2135036
81,-1.4511322,-1.5696939,"('submissive', 'aggressive')",-0.6503102,-0.769563,-1.0507212,-1.1696285,0.1189073
55,-1.4322497,-1.8010464,"('incompetent', 'clever')",0.37527922,0.12247206,-0.5284852,-0.8392872,0.310802
13,-1.4154319,-1.4387509,"('impolite', 'polite')",-0.76842225,-0.994084,-1.0919271,-1.2164174,0.1244903
23,-1.3844205,-1.4741793,"('insincere', 'sincere')",5.7972293,5.436809,2.2064044,1.9813149,0.2250895
72,-1.3678459,-1.3073477,"('unambitious', 'ambitious')",-0.26292694,-0.4385174,-0.8153864,-0.8729326,0.0575462
70,-1.3589072,-1.7736156,"('lethargic', 'energetic')",0.22185425,-0.27110603,-0.5685265,-1.0223608,0.4538343
7,-1.3470618,-1.5709927,"('insensitive', 'sensitive')",0.4438904,0.19840276,-0.4515857,-0.686295,0.2347093
82,-1.1998055,-1.1414388,"('poor', 'rich')",6.378056,6.1199365,2.5891252,2.4892488,0.0998764
14,-1.1829134,-1.4614877,"('antisocial', 'social')",-0.10640396,-0.24355769,-0.6446587,-0.8525227,0.207864
73,1.1644391,1.2037097,"('helpless', 'self-reliant')",-3.089275,-3.0761077,-0.9624179,-0.936199,-0.0262189
33,1.144586,1.2616638,"('wrong', 'right')",-0.7797449,-0.6109648,0.1824205,0.3253495,-0.142929
60,-1.1197239,-1.4419734,"('inefficient', 'efficient')",0.122725405,-0.06421621,-0.4984992,-0.7530949,0.2545957
18,-1.1169982,-0.9072223,"('disagreeable', 'welcoming')",-0.8832972,-0.71920365,-1.0001477,-0.813213,-0.1869347
63,-1.111061,-1.2850136,"('unperceptive', 'insightful')",0.7811803,0.3718667,-0.1649403,-0.4565734,0.2916331
30,-1.1105866,-0.98760533,"('intolerant', 'tolerant')",0.44245198,0.47405216,-0.3340673,-0.2567766,-0.0772907
56,-1.0830886,-1.355158,"('impractical', 'practical')",-0.35236478,-0.7111231,-0.7177267,-1.0331405,0.3154138
32,-1.0825819,-0.9981554,"('unkind', 'kind')",0.34472793,0.3511635,-0.368927,-0.323496,-0.045431
3,-1.0748463,-1.0746003,"('repellent', 'pleasant')",0.7353771,0.64744216,-0.1697346,-0.2135791,0.0438445
21,-1.0734005,-1.199457,"('immoral', 'moral')",-0.6739296,-0.82884073,-0.873665,-1.014149,0.140484
44,1.073398,0.9479631,"('prejudiced', 'unprejudiced')",-1.5427722,-1.6161281,-0.2346871,-0.3340825,0.0993954
85,1.0666077,1.4518491,"('insignificant', 'prestigious')",-0.042565227,0.2030776,0.5120212,0.8274633,-0.3154421
45,-1.0544732,-1.4945999,"('incompetent', 'competent')",0.24454455,-0.2966093,-0.4049643,-0.8956046,0.4906403
39,1.050669,1.1776142,"('exploitative', 'cooperative')",0.06513159,0.25224534,0.5579002,0.7149298,-0.1570296
26,1.0336876,0.9235987,"('hardhearted', 'benevolent')",1.4917128,1.6639867,1.2627002,1.2937927,-0.0310925
35,0.9938566,1.2824186,"('corrupt', 'incorrupt')",-0.33205077,-0.13596138,0.3309029,0.5732286,-0.2423257
38,-0.9326072,-0.7953796,"('untruthful', 'truthful')",-0.08512875,-0.16127995,-0.508868,-0.4783298,-0.0305382
65,-0.92499834,-1.2259959,"('insecure', 'secure')",-0.25908887,-0.5032412,-0.5920436,-0.8646185,0.2725749
22,-0.89499354,-1.220298,"('untrustworthy', 'trustworthy')",-1.0837445,-1.3251631,-0.989369,-1.2727306,0.2833616
47,-0.85312635,-0.8710286,"('stupid', 'smart')",5.1730766,5.0920644,2.1599751,2.110518,0.0494571
11,-0.8103973,-1.0149981,"('unhelpful', 'helpful')",1.6503348,1.3472149,0.4199688,0.1661084,0.2538604
87,0.7802581,0.5540495,"('unsuccessful', 'successful')",0.95430183,0.63933253,0.86728,0.596691,0.270589
28,-0.76659507,-0.93587583,"('disloyal', 'loyal')",1.2012682,0.80725026,0.2173366,-0.0643128,0.2816494
31,0.74961585,1.1734217,"('evil', 'good')",-0.7464262,-0.46193314,0.0015948,0.3557443,-0.3541495
24,-0.7465864,-0.63416153,"('dishonest', 'honest')",0.51822364,0.3791906,-0.1141814,-0.1274855,0.0133041
68,-0.70864934,-0.76533246,"('dependent', 'independent')",-0.73241407,-0.8377032,-0.7205317,-0.8015178,0.0809861
46,-0.6879757,-1.3146797,"('uncompetitive', 'competitive')",-0.62766963,-1.1577526,-0.6578227,-1.2362162,0.5783935
12,-0.68708974,-0.69518054,"('unsupportive', 'supportive')",-2.0065932,-2.104863,-1.3468415,-1.4000218,0.0531803
15,0.67861485,0.67696345,"('boring', 'funny')",-0.11649276,-0.10339168,0.2810611,0.2867859,-0.0057248
84,0.6692483,0.5320117,"('inferior', 'superior')",1.2746327,1.181273,0.9719405,0.8566424,0.1152981
8,-0.6515094,-0.37704903,"('unaffectionate', 'affectionate')",0.59195316,0.6881332,-0.0297781,0.1555421,-0.1853202
64,-0.64135826,-0.4818908,"('shy', 'confident')",-6.613955,-6.539691,-3.6276567,-3.5107908,-0.1168659
88,-0.62085253,-0.4114062,"('low', 'eminent')",-0.45141843,-0.50929725,-0.5361355,-0.4603517,-0.0757838
2,0.61080444,0.7043843,"('unlikable', 'likable')",0.47248557,0.5687751,0.541645,0.6365798,-0.0949348
19,-0.5920792,-0.13025627,"('inhospitable', 'hospitable')",-0.59603447,-0.39760816,-0.5940568,-0.2639322,-0.3301246
36,0.5902958,0.7023261,"('hostile', 'amicable')",-0.16906044,-0.003719557,0.2106177,0.3493033,-0.1386856
54,-0.58853745,-0.34494323,"('incapable', 'capable')",0.6491506,0.60805535,0.0303066,0.1315561,-0.1012495
5,0.5491462,0.94812727,"('distant', 'outgoing')",-0.67480063,-0.59001607,-0.0628272,0.1790556,-0.2418828
41,-0.5463002,-0.49964243,"('unforgiving', 'forgiving')",-0.04523329,-0.0041440576,-0.2957667,-0.2518933,-0.0438734
77,-0.49786463,-0.73262036,"('unmotivated', 'motivated')",-1.0235013,-1.1753172,-0.7606829,-0.9539688,0.1932859
53,-0.4727623,-0.7392753,"('uncreative', 'creative')",0.5252058,0.3277429,0.0262218,-0.2057662,0.231988
78,0.45499182,-0.07417766,"('nonresilient', 'resilient')",0.49796906,0.20048088,0.4764804,0.0631516,0.4133288
75,0.44463965,0.46673715,"('meek', 'impulsive')",-0.44228077,-0.58237,0.0011794,-0.0578164,0.0589958
62,-0.43091282,-0.67113143,"('incompetent', 'brilliant')",0.63799936,0.27269354,0.1035433,-0.1992189,0.3027622
80,0.4195487,-0.041699633,"('dominated', 'dominating')",-0.64834917,-0.9030741,-0.1144002,-0.4723869,0.3579867
42,-0.4134387,-0.59878993,"('unreliable', 'reliable')",-3.3952985,-3.7121758,-1.9043686,-2.1554828,0.2511142
29,-0.41277522,-0.48835737,"('unfair', 'fair')",-0.48366243,-0.64611626,-0.4482188,-0.5672368,0.119018
58,0.41020182,-0.026093967,"('undiscriminating', 'discriminating')",0.6402839,0.31467596,0.5252429,0.144291,0.3809519
52,0.4051014,0.7192532,"('irrational', 'rational')",-0.20719066,-0.027985599,0.0989554,0.3456338,-0.2466784
9,-0.3986928,-0.28348786,"('unaffectionate', 'caring')",1.085702,0.99841475,0.3435046,0.3574634,-0.0139588
6,0.3267572,0.7055453,"('distant', 'open')",-0.6514915,-0.4893293,-0.1623672,0.108108,-0.2704752
48,-0.31693476,-0.6393522,"('unintelligent', 'intelligent')",0.83924276,0.7886296,0.261154,0.0746387,0.1865153
27,-0.28754842,-0.33648586,"('hardhearted', 'softhearted')",0.99742186,0.9893036,0.3549367,0.3264089,0.0285278
37,0.28729105,0.034833595,"('fake', 'genuine')",0.21196957,0.004147738,0.2496303,0.0194907,0.2301396
4,0.26108852,0.19363569,"('disliked', 'liked')",-6.6158767,-6.7325044,-3.1773942,-3.2694345,0.0920403
59,-0.25931257,0.14701149,"('foolish', 'wise')",-0.19187465,-0.04782815,-0.2255936,0.0495917,-0.2751853
49,-0.25656772,-0.380715,"('unable', 'able')",-0.36574417,-0.51319623,-0.3111559,-0.4469556,0.1357997
50,0.22639067,0.19404383,"('clumsy', 'skillful')",0.019551806,-0.08674301,0.1229712,0.0536504,0.0693208
20,0.22307958,-0.07625439,"('rough', 'thoughtful')",1.1560143,0.9989913,0.6895469,0.4613685,0.2281784
76,-0.22162312,-0.73200953,"('anxious', 'daring')",-0.25995678,-0.6825965,-0.2407899,-0.707303,0.4665131
1,-0.22113729,-0.19362381,"('unfriendly', 'friendly')",1.4843446,1.4682722,0.6316037,0.6373242,-0.0057205
67,-0.21741271,-0.1191653,"('doubtful', 'determined')",-0.62812126,-0.6304868,-0.422767,-0.374826,-0.047941
83,-0.21402025,-0.3640976,"('powerless', 'powerful')",-0.81144303,-0.9575064,-0.5127317,-0.660802,0.1480703
34,-0.17362213,-0.047364976,"('mean', 'honorable')",5.5646873,5.380809,2.6955326,2.6667218,0.0288108
16,0.16055667,0.25937125,"('unpopular', 'popular')",0.19824412,0.19955887,0.1794004,0.2294651,-0.0500647
17,0.13989949,0.25457048,"('nasty', 'nice')",-0.7963436,-0.61610925,-0.3282221,-0.1807694,-0.1474527
74,0.13762152,-0.12710935,"('undedicated', 'dedicated')",-0.20568696,-0.41476905,-0.0340327,-0.2709392,0.2369065
25,0.11072932,0.38468033,"('egoistic', 'altruistic')",0.86500764,1.1668444,0.4878685,0.7757623,-0.2878938
66,0.07022482,0.05989167,"('inactive', 'active')",0.48215005,0.37915146,0.2761874,0.2195216,0.0566658
40,-0.046473347,-0.22798058,"('stingy', 'generous')",-1.6464065,-1.7080659,-0.84644,-0.9680232,0.1215832
71,0.042189218,0.12074606,"('diffident', 'self-confident')",0.23146084,0.042877927,0.136825,0.081812,0.055013
79,-0.031639516,0.15075277,"('wavering', 'unwavering')",-0.31903642,-0.44934607,-0.175338,-0.1492966,-0.0260414
61,0.013040687,-0.072178684,"('illogical', 'logical')",0.5659132,0.37453294,0.2894769,0.1511771,0.1382998
