,meredith_male,meredith_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,2.3958485,1.7939827,"('exploitative', 'cooperative')",-0.14298059,-0.3086183,1.126434,0.7426822,0.3837518
31,-2.2683613,-2.0155494,"('evil', 'good')",-2.0044186,-1.702075,-2.13639,-1.8588122,-0.2775778
56,2.247073,2.1422253,"('impractical', 'practical')",0.19943549,0.34238705,1.2232542,1.2423061,-0.0190519
4,-2.1762152,-1.8519416,"('disliked', 'liked')",-7.252994,-7.313565,-4.7146044,-4.5827532,-0.1318512
44,-1.773854,-1.634456,"('prejudiced', 'unprejudiced')",-1.6815593,-1.7553983,-1.7277067,-1.6949272,-0.0327795
23,1.7314078,1.3359576,"('insincere', 'sincere')",6.544965,6.260214,4.1381865,3.7980857,0.3401008
75,-1.621759,-1.3049713,"('meek', 'impulsive')",-0.8307688,-0.7957002,-1.226264,-1.0503358,-0.1759282
60,1.5825747,1.2982303,"('inefficient', 'efficient')",0.8955284,0.78704846,1.2390516,1.0426394,0.1964122
62,1.5277579,1.5689836,"('incompetent', 'brilliant')",0.745637,0.9274912,1.1366974,1.2482374,-0.11154
6,-1.3880622,-1.0745561,"('distant', 'open')",-1.3365829,-1.0620956,-1.3623226,-1.0683259,-0.2939967
17,-1.3857672,-1.0996251,"('nasty', 'nice')",-0.9788247,-0.7873854,-1.1822959,-0.9435053,-0.2387906
12,1.3454559,1.3310924,"('unsupportive', 'supportive')",-1.6590416,-1.6283412,-0.1567929,-0.1486244,-0.0081685
14,1.3011149,1.1427885,"('antisocial', 'social')",-0.09999197,-0.21753375,0.6005615,0.4626274,0.1379341
74,1.2966534,1.3495804,"('undedicated', 'dedicated')",0.008711066,-0.115010545,0.6526822,0.617285,0.0353972
16,-1.2559083,-1.2570754,"('unpopular', 'popular')",-0.02895039,-0.14482811,-0.6424293,-0.7009518,0.0585225
55,1.2500668,1.184648,"('incompetent', 'clever')",0.8895694,0.69953746,1.069818,0.9420928,0.1277252
5,-1.2401036,-0.8647175,"('distant', 'outgoing')",-1.2017936,-0.8349122,-1.2209486,-0.8498148,-0.3711338
36,-1.2115582,-1.2776804,"('hostile', 'amicable')",-1.141244,-1.1328348,-1.1764011,-1.2052577,0.0288566
29,-1.1727252,-0.9460278,"('unfair', 'fair')",-0.46824124,-0.41493776,-0.8204832,-0.6804828,-0.1400004
65,1.1667992,0.6694784,"('insecure', 'secure')",0.16731524,0.023911458,0.6670572,0.3466949,0.3203623
18,-1.1637536,-1.4452441,"('disagreeable', 'welcoming')",-0.7866771,-0.9449045,-0.9752154,-1.1950743,0.2198589
61,1.146168,1.0366468,"('illogical', 'logical')",0.5348044,0.46042472,0.8404862,0.7485358,0.0919504
46,1.1306188,1.0663158,"('uncompetitive', 'competitive')",0.31096718,0.11332974,0.720793,0.5898228,0.1309702
77,-1.1245955,-1.4208966,"('unmotivated', 'motivated')",-0.5098997,-0.4311365,-0.8172476,-0.9260166,0.108769
63,1.1228313,1.0971928,"('unperceptive', 'insightful')",1.0912863,1.1721969,1.1070588,1.1346948,-0.027636
24,1.1119711,1.3858596,"('dishonest', 'honest')",0.98952883,1.14633,1.05075,1.2660948,-0.2153448
52,-1.1043924,-1.0793613,"('irrational', 'rational')",-1.1779423,-1.0247129,-1.1411674,-1.0520371,-0.0891303
57,-1.0891709,-0.93931067,"('unimaginative', 'imaginative')",-3.0322514,-3.1555588,-2.0607111,-2.0474348,-0.0132763
37,1.0514826,1.2285411,"('fake', 'genuine')",0.5618963,0.59535086,0.8066894,0.911946,-0.1052566
64,-1.0256233,-1.0040145,"('shy', 'confident')",-6.1543446,-6.005818,-3.5899839,-3.5049162,-0.0850677
71,1.0159941,0.71611905,"('diffident', 'self-confident')",0.15719818,0.025147114,0.5865961,0.3706331,0.215963
13,0.978586,0.72595215,"('impolite', 'polite')",-0.21162999,-0.24875832,0.383478,0.2385969,0.1448811
26,0.96491206,0.5675521,"('hardhearted', 'benevolent')",0.9391189,0.76483333,0.9520155,0.6661927,0.2858228
32,0.9482046,0.6275581,"('unkind', 'kind')",0.97770154,0.58777833,0.9629531,0.6076682,0.3552849
9,0.90458095,0.8377147,"('unaffectionate', 'caring')",0.9031784,0.85806537,0.9038796,0.84789,0.0559896
38,0.90158284,1.1830412,"('untruthful', 'truthful')",0.2956519,0.48020735,0.5986174,0.8316243,-0.2330069
80,0.88886106,0.8745133,"('dominated', 'dominating')",-0.26276308,-0.16126084,0.313049,0.3566262,-0.0435772
15,-0.8770941,-0.7219686,"('boring', 'funny')",-0.73563457,-0.54114395,-0.8063643,-0.6315563,-0.174808
86,0.8192041,0.94714594,"('uninfluential', 'influential')",0.092792235,0.1870926,0.4559982,0.5671192,-0.111121
58,0.8088156,0.9736244,"('undiscriminating', 'discriminating')",0.5602375,0.63574374,0.6845266,0.804684,-0.1201574
87,0.77246964,0.72354466,"('unsuccessful', 'successful')",0.94312555,1.1054877,0.8577976,0.9145162,-0.0567186
35,-0.768662,-0.5691213,"('corrupt', 'incorrupt')",-1.1458633,-0.9458262,-0.9572626,-0.7574737,-0.1997889
11,0.7356458,0.5421105,"('unhelpful', 'helpful')",3.0059621,2.8122456,1.870804,1.677178,0.193626
21,0.7351957,0.5244719,"('immoral', 'moral')",0.176085,0.039581038,0.4556403,0.2820265,0.1736138
85,-0.7316698,-0.9107047,"('insignificant', 'prestigious')",-1.0692687,-1.3188107,-0.9004692,-1.1147577,0.2142885
40,-0.7258023,-0.4351377,"('stingy', 'generous')",-2.2280755,-2.3156862,-1.476939,-1.375412,-0.101527
76,0.6878338,0.71697766,"('anxious', 'daring')",0.6823763,0.59016,0.6851051,0.6535689,0.0315362
30,0.65713567,0.6500207,"('intolerant', 'tolerant')",0.7198842,0.59338695,0.6885099,0.6217039,0.066806
43,0.62558013,0.3314327,"('irresponsible', 'responsible')",1.0044519,0.68602765,0.815016,0.5087302,0.3062858
70,0.612042,0.81009877,"('lethargic', 'energetic')",1.0472386,0.87385297,0.8296403,0.8419759,-0.0123356
10,0.5492761,0.6091763,"('unsympathetic', 'sympathetic')",0.5783424,0.39595875,0.5638093,0.5025675,0.0612418
67,0.54869914,0.539359,"('doubtful', 'determined')",-0.19857773,-0.25780675,0.1750607,0.1407761,0.0342846
84,0.5456449,0.71279436,"('inferior', 'superior')",1.2609063,1.3924398,0.9032756,1.0526171,-0.1493415
88,-0.5237259,-0.53158635,"('low', 'eminent')",-0.2214739,-0.31630757,-0.3725999,-0.423947,0.0513471
0,0.52256763,0.27483338,"('unsociable', 'sociable')",-0.045277342,-0.21497282,0.2386451,0.0299303,0.2087148
48,0.5207037,0.45700228,"('unintelligent', 'intelligent')",1.1100562,1.0154104,0.8153799,0.7362064,0.0791735
3,-0.5194922,-0.689204,"('repellent', 'pleasant')",0.9423088,0.6974977,0.2114083,0.0041469,0.2072614
54,0.46034035,0.43401253,"('incapable', 'capable')",0.6654131,0.7782801,0.5628767,0.6061463,-0.0432696
22,0.44924095,0.43354276,"('untrustworthy', 'trustworthy')",-0.9221621,-0.78323066,-0.2364606,-0.174844,-0.0616166
68,0.44450533,0.46780193,"('dependent', 'independent')",-0.48744157,-0.38240027,-0.0214681,0.0427008,-0.0641689
79,-0.4245221,-0.21553355,"('wavering', 'unwavering')",-0.32419357,-0.16293684,-0.3743578,-0.1892352,-0.1851226
28,0.42351064,0.30078694,"('disloyal', 'loyal')",1.605519,1.2544134,1.0145148,0.7776002,0.2369146
72,0.42118368,0.64671725,"('unambitious', 'ambitious')",-0.5786237,-0.21827778,-0.07872,0.2142197,-0.2929397
45,0.39953536,0.5266974,"('incompetent', 'competent')",0.054235533,-0.0022854842,0.2268854,0.262206,-0.0353206
81,0.3869747,0.25968128,"('submissive', 'aggressive')",0.028732762,0.028234556,0.2078537,0.1439579,0.0638958
7,0.38450286,0.3486508,"('insensitive', 'sensitive')",0.60566056,0.40900227,0.4950817,0.3788266,0.1162551
82,0.38205394,0.286407,"('poor', 'rich')",7.0185423,6.690875,3.7002981,3.488641,0.2116571
34,0.36639112,0.18882748,"('mean', 'honorable')",6.1187134,6.0151668,3.2425523,3.1019971,0.1405552
47,0.35900438,0.19469525,"('stupid', 'smart')",5.117379,5.1235857,2.7381918,2.6591406,0.0790512
20,-0.3587247,-0.40287307,"('rough', 'thoughtful')",0.7805056,0.81024504,0.2108904,0.203686,0.0072044
2,0.35316697,0.3224684,"('unlikable', 'likable')",0.5996171,0.4974151,0.476392,0.4099417,0.0664503
53,0.34668106,0.14779198,"('uncreative', 'creative')",0.727131,0.43514067,0.536906,0.2914663,0.2454397
69,0.28826672,0.12715316,"('lazy', 'industrious')",-1.3076183,-1.2049692,-0.5096757,-0.538908,0.0292323
49,-0.26432344,-0.45962852,"('unable', 'able')",0.033373922,0.03589616,-0.1154748,-0.2118662,0.0963914
27,0.2009448,0.39901677,"('hardhearted', 'softhearted')",0.26286966,0.47251698,0.2319072,0.4357669,-0.2038597
25,0.19481795,-0.02869377,"('egoistic', 'altruistic')",0.56516516,0.40627363,0.3799916,0.1887899,0.1912017
8,-0.1682983,-0.10178083,"('unaffectionate', 'affectionate')",-0.108669445,-0.08868392,-0.1384839,-0.0952324,-0.0432515
78,0.15900695,0.024759673,"('nonresilient', 'resilient')",0.8832272,0.78602755,0.5211171,0.4053936,0.1157235
41,-0.1521357,-0.33663082,"('unforgiving', 'forgiving')",-0.2930885,-0.31449845,-0.2226121,-0.3255646,0.1029525
73,-0.13856958,-0.023613961,"('helpless', 'self-reliant')",-3.393537,-3.1973925,-1.7660533,-1.6105032,-0.1555501
33,0.12605962,0.16882,"('wrong', 'right')",-1.4680713,-1.0973996,-0.6710058,-0.4642898,-0.206716
19,-0.12470948,-0.15446642,"('inhospitable', 'hospitable')",-0.49534827,-0.42662808,-0.3100289,-0.2905473,-0.0194816
59,-0.124675475,-0.21277598,"('foolish', 'wise')",-0.5296245,-0.50561863,-0.32715,-0.3591973,0.0320473
42,-0.120660074,-0.124002725,"('unreliable', 'reliable')",-2.871906,-2.9351234,-1.4962831,-1.5295631,0.03328
83,0.10238116,0.2336392,"('powerless', 'powerful')",-0.45409307,-0.36400798,-0.1758559,-0.0651844,-0.1106715
50,-0.09247868,-0.02722441,"('clumsy', 'skillful')",0.2668135,0.026810274,0.0871674,-0.0002071,0.0873745
66,0.08405541,0.28941208,"('inactive', 'active')",0.13300766,0.31365684,0.1085315,0.3015345,-0.193003
51,0.059779607,0.17508781,"('uneducated', 'educated')",1.1207914,0.8647584,0.5902855,0.5199231,0.0703624
1,-0.0016930727,-0.13474412,"('unfriendly', 'friendly')",0.65778625,0.57968163,0.3280466,0.2224688,0.1055778
