,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
6,-2.216233,-2.2321107,"('distant', 'open')",-1.0971551,-1.1013894,-0.58477354,-0.65832394,-1.2993872,-1.3306081,0.0312209
36,-1.8894663,-2.0220046,"('hostile', 'amicable')",-2.1594555,-2.1483464,-0.5604296,-0.69353604,-1.5364504,-1.6212956,0.0848452
31,-1.7417226,-1.7052648,"('evil', 'good')",-1.9205538,-1.8062352,-1.1308767,-1.0764612,-1.5977176,-1.5293204,-0.0683972
1,-1.7325464,-1.6889337,"('unfriendly', 'friendly')",0.6335928,0.67955524,1.0613492,0.87749606,-0.0125349,-0.0439608,0.0314259
8,-1.5264535,-1.5817769,"('unaffectionate', 'affectionate')",-0.44293854,-0.43952215,0.3192904,0.24216883,-0.5500339,-0.5930434,0.0430095
5,-1.5142617,-1.6275196,"('distant', 'outgoing')",-0.57919735,-0.5864484,-0.80621135,-0.81801146,-0.9665569,-1.0106599,0.044103
52,-1.4946724,-1.3396729,"('irrational', 'rational')",-1.3946508,-1.308868,-0.5744961,-0.7043082,-1.1546064,-1.1176164,-0.03699
73,1.4547511,1.4027653,"('helpless', 'self-reliant')",0.79213977,0.68459845,-3.2405066,-3.183665,-0.3312052,-0.3654338,0.0342286
39,1.3153484,1.1084466,"('exploitative', 'cooperative')",1.5510136,1.4273814,0.8374098,0.8132246,1.2345906,1.1163509,0.1182397
25,-1.2461839,-1.1366328,"('egoistic', 'altruistic')",-0.4320917,-0.25855273,1.0672919,1.0841677,-0.2036612,-0.1036726,-0.0999886
56,1.2318534,1.2081159,"('impractical', 'practical')",1.9411237,1.9500794,-0.1452423,-0.111298904,1.0092449,1.0156322,-0.0063873
53,-1.2146665,-1.0051664,"('uncreative', 'creative')",0.5574782,0.55498755,0.47294304,0.4216007,-0.0614151,-0.0095261,-0.051889
37,1.1823063,1.0600318,"('fake', 'genuine')",0.17865731,0.010719272,0.4563903,0.28919375,0.6057846,0.4533149,0.1524697
46,1.1502138,1.2893214,"('uncompetitive', 'competitive')",1.9174628,1.9136128,-0.8263171,-0.8019787,0.7471198,0.8003186,-0.0531988
70,1.122003,0.9360068,"('lethargic', 'energetic')",0.630164,0.47415257,0.9486851,0.9687991,0.9002841,0.7929862,0.1072979
42,1.1112833,1.038288,"('unreliable', 'reliable')",0.16647781,0.04488236,-2.6536107,-2.584019,-0.4586165,-0.5002828,0.0416663
85,-1.0987029,-1.1464022,"('insignificant', 'prestigious')",-0.69291383,-0.7927848,-1.0717106,-1.1955116,-0.9544424,-1.0448995,0.0904571
76,1.0739305,1.1319954,"('anxious', 'daring')",0.81691706,0.8570208,0.3251666,0.48451734,0.7386714,0.8245112,-0.0858398
60,1.068127,1.0254421,"('inefficient', 'efficient')",1.872987,1.8766215,0.2553815,0.25823405,1.0654985,1.0534325,0.012066
80,1.0651344,0.93193626,"('dominated', 'dominating')",1.3271744,1.1081539,-0.14918613,-0.17556927,0.7477075,0.6215069,0.1262006
64,1.0319343,0.88168985,"('shy', 'confident')",0.18152958,0.12768605,-5.6539803,-5.588694,-1.4801722,-1.5264393,0.0462671
48,-0.9848425,-0.9117044,"('unintelligent', 'intelligent')",-0.5505785,-0.62401766,-0.5308371,-0.46693832,-0.6887527,-0.6675534,-0.0211993
35,-0.97955227,-1.0379739,"('corrupt', 'incorrupt')",-2.6538715,-2.663597,-0.9548996,-0.9654146,-1.5294412,-1.5556618,0.0262206
26,-0.9374862,-0.97279584,"('hardhearted', 'benevolent')",0.9426626,0.82383615,1.0608175,0.98765206,0.3553313,0.2795641,0.0757672
27,-0.91122115,-0.932292,"('hardhearted', 'softhearted')",0.09057949,0.005073569,0.79612345,0.6727508,-0.0081727,-0.0848226,0.0766499
86,-0.888842,-0.77340233,"('uninfluential', 'influential')",0.44503763,0.44316214,-0.2052783,-0.22787562,-0.2163609,-0.1860386,-0.0303223
88,-0.8871595,-1.0664631,"('low', 'eminent')",0.27811515,0.21949133,-0.43105978,-0.42423332,-0.3467014,-0.423735,0.0770336
67,0.88292235,0.95738673,"('doubtful', 'determined')",-0.10942274,-0.06760353,-0.13886574,-0.18917742,0.2115446,0.2335353,-0.0219907
22,0.839322,0.80486774,"('untrustworthy', 'trustworthy')",0.69521445,0.6397395,-0.10893355,-0.14435765,0.4752009,0.4334165,0.0417844
21,0.80671334,0.9026785,"('immoral', 'moral')",0.9353938,0.9314236,-0.6053285,-0.49607906,0.3789262,0.4460077,-0.0670815
16,-0.7812669,-0.5321385,"('unpopular', 'popular')",-1.25907,-1.1017247,-0.19967201,-0.10955398,-0.7466697,-0.581139,-0.1655307
19,-0.7702752,-0.8819577,"('inhospitable', 'hospitable')",-0.6737503,-0.65056944,-0.45610356,-0.46257758,-0.6333764,-0.6650349,0.0316585
87,0.74571764,0.6778734,"('unsuccessful', 'successful')",1.5839978,1.5435145,0.33723333,0.38141894,0.8889829,0.8676023,0.0213806
9,-0.73991346,-0.7956515,"('unaffectionate', 'caring')",0.45674804,0.46661395,1.002939,0.8619721,0.2399245,0.1776448,0.0622797
54,-0.7172052,-0.75054204,"('incapable', 'capable')",0.48868138,0.48114794,0.8979078,0.86463255,0.223128,0.1984128,0.0247152
7,0.70766664,0.71912056,"('insensitive', 'sensitive')",0.97836894,0.97404635,0.48220316,0.47616395,0.7227463,0.7231103,-0.000364
14,0.7066684,0.8272283,"('antisocial', 'social')",0.90119654,0.947708,0.07611878,0.14573425,0.5613279,0.6402235,-0.0788956
30,0.70643556,0.80401474,"('intolerant', 'tolerant')",1.6032548,1.6834018,0.69845563,0.861964,1.0027153,1.1164602,-0.1137449
18,-0.6858772,-0.592876,"('disagreeable', 'welcoming')",-0.6818899,-0.65258235,-0.6491234,-0.65987486,-0.6722968,-0.6351111,-0.0371857
78,-0.6659997,-0.56110144,"('nonresilient', 'resilient')",0.79209536,0.8006024,-0.66993064,-0.65657794,-0.1812783,-0.1390257,-0.0422526
45,0.6431232,0.75834537,"('incompetent', 'competent')",0.97750455,1.0561074,-0.16508606,-0.17524187,0.4851806,0.5464036,-0.061223
49,-0.5983793,-0.5890944,"('unable', 'able')",-0.012120288,-0.01949856,-0.24359024,-0.16957203,-0.2846966,-0.2593883,-0.0253083
63,0.587384,0.7324795,"('unperceptive', 'insightful')",1.1570086,1.1440034,0.31254995,0.35837013,0.6856475,0.744951,-0.0593035
74,0.56975925,0.6730475,"('undedicated', 'dedicated')",1.0314844,1.145149,0.0014966764,-0.042403646,0.5342468,0.5919309,-0.0576841
13,0.5681002,0.49078864,"('impolite', 'polite')",1.0912098,1.0579166,0.25559676,0.31635824,0.6383022,0.6216878,0.0166144
62,0.55651265,0.65912,"('incompetent', 'brilliant')",1.4738846,1.5083836,0.05325337,0.12382373,0.6945502,0.7637757,-0.0692255
81,0.537304,0.30253026,"('submissive', 'aggressive')",0.5926596,0.42756158,-0.35741562,-0.29473644,0.257516,0.1451185,0.1123975
10,0.48721808,0.35616,"('unsympathetic', 'sympathetic')",0.81343645,0.65555984,0.099247165,0.030252058,0.4666339,0.347324,0.1193099
55,0.47993898,0.529303,"('incompetent', 'clever')",1.3498347,1.3538551,0.49778715,0.60849285,0.7758536,0.8305504,-0.0546968
61,-0.4719131,-0.4314823,"('illogical', 'logical')",-0.05709315,-0.061076052,-0.06849927,-0.10499501,-0.1991685,-0.1991845,1.6e-05
84,-0.4688524,-0.4808781,"('inferior', 'superior')",-0.1654589,-0.103253335,0.3276373,0.26218265,-0.1022247,-0.1073163,0.0050916
43,0.45404002,0.30875373,"('irresponsible', 'responsible')",1.5214863,1.3814224,0.6607925,0.6672672,0.878773,0.7858144,0.0929586
12,0.45205748,0.48808077,"('unsupportive', 'supportive')",1.0990672,1.0443811,-1.939402,-1.9279715,-0.1294258,-0.1318365,0.0024107
72,-0.4366628,-0.49494082,"('unambitious', 'ambitious')",-0.5018609,-0.4894782,-0.17997466,-0.13859966,-0.3728328,-0.3743395,0.0015067
82,-0.42974928,-0.1648656,"('poor', 'rich')",0.34351468,0.51900524,6.2443857,6.391948,2.052717,2.248696,-0.195979
50,0.42643294,0.4412478,"('clumsy', 'skillful')",-0.484555,-0.436634,-0.20650661,-0.21093117,-0.0882096,-0.0687725,-0.0194371
15,-0.42326102,-0.5103444,"('boring', 'funny')",0.36349764,0.42309648,0.4717125,0.6104118,0.1373164,0.174388,-0.0370716
23,0.4044381,0.4990282,"('insincere', 'sincere')",1.0568433,1.1836532,6.175328,6.10945,2.5455364,2.5973771,-0.0518407
2,0.38137373,0.41551125,"('unlikable', 'likable')",0.52379894,0.59693956,0.70051754,0.6983255,0.5352301,0.5702588,-0.0350287
79,-0.3668147,-0.43967202,"('wavering', 'unwavering')",-1.47541,-1.4528978,-0.65663594,-0.6139675,-0.8329535,-0.8355124,0.0025589
11,0.36514843,0.33137593,"('unhelpful', 'helpful')",0.6910449,0.6350534,2.473689,2.3267667,1.1766275,1.0977321,0.0788954
17,-0.34170973,-0.45613524,"('nasty', 'nice')",-0.96426517,-1.1376251,-0.2529056,-0.34655052,-0.5196269,-0.6467703,0.1271434
28,-0.2821913,-0.36177355,"('disloyal', 'loyal')",-0.053972386,-0.117830284,1.0236574,0.85709107,0.2291646,0.1258291,0.1033355
24,0.28065407,0.21743289,"('dishonest', 'honest')",0.16076523,0.1931609,1.2085904,1.1396271,0.5500032,0.5167403,0.0332629
33,0.2690942,0.22055697,"('wrong', 'right')",0.6082278,0.51652217,-0.5514843,-0.68120724,0.1086126,0.018624,0.0899886
59,-0.22080083,-0.032725394,"('foolish', 'wise')",-0.06148455,0.0026495755,-0.14082864,-0.09379181,-0.141038,-0.0412892,-0.0997488
29,-0.21912241,-0.15003648,"('unfair', 'fair')",-1.2196274,-1.2007521,-0.7333807,-0.8400105,-0.7240435,-0.7302664,0.0062229
32,-0.21119735,-0.24882573,"('unkind', 'kind')",0.89949816,0.9293061,1.2219281,1.1937462,0.636743,0.6247422,0.0120008
3,0.19063401,0.30805305,"('repellent', 'pleasant')",-0.50213426,-0.42100316,0.75638026,0.68064255,0.1482933,0.1892308,-0.0409375
66,0.17940313,0.011557328,"('inactive', 'active')",-0.723304,-0.8063193,0.45218685,0.20601013,-0.0305713,-0.1962506,0.1656793
41,-0.17168337,-0.1237474,"('unforgiving', 'forgiving')",-0.2653797,-0.18019205,0.41373307,0.3224602,-0.0077767,0.0061736,-0.0139503
