,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
69,1.2199905,1.2312207,"('lazy', 'industrious')",-0.8029075,-0.81174296,0.2085415,0.2097389,-0.0011974
56,1.1932667,1.3002737,"('impractical', 'practical')",0.43496767,0.31901473,0.8141172,0.8096442,0.004473
10,-1.1674601,-1.4137408,"('unsympathetic', 'sympathetic')",0.39559308,0.21912798,-0.3859335,-0.5973064,0.2113729
52,-1.1305597,-1.1519963,"('irrational', 'rational')",-0.75385994,-0.65024966,-0.9422098,-0.9011229,-0.0410869
67,1.1235324,1.3000879,"('doubtful', 'determined')",-0.398573,-0.16588598,0.3624797,0.567101,-0.2046213
60,1.1097804,1.1132649,"('inefficient', 'efficient')",0.9071035,0.8329285,1.0084419,0.9730967,0.0353452
18,-1.1013734,-1.1001897,"('disagreeable', 'welcoming')",-0.6678835,-0.4495237,-0.8846285,-0.7748567,-0.1097718
57,-1.0986252,-1.3103694,"('unimaginative', 'imaginative')",-2.3062606,-2.6749496,-1.7024429,-1.9926596,0.2902167
6,-1.0929232,-1.1413196,"('distant', 'open')",-0.14418678,0.022979196,-0.6185549,-0.5591702,-0.0593847
5,-0.97902834,-0.9110562,"('distant', 'outgoing')",-0.6014082,-0.3801169,-0.7902182,-0.6455866,-0.1446316
3,-0.87285256,-0.9870765,"('repellent', 'pleasant')",0.36780354,0.26910245,-0.2525245,-0.358987,0.1064625
31,-0.8700361,-1.0355479,"('evil', 'good')",-1.7216958,-1.5659294,-1.295866,-1.3007386,0.0048726
66,-0.83341277,-0.89008594,"('inactive', 'active')",0.64554393,0.58356845,-0.0939344,-0.1532587,0.0593243
88,-0.83180135,-0.8082204,"('low', 'eminent')",0.17050758,0.39441842,-0.3306469,-0.206901,-0.1237459
79,-0.7999825,-0.86798227,"('wavering', 'unwavering')",-0.05808296,0.0534702,-0.4290327,-0.407256,-0.0217767
16,-0.7778376,-0.60038114,"('unpopular', 'popular')",0.44278455,0.46978068,-0.1675265,-0.0653002,-0.1022263
39,0.7710019,0.9359278,"('exploitative', 'cooperative')",-0.14266321,-0.033187397,0.3141693,0.4513702,-0.1372009
71,0.754107,0.71767086,"('diffident', 'self-confident')",0.16892682,0.3046825,0.4615169,0.5111767,-0.0496598
45,-0.7439223,-0.9048391,"('incompetent', 'competent')",0.19683269,-0.005481882,-0.2735448,-0.4551605,0.1816157
64,-0.74041986,-0.7173038,"('shy', 'confident')",-5.871309,-6.4845567,-3.3058643,-3.6009302,0.2950659
4,-0.72220886,-0.6148802,"('disliked', 'liked')",-6.0809216,-6.526468,-3.4015653,-3.5706739,0.1691086
27,-0.7196908,-0.76279175,"('hardhearted', 'softhearted')",1.1286925,1.2097907,0.2045009,0.2234995,-0.0189986
20,0.6463431,0.7506299,"('rough', 'thoughtful')",1.2785853,1.2760385,0.9624642,1.0133343,-0.0508701
70,-0.6346499,-0.45521447,"('lethargic', 'energetic')",1.3046066,1.1724191,0.3349783,0.3586023,-0.023624
8,-0.6247189,-0.80518335,"('unaffectionate', 'affectionate')",-0.027763335,0.27589506,-0.3262411,-0.2646441,-0.061597
44,-0.62303936,-0.32659087,"('prejudiced', 'unprejudiced')",-1.6734734,-1.5567411,-1.1482563,-0.941666,-0.2065903
73,0.6177282,0.8851078,"('helpless', 'self-reliant')",-3.0505667,-3.13632,-1.2164192,-1.1256062,-0.090813
83,0.61369807,0.6205433,"('powerless', 'powerful')",-0.6434644,-0.70540285,-0.0148832,-0.0424298,0.0275466
37,0.6116892,0.45661816,"('fake', 'genuine')",0.67441577,0.6097666,0.6430525,0.5331924,0.1098601
