,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-3.3113942,-3.5014982,"('unsympathetic', 'sympathetic')",-0.5526562,-0.39703357,-1.9320252,-1.949266,0.0172408
69,2.3664477,2.3107932,"('lazy', 'industrious')",-0.48732272,-0.62366784,0.9395625,0.8435627,0.0959998
43,-2.3473525,-2.3731673,"('irresponsible', 'responsible')",0.4465906,0.59460914,-0.9503809,-0.8892791,-0.0611018
35,2.300265,2.3359973,"('corrupt', 'incorrupt')",0.067665935,-0.22141768,1.1839654,1.0572898,0.1266756
23,-2.281027,-2.4098942,"('insincere', 'sincere')",5.6637588,5.9737697,1.6913658,1.7819377,-0.0905719
45,-2.2543206,-2.3289561,"('incompetent', 'competent')",-0.3045322,-0.21794187,-1.2794265,-1.2734489,-0.0059776
0,-2.2038584,-2.671506,"('unsociable', 'sociable')",-0.4369192,-0.45675442,-1.3203888,-1.5641302,0.2437414
46,-2.0600224,-2.2368302,"('uncompetitive', 'competitive')",-1.0860088,-1.0352437,-1.5730156,-1.636037,0.0630214
13,-1.9707263,-1.9173812,"('impolite', 'polite')",-0.5472597,-0.38094604,-1.2589929,-1.1491636,-0.1098293
86,-1.9348953,-2.4534636,"('uninfluential', 'influential')",-0.2615593,-0.13700713,-1.0982273,-1.2952354,0.1970081
12,-1.9032638,-2.040526,"('unsupportive', 'supportive')",-2.0456445,-1.8661085,-1.9744542,-1.9533172,-0.021137
70,-1.8426251,-1.7931045,"('lethargic', 'energetic')",0.50572526,0.67627233,-0.6684499,-0.5584161,-0.1100338
11,-1.8384042,-1.8759995,"('unhelpful', 'helpful')",1.4215034,1.682477,-0.2084504,-0.0967612,-0.1116892
63,-1.8009902,-2.0073385,"('unperceptive', 'insightful')",0.6899539,0.911296,-0.5555182,-0.5480213,-0.0074969
9,-1.8006299,-2.1369004,"('unaffectionate', 'caring')",1.2862728,1.3785619,-0.2571785,-0.3791693,0.1219908
73,1.7848512,2.0135338,"('helpless', 'self-reliant')",-2.8998404,-2.8418562,-0.5574946,-0.4141612,-0.1433334
38,-1.6747272,-1.6619484,"('untruthful', 'truthful')",-0.24805541,-0.06166613,-0.9613913,-0.8618073,-0.099584
24,-1.6724349,-1.634691,"('dishonest', 'honest')",0.70219064,0.8970263,-0.4851221,-0.3688323,-0.1162898
28,-1.6365484,-2.0468209,"('disloyal', 'loyal')",0.8768021,0.99147356,-0.3798732,-0.5276737,0.1478005
7,-1.5286176,-1.6552151,"('insensitive', 'sensitive')",0.6087946,0.804019,-0.4599115,-0.4255981,-0.0343134
41,-1.4694427,-1.7603052,"('unforgiving', 'forgiving')",-0.043274447,-0.15393999,-0.7563586,-0.9571226,0.200764
85,1.4546248,1.0514531,"('insignificant', 'prestigious')",0.6489699,0.23987156,1.0517974,0.6456623,0.4061351
8,-1.404356,-1.7596166,"('unaffectionate', 'affectionate')",1.0056895,0.99495286,-0.1993333,-0.3823319,0.1829986
60,-1.3672665,-1.6152998,"('inefficient', 'efficient')",0.026998403,0.3775249,-0.6701341,-0.6188874,-0.0512467
72,-1.3017651,-1.2695745,"('unambitious', 'ambitious')",-0.5668939,-0.36256096,-0.9343295,-0.8160678,-0.1182617
57,-1.2588174,-1.4910052,"('unimaginative', 'imaginative')",-2.5586855,-2.6390953,-1.9087515,-2.0650501,0.1562986
44,1.2400618,1.5216022,"('prejudiced', 'unprejudiced')",-1.1465431,-1.3446075,0.0467593,0.0884973,-0.041738
62,-1.2299191,-1.3772928,"('incompetent', 'brilliant')",0.2245817,0.48466152,-0.5026687,-0.4463156,-0.0563531
36,1.1969436,0.76847106,"('hostile', 'amicable')",0.5617907,0.11846852,0.8793672,0.4434698,0.4358974
81,-1.1821548,-1.1616123,"('submissive', 'aggressive')",-0.9752227,-0.6873274,-1.0786887,-0.9244698,-0.1542189
32,-1.1761935,-1.2911384,"('unkind', 'kind')",0.68134725,0.9356371,-0.2474231,-0.1777506,-0.0696725
51,-1.1378105,-1.1995102,"('uneducated', 'educated')",0.21299137,0.4579911,-0.4624096,-0.3707595,-0.0916501
31,1.0607022,0.941942,"('evil', 'good')",-0.9030168,-1.0632458,0.0788427,-0.0606519,0.1394946
55,-1.0510662,-1.3354814,"('incompetent', 'clever')",0.012032501,0.00614807,-0.5195168,-0.6646667,0.1451499
30,-1.0487686,-1.1159031,"('intolerant', 'tolerant')",1.132838,1.2864201,0.0420347,0.0852585,-0.0432238
53,-1.0146314,-1.4396154,"('uncreative', 'creative')",0.8623392,0.83233774,-0.0761461,-0.3036388,0.2274927
33,1.0143919,0.994067,"('wrong', 'right')",-0.47344318,-0.6171267,0.2704744,0.1884702,0.0820042
3,-0.99528605,-1.1322296,"('repellent', 'pleasant')",0.17019275,0.06277942,-0.4125466,-0.5347251,0.1221785
59,0.9786204,0.9476459,"('foolish', 'wise')",0.48632297,0.43697184,0.7324717,0.6923089,0.0401628
27,-0.97738135,-1.0865507,"('hardhearted', 'softhearted')",1.5543407,1.3383001,0.2884797,0.1258747,0.162605
21,-0.9539257,-1.2047788,"('immoral', 'moral')",-0.9926049,-0.90094596,-0.9732653,-1.0528624,0.0795971
84,0.92016864,0.670013,"('inferior', 'superior')",0.99557745,0.89267987,0.957873,0.7813464,0.1765266
20,0.8715084,0.6798776,"('rough', 'thoughtful')",1.5098796,1.3021675,1.190694,0.9910226,0.1996714
1,-0.8635247,-1.3349986,"('unfriendly', 'friendly')",1.8417171,1.7911958,0.4890962,0.2280986,0.2609976
77,-0.8598951,-1.1816968,"('unmotivated', 'motivated')",-1.3460275,-1.3038839,-1.1029613,-1.2427903,0.139829
56,-0.85804904,-0.8256621,"('impractical', 'practical')",-0.33899692,-0.029940916,-0.598523,-0.4278015,-0.1707215
29,0.85055405,0.7836547,"('unfair', 'fair')",-0.340674,-0.43022236,0.25494,0.1767162,0.0782238
83,0.8183999,0.4197802,"('powerless', 'powerful')",-0.6550734,-0.68074393,0.0816633,-0.1304819,0.2121452
74,-0.7689229,-0.8695411,"('undedicated', 'dedicated')",-0.01719591,0.0950685,-0.3930594,-0.3872363,-0.0058231
82,-0.7353763,-0.58543795,"('poor', 'rich')",6.1783752,6.4949384,2.7214994,2.9547503,-0.2332509
19,-0.70356435,-0.734843,"('inhospitable', 'hospitable')",-0.2356139,-0.15207916,-0.4695891,-0.4434611,-0.026128
14,-0.6627869,-0.83252615,"('antisocial', 'social')",-0.72308993,-0.5928719,-0.6929384,-0.7126991,0.0197607
87,0.65929383,0.63537914,"('unsuccessful', 'successful')",0.6742646,0.85506463,0.6667792,0.7452219,-0.0784427
