,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,male-female
79,-1.7195883,-1.5303783,"('wavering', 'unwavering')",-1.935341,-1.7220395,-0.2622339,-0.30755374,-1.305721,-1.1866572,-0.1190638
31,-1.6792104,-1.943376,"('evil', 'good')",-1.9233961,-1.7019539,-0.8781014,-1.0395325,-1.4935694,-1.5616209,0.0680515
19,-1.6776891,-1.6393839,"('inhospitable', 'hospitable')",-1.8116561,-1.6361065,-0.37781915,-0.38582635,-1.2890547,-1.2204389,-0.0686158
6,-1.6039526,-1.7356097,"('distant', 'open')",-1.5573337,-1.4065378,0.19893867,0.098384835,-0.9874492,-1.0145876,0.0271384
60,1.5320004,1.5009327,"('inefficient', 'efficient')",2.854875,2.5231886,0.33355102,0.47999895,1.5734755,1.5013734,0.0721021
5,-1.5231261,-1.5407732,"('distant', 'outgoing')",-1.6046996,-1.3780838,-0.23049973,-0.1570377,-1.1194418,-1.0252983,-0.0941435
36,-1.4774567,-2.042314,"('hostile', 'amicable')",-1.8364967,-1.8985864,0.14427172,-0.3186642,-1.0565606,-1.4198548,0.3632942
66,-1.2875322,-1.2207359,"('inactive', 'active')",-0.94930345,-0.802576,0.43990326,0.3089745,-0.5989775,-0.5714458,-0.0275317
2,1.1768512,0.79030246,"('unlikable', 'likable')",0.3172063,0.031454213,0.5681116,0.43155298,0.6873897,0.4177699,0.2696198
56,1.1738054,1.1226901,"('impractical', 'practical')",1.2427827,1.2758265,-0.34387797,-0.11586016,0.6909033,0.7608855,-0.0699822
85,-1.1695731,-1.6622664,"('insignificant', 'prestigious')",-1.6927146,-1.6509848,0.2908934,-0.0852624,-0.8571314,-1.1328378,0.2757064
78,-1.1467738,-0.95761913,"('nonresilient', 'resilient')",-0.010642417,0.06108677,0.2810267,0.33226904,-0.2921298,-0.1880878,-0.104042
9,-1.059475,-1.4599174,"('unaffectionate', 'caring')",-1.5194011,-1.5838596,0.9950212,0.93446404,-0.5279516,-0.7031043,0.1751527
14,1.0548916,0.9543698,"('antisocial', 'social')",1.9622049,1.7964077,-0.36127168,-0.5061469,0.885275,0.7482102,0.1370648
53,-1.037357,-1.3637905,"('uncreative', 'creative')",-0.3597872,-0.7177808,0.95020986,0.71399164,-0.1489781,-0.4558599,0.3068818
65,1.0241511,0.780676,"('insecure', 'secure')",1.3599806,0.91908866,0.10892459,0.13399348,0.8310188,0.6112527,0.2197661
1,-0.99099886,-1.353572,"('unfriendly', 'friendly')",-1.0116955,-1.1695287,1.6048427,1.3659383,-0.1326172,-0.3857208,0.2531036
