,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
18,-1.2774785,-1.0252023,"('disagreeable', 'welcoming')",-0.4261798,-0.12388441,-0.8518291,-0.5745434,-0.2772857
14,-1.2726934,-1.1797314,"('antisocial', 'social')",-1.0396509,-1.0374389,-1.1561722,-1.1085851,-0.0475871
57,-1.2686946,-1.4179025,"('unimaginative', 'imaginative')",-2.865637,-2.938243,-2.0671659,-2.1780727,0.1109068
85,1.0862135,1.3601366,"('insignificant', 'prestigious')",0.20273349,0.52145886,0.6444735,0.9407977,-0.2963242
87,1.0772152,1.0948312,"('unsuccessful', 'successful')",0.80030686,0.62555,0.938761,0.8601906,0.0785704
82,-1.0022153,-0.882103,"('poor', 'rich')",6.5407147,6.387438,2.7692497,2.7526674,0.0165823
33,1.0005804,0.97188103,"('wrong', 'right')",-0.7252501,-0.6449056,0.1376652,0.1634877,-0.0258225
73,0.9968846,1.122305,"('helpless', 'self-reliant')",-2.9390779,-2.7475035,-0.9710966,-0.8125992,-0.1584974
84,0.99219143,1.018545,"('inferior', 'superior')",0.80567294,0.8682719,0.8989322,0.9434085,-0.0444763
56,0.9625234,0.9153511,"('impractical', 'practical')",0.24944581,0.14091349,0.6059846,0.5281323,0.0778523
8,-0.91960335,-0.6735646,"('unaffectionate', 'affectionate')",0.5794981,0.59669644,-0.1700526,-0.0384341,-0.1316185
10,-0.88658977,-0.7927111,"('unsympathetic', 'sympathetic')",-0.2633232,-0.4062947,-0.5749565,-0.5995029,0.0245464
15,0.8595124,0.66673064,"('boring', 'funny')",0.39379767,0.29508486,0.626655,0.4809077,0.1457473
39,0.8344608,1.0573896,"('exploitative', 'cooperative')",-0.082819596,0.11023171,0.3758206,0.5838107,-0.2079901
71,0.8175085,0.85565126,"('diffident', 'self-confident')",0.4807902,0.3906184,0.6491494,0.6231349,0.0260145
55,-0.79366916,-0.765872,"('incompetent', 'clever')",-0.027319133,-0.24584484,-0.4104941,-0.5058584,0.0953643
51,-0.78737843,-0.93132704,"('uneducated', 'educated')",0.6694822,0.5532475,-0.0589481,-0.1890398,0.1300917
35,-0.7430011,-0.78155255,"('corrupt', 'incorrupt')",-0.4983311,-0.31323943,-0.6206661,-0.547396,-0.0732701
28,-0.72367513,-0.5591135,"('disloyal', 'loyal')",0.7506593,0.65743595,0.0134921,0.0491612,-0.0356691
3,-0.7176984,-0.56470996,"('repellent', 'pleasant')",0.21745645,0.18290518,-0.250121,-0.1909024,-0.0592186
64,-0.7080358,-0.84238493,"('shy', 'confident')",-6.7438807,-6.6631107,-3.7259583,-3.7527478,0.0267895
62,0.69434184,0.6404648,"('incompetent', 'brilliant')",0.7037264,0.5556997,0.6990341,0.5980822,0.1009519
63,0.6922467,0.6137654,"('unperceptive', 'insightful')",1.3328784,1.093231,1.0125625,0.8534982,0.1590643
49,0.6767497,0.5868956,"('unable', 'able')",-0.2833886,-0.30107826,0.1966805,0.1429087,0.0537718
12,0.6308263,0.60316724,"('unsupportive', 'supportive')",-1.6813266,-1.7904799,-0.5252502,-0.5936563,0.0684061
70,-0.6228885,-0.63051444,"('lethargic', 'energetic')",0.9783562,0.8612381,0.1777338,0.1153618,0.062372
69,0.62166786,0.72152215,"('lazy', 'industrious')",-1.054674,-0.87523276,-0.2165031,-0.0768553,-0.1396478
65,-0.613219,-0.64560956,"('insecure', 'secure')",-0.12836136,-0.13774076,-0.3707902,-0.3916752,0.020885
66,-0.60798335,-0.53375965,"('inactive', 'active')",0.50472426,0.6303467,-0.0516295,0.0482935,-0.099923
72,-0.57773554,-0.5206667,"('unambitious', 'ambitious')",-0.48176545,-0.5721758,-0.5297505,-0.5464213,0.0166708
36,-0.5467032,-0.53485805,"('hostile', 'amicable')",-0.12743466,-0.08412144,-0.3370689,-0.3094898,-0.0275791
5,0.5354504,0.5305724,"('distant', 'outgoing')",-0.2845387,-0.19430415,0.1254559,0.1681341,-0.0426782
67,0.5233815,0.48528555,"('doubtful', 'determined')",-0.66559684,-0.61366206,-0.0711077,-0.0641883,-0.0069194
86,-0.52294636,-0.5424909,"('uninfluential', 'influential')",-0.064927176,-0.34676594,-0.2939368,-0.4446284,0.1506916
22,-0.5196849,-0.586928,"('untrustworthy', 'trustworthy')",-1.0075095,-1.02841,-0.7635972,-0.807669,0.0440718
76,-0.51477706,-0.42082834,"('anxious', 'daring')",0.44876313,0.41991514,-0.033007,-0.0004566,-0.0325504
61,0.513601,0.5418025,"('illogical', 'logical')",0.1510508,0.22570945,0.3323259,0.383756,-0.0514301
42,0.49522766,0.5216751,"('unreliable', 'reliable')",-2.7208955,-2.4723928,-1.112834,-0.9753588,-0.1374752
59,0.4582219,0.49076596,"('foolish', 'wise')",0.2647326,0.35879153,0.3614773,0.4247788,-0.0633015
7,-0.4508856,-0.37329763,"('insensitive', 'sensitive')",0.7775611,0.5292007,0.1633378,0.0779515,0.0853863
