,vf_male,vf_female,tuple,corp_male,corp_female,average_male,average_female,male-female
66,-1.7989738,-1.0833985,"('inactive', 'active')",-0.47554925,0.34688115,-1.1372615,-0.3682587,-0.7690028
57,-1.6260977,-0.71690816,"('unimaginative', 'imaginative')",-3.7677672,-2.8959591,-2.6969323,-1.8064337,-0.8904986
86,-1.5168631,-1.1809796,"('uninfluential', 'influential')",-0.7844335,-0.37212494,-1.1506484,-0.7765523,-0.3740961
36,-1.5119057,-1.6466987,"('hostile', 'amicable')",-0.439881,0.12134649,-0.9758933,-0.7626761,-0.2132172
10,-1.4583386,-0.92750317,"('unsympathetic', 'sympathetic')",-0.72141343,-0.47672293,-1.0898761,-0.702113,-0.3877631
13,-1.3811957,-0.9010355,"('impolite', 'polite')",-1.1076486,-1.3697795,-1.2444222,-1.1354074,-0.1090148
1,-1.3768916,-1.1714733,"('unfriendly', 'friendly')",0.75001943,1.5274031,-0.3134361,0.1779649,-0.491401
38,-1.3029623,-1.3023846,"('untruthful', 'truthful')",-0.3389369,-0.64070535,-0.8209496,-0.971545,0.1505954
53,-1.286112,-1.422395,"('uncreative', 'creative')",-0.10619674,0.27109343,-0.6961544,-0.5756508,-0.1205036
8,-1.2802348,-1.0652641,"('unaffectionate', 'affectionate')",0.20628102,0.6376861,-0.5369769,-0.213789,-0.3231879
88,-1.17628,-1.2078595,"('low', 'eminent')",-0.039809372,-0.008904012,-0.6080447,-0.6083817,0.000337
24,-1.1014167,-0.6884891,"('dishonest', 'honest')",0.5081053,0.57571065,-0.2966557,-0.0563892,-0.2402665
46,-1.0708841,-0.80743164,"('uncompetitive', 'competitive')",-0.6171644,-0.7174817,-0.8440242,-0.7624567,-0.0815675
0,-1.0692196,-0.65055007,"('unsociable', 'sociable')",-0.4653255,-0.11569113,-0.7672725,-0.3831206,-0.3841519
18,-1.0369214,-1.4125803,"('disagreeable', 'welcoming')",-0.50781417,-0.6454965,-0.7723678,-1.0290384,0.2566706
5,-1.0060816,-0.9627884,"('distant', 'outgoing')",-0.8829131,-0.56155944,-0.9444973,-0.7621739,-0.1823234
22,-0.99854404,-0.4383175,"('untrustworthy', 'trustworthy')",-1.0073322,-0.71745735,-1.0029382,-0.5778874,-0.4250508
59,0.96969754,0.57760805,"('foolish', 'wise')",0.15440463,-0.024648128,0.5620511,0.27648,0.2855711
6,-0.9355241,-0.77983755,"('distant', 'open')",-0.7756663,-0.39392522,-0.8555952,-0.5868814,-0.2687138
39,0.9257088,1.2220562,"('exploitative', 'cooperative')",-0.015611354,0.08707431,0.4550487,0.6545652,-0.1995165
9,-0.90983474,-0.7013679,"('unaffectionate', 'caring')",0.69129467,0.9584931,-0.10927,0.1285626,-0.2378326
31,-0.8581002,-0.6211853,"('evil', 'good')",-1.2262095,-0.40000713,-1.0421548,-0.5105962,-0.5315586
84,0.7750487,0.7426518,"('inferior', 'superior')",1.0364968,1.0452675,0.9057727,0.8939596,0.0118131
45,-0.75976235,-0.14765018,"('incompetent', 'competent')",-0.44004703,0.06457637,-0.5999047,-0.0415369,-0.5583678
79,-0.74323714,-0.73666996,"('wavering', 'unwavering')",-0.83770937,-0.5336292,-0.7904732,-0.6351496,-0.1553236
25,-0.736804,-0.8759085,"('egoistic', 'altruistic')",0.7493478,1.1081877,0.0062719,0.1161396,-0.1098677
37,-0.6777077,-0.49732408,"('fake', 'genuine')",0.16443387,0.2394396,-0.2566369,-0.1289422,-0.1276947
49,0.65667915,-0.12465275,"('unable', 'able')",0.20914328,-0.107812144,0.4329112,-0.1162324,0.5491436
41,-0.6399793,-0.8724667,"('unforgiving', 'forgiving')",-0.34796807,-0.047361977,-0.4939737,-0.4599143,-0.0340594
17,-0.63537353,-0.41521883,"('nasty', 'nice')",-0.97189987,-0.8833866,-0.8036367,-0.6493027,-0.154334
12,-0.63279593,-0.6872016,"('unsupportive', 'supportive')",-2.1955779,-2.021233,-1.414187,-1.3542173,-0.0599697
62,0.62786317,0.51577705,"('incompetent', 'brilliant')",0.56375533,0.15205401,0.5958092,0.3339155,0.2618937
73,0.62664443,0.7375281,"('helpless', 'self-reliant')",-3.0594769,-2.9660606,-1.2164162,-1.1142663,-0.1021499
34,-0.6036992,-0.6490248,"('mean', 'honorable')",5.8795815,5.4019847,2.6379411,2.3764799,0.2614612
50,0.6020265,-0.12578097,"('clumsy', 'skillful')",0.4602003,0.20683771,0.5311134,0.0405284,0.490585
43,-0.5956913,-0.42321074,"('irresponsible', 'responsible')",0.5131861,0.5401041,-0.0412526,0.0584467,-0.0996993
4,-0.57876533,-0.6401829,"('disliked', 'liked')",-6.7504306,-6.2100215,-3.664598,-3.4251022,-0.2394958
20,0.5781639,0.3791093,"('rough', 'thoughtful')",0.6342725,0.68341386,0.6062182,0.5312616,0.0749566
40,-0.56403303,-0.53803194,"('stingy', 'generous')",-2.005971,-1.5450131,-1.285002,-1.0415225,-0.2434795
29,0.56177574,0.52166873,"('unfair', 'fair')",-0.7762213,-0.5217737,-0.1072228,-5.25e-05,-0.1071703
64,-0.5422712,-0.4151182,"('shy', 'confident')",-6.9025116,-6.6847367,-3.7223914,-3.5499275,-0.1724639
