,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-2.2572677,-2.230661,"('uninfluential', 'influential')",-1.0750045,-0.9823522,-1.666136,-1.6065066,-0.0596294
53,-2.0005822,-2.262263,"('uncreative', 'creative')",0.24605507,0.27852458,-0.8772635,-0.9918692,0.1146057
1,-1.9535385,-2.0444348,"('unfriendly', 'friendly')",0.81697464,1.1013863,-0.5682819,-0.4715242,-0.0967577
9,-1.746346,-1.6336153,"('unaffectionate', 'caring')",0.78631395,1.1425294,-0.480016,-0.2455429,-0.2344731
8,-1.6426076,-1.670798,"('unaffectionate', 'affectionate')",0.23552257,0.563427,-0.7035425,-0.5536855,-0.149857
63,-1.6273733,-1.3689791,"('unperceptive', 'insightful')",0.15196092,0.5018423,-0.7377062,-0.4335684,-0.3041378
6,-1.5934546,-1.9113297,"('distant', 'open')",-0.692221,-0.5825164,-1.1428378,-1.2469231,0.1040853
19,-1.5756165,-1.602446,"('inhospitable', 'hospitable')",-0.5679617,-0.33631882,-1.071789,-0.9693824,-0.1024066
66,-1.4497042,-1.3767926,"('inactive', 'active')",-0.13787341,0.17036045,-0.7937888,-0.6032161,-0.1905727
44,1.4469659,1.6215751,"('prejudiced', 'unprejudiced')",-1.1059337,-1.1320287,0.1705161,0.2447732,-0.0742571
51,-1.3632017,-1.5273535,"('uneducated', 'educated')",0.047180682,0.06473673,-0.6580105,-0.7313084,0.0732979
0,-1.3238596,-1.2045559,"('unsociable', 'sociable')",-0.7287577,-0.72949624,-1.0263087,-0.9670261,-0.0592826
57,-1.2788633,-1.5653541,"('unimaginative', 'imaginative')",-3.369463,-3.2830725,-2.3241632,-2.4242134,0.1000502
5,-1.2273128,-1.4643228,"('distant', 'outgoing')",-0.52504784,-0.4363488,-0.8761803,-0.9503358,0.0741555
31,-1.1795217,-1.404134,"('evil', 'good')",-0.8464402,-0.9026725,-1.0129809,-1.1534033,0.1404224
10,-1.1195092,-0.97127146,"('unsympathetic', 'sympathetic')",-1.1781034,-0.94402045,-1.1488063,-0.957646,-0.1911603
28,-1.0686235,-0.8397642,"('disloyal', 'loyal')",0.76214564,0.83444417,-0.153239,-0.00266,-0.150579
27,-0.979697,-0.48600218,"('hardhearted', 'softhearted')",0.114764884,0.59035534,-0.4324661,0.0521766,-0.4846427
36,-0.91678673,-1.5551133,"('hostile', 'amicable')",-0.18433857,-0.37064493,-0.5505626,-0.9628791,0.4123165
12,-0.90215015,-0.90842474,"('unsupportive', 'supportive')",-2.2449825,-2.1806035,-1.5735663,-1.5445142,-0.0290521
54,-0.890932,-1.1921326,"('incapable', 'capable')",0.946486,0.985943,0.027777,-0.1030948,0.1308718
26,-0.86977565,-0.6326095,"('hardhearted', 'benevolent')",1.0129633,1.1932377,0.0715938,0.2803141,-0.2087203
22,-0.8686708,-0.8486224,"('untrustworthy', 'trustworthy')",-1.4318897,-1.4099386,-1.1502802,-1.1292804,-0.0209998
18,-0.834189,-0.8830773,"('disagreeable', 'welcoming')",-0.70672166,-0.75769776,-0.7704554,-0.8203875,0.0499321
79,-0.8288065,-1.1322798,"('wavering', 'unwavering')",-0.38002443,-0.43084174,-0.6044155,-0.7815608,0.1771453
61,-0.7922904,-0.7228105,"('illogical', 'logical')",-0.057978176,0.030859914,-0.4251343,-0.3459753,-0.079159
72,-0.7892373,-1.0064687,"('unambitious', 'ambitious')",-0.7005989,-0.5710655,-0.7449181,-0.7887671,0.043849
38,-0.7760625,-1.0511254,"('untruthful', 'truthful')",0.26290798,0.1532888,-0.2565773,-0.4489183,0.192341
74,-0.77436423,-0.83217454,"('undedicated', 'dedicated')",-0.8996047,-0.8485655,-0.8369845,-0.8403701,0.0033856
45,-0.768471,-0.6753776,"('incompetent', 'competent')",-0.39412892,-0.30434704,-0.5813,-0.4898623,-0.0914377
81,0.76026994,0.6886951,"('submissive', 'aggressive')",-0.54826075,-0.8456607,0.1060046,-0.0784828,0.1844874
43,-0.7531471,-0.5614442,"('irresponsible', 'responsible')",-0.03643065,0.009477249,-0.3947889,-0.2759835,-0.1188054
23,-0.75111175,-0.7204006,"('insincere', 'sincere')",5.3572497,5.378513,2.3030691,2.3290563,-0.0259872
41,-0.7418235,-1.003564,"('unforgiving', 'forgiving')",-0.22180396,-0.31148505,-0.4818137,-0.6575245,0.1757108
76,0.73738563,0.6715064,"('anxious', 'daring')",-0.16045704,-0.38816887,0.2884643,0.1416688,0.1467955
35,-0.662772,-0.99685735,"('corrupt', 'incorrupt')",-0.4125315,-0.42858353,-0.5376518,-0.7127205,0.1750687
71,-0.6515292,-0.8033069,"('diffident', 'self-confident')",0.28255558,0.29237342,-0.1844868,-0.2554667,0.0709799
68,-0.6260062,-0.19726077,"('dependent', 'independent')",-0.9137886,-0.74292177,-0.7698974,-0.4700913,-0.2998061
32,-0.6179036,-0.7638762,"('unkind', 'kind')",0.62126625,0.4981851,0.0016813,-0.1328456,0.1345269
85,-0.6149063,-0.79896086,"('insignificant', 'prestigious')",-0.22242299,-0.09666074,-0.4186646,-0.4478108,0.0291462
58,-0.6054296,-0.5907975,"('undiscriminating', 'discriminating')",-0.10737914,0.0020094868,-0.3564044,-0.294394,-0.0620104
7,-0.6006064,-0.5171672,"('insensitive', 'sensitive')",-0.29438442,-0.14612052,-0.4474954,-0.3316439,-0.1158515
13,-0.5910244,-0.375764,"('impolite', 'polite')",-0.7756565,-0.8164844,-0.6833404,-0.5961242,-0.0872162
30,0.58971786,0.79936415,"('intolerant', 'tolerant')",1.0916109,0.9051998,0.8406644,0.852282,-0.0116176
17,-0.5884291,-0.5325795,"('nasty', 'nice')",-0.696778,-0.77108437,-0.6426035,-0.6518319,0.0092284
37,-0.58090276,-0.047650985,"('fake', 'genuine')",-0.3473267,0.057790246,-0.4641147,0.0050696,-0.4691843
24,-0.5775324,-0.48469242,"('dishonest', 'honest')",0.15032412,0.24323724,-0.2136042,-0.1207276,-0.0928766
84,0.558763,0.7209097,"('inferior', 'superior')",0.97971535,1.1069117,0.7692392,0.9139107,-0.1446715
78,-0.5505422,-0.72519857,"('nonresilient', 'resilient')",0.10261443,0.13659838,-0.2239639,-0.2943001,0.0703362
59,-0.5454205,-0.49873984,"('foolish', 'wise')",0.35617068,0.48352894,-0.0946249,-0.0076054,-0.0870195
82,-0.5437549,-0.79004115,"('poor', 'rich')",6.0148444,6.071938,2.7355447,2.6409485,0.0945962
88,-0.54026866,-0.5355209,"('low', 'eminent')",-0.41922778,-0.4260798,-0.4797482,-0.4808004,0.0010522
46,-0.5368532,-0.33364475,"('uncompetitive', 'competitive')",-1.3980407,-1.2653487,-0.9674469,-0.7994967,-0.1679502
83,-0.50628245,-0.12303293,"('powerless', 'powerful')",-1.1178927,-0.9434462,-0.8120876,-0.5332396,-0.278848
73,0.48912895,0.6754099,"('helpless', 'self-reliant')",-2.9981813,-2.7369745,-1.2545261,-1.0307822,-0.2237439
60,0.4823184,0.72781855,"('inefficient', 'efficient')",-0.01797038,-0.0014222097,0.232174,0.3631982,-0.1310242
11,-0.4582697,-0.24389142,"('unhelpful', 'helpful')",1.8094103,1.9084218,0.6755703,0.8322651,-0.1566948
64,-0.44270214,-0.45733076,"('shy', 'confident')",-6.0060143,-6.28557,-3.2243583,-3.3714504,0.1470921
52,-0.4165734,-0.77159154,"('irrational', 'rational')",0.4000693,0.25257498,-0.0082521,-0.2595083,0.2512562
50,-0.4131344,-0.41621092,"('clumsy', 'skillful')",0.0837979,0.3044183,-0.1646682,-0.0558963,-0.1087719
65,0.4039554,0.4349846,"('insecure', 'secure')",-0.37666523,-0.64343244,0.0136451,-0.1042239,0.117869
14,0.34653863,0.4577817,"('antisocial', 'social')",-0.47059315,-0.68030506,-0.0620273,-0.1112617,0.0492344
62,0.3420723,0.64187664,"('incompetent', 'brilliant')",0.46685156,0.72843087,0.4044619,0.6851537,-0.2806918
47,-0.3052093,-0.11656457,"('stupid', 'smart')",5.1621504,5.1589293,2.4284706,2.5211823,-0.0927117
29,-0.30301237,-0.40005326,"('unfair', 'fair')",-0.44598582,-0.53145635,-0.3744991,-0.4657548,0.0912557
55,-0.30215845,-0.03331785,"('incompetent', 'clever')",-0.23793125,-0.259911,-0.2700449,-0.1466144,-0.1234305
39,0.29923815,0.72536325,"('exploitative', 'cooperative')",0.118981786,0.23780856,0.20911,0.4815859,-0.2724759
25,-0.29089138,-0.6951917,"('egoistic', 'altruistic')",1.04805,0.8877383,0.3785793,0.0962733,0.282306
40,-0.24785693,-0.2896663,"('stingy', 'generous')",-2.4765885,-2.4076025,-1.3622227,-1.3486345,-0.0135882
70,-0.24587245,-0.062180385,"('lethargic', 'energetic')",-0.3309219,-0.15241094,-0.2883972,-0.1072957,-0.1811015
80,0.23081443,0.67356914,"('dominated', 'dominating')",-1.0922087,-1.0118245,-0.4306971,-0.1691277,-0.2615694
33,0.22466971,0.09336866,"('wrong', 'right')",-0.79388386,-0.6752311,-0.2846071,-0.2909312,0.0063241
69,0.22368878,0.12691855,"('lazy', 'industrious')",-0.20174527,-0.20227274,0.0109718,-0.0376771,0.0486489
42,0.21880803,-0.068099685,"('unreliable', 'reliable')",-3.1807175,-3.2527714,-1.4809548,-1.6604356,0.1794808
49,0.19980969,0.29718003,"('unable', 'able')",-0.11274179,0.07252824,0.0435339,0.1848541,-0.1413202
87,-0.19268939,-0.068524465,"('unsuccessful', 'successful')",0.6837501,0.7589799,0.2455304,0.3452277,-0.0996973
75,0.18606958,-0.09489466,"('meek', 'impulsive')",-0.36524814,-0.2876521,-0.0895893,-0.1912734,0.1016841
16,-0.14943221,-0.59206927,"('unpopular', 'popular')",0.79896843,0.54127365,0.3247681,-0.0253978,0.3501659
2,0.13776907,0.13621591,"('unlikable', 'likable')",0.6260473,0.6517502,0.3819082,0.3939831,-0.0120749
15,0.12423071,0.06973383,"('boring', 'funny')",0.07344194,-0.030072473,0.0988363,0.0198307,0.0790056
67,-0.12278256,0.18658307,"('doubtful', 'determined')",-0.3056412,-0.36678648,-0.2142119,-0.0901017,-0.1241102
34,-0.11382696,0.06609255,"('mean', 'honorable')",5.3598533,5.553491,2.6230133,2.8097918,-0.1867785
77,-0.10624998,-0.33130968,"('unmotivated', 'motivated')",-0.7902863,-0.96713674,-0.4482681,-0.6492232,0.2009551
21,-0.08691652,0.07865286,"('immoral', 'moral')",-0.5773461,-0.78088105,-0.3321313,-0.3511141,0.0189828
3,-0.07886514,-0.2697262,"('repellent', 'pleasant')",0.6684555,0.4845485,0.2947952,0.1074112,0.187384
48,0.06696434,0.39836597,"('unintelligent', 'intelligent')",0.7372977,0.760023,0.402131,0.5791945,-0.1770635
4,-0.05900801,-0.50473315,"('disliked', 'liked')",-6.322183,-6.4835324,-3.1905956,-3.4941328,0.3035372
56,-0.018373692,0.05007371,"('impractical', 'practical')",-0.2608803,-0.41314575,-0.139627,-0.181536,0.041909
20,0.00082341954,0.32260013,"('rough', 'thoughtful')",0.6932673,0.82670265,0.3470454,0.5746514,-0.227606
