,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
73,1.4671265,1.610974,"('helpless', 'self-reliant')",0.11270057,0.16758825,-3.0154212,-2.8469553,-0.4785314,-0.356131,-0.1224004
86,-1.2973902,-1.4241699,"('uninfluential', 'influential')",-0.2686486,-0.32027498,-0.553066,-0.7278418,-0.7063683,-0.8240956,0.1177273
31,-1.2852033,-1.0990162,"('evil', 'good')",-0.8382102,-0.7047631,-0.809667,-0.9039386,-0.9776936,-0.9025726,-0.075121
39,1.2289973,1.1981577,"('exploitative', 'cooperative')",0.784642,0.91839373,-0.012403049,0.052761517,0.6670788,0.7231043,-0.0560255
42,1.0835077,0.8257309,"('unreliable', 'reliable')",0.7913374,0.67978394,-3.037546,-2.8550074,-0.387567,-0.4498308,0.0622638
67,1.0641583,1.0539684,"('doubtful', 'determined')",0.71979165,0.69683135,-0.4276123,-0.24088833,0.4521126,0.5033038,-0.0511912
51,-1.0178113,-0.9134611,"('uneducated', 'educated')",0.14520085,0.28532264,0.057610087,0.14087072,-0.2716668,-0.1624226,-0.1092442
82,-0.9773975,-0.8554653,"('poor', 'rich')",-0.6414103,-0.5509501,5.9638147,5.8723354,1.4483356,1.48864,-0.0403044
84,0.9723297,1.0362753,"('inferior', 'superior')",0.74814194,0.7003378,0.9144151,1.0127432,0.8782956,0.9164521,-0.0381565
53,-0.96548873,-1.0072767,"('uncreative', 'creative')",-0.21152571,-0.3002724,1.1851983,0.9842058,0.0027279,-0.1077811,0.110509
56,0.915539,0.89483374,"('impractical', 'practical')",1.4563557,1.4262192,-0.26548743,-0.07953406,0.7021358,0.747173,-0.0450372
30,0.91494286,0.84184486,"('intolerant', 'tolerant')",0.66562986,0.7496247,0.92621356,1.1773639,0.8355954,0.9229445,-0.0873491
6,-0.8739124,-0.72227156,"('distant', 'open')",-0.47677886,-0.35396123,0.5592179,0.5224518,-0.2638245,-0.1845937,-0.0792308
