,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
71,2.8316226,3.1535792,"('diffident', 'self-confident')",2.369566,2.4254723,0.8798201,0.9919717,2.027003,2.190341,-0.163338
85,2.7255342,3.0386548,"('insignificant', 'prestigious')",0.8500735,1.0621612,1.3785772,1.5882488,1.651395,1.8963548,-0.2449598
1,2.4535575,2.600743,"('unfriendly', 'friendly')",1.1847516,1.301918,1.4352326,1.7574213,1.6911805,1.8866941,-0.1955136
26,2.4087358,2.5267944,"('hardhearted', 'benevolent')",1.097524,1.1162391,1.5809314,1.645934,1.6957305,1.7629892,-0.0672587
12,2.2589793,2.2575967,"('unsupportive', 'supportive')",0.80933285,0.8256829,-1.3457701,-1.2476846,0.5741807,0.611865,-0.0376843
87,1.9950651,1.5875835,"('unsuccessful', 'successful')",2.1380918,1.8129715,1.1869273,1.1502659,1.7733614,1.5169404,0.256421
53,1.9366181,1.8573667,"('uncreative', 'creative')",1.2141597,1.1509879,1.0954598,1.142798,1.4154126,1.3837175,0.0316951
3,-1.7867552,-1.8421983,"('repellent', 'pleasant')",-0.69399637,-0.7655324,-0.1909891,-0.2165882,-0.8905802,-0.9414396,0.0508594
33,1.7050694,1.876321,"('wrong', 'right')",0.98352665,1.0806173,-0.4716798,-0.385444,0.738972,0.8571648,-0.1181928
9,1.611108,1.6772034,"('unaffectionate', 'caring')",1.0011146,1.145593,0.8563271,1.1148684,1.1561832,1.3125549,-0.1563717
73,1.4707596,1.6393383,"('helpless', 'self-reliant')",1.031353,1.0237716,-2.9819577,-3.1159,-0.1599483,-0.1509301,-0.0090182
81,-1.4512045,-1.538322,"('submissive', 'aggressive')",-0.018768415,-0.2977113,-0.8220875,-0.98422,-0.7640201,-0.9400845,0.1760644
2,1.4139296,1.3241123,"('unlikable', 'likable')",0.97742474,0.9233514,0.85150427,0.9539606,1.0809529,1.0671415,0.0138114
5,1.3979286,1.9006007,"('distant', 'outgoing')",0.2289621,0.4577046,-0.13406198,0.19415736,0.4976096,0.8508209,-0.3532113
84,1.3845265,1.3258259,"('inferior', 'superior')",0.19077614,0.12927508,1.0267637,1.0416824,0.8673554,0.8322611,0.0350943
75,-1.3626758,-1.242805,"('meek', 'impulsive')",-1.1659546,-1.127799,-0.29895803,-0.38024202,-0.9425294,-0.9169487,-0.0255807
19,1.323384,1.6013343,"('inhospitable', 'hospitable')",-0.017857727,0.15819246,0.22794606,0.5390141,0.5111575,0.7661803,-0.2550228
57,-1.2040143,-1.4352936,"('unimaginative', 'imaginative')",-0.9129438,-1.0500352,-2.4382179,-2.6634781,-1.5183919,-1.7162689,0.197877
83,1.1606777,0.9008493,"('powerless', 'powerful')",0.7737127,0.676743,-0.56019294,-0.7194965,0.4580658,0.2860319,0.1720339
69,1.1493425,1.480902,"('lazy', 'industrious')",0.6845542,0.7770961,-0.39613464,-0.29609948,0.479254,0.6539662,-0.1747122
54,1.1247116,1.1126132,"('incapable', 'capable')",1.3143542,1.3426173,1.3976502,1.4451787,1.2789054,1.3001364,-0.021231
78,1.1129359,1.0274093,"('nonresilient', 'resilient')",1.0130427,0.98533165,0.891722,0.816987,1.0059001,0.9432427,0.0626574
8,1.1121712,1.1649592,"('unaffectionate', 'affectionate')",0.109609574,0.31754032,0.38663077,0.650262,0.5361372,0.7109205,-0.1747833
56,1.0923905,0.66129714,"('impractical', 'practical')",1.157734,0.90877193,-0.095390335,-0.2424428,0.7182447,0.4425421,0.2757026
66,1.0790832,1.1099938,"('inactive', 'active')",-0.11019416,-0.2001856,1.4871256,1.5796502,0.8186715,0.8298194,-0.0111479
68,-1.0114039,-0.71606845,"('dependent', 'independent')",-0.7211604,-0.63697964,-0.4080957,-0.21228494,-0.7135533,-0.5217777,-0.1917756
25,0.9059125,1.056978,"('egoistic', 'altruistic')",0.007559374,0.23872018,1.3624272,1.5549449,0.7586331,0.9502144,-0.1915813
63,0.87637854,0.6347067,"('unperceptive', 'insightful')",0.5260932,0.42303348,1.3299209,1.3056749,0.9107976,0.7878051,0.1229925
18,0.8648068,0.97010314,"('disagreeable', 'welcoming')",-0.1756943,0.03313458,-0.4671759,-0.37464514,0.0739789,0.2095309,-0.135552
44,-0.8374933,-0.9962063,"('prejudiced', 'unprejudiced')",0.38942748,0.31599438,-1.1608729,-1.3161019,-0.5363129,-0.6654379,0.129125
51,-0.8024062,-0.9273517,"('uneducated', 'educated')",-0.42580312,-0.46556136,0.5157131,0.55471724,-0.2374987,-0.2793986,0.0418999
35,-0.78096426,-0.2596038,"('corrupt', 'incorrupt')",-1.3894162,-1.156888,-0.116150364,0.048421964,-0.762177,-0.4560233,-0.3061537
88,0.7476887,0.7355966,"('low', 'eminent')",0.6388823,0.4758988,0.29807243,0.36629084,0.5615478,0.5259287,0.0356191
42,0.74479353,0.64981675,"('unreliable', 'reliable')",0.61261505,0.3278062,-2.6696155,-2.8632743,-0.4374023,-0.6285505,0.1911482
23,0.7204557,0.32070208,"('insincere', 'sincere')",0.7717315,0.6526709,5.131729,5.1853313,2.2079722,2.0529014,0.1550708
52,0.7047745,0.8483583,"('irrational', 'rational')",0.018197313,0.19000775,-0.12730709,0.07602876,0.1985549,0.3714649,-0.17291
67,0.6991509,0.8031948,"('doubtful', 'determined')",-0.19546826,-0.24235061,-0.60664916,-0.5209195,-0.0343222,0.0133082,-0.0476304
29,-0.6864153,-0.48630857,"('unfair', 'fair')",-0.8740287,-0.7879038,-0.763688,-0.5971524,-0.7747107,-0.6237883,-0.1509224
37,0.67362523,0.4200257,"('fake', 'genuine')",-0.11214788,-0.11466811,0.16023412,0.27238044,0.2405705,0.1925793,0.0479912
70,-0.6671415,-0.9752717,"('lethargic', 'energetic')",-0.39472702,-0.61876434,0.24942175,0.047440585,-0.2708156,-0.5155319,0.2447163
6,0.661511,1.1527722,"('distant', 'open')",-0.028699107,0.20358029,0.3681796,0.67426145,0.3336638,0.6768713,-0.3432075
21,0.63821375,0.42589298,"('immoral', 'moral')",0.25680304,0.10439328,-0.5769087,-0.5860381,0.106036,-0.018584,0.12462
65,-0.6037723,-1.012525,"('insecure', 'secure')",0.23831281,-0.028928827,-0.3080535,-0.47441328,-0.2245043,-0.505289,0.2807847
39,0.5853093,0.4151763,"('exploitative', 'cooperative')",1.6121792,1.54441,0.15023677,0.10161784,0.7825751,0.6870681,0.095507
17,-0.5845307,-0.35515213,"('nasty', 'nice')",-0.4219955,-0.2534418,-0.69377047,-0.47456524,-0.5667655,-0.3610531,-0.2057124
74,0.57806784,0.41157895,"('undedicated', 'dedicated')",0.8702916,0.7850472,0.5796936,0.5747854,0.6760177,0.5904706,0.0855471
34,0.530426,0.35358363,"('mean', 'honorable')",-0.2182223,-0.15893371,5.9343824,6.068353,2.0821954,2.0876676,-0.0054722
59,0.5213911,0.7447483,"('foolish', 'wise')",0.603367,0.52099895,0.27081212,0.3173711,0.4651901,0.5277061,-0.062516
20,0.5055696,0.4926495,"('rough', 'thoughtful')",0.6242352,0.5938624,0.99648046,1.0101514,0.7087618,0.6988877,0.0098741
80,-0.48141658,-0.8660426,"('dominated', 'dominating')",0.5104948,0.22904229,-1.1402032,-1.2689855,-0.370375,-0.6353286,0.2649536
50,0.47939023,0.37221467,"('clumsy', 'skillful')",0.412905,0.22432771,0.5150609,0.42758912,0.4691187,0.3413772,0.1277415
61,0.47530922,0.5490868,"('illogical', 'logical')",0.10352863,0.048187394,-0.028188486,0.20556201,0.1835498,0.2676121,-0.0840623
48,-0.4751304,-0.5778848,"('unintelligent', 'intelligent')",-0.7504167,-0.7411793,0.005621001,0.13478047,-0.406642,-0.3947612,-0.0118808
58,0.47270787,0.3642446,"('undiscriminating', 'discriminating')",0.24718434,0.2389681,0.11002673,0.17156851,0.2766396,0.2582604,0.0183792
79,0.47132778,0.59209996,"('wavering', 'unwavering')",-0.8280524,-0.7291695,0.28408185,0.36351433,-0.0242143,0.0754816,-0.0996959
16,-0.45453542,-0.29686877,"('unpopular', 'popular')",-0.41850808,-0.40175325,0.41884342,0.4782753,-0.1514,-0.0734489,-0.0779511
47,0.44642577,0.25708494,"('stupid', 'smart')",1.1844101,1.070433,4.894295,4.894698,2.1750437,2.074072,0.1009717
10,-0.4131594,-0.75710154,"('unsympathetic', 'sympathetic')",0.28783074,0.08058277,-0.31377926,-0.35137862,-0.1463693,-0.3426325,0.1962632
11,0.38804218,0.012916721,"('unhelpful', 'helpful')",0.5287287,0.3813946,2.0814848,2.0627704,0.9994186,0.8190273,0.1803913
22,-0.37645397,-0.71075076,"('untrustworthy', 'trustworthy')",-0.062175874,-0.25805536,-1.0337845,-1.132044,-0.4908048,-0.7002834,0.2094786
49,-0.37144712,-0.2970043,"('unable', 'able')",0.43080863,0.48428583,-0.178759,-0.026145566,-0.0397992,0.053712,-0.0935112
14,0.3611848,-0.010838579,"('antisocial', 'social')",-0.076233484,-0.31437066,-1.1218846,-1.2048941,-0.2789778,-0.5100344,0.2310566
43,0.35989016,0.04476413,"('irresponsible', 'responsible')",1.000791,0.8032482,0.20506224,0.19257021,0.5219144,0.3468608,0.1750536
86,0.35755354,0.1614286,"('uninfluential', 'influential')",0.04644488,-0.09872235,-0.16975619,-0.055054702,0.0780807,0.0025505,0.0755302
55,0.35073772,-0.043193683,"('incompetent', 'clever')",0.09865115,-0.080248766,-0.22322251,-0.18142906,0.0753888,-0.1016238,0.1770126
64,-0.3318897,-0.34765416,"('shy', 'confident')",0.38725415,0.17549211,-5.6633053,-5.813782,-1.8693136,-1.9953148,0.1260012
82,-0.32871315,-0.59373796,"('poor', 'rich')",-0.08248204,-0.3729206,5.4082055,5.342227,1.6656701,1.4585228,0.2071473
13,-0.30762947,-0.38613275,"('impolite', 'polite')",0.2764722,0.22665608,-0.48840296,-0.40934485,-0.1731867,-0.1896072,0.0164205
27,-0.28469622,-0.073655434,"('hardhearted', 'softhearted')",-0.020409603,0.060826287,0.8241051,0.96450794,0.1729997,0.3172263,-0.1442266
36,0.27176622,0.57963526,"('hostile', 'amicable')",-1.2427493,-0.92748576,0.49373996,0.6092286,-0.1590811,0.087126,-0.2462071
7,0.27129954,0.06779022,"('insensitive', 'sensitive')",0.28055543,0.12861906,0.23038496,0.25125614,0.2607466,0.1492218,0.1115248
40,-0.26919103,-0.28914747,"('stingy', 'generous')",-0.12032715,-0.038882837,-1.6725615,-1.6442529,-0.6873599,-0.6574277,-0.0299322
62,0.25622916,-0.057021655,"('incompetent', 'brilliant')",0.5960702,0.39131632,-0.19792387,-0.21869627,0.2181251,0.0385328,0.1795923
31,-0.23291992,0.27868778,"('evil', 'good')",-1.0051929,-0.7711638,-1.1130326,-0.8120924,-0.7837151,-0.4348562,-0.3488589
45,-0.22439341,-0.5038471,"('incompetent', 'competent')",-0.3850897,-0.6243584,-0.7567723,-0.6978533,-0.4554185,-0.6086863,0.1532678
38,0.2154339,0.13310535,"('untruthful', 'truthful')",-0.17507112,-0.13867852,0.15560317,0.2415657,0.065322,0.0786642,-0.0133422
46,0.21022461,-0.5207496,"('uncompetitive', 'competitive')",1.2183628,0.9201755,0.12363515,-0.08833328,0.5174075,0.1036975,0.41371
60,0.20794335,-0.2524499,"('inefficient', 'efficient')",1.2383649,1.0520147,-0.19330548,-0.24163829,0.4176676,0.1859755,0.2316921
72,-0.1865951,-0.3509336,"('unambitious', 'ambitious')",-0.7592599,-0.84498966,-1.5091853,-1.4731606,-0.8183467,-0.8896947,0.071348
15,0.17879575,0.2884632,"('boring', 'funny')",-0.26234132,-0.2303522,0.2116077,0.33958566,0.0426874,0.1325656,-0.0898782
30,0.17458129,-0.014560275,"('intolerant', 'tolerant')",0.8548456,0.8573009,0.7817453,0.70199406,0.603724,0.5149116,0.0888124
32,-0.14123125,-0.14782503,"('unkind', 'kind')",1.0444019,0.93672293,0.9315258,0.9011382,0.6115655,0.5633454,0.0482201
4,-0.13039339,0.17831017,"('disliked', 'liked')",-0.297737,-0.24125057,-5.698435,-5.705923,-2.0421883,-1.9229546,-0.1192337
76,0.13004655,-0.27849847,"('anxious', 'daring')",0.47845107,0.2238669,0.4451234,0.2790804,0.351207,0.0748163,0.2763907
41,-0.07647512,0.10616426,"('unforgiving', 'forgiving')",-0.4355062,-0.33079213,-0.09119813,0.033382412,-0.2010598,-0.0637485,-0.1373113
24,-0.076120794,-0.26932943,"('dishonest', 'honest')",-0.3334013,-0.3979311,0.24553755,0.41219568,-0.0546615,-0.0850216,0.0303601
28,-0.0692704,-0.23080826,"('disloyal', 'loyal')",-0.24060348,-0.35624838,0.83316433,0.8078103,0.1744302,0.0735846,0.1008456
77,-0.023948275,-0.31908146,"('unmotivated', 'motivated')",-0.03807823,-0.16951832,-1.161024,-1.2281941,-0.4076835,-0.5722646,0.1645811
0,0.018492974,-0.19083957,"('unsociable', 'sociable')",0.44303545,0.283693,-0.67436713,-0.6567342,-0.0709462,-0.1879603,0.1170141
