,paramount_male,paramount_female,tuple,global_male,global_female,average_male,average_female,male-female
31,-1.8191212,-1.7533848,"('evil', 'good')",-1.3675323,-1.2028507,-1.5933268,-1.4781177,-0.1152091
72,1.6896198,1.7072963,"('unambitious', 'ambitious')",-0.12508535,-0.11498915,0.7822672,0.7961535,-0.0138863
6,-1.5974027,-1.4378555,"('distant', 'open')",-0.18592751,0.16723445,-0.8916651,-0.6353105,-0.2563546
35,-1.4377325,-1.4400411,"('corrupt', 'incorrupt')",-0.49945742,-0.36090326,-0.9685949,-0.9004722,-0.0681227
29,-1.4115528,-1.2942942,"('unfair', 'fair')",-0.33070683,-0.16807447,-0.8711298,-0.7311844,-0.1399454
5,-1.3908874,-1.2211974,"('distant', 'outgoing')",-0.45275283,-0.1521915,-0.9218201,-0.6866944,-0.2351257
56,1.3706573,1.3498439,"('impractical', 'practical')",0.3078825,0.2665131,0.8392699,0.8081785,0.0310914
4,-1.3704213,-1.4256066,"('disliked', 'liked')",-7.4607253,-7.6704664,-4.4155731,-4.5480366,0.1324635
12,1.3360023,1.317819,"('unsupportive', 'supportive')",-1.2331254,-1.2885042,0.0514385,0.0146574,0.0367811
62,1.2917842,1.2287734,"('incompetent', 'brilliant')",0.5529456,0.5585415,0.9223649,0.8936574,0.0287075
16,-1.1805743,-0.9970195,"('unpopular', 'popular')",0.13351502,0.24053445,-0.5235296,-0.3782426,-0.145287
79,-1.1286049,-1.1135101,"('wavering', 'unwavering')",0.25240391,0.4155271,-0.4381005,-0.3489915,-0.089109
69,-1.0964843,-1.1709818,"('lazy', 'industrious')",-0.99002594,-0.95267594,-1.0432551,-1.0618289,0.0185738
9,1.0890573,0.9476231,"('unaffectionate', 'caring')",1.6924802,1.7204288,1.3907688,1.334026,0.0567428
36,-1.0740259,-0.94696164,"('hostile', 'amicable')",-0.17277402,-0.044708364,-0.6234,-0.495835,-0.127565
68,-1.046449,-1.1627693,"('dependent', 'independent')",-0.72547674,-0.76108915,-0.8859628,-0.9619292,0.0759664
7,1.0333278,0.85155416,"('insensitive', 'sensitive')",0.85933256,0.681648,0.9463302,0.7666011,0.1797291
52,-1.0332378,-1.0728348,"('irrational', 'rational')",-0.23921683,-0.09878048,-0.6362273,-0.5858077,-0.0504196
65,1.0207213,0.83489317,"('insecure', 'secure')",0.1632859,0.06751051,0.5920036,0.4512018,0.1408018
19,-0.98611355,-0.8754483,"('inhospitable', 'hospitable')",0.0418097,0.2215814,-0.4721519,-0.3269334,-0.1452185
21,0.98174006,1.014295,"('immoral', 'moral')",-0.64479995,-0.5931822,0.1684701,0.2105564,-0.0420863
60,0.97343206,0.9583914,"('inefficient', 'efficient')",0.47187287,0.43536982,0.7226524,0.6968806,0.0257718
75,-0.96224946,-0.93280596,"('meek', 'impulsive')",-0.81939316,-0.79201627,-0.8908213,-0.8624111,-0.0284102
23,0.9044241,0.714788,"('insincere', 'sincere')",6.93843,6.909745,3.921427,3.8122666,0.1091604
10,0.88565433,0.86670244,"('unsympathetic', 'sympathetic')",-0.20283018,-0.2558705,0.3414121,0.305416,0.0359961
17,-0.8719367,-0.8760568,"('nasty', 'nice')",-0.95106065,-0.83054453,-0.9114987,-0.8533007,-0.058198
48,0.8577611,0.74077666,"('unintelligent', 'intelligent')",0.06799057,0.03429749,0.4628758,0.3875371,0.0753387
26,0.8378575,0.9168645,"('hardhearted', 'benevolent')",1.3148532,1.2605596,1.0763553,1.088712,-0.0123567
53,0.81602496,0.7387481,"('uncreative', 'creative')",0.45727426,0.45450106,0.6366496,0.5966246,0.040025
20,0.8122113,0.9641426,"('rough', 'thoughtful')",0.45636973,0.59392196,0.6342905,0.7790323,-0.1447418
50,-0.77856034,-0.8311874,"('clumsy', 'skillful')",0.29129016,0.26669705,-0.2436351,-0.2822452,0.0386101
71,0.7784124,0.73742247,"('diffident', 'self-confident')",1.2835846,1.2477064,1.0309985,0.9925644,0.0384341
14,0.7719699,0.86815906,"('antisocial', 'social')",-0.3823812,-0.394304,0.1947944,0.2369275,-0.0421331
73,0.7413921,0.7228878,"('helpless', 'self-reliant')",-3.6880848,-3.704642,-1.4733464,-1.4908772,0.0175308
15,0.72071,0.62610877,"('boring', 'funny')",-0.047122955,-0.016350765,0.3367935,0.304879,0.0319145
45,-0.7189676,-0.7090787,"('incompetent', 'competent')",0.12438619,-0.02042424,-0.2972907,-0.3647515,0.0674608
32,0.7070379,0.63626355,"('unkind', 'kind')",0.72203106,0.71629846,0.7145345,0.676281,0.0382535
88,0.70271814,0.65089387,"('low', 'eminent')",0.14064498,0.13330247,0.4216816,0.3920982,0.0295834
51,-0.69799566,-0.81963116,"('uneducated', 'educated')",0.25328645,0.08115415,-0.2223546,-0.3692385,0.1468839
80,0.69449115,0.5324529,"('dominated', 'dominating')",-0.79565614,-0.8936481,-0.0505825,-0.1805976,0.1300151
27,0.69155914,0.57302386,"('hardhearted', 'softhearted')",1.1481372,1.1502943,0.9198482,0.861659,0.0581892
43,0.6894032,0.7472307,"('irresponsible', 'responsible')",1.1005456,1.203879,0.8949744,0.9755548,-0.0805804
84,0.6802912,0.76526415,"('inferior', 'superior')",0.9179291,0.99062115,0.7991102,0.8779427,-0.0788325
2,0.6793161,0.8379716,"('unlikable', 'likable')",0.617472,0.68165404,0.648394,0.7598128,-0.1114188
70,0.6548166,0.6382512,"('lethargic', 'energetic')",0.48157647,0.36262295,0.5681965,0.5004371,0.0677594
66,-0.6172631,-0.76192796,"('inactive', 'active')",0.80626285,0.80424577,0.0944999,0.0211589,0.073341
76,0.583821,0.6183124,"('anxious', 'daring')",0.13895968,0.20056453,0.3613904,0.4094385,-0.0480481
83,0.5777434,0.70585185,"('powerless', 'powerful')",-0.56954044,-0.48353302,0.0041015,0.1111594,-0.1070579
40,-0.5741969,-0.397079,"('stingy', 'generous')",-2.5066295,-2.492533,-1.5404131,-1.444806,-0.0956071
64,-0.5549563,-0.57675004,"('shy', 'confident')",-6.6722193,-6.7496676,-3.6135879,-3.663209,0.0496211
24,0.5533846,0.5440368,"('dishonest', 'honest')",0.99431527,1.007113,0.77385,0.7755749,-0.0017249
44,-0.54757345,-0.42993593,"('prejudiced', 'unprejudiced')",-1.1434536,-1.0488014,-0.8455135,-0.7393687,-0.1061448
46,0.5440994,0.5909661,"('uncompetitive', 'competitive')",-0.44326046,-0.60040945,0.0504195,-0.0047217,0.0551412
34,0.5338388,0.45857647,"('mean', 'honorable')",5.7100286,5.862601,3.1219337,3.1605887,-0.038655
87,0.5117144,0.33007726,"('unsuccessful', 'successful')",0.8353143,0.8146868,0.6735144,0.572382,0.1011324
39,0.5085456,0.5344142,"('exploitative', 'cooperative')",0.03310874,0.06672905,0.2708272,0.3005716,-0.0297444
47,0.47624674,0.66526246,"('stupid', 'smart')",5.7272606,6.0312166,3.1017537,3.3482394,-0.2464857
54,0.44286776,0.4860084,"('incapable', 'capable')",1.3860375,1.4565939,0.9144526,0.9713011,-0.0568485
30,0.3857912,0.43361977,"('intolerant', 'tolerant')",1.0538386,1.072344,0.7198149,0.7529818,-0.0331669
55,0.362639,0.52849036,"('incompetent', 'clever')",-0.022142842,-0.033223324,0.1702481,0.2476335,-0.0773854
28,0.36216187,0.10874842,"('disloyal', 'loyal')",0.90747374,0.74465376,0.6348178,0.4267011,0.2081167
58,-0.34829128,-0.40806448,"('undiscriminating', 'discriminating')",-0.04269947,-0.24841592,-0.1954954,-0.3282402,0.1327448
0,0.34303454,0.3360032,"('unsociable', 'sociable')",-0.2743572,-0.20792636,0.0343387,0.0640384,-0.0296997
86,0.34152982,0.25526047,"('uninfluential', 'influential')",-0.5165424,-0.6319488,-0.0875063,-0.1883442,0.1008379
77,0.32610136,0.17749903,"('unmotivated', 'motivated')",-1.0995693,-1.1605047,-0.386734,-0.4915028,0.1047688
61,0.3088392,0.28435212,"('illogical', 'logical')",0.47206384,0.46905816,0.3904515,0.3767051,0.0137464
63,0.28049412,0.19980478,"('unperceptive', 'insightful')",1.2444886,1.1247809,0.7624913,0.6622928,0.1001985
42,0.27009952,0.28704295,"('unreliable', 'reliable')",-3.0482497,-3.119925,-1.389075,-1.4164411,0.0273661
37,0.26400375,0.12226217,"('fake', 'genuine')",0.39775756,0.4244801,0.3308806,0.2733711,0.0575095
11,0.23229228,-0.0076177134,"('unhelpful', 'helpful')",2.1821277,2.0619164,1.2072099,1.0271493,0.1800606
38,-0.21450548,-0.25712138,"('untruthful', 'truthful')",0.6277734,0.67494726,0.206634,0.2089129,-0.0022789
13,0.20838802,-0.029840674,"('impolite', 'polite')",-0.31812942,-0.37958115,-0.0548707,-0.2047109,0.1498402
67,-0.19317816,0.05344083,"('doubtful', 'determined')",0.034801792,0.18015653,-0.0791882,0.1167987,-0.1959869
81,-0.19243181,-0.34284177,"('submissive', 'aggressive')",-0.62924933,-0.6885633,-0.4108406,-0.5157025,0.1048619
85,0.18533945,0.19812733,"('insignificant', 'prestigious')",0.15138912,0.32799608,0.1683643,0.2630617,-0.0946974
3,-0.17404091,-0.19816129,"('repellent', 'pleasant')",0.115404494,0.10161663,-0.0293182,-0.0482723,0.0189541
33,-0.16110575,-0.12781872,"('wrong', 'right')",0.07124037,0.14965075,-0.0449327,0.010916,-0.0558487
8,0.16061324,0.23805428,"('unaffectionate', 'affectionate')",0.9807844,1.1225377,0.5706989,0.680296,-0.1095971
74,0.13257118,0.30220872,"('undedicated', 'dedicated')",0.23437837,0.17649111,0.1834748,0.2393499,-0.0558751
25,-0.12773988,-0.1600384,"('egoistic', 'altruistic')",1.003977,0.98473275,0.4381185,0.4123472,0.0257713
