,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,male-female
60,7.008483,3.4540246,"('inefficient', 'efficient')",0.9713348,0.84257793,3.9899089,2.1483011,1.8416078
55,6.8777275,3.8318775,"('incompetent', 'clever')",0.74521667,0.46035898,3.8114722,2.1461182,1.665354
31,-6.279242,-3.5907235,"('evil', 'good')",-0.8861046,-0.73670316,-3.5826733,-2.1637135,-1.4189598
36,-6.185131,-3.3659596,"('hostile', 'amicable')",-0.94919723,-0.74424595,-3.5671642,-2.0551028,-1.5120614
35,-6.0555344,-3.4416246,"('corrupt', 'incorrupt')",-0.6841899,-0.52383417,-3.3698621,-1.9827294,-1.3871327
62,5.4941607,3.2409666,"('incompetent', 'brilliant')",0.69828385,0.5473431,3.0962222,1.8941548,1.2020674
85,-5.337115,-2.172845,"('insignificant', 'prestigious')",-0.52988094,-0.3919061,-2.9334979,-1.2823755,-1.6511224
56,5.3313446,3.0021005,"('impractical', 'practical')",0.99896824,0.8717014,3.1651564,1.936901,1.2282554
6,-5.2623487,-3.2713552,"('distant', 'open')",-0.18105409,-0.23644833,-2.7217014,-1.7539017,-0.9677997
46,5.164842,2.5128303,"('uncompetitive', 'competitive')",-0.54164827,-0.70475006,2.3115969,0.9040401,1.4075568
81,5.0816355,2.6331465,"('submissive', 'aggressive')",0.2932521,0.14949523,2.6874437,1.3913208,1.2961229
10,5.063971,2.4088988,"('unsympathetic', 'sympathetic')",0.3817873,0.0724258,2.7228792,1.2406623,1.4822169
23,4.7953324,2.7484255,"('insincere', 'sincere')",6.359513,6.207214,5.5774226,4.4778194,1.0996032
69,-4.779932,-2.6442804,"('lazy', 'industrious')",-1.475986,-1.2569087,-3.127959,-1.9505945,-1.1773645
21,4.5867176,2.5942123,"('immoral', 'moral')",0.97749436,0.52735454,2.7821059,1.5607834,1.2213225
80,4.4486184,2.1884832,"('dominated', 'dominating')",-0.7052144,-0.62054783,1.871702,0.7839677,1.0877343
79,-4.435406,-2.646479,"('wavering', 'unwavering')",-0.37354118,-0.24686019,-2.4044738,-1.4466696,-0.9578042
5,-4.411194,-2.6396604,"('distant', 'outgoing')",-0.8681214,-0.78731954,-2.6396575,-1.71349,-0.9261675
70,4.3232617,2.6293943,"('lethargic', 'energetic')",0.24447712,0.2040568,2.2838695,1.4167255,0.867144
43,4.270917,2.248027,"('irresponsible', 'responsible')",1.6423409,1.1907884,2.9566288,1.7194078,1.237221
65,4.10137,1.9217826,"('insecure', 'secure')",0.26575196,-0.06032931,2.1835608,0.9307266,1.2528342
63,4.089216,3.0597086,"('unperceptive', 'insightful')",0.37848008,0.40858003,2.2338481,1.7341443,0.4997038
14,4.019983,2.1467736,"('antisocial', 'social')",0.616382,0.55859226,2.3181825,1.3526829,0.9654996
0,4.0178895,2.066931,"('unsociable', 'sociable')",1.0025516,0.86676234,2.5102205,1.4668467,1.0433738
7,3.810836,2.0989058,"('insensitive', 'sensitive')",1.609527,1.5534415,2.7101815,1.8261737,0.8840078
76,3.711386,1.4546435,"('anxious', 'daring')",0.2840918,0.0488313,1.9977388,0.7517374,1.2460014
45,3.592061,1.5576798,"('incompetent', 'competent')",0.6896771,0.6804632,2.1408691,1.1190715,1.0217976
11,3.5698261,2.366275,"('unhelpful', 'helpful')",2.2576537,2.0303657,2.9137399,2.1983204,0.7154195
51,3.5231178,1.8594482,"('uneducated', 'educated')",0.14807531,0.23771258,1.8355966,1.0485804,0.7870162
13,3.463677,1.6539574,"('impolite', 'polite')",0.3091004,0.27966654,1.8863887,0.966812,0.9195767
75,-3.4263291,-2.3246446,"('meek', 'impulsive')",-1.959905,-1.8310852,-2.6931171,-2.0778649,-0.6152522
48,3.3558629,2.0812216,"('unintelligent', 'intelligent')",0.65383554,0.6749597,2.0048492,1.3780906,0.6267586
22,3.194985,1.3790159,"('untrustworthy', 'trustworthy')",-0.011596173,-0.3610914,1.5916944,0.5089623,1.0827321
12,3.188059,2.4320006,"('unsupportive', 'supportive')",-0.8694761,-0.97261584,1.1592915,0.7296924,0.4295991
30,3.1807623,2.375853,"('intolerant', 'tolerant')",1.6364086,1.624995,2.4085855,2.0004239,0.4081616
4,-3.0974033,-1.3273089,"('disliked', 'liked')",-7.0500503,-6.830579,-5.0737267,-4.0789437,-0.994783
86,2.986689,1.5771556,"('uninfluential', 'influential')",0.059563857,0.23412314,1.5231265,0.9056394,0.6174871
52,-2.9505153,-1.2195877,"('irrational', 'rational')",-0.3498144,-0.46715522,-1.6501648,-0.8433715,-0.8067933
32,2.7638392,1.8854918,"('unkind', 'kind')",1.7139423,1.420079,2.2388906,1.6527854,0.5861052
16,-2.6513352,-1.6343628,"('unpopular', 'popular')",-0.1576148,0.20636724,-1.404475,-0.7139978,-0.6904772
66,-2.6195607,-2.1535738,"('inactive', 'active')",-0.4287155,-0.4893041,-1.5241381,-1.3214389,-0.2026992
77,2.588011,0.799674,"('unmotivated', 'motivated')",-0.8702281,-1.0524466,0.8588915,-0.1263863,0.9852778
39,2.5654418,2.4489017,"('exploitative', 'cooperative')",1.2119722,0.8561422,1.888707,1.652522,0.236185
24,2.5333521,1.7312677,"('dishonest', 'honest')",1.3377174,1.0839453,1.9355347,1.4076065,0.5279282
25,-2.4131973,-0.9514222,"('egoistic', 'altruistic')",1.0566326,1.0625545,-0.6782823,0.0555661,-0.7338484
19,-2.3997195,-0.7460474,"('inhospitable', 'hospitable')",-0.73667336,-0.5194489,-1.5681964,-0.6327481,-0.9354483
59,-2.3619823,-0.9406267,"('foolish', 'wise')",0.5990093,0.4234284,-0.8814865,-0.2585992,-0.6228873
3,2.0228772,1.1459883,"('repellent', 'pleasant')",-0.09858985,0.0054556783,0.9621437,0.575722,0.3864217
61,2.0078087,1.7242835,"('illogical', 'logical')",0.709586,0.56406313,1.3586974,1.1441733,0.2145241
57,1.9771854,0.319624,"('unimaginative', 'imaginative')",-2.7842257,-2.8676713,-0.4035202,-1.2740237,0.8705035
47,1.9734529,0.83522886,"('stupid', 'smart')",5.43351,5.3187876,3.7034814,3.0770082,0.6264732
28,1.8735291,1.2627978,"('disloyal', 'loyal')",2.054941,1.8196831,1.9642351,1.5412405,0.4229946
1,-1.8630962,-0.6025161,"('unfriendly', 'friendly')",1.5255451,1.6693267,-0.1687756,0.5334053,-0.7021809
74,1.8486115,1.3946557,"('undedicated', 'dedicated')",0.9746598,1.0386499,1.4116356,1.2166529,0.1949827
82,1.7719816,1.045958,"('poor', 'rich')",5.674133,5.8923984,3.7230573,3.4691782,0.2538791
17,-1.7426355,-0.732333,"('nasty', 'nice')",0.11868155,0.3212419,-0.811977,-0.2055456,-0.6064314
44,-1.6784128,-1.2372034,"('prejudiced', 'unprejudiced')",-1.1969705,-1.4664412,-1.4376917,-1.3518223,-0.0858694
33,-1.6524887,-0.7208592,"('wrong', 'right')",-0.26703283,-0.24438041,-0.9597608,-0.4826198,-0.477141
87,1.575916,0.9914168,"('unsuccessful', 'successful')",0.6160247,0.7482056,1.0959704,0.8698112,0.2261592
8,-1.5501146,-0.2566713,"('unaffectionate', 'affectionate')",0.7033124,0.842216,-0.4234011,0.2927724,-0.7161735
50,-1.4740605,-0.77117765,"('clumsy', 'skillful')",-0.45326507,-0.22856471,-0.9636628,-0.4998712,-0.4637916
73,-1.4608454,-0.5667875,"('helpless', 'self-reliant')",-3.2805815,-3.2271643,-2.3707135,-1.8969759,-0.4737376
41,1.4164798,1.3590357,"('unforgiving', 'forgiving')",0.7944376,0.72626954,1.1054587,1.0426526,0.0628061
49,1.2762543,0.79682964,"('unable', 'able')",0.10292288,-0.07637484,0.6895886,0.3602274,0.3293612
42,1.2592869,0.7126799,"('unreliable', 'reliable')",-2.9456136,-3.14847,-0.8431634,-1.217895,0.3747316
64,1.1831955,0.08030726,"('shy', 'confident')",-6.3633847,-6.794509,-2.5900946,-3.3571007,0.7670061
72,1.094097,0.23571128,"('unambitious', 'ambitious')",-0.5483141,-0.576152,0.2728915,-0.1702204,0.4431119
67,1.0716414,0.5335348,"('doubtful', 'determined')",0.13923152,0.16442972,0.6054365,0.3489823,0.2564542
83,0.9811431,0.353695,"('powerless', 'powerful')",-0.6118917,-0.6341279,0.1846257,-0.1402165,0.3248422
27,-0.9562539,0.1372735,"('hardhearted', 'softhearted')",1.3428409,1.1051384,0.1932935,0.621206,-0.4279125
78,0.9265018,0.42936587,"('nonresilient', 'resilient')",0.31731263,0.19411321,0.6219072,0.3117395,0.3101677
29,-0.8565178,-0.6794674,"('unfair', 'fair')",-1.0885158,-1.1519305,-0.9725168,-0.9156989,-0.0568179
34,0.84571886,1.0203679,"('mean', 'honorable')",4.893593,5.042308,2.8696558,3.0313377,-0.1616819
37,0.8092008,0.26244256,"('fake', 'genuine')",0.9462019,0.7481655,0.8777014,0.505304,0.3723974
26,-0.6720513,0.045856465,"('hardhearted', 'benevolent')",1.6111782,1.6229589,0.4695634,0.8344077,-0.3648443
9,0.6656836,0.9885962,"('unaffectionate', 'caring')",1.9386032,1.7071868,1.3021433,1.3478916,-0.0457483
18,0.55323654,0.27461398,"('disagreeable', 'welcoming')",0.30679664,0.12648696,0.4300166,0.2005505,0.2294661
58,-0.5526341,0.06637454,"('undiscriminating', 'discriminating')",-0.84968674,-0.57843363,-0.7011604,-0.2560295,-0.4451309
15,-0.5484947,0.24226472,"('boring', 'funny')",0.19780686,0.42945534,-0.1753439,0.33586,-0.5112039
20,0.50136364,0.22856802,"('rough', 'thoughtful')",0.40160042,0.2326857,0.451482,0.2306269,0.2208551
40,-0.44469145,-0.07540112,"('stingy', 'generous')",-1.9618101,-1.8886539,-1.2032508,-0.9820275,-0.2212233
71,-0.38728967,0.051457867,"('diffident', 'self-confident')",0.8777569,0.9385708,0.2452336,0.4950143,-0.2497807
54,0.34157747,0.30785328,"('incapable', 'capable')",1.0138057,0.8723962,0.6776916,0.5901247,0.0875669
38,0.32674927,0.7658654,"('untruthful', 'truthful')",0.5072318,0.40894186,0.4169905,0.5874037,-0.1704132
2,0.298791,0.71723574,"('unlikable', 'likable')",0.18506306,0.12031994,0.241927,0.4187779,-0.1768509
88,0.2681893,0.16155331,"('low', 'eminent')",0.26572374,0.1831754,0.2669565,0.1723644,0.0945921
53,-0.10893495,-0.17614296,"('uncreative', 'creative')",-0.34616646,-0.26357743,-0.2275507,-0.2198602,-0.0076905
68,0.10197525,-0.2996565,"('dependent', 'independent')",-0.7630872,-0.86056834,-0.330556,-0.5801125,0.2495565
84,-0.052652888,-0.23259623,"('inferior', 'superior')",0.18827607,0.1264375,0.0678116,-0.0530794,0.120891
