,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,male-female
75,-1.9403924,-1.4295189,"('meek', 'impulsive')",-1.2900085,-1.0786538,-1.6152005,-1.2540864,-0.3611141
31,-1.9282116,-1.7005912,"('evil', 'good')",-2.584165,-2.4691536,-2.2561884,-2.0848725,-0.1713159
56,1.8779724,1.6581272,"('impractical', 'practical')",1.3488857,1.4578875,1.6134291,1.5580074,0.0554217
11,1.8305999,1.4368049,"('unhelpful', 'helpful')",2.7750583,2.7028964,2.302829,2.0698507,0.2329783
35,-1.8132161,-1.7397527,"('corrupt', 'incorrupt')",-2.021266,-2.1496515,-1.9172411,-1.9447021,0.027461
23,1.7965412,1.4855835,"('insincere', 'sincere')",6.0553718,5.91787,3.9259565,3.7017269,0.2242296
39,1.7922266,1.3138487,"('exploitative', 'cooperative')",0.3081549,-0.08513946,1.0501907,0.6143546,0.4358361
60,1.6165651,1.1442308,"('inefficient', 'efficient')",1.9875481,1.8526495,1.8020566,1.4984401,0.3036165
30,1.6090419,1.5265933,"('intolerant', 'tolerant')",1.8330947,1.8112116,1.7210684,1.6689024,0.052166
14,1.5755997,1.4714773,"('antisocial', 'social')",0.63579935,0.70105845,1.1056995,1.0862678,0.0194317
66,-1.5310799,-1.2079827,"('inactive', 'active')",-1.6917642,-1.4739375,-1.6114221,-1.34096,-0.2704621
78,-1.3847489,-1.3383168,"('nonresilient', 'resilient')",-0.08295378,-0.07474671,-0.7338514,-0.7065318,-0.0273196
26,1.3224477,1.2874513,"('hardhearted', 'benevolent')",0.8406909,1.0125593,1.0815693,1.1500053,-0.068436
36,-1.3023093,-1.6179996,"('hostile', 'amicable')",-1.8627737,-1.9984224,-1.5825415,-1.808211,0.2256695
81,1.2745011,1.0018775,"('submissive', 'aggressive')",0.8233251,0.71532124,1.0489131,0.8585994,0.1903137
24,1.2638443,1.1688749,"('dishonest', 'honest')",1.176318,1.3913637,1.2200811,1.2801193,-0.0600382
13,1.2374077,1.298904,"('impolite', 'polite')",0.66617954,0.6022803,0.9517936,0.9505922,0.0012014
21,1.1766367,1.0534906,"('immoral', 'moral')",0.72547853,0.7973919,0.9510576,0.9254413,0.0256163
84,1.1668549,0.8579194,"('inferior', 'superior')",0.009882309,-0.021487454,0.5883686,0.418216,0.1701526
19,-1.1515601,-1.1851507,"('inhospitable', 'hospitable')",-1.1626393,-1.1134881,-1.1570997,-1.1493194,-0.0077803
48,1.1368865,0.55442166,"('unintelligent', 'intelligent')",0.8895159,0.7412622,1.0132012,0.6478419,0.3653593
38,1.0681409,1.2339654,"('untruthful', 'truthful')",0.9613789,1.0385767,1.0147599,1.136271,-0.1215111
50,-1.066981,-1.128009,"('clumsy', 'skillful')",-0.5062176,-0.5933281,-0.7865993,-0.8606685,0.0740692
16,-1.0624322,-0.85716546,"('unpopular', 'popular')",-0.24263918,-0.2802754,-0.6525357,-0.5687205,-0.0838152
41,1.0274786,0.93126386,"('unforgiving', 'forgiving')",0.20280029,0.36301956,0.6151394,0.6471417,-0.0320023
12,0.9802891,0.9783999,"('unsupportive', 'supportive')",-0.9835916,-0.73836446,-0.0016513,0.1200177,-0.121669
69,-0.8756185,-0.33438262,"('lazy', 'industrious')",-1.862874,-1.7550006,-1.3692462,-1.0446916,-0.3245546
79,-0.8309591,-0.92319554,"('wavering', 'unwavering')",-1.3941318,-1.4535903,-1.1125455,-1.1883929,0.0758474
47,0.817082,0.8693763,"('stupid', 'smart')",5.1919837,5.288176,3.0045328,3.0787761,-0.0742433
73,0.8037203,0.9250574,"('helpless', 'self-reliant')",-3.654694,-3.6035964,-1.4254869,-1.3392695,-0.0862174
32,0.79698986,0.5738084,"('unkind', 'kind')",1.1565464,1.3240391,0.9767681,0.9489237,0.0278444
43,0.7907374,0.68924594,"('irresponsible', 'responsible')",1.1658231,1.3530817,0.9782802,1.0211638,-0.0428836
62,0.786996,0.9731879,"('incompetent', 'brilliant')",1.3572183,1.6040437,1.0721071,1.2886158,-0.2165087
61,0.7683815,0.55823773,"('illogical', 'logical')",0.8203401,0.6998343,0.7943608,0.629036,0.1653248
28,0.75893056,0.2765505,"('disloyal', 'loyal')",1.3401088,1.1367625,1.0495197,0.7066565,0.3428632
17,-0.71178335,-0.6550882,"('nasty', 'nice')",-0.68652797,-0.7238842,-0.6991557,-0.6894862,-0.0096695
67,0.69340086,0.8315987,"('doubtful', 'determined')",-0.108736336,-0.1417365,0.2923323,0.3449311,-0.0525988
83,0.6927357,0.37738293,"('powerless', 'powerful')",0.20444423,0.12929243,0.44859,0.2533377,0.1952523
80,-0.6710241,-0.43340722,"('dominated', 'dominating')",0.19569181,0.4149496,-0.2376661,-0.0092288,-0.2284373
64,-0.6692302,-0.40155664,"('shy', 'confident')",-5.164306,-5.137022,-2.9167681,-2.7692893,-0.1474788
54,-0.6616017,-0.7368723,"('incapable', 'capable')",0.43801588,0.38503876,-0.1117929,-0.1759168,0.0641239
22,0.65699583,0.8421201,"('untrustworthy', 'trustworthy')",0.29646006,0.3776952,0.476728,0.6099076,-0.1331796
65,0.6447524,0.24816719,"('insecure', 'secure')",1.2340465,0.89746076,0.9393994,0.572814,0.3665854
10,-0.6260846,-0.67186385,"('unsympathetic', 'sympathetic')",0.6004381,0.82574487,-0.0128233,0.0769405,-0.0897638
55,0.60766906,0.34512424,"('incompetent', 'clever')",1.5152028,1.5001181,1.0614359,0.9226212,0.1388147
58,-0.588005,-0.51465046,"('undiscriminating', 'discriminating')",0.098991096,0.17568779,-0.244507,-0.1694813,-0.0750257
27,-0.5875477,-0.5362057,"('hardhearted', 'softhearted')",-0.41504872,-0.033296935,-0.5012982,-0.2847513,-0.2165469
5,-0.56039023,-0.5129168,"('distant', 'outgoing')",-1.0077537,-0.884175,-0.784072,-0.6985459,-0.0855261
0,0.55873126,0.15410094,"('unsociable', 'sociable')",0.6635137,0.5485488,0.6111225,0.3513249,0.2597976
34,0.557744,0.48790172,"('mean', 'honorable')",4.311481,4.3340936,2.4346125,2.4109976,0.0236149
2,0.5559143,0.629491,"('unlikable', 'likable')",0.3543589,0.5444332,0.4551366,0.5869621,-0.1318255
8,-0.5545749,-0.7657689,"('unaffectionate', 'affectionate')",-0.18753937,-0.07974929,-0.3710572,-0.4227591,0.0517019
15,0.54156727,0.49473193,"('boring', 'funny')",0.28559244,0.29982567,0.4135799,0.3972788,0.0163011
29,0.51003754,0.5111471,"('unfair', 'fair')",-0.7634202,-0.5691557,-0.1266913,-0.0290043,-0.097687
33,0.47910368,0.8999359,"('wrong', 'right')",-0.13058555,-0.08562903,0.1742591,0.4071534,-0.2328943
51,0.4674865,0.5330024,"('uneducated', 'educated')",0.32258597,0.20681596,0.3950362,0.3699092,0.025127
4,-0.4519598,0.1380263,"('disliked', 'liked')",-6.5044174,-6.1739774,-3.4781885,-3.0179756,-0.4602129
63,0.45024803,0.6011495,"('unperceptive', 'insightful')",1.5268658,1.685661,0.9885569,1.1434052,-0.1548483
9,0.43524638,0.11612286,"('unaffectionate', 'caring')",0.9451833,1.0274402,0.6902148,0.5717815,0.1184333
70,0.41993457,0.48110554,"('lethargic', 'energetic')",0.9168763,1.0689284,0.6684054,0.775017,-0.1066116
77,-0.4077976,-0.36643076,"('unmotivated', 'motivated')",-0.1485498,-0.29018748,-0.2781737,-0.3283091,0.0501354
42,0.40719357,0.6103235,"('unreliable', 'reliable')",-1.9403598,-1.6504079,-0.7665831,-0.5200422,-0.2465409
25,-0.40647653,-0.5290177,"('egoistic', 'altruistic')",0.54702663,0.52250314,0.0702751,-0.0032573,0.0735324
68,-0.34199223,-0.5087373,"('dependent', 'independent')",-0.57582766,-0.7365945,-0.4589099,-0.6226659,0.163756
82,-0.33623123,-0.31667128,"('poor', 'rich')",5.78958,5.8483677,2.7266743,2.7658482,-0.0391739
20,0.33172905,0.060232975,"('rough', 'thoughtful')",0.38933527,0.46915048,0.3605322,0.2646917,0.0958405
59,0.2953495,0.39458406,"('foolish', 'wise')",-0.27468744,-0.30789602,0.010331,0.043344,-0.033013
87,-0.2893453,-0.04410647,"('unsuccessful', 'successful')",-0.395677,-0.38295427,-0.3425111,-0.2135304,-0.1289807
40,0.2806085,0.59740466,"('stingy', 'generous')",-2.093931,-1.8516871,-0.9066612,-0.6271412,-0.27952
85,-0.27742374,-0.50273573,"('insignificant', 'prestigious')",-1.3224372,-1.4463781,-0.7999305,-0.9745569,0.1746264
7,0.2556183,0.49142787,"('insensitive', 'sensitive')",1.398945,1.6223567,0.8272817,1.0568923,-0.2296106
37,-0.23604676,-0.24395525,"('fake', 'genuine')",0.054726783,0.1531985,-0.09066,-0.0453784,-0.0452816
71,-0.23487756,-0.15623654,"('diffident', 'self-confident')",0.8782385,0.8987407,0.3216805,0.3712521,-0.0495716
44,-0.2194982,-0.30422878,"('prejudiced', 'unprejudiced')",-1.5433333,-1.571517,-0.8814157,-0.9378729,0.0564572
76,-0.2155541,-0.2817054,"('anxious', 'daring')",0.14322713,0.13245419,-0.0361635,-0.0746256,0.0384621
52,-0.1438101,-0.2931373,"('irrational', 'rational')",-0.95408154,-1.1394755,-0.5489458,-0.7163064,0.1673606
86,0.13926902,-0.11235425,"('uninfluential', 'influential')",0.41330856,0.38135776,0.2762888,0.1345018,0.141787
72,-0.11235927,0.023891013,"('unambitious', 'ambitious')",-0.22056375,-0.16704734,-0.1664615,-0.0715782,-0.0948833
74,-0.103945896,-0.3355231,"('undedicated', 'dedicated')",-0.13157435,-0.22675788,-0.1177601,-0.2811405,0.1633804
45,-0.097851515,0.25392887,"('incompetent', 'competent')",0.44010505,0.7233138,0.1711268,0.4886214,-0.3174946
46,-0.09379872,0.01695116,"('uncompetitive', 'competitive')",0.7556784,0.8317281,0.3309399,0.4243396,-0.0933997
88,-0.07853908,-0.5802091,"('low', 'eminent')",0.091436766,0.063032426,0.0064488,-0.2585883,0.2650371
3,-0.07838722,-0.0191912,"('repellent', 'pleasant')",0.5825031,0.6553709,0.2520579,0.3180898,-0.0660319
6,-0.0626362,-0.27145663,"('distant', 'open')",-0.64287,-0.48684403,-0.3527531,-0.3791503,0.0263972
57,0.04164109,0.108903654,"('unimaginative', 'imaginative')",-2.2618532,-2.1319726,-1.1101061,-1.0115345,-0.0985716
53,-0.03244812,-0.20471445,"('uncreative', 'creative')",0.49190035,0.42591938,0.2297261,0.1106025,0.1191236
1,0.032426182,-0.2513159,"('unfriendly', 'friendly')",0.6442013,0.6944671,0.3383137,0.2215756,0.1167381
18,0.02027708,-0.18323244,"('disagreeable', 'welcoming')",-0.9819586,-1.0430588,-0.4808408,-0.6131456,0.1323048
49,0.0028943364,-0.3388628,"('unable', 'able')",-0.03525766,-0.07307282,-0.0161817,-0.2059678,0.1897861
