,lsi_male,lsi_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.0382187,-1.9102234,"('unfriendly', 'friendly')",0.8051278,0.658951,-0.6165454,-0.6256362,0.0090908
8,-1.9993998,-1.4128506,"('unaffectionate', 'affectionate')",-0.3638001,-0.26861852,-1.1816,-0.8407346,-0.3408654
6,-1.692347,-1.5378367,"('distant', 'open')",-1.3805435,-1.6670074,-1.5364453,-1.602422,0.0659767
62,1.6382729,1.0810554,"('incompetent', 'brilliant')",1.607704,1.2268822,1.6229885,1.1539688,0.4690197
60,1.5584614,1.184069,"('inefficient', 'efficient')",1.0558707,0.7653139,1.3071661,0.9746915,0.3324746
5,-1.4994456,-1.3474497,"('distant', 'outgoing')",-0.97655714,-1.0962377,-1.2380013,-1.2218437,-0.0161576
31,-1.4618571,-1.364345,"('evil', 'good')",-1.3587546,-1.4962447,-1.4103059,-1.4302948,0.0199889
79,-1.4379575,-1.3091675,"('wavering', 'unwavering')",-0.7854528,-0.9381903,-1.1117052,-1.1236789,0.0119737
19,-1.4152554,-0.97805464,"('inhospitable', 'hospitable')",-0.88578254,-0.6775057,-1.150519,-0.8277801,-0.3227389
85,-1.408557,-0.8043065,"('insignificant', 'prestigious')",-1.2498789,-0.5195863,-1.3292179,-0.6619464,-0.6672715
36,-1.4039987,-1.361818,"('hostile', 'amicable')",-0.99695593,-0.843356,-1.2004774,-1.102587,-0.0978904
9,-1.3144944,-1.0933405,"('unaffectionate', 'caring')",0.6563323,0.5378396,-0.329081,-0.2777505,-0.0513305
28,-1.2934794,-1.2943383,"('disloyal', 'loyal')",1.0458096,0.9338082,-0.1238349,-0.1802651,0.0564302
80,1.233715,0.7452985,"('dominated', 'dominating')",-0.5268229,-0.4523179,0.3534461,0.1464903,0.2069558
25,-1.2204721,-0.6640951,"('egoistic', 'altruistic')",0.29579186,0.59199274,-0.4623401,-0.0360512,-0.4262889
38,-1.172932,-1.1482289,"('untruthful', 'truthful')",0.2864645,0.19102566,-0.4432338,-0.4786016,0.0353678
18,-1.1697233,-0.8892348,"('disagreeable', 'welcoming')",-0.47494203,-0.639539,-0.8223326,-0.7643869,-0.0579457
56,1.1166024,0.98027754,"('impractical', 'practical')",0.21799906,0.06575416,0.6673008,0.5230159,0.1442849
86,-1.0239387,-1.313776,"('uninfluential', 'influential')",-0.04671244,-0.5077195,-0.5353255,-0.9107478,0.3754223
76,1.011957,0.8370632,"('anxious', 'daring')",0.5065104,0.35323003,0.7592337,0.5951466,0.1640871
54,-0.978375,-0.8089628,"('incapable', 'capable')",0.55055183,0.6571729,-0.2139116,-0.075895,-0.1380166
14,0.9747677,0.94368154,"('antisocial', 'social')",0.5734158,0.5016968,0.7740917,0.7226892,0.0514025
20,0.94733006,0.768916,"('rough', 'thoughtful')",0.5573156,0.74866045,0.7523228,0.7587882,-0.0064654
53,-0.9407141,-0.8373733,"('uncreative', 'creative')",0.8803904,0.5543391,-0.0301619,-0.1415171,0.1113552
66,-0.93027776,-0.8766985,"('inactive', 'active')",-0.26939297,-0.34989128,-0.5998354,-0.6132949,0.0134595
81,0.9170449,0.62290406,"('submissive', 'aggressive')",0.3154804,0.099250324,0.6162627,0.3610772,0.2551855
88,-0.8960215,-0.7590638,"('low', 'eminent')",-0.10697611,-0.04461859,-0.5014988,-0.4018412,-0.0996576
55,0.86214316,0.6583343,"('incompetent', 'clever')",1.018701,0.7985521,0.9404221,0.7284432,0.2119789
3,0.8184119,0.47581887,"('repellent', 'pleasant')",1.1229963,0.9769911,0.9707041,0.726405,0.2442991
65,0.79436755,0.61095697,"('insecure', 'secure')",0.66877264,0.20264001,0.7315701,0.4067985,0.3247716
35,-0.7883184,-0.66639817,"('corrupt', 'incorrupt')",-1.4223803,-1.162197,-1.1053493,-0.9142976,-0.1910517
52,-0.78334737,-0.70077425,"('irrational', 'rational')",-0.66180974,-0.58961004,-0.7225785,-0.6451921,-0.0773864
67,0.7211011,0.86701834,"('doubtful', 'determined')",-0.5751271,-0.37690702,0.072987,0.2450557,-0.1720687
2,0.71741956,0.91917795,"('unlikable', 'likable')",0.9439125,0.982906,0.8306661,0.9510419,-0.1203758
71,-0.7060059,-0.72679687,"('diffident', 'self-confident')",0.014492318,0.16329099,-0.3457568,-0.2817529,-0.0640039
26,-0.6962138,-0.52830523,"('hardhearted', 'benevolent')",0.8160142,1.2249168,0.0599002,0.3483058,-0.2884056
30,0.6510398,0.7445826,"('intolerant', 'tolerant')",1.2475157,1.3444003,0.9492778,1.0444914,-0.0952136
58,-0.6382079,-0.7709239,"('undiscriminating', 'discriminating')",0.33610842,0.44088134,-0.1510497,-0.1650213,0.0139716
15,-0.6178256,-0.47337535,"('boring', 'funny')",0.08810453,0.19901903,-0.2648605,-0.1371782,-0.1276823
21,0.5976498,0.51890427,"('immoral', 'moral')",0.2564364,0.14297074,0.4270431,0.3309375,0.0961056
0,-0.56896967,-0.58359236,"('unsociable', 'sociable')",0.29596865,0.18484238,-0.1365005,-0.199375,0.0628745
33,-0.56107336,-0.4280349,"('wrong', 'right')",-1.4740971,-1.0595472,-1.0175853,-0.743791,-0.2737943
57,-0.54028773,-0.74979204,"('unimaginative', 'imaginative')",-2.8430002,-2.7547185,-1.691644,-1.7522553,0.0606113
49,0.4958647,0.29639322,"('unable', 'able')",-0.13630426,0.009232335,0.1797802,0.1528128,0.0269674
10,-0.45162326,-0.6735218,"('unsympathetic', 'sympathetic')",0.20151061,-0.29307878,-0.1250563,-0.4833003,0.358244
48,0.4382179,-0.15207763,"('unintelligent', 'intelligent')",1.3757622,1.0558357,0.9069901,0.4518791,0.455111
16,-0.42693996,-0.2345422,"('unpopular', 'popular')",0.139345,0.6794287,-0.1437975,0.2224433,-0.3662408
42,0.41685158,0.48914385,"('unreliable', 'reliable')",-2.7263627,-2.6558363,-1.1547556,-1.0833462,-0.0714094
4,-0.39026114,-0.50396144,"('disliked', 'liked')",-6.3644123,-5.7238274,-3.3773367,-3.1138945,-0.2634422
24,-0.3690654,-0.27926153,"('dishonest', 'honest')",1.3354396,0.75337774,0.4831871,0.2370581,0.246129
41,-0.35660338,-0.4315039,"('unforgiving', 'forgiving')",0.017474672,0.041188665,-0.1695644,-0.1951576,0.0255932
59,0.3444627,0.24941236,"('foolish', 'wise')",-0.23550512,-0.31519017,0.0544788,-0.0328889,0.0873677
39,0.33058396,0.74245775,"('exploitative', 'cooperative')",-0.07282141,0.15977594,0.1288813,0.4511169,-0.3222356
45,0.32143098,0.1084537,"('incompetent', 'competent')",0.46978098,0.20108186,0.395606,0.1547678,0.2408382
87,0.28574038,0.094108686,"('unsuccessful', 'successful')",1.1264178,1.2464478,0.7060791,0.6702783,0.0358008
68,0.28511843,-0.005188316,"('dependent', 'independent')",-0.44127613,-0.5410573,-0.0780789,-0.2731228,0.1950439
47,0.27239415,0.048024066,"('stupid', 'smart')",5.325907,4.6820445,2.7991507,2.3650343,0.4341164
72,0.26369905,0.13732594,"('unambitious', 'ambitious')",-0.0467316,-0.71376854,0.1084837,-0.2882213,0.396705
37,-0.2601708,-0.4452665,"('fake', 'genuine')",0.09026749,-0.39128125,-0.0849517,-0.4182739,0.3333222
51,0.25838223,-0.35762486,"('uneducated', 'educated')",0.74014455,0.58897084,0.4992634,0.115673,0.3835904
75,-0.23967126,-0.14676926,"('meek', 'impulsive')",-0.7363927,-0.5987325,-0.488032,-0.3727509,-0.1152811
13,-0.23568399,-0.03022974,"('impolite', 'polite')",-0.14725655,-0.17387065,-0.1914703,-0.1020502,-0.0894201
64,0.23079263,-0.042234737,"('shy', 'confident')",-5.203212,-5.4933662,-2.4862096,-2.7678006,0.281591
