,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.4141104,-2.3470242,"('unsympathetic', 'sympathetic')",-0.55987114,-0.7466009,-1.4869908,-1.5468125,0.0598217
69,2.3004677,2.13256,"('lazy', 'industrious')",-0.4889788,-0.16580863,0.9057444,0.9833757,-0.0776313
86,-1.983097,-1.9015291,"('uninfluential', 'influential')",-0.10445675,-0.3796304,-1.0437769,-1.1405797,0.0968028
85,1.8256344,1.5386136,"('insignificant', 'prestigious')",0.3345947,0.37441403,1.0801145,0.9565138,0.1236007
45,-1.7378067,-1.8164232,"('incompetent', 'competent')",-0.052913032,-0.35769483,-0.8953599,-1.087059,0.1916991
60,-1.6860965,-1.4153897,"('inefficient', 'efficient')",-0.3298794,-0.22580685,-1.007988,-0.8205982,-0.1873898
13,-1.6852735,-1.3282002,"('impolite', 'polite')",-1.070626,-1.1992096,-1.3779497,-1.2637049,-0.1142448
23,-1.6674783,-1.467056,"('insincere', 'sincere')",5.042891,4.7748914,1.6877064,1.6539177,0.0337887
81,-1.6573169,-1.5210739,"('submissive', 'aggressive')",-0.8142458,-0.8854599,-1.2357814,-1.2032669,-0.0325145
11,-1.6227096,-1.4969054,"('unhelpful', 'helpful')",1.1764033,1.1394925,-0.2231532,-0.1787065,-0.0444467
28,-1.6196123,-1.5700794,"('disloyal', 'loyal')",0.76294976,0.70032775,-0.4283313,-0.4348758,0.0065445
35,1.553496,1.3913426,"('corrupt', 'incorrupt')",-0.39695495,-0.26867583,0.5782706,0.5613334,0.0169372
43,-1.5470294,-1.4598316,"('irresponsible', 'responsible')",0.18396589,0.14356999,-0.6815317,-0.6581308,-0.0234009
55,-1.5452516,-1.4222814,"('incompetent', 'clever')",0.57055265,0.33013108,-0.4873495,-0.5460752,0.0587257
36,1.4802406,1.0647012,"('hostile', 'amicable')",-0.0452137,-0.08818757,0.7175134,0.4882568,0.2292566
57,-1.4337245,-1.8268937,"('unimaginative', 'imaginative')",-2.8892949,-2.909134,-2.1615098,-2.3680139,0.2065041
0,-1.4190761,-1.2686425,"('unsociable', 'sociable')",-0.04747652,-0.0875634,-0.7332763,-0.678103,-0.0551733
62,-1.3992741,-1.2582132,"('incompetent', 'brilliant')",0.3169849,0.25607926,-0.5411446,-0.5010669,-0.0400777
73,1.3362983,1.3931344,"('helpless', 'self-reliant')",-2.954668,-2.7381783,-0.8091848,-0.6725219,-0.1366629
70,-1.3215126,-1.2194563,"('lethargic', 'energetic')",0.038797475,-0.20465934,-0.6413575,-0.7120578,0.0707003
84,1.3142916,1.2317059,"('inferior', 'superior')",1.1923252,1.2105938,1.2533084,1.2211499,0.0321585
46,-1.3065006,-1.3659421,"('uncompetitive', 'competitive')",-0.92448735,-0.9490501,-1.115494,-1.1574961,0.0420021
21,-1.2987491,-0.92603964,"('immoral', 'moral')",-0.4497152,-0.47693327,-0.8742322,-0.7014865,-0.1727457
25,1.2767433,1.3008897,"('egoistic', 'altruistic')",1.6802309,1.8269747,1.478487,1.5639322,-0.0854452
22,-1.2046119,-1.1802343,"('untrustworthy', 'trustworthy')",-0.7534066,-1.0539466,-0.9790093,-1.1170905,0.1380812
30,-1.1975206,-0.94643474,"('intolerant', 'tolerant')",0.38996914,0.57611966,-0.4037758,-0.1851575,-0.2186183
51,-1.1790354,-1.015111,"('uneducated', 'educated')",0.4869976,0.32169265,-0.3460189,-0.3467092,0.0006903
72,-1.1445605,-1.071672,"('unambitious', 'ambitious')",-0.66024405,-0.57324624,-0.9024023,-0.8224591,-0.0799432
24,-1.0732722,-0.8789338,"('dishonest', 'honest')",0.33811742,0.3972321,-0.3675774,-0.2408509,-0.1267265
33,1.0212568,0.9145285,"('wrong', 'right')",-0.6873784,-0.58492786,0.1669392,0.1648003,0.0021389
56,-0.9784664,-0.8431487,"('impractical', 'practical')",-0.5898364,-0.6934213,-0.7841514,-0.768285,-0.0158664
74,-0.94574887,-0.82947856,"('undedicated', 'dedicated')",-0.3333705,-0.27561423,-0.6395597,-0.5525464,-0.0870133
65,-0.9011124,-0.733212,"('insecure', 'secure')",-0.23266745,-0.33108222,-0.5668899,-0.5321471,-0.0347428
44,0.88473237,0.6767993,"('prejudiced', 'unprejudiced')",-1.5115196,-1.4795436,-0.3133936,-0.4013721,0.0879785
18,-0.8770348,-0.55403024,"('disagreeable', 'welcoming')",-0.47415334,-0.41365966,-0.6755941,-0.4838449,-0.1917492
4,0.8765663,0.4575576,"('disliked', 'liked')",-6.145889,-5.905536,-2.6346612,-2.7239892,0.089328
31,0.8703178,0.81025094,"('evil', 'good')",-0.3950007,-0.26996168,0.2376586,0.2701446,-0.032486
16,0.86450183,0.90402305,"('unpopular', 'popular')",0.37749445,0.40448663,0.6209981,0.6542549,-0.0332568
77,-0.8409223,-0.98888266,"('unmotivated', 'motivated')",-1.2649137,-1.1378449,-1.052918,-1.0633638,0.0104458
38,-0.8393509,-0.91565263,"('untruthful', 'truthful')",-0.6915424,-0.48327893,-0.7654467,-0.6994658,-0.0659809
41,-0.81979847,-0.7439625,"('unforgiving', 'forgiving')",0.061805412,-0.08461705,-0.3789965,-0.4142898,0.0352933
3,-0.78477925,-0.6309356,"('repellent', 'pleasant')",0.7363917,0.5720176,-0.0241938,-0.029459,0.0052652
82,-0.75220984,-0.37407243,"('poor', 'rich')",5.7005367,5.538902,2.4741635,2.5824146,-0.1082511
14,-0.74800444,-0.7580634,"('antisocial', 'social')",0.07029727,-0.040462088,-0.3388536,-0.3992627,0.0604091
71,0.7402843,0.4067579,"('diffident', 'self-confident')",0.902865,0.5787618,0.8215747,0.4927599,0.3288148
39,0.72366416,0.7936331,"('exploitative', 'cooperative')",0.27956867,0.3290619,0.5016164,0.5613475,-0.0597311
63,-0.70821,-0.7155039,"('unperceptive', 'insightful')",0.6495184,0.42423633,-0.0293458,-0.1456338,0.116288
34,-0.6910372,-0.44792542,"('mean', 'honorable')",5.0564923,4.883331,2.1827276,2.2177026,-0.034975
32,-0.6882851,-0.64425737,"('unkind', 'kind')",0.44527134,0.46086502,-0.1215069,-0.0916962,-0.0298107
59,0.6797578,0.6103343,"('foolish', 'wise')",0.057905354,0.27939624,0.3688316,0.4448653,-0.0760337
12,-0.6693086,-0.76380193,"('unsupportive', 'supportive')",-1.660698,-1.7652736,-1.1650033,-1.2645378,0.0995345
40,0.6581247,0.591506,"('stingy', 'generous')",-1.4351643,-1.5102543,-0.3885198,-0.4593741,0.0708543
9,-0.6414574,-0.75648284,"('unaffectionate', 'caring')",1.0140561,0.8000969,0.1862994,0.021807,0.1644924
66,0.6379738,0.25654262,"('inactive', 'active')",0.6447826,0.30892575,0.6413782,0.2827342,0.358644
29,0.5456634,0.46840703,"('unfair', 'fair')",0.057924323,-0.1551385,0.3017939,0.1566343,0.1451596
76,-0.5423335,-0.55009556,"('anxious', 'daring')",-0.43764848,-0.56574017,-0.489991,-0.5579178,0.0679268
15,0.5235377,0.3138228,"('boring', 'funny')",0.2471626,0.07872996,0.3853501,0.1962764,0.1890737
68,-0.52301633,-0.23224527,"('dependent', 'independent')",-0.4753974,-0.50942564,-0.4992069,-0.3708355,-0.1283714
50,0.5196888,0.46941933,"('clumsy', 'skillful')",-0.08975967,-0.11035668,0.2149646,0.1795313,0.0354333
7,-0.46909037,-0.5734144,"('insensitive', 'sensitive')",0.4171963,0.18605086,-0.025947,-0.1936818,0.1677348
2,0.46549773,0.58674705,"('unlikable', 'likable')",0.78868544,0.89073163,0.6270916,0.7387394,-0.1116478
53,-0.4634806,-0.62855273,"('uncreative', 'creative')",0.56102085,0.483589,0.0487701,-0.0724819,0.121252
52,0.45865303,0.53761876,"('irrational', 'rational')",0.097232126,0.25138047,0.2779426,0.3944996,-0.116557
47,-0.45736966,-0.34361902,"('stupid', 'smart')",4.8892765,4.598217,2.2159534,2.1272991,0.0886543
20,0.4409449,0.34592876,"('rough', 'thoughtful')",1.0035847,1.0172049,0.7222648,0.6815668,0.040698
1,-0.43949634,-0.5728166,"('unfriendly', 'friendly')",1.4691577,1.5219396,0.5148307,0.4745615,0.0402692
87,0.43003613,0.2939941,"('unsuccessful', 'successful')",1.2873154,1.063553,0.8586757,0.6787735,0.1799022
49,-0.42846754,-0.5161239,"('unable', 'able')",-0.30875802,-0.3529367,-0.3686128,-0.4345303,0.0659175
42,0.4273167,0.3130219,"('unreliable', 'reliable')",-2.9520304,-3.0096333,-1.2623569,-1.3483057,0.0859488
88,-0.42727664,-0.37070915,"('low', 'eminent')",-0.40021586,-0.40577778,-0.4137462,-0.3882435,-0.0255027
19,-0.3989778,-0.35749856,"('inhospitable', 'hospitable')",-0.240343,-0.27351445,-0.3196604,-0.3155065,-0.0041539
27,-0.39226747,-0.33389863,"('hardhearted', 'softhearted')",1.2414994,1.0467422,0.424616,0.3564218,0.0681942
80,-0.3725756,-0.7577358,"('dominated', 'dominating')",-0.5741379,-0.91120136,-0.4733568,-0.8344686,0.3611118
8,-0.37256402,-0.47288838,"('unaffectionate', 'affectionate')",0.5589922,0.41346535,0.0932141,-0.0297115,0.1229256
54,-0.29937094,-0.40540487,"('incapable', 'capable')",0.6373307,0.6191455,0.1689799,0.1068703,0.0621096
58,0.27090135,0.0010359436,"('undiscriminating', 'discriminating')",0.25186992,0.17411715,0.2613856,0.0875765,0.1738091
64,0.24605867,0.13191825,"('shy', 'confident')",-5.7985787,-5.534557,-2.7762601,-2.7013192,-0.0749409
75,0.23288158,0.012222926,"('meek', 'impulsive')",-0.81334704,-0.81053364,-0.2902327,-0.3991553,0.1089226
48,0.21777648,0.1511865,"('unintelligent', 'intelligent')",1.0224557,1.0241767,0.6201161,0.5876816,0.0324345
83,0.18787426,0.022798512,"('powerless', 'powerful')",-0.9381643,-0.88245463,-0.375145,-0.429828,0.054683
6,0.14354722,0.040252432,"('distant', 'open')",-0.60985756,-0.6173855,-0.2331552,-0.2885665,0.0554113
67,0.13843396,0.3154471,"('doubtful', 'determined')",-0.6103535,-0.52224815,-0.2359598,-0.1034005,-0.1325593
79,0.111028634,-0.03803378,"('wavering', 'unwavering')",-0.39507714,-0.4571938,-0.1420242,-0.2476138,0.1055896
37,0.08575657,0.12318719,"('fake', 'genuine')",-0.14261782,-0.264689,-0.0284306,-0.0707509,0.0423203
5,0.07617124,0.038739208,"('distant', 'outgoing')",-0.575011,-0.41272795,-0.2494199,-0.1869944,-0.0624255
26,0.07505589,-0.06599322,"('hardhearted', 'benevolent')",2.074408,2.1054893,1.0747319,1.019748,0.0549839
61,0.06280559,0.1647091,"('illogical', 'logical')",0.86311334,0.8099567,0.4629595,0.4873329,-0.0243734
78,-0.02451641,-0.30181435,"('nonresilient', 'resilient')",0.43580872,0.37083572,0.2056462,0.0345107,0.1711355
17,0.0079864245,-0.016853562,"('nasty', 'nice')",-0.4081732,-0.38413134,-0.2000934,-0.2004925,0.0003991
