,compuware_male,compuware_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.5081468,-2.6093433,"('unsympathetic', 'sympathetic')",-0.4824162,-0.5759876,-1.4952815,-1.5926654,0.0973839
46,-1.7381945,-1.9029433,"('uncompetitive', 'competitive')",-0.8428371,-0.85878783,-1.2905158,-1.3808656,0.0903498
43,-1.722292,-1.7010802,"('irresponsible', 'responsible')",0.1680176,0.07245237,-0.7771372,-0.8143139,0.0371767
73,1.5154117,1.5468608,"('helpless', 'self-reliant')",-3.275167,-2.970102,-0.8798776,-0.7116206,-0.168257
70,-1.4592539,-1.3433409,"('lethargic', 'energetic')",-0.0041474383,0.21410212,-0.7317007,-0.5646194,-0.1670813
63,-1.4336358,-1.4688147,"('unperceptive', 'insightful')",0.81350166,0.93197256,-0.3100671,-0.2684211,-0.041646
45,-1.3833673,-1.4734952,"('incompetent', 'competent')",0.03033563,-0.016224036,-0.6765158,-0.7448596,0.0683438
66,-1.3806074,-1.2391287,"('inactive', 'active')",0.2410136,0.12070997,-0.5697969,-0.5592093,-0.0105876
86,-1.2380883,-1.7774837,"('uninfluential', 'influential')",-0.12971903,-0.22674778,-0.6839036,-1.0021157,0.3182121
72,-1.211763,-1.1759462,"('unambitious', 'ambitious')",-0.6601745,-0.39648098,-0.9359688,-0.7862136,-0.1497552
0,-1.0925883,-1.6232667,"('unsociable', 'sociable')",0.14443484,-0.21359892,-0.4740767,-0.9184328,0.4443561
7,-1.0395356,-1.2138256,"('insensitive', 'sensitive')",0.35071605,0.23335192,-0.3444098,-0.4902368,0.145827
53,-1.0387285,-1.084348,"('uncreative', 'creative')",0.7692173,0.28365365,-0.1347556,-0.4003472,0.2655916
57,-1.0378411,-1.4491192,"('unimaginative', 'imaginative')",-2.8304002,-2.9992294,-1.9341207,-2.2241743,0.2900536
32,-1.0360414,-0.8660016,"('unkind', 'kind')",0.6694236,0.6678468,-0.1833089,-0.0990774,-0.0842315
3,-1.0209529,-1.2058258,"('repellent', 'pleasant')",0.5434022,0.39392436,-0.2387754,-0.4059507,0.1671753
39,1.0101994,0.77925247,"('exploitative', 'cooperative')",0.020674074,-0.03578946,0.5154368,0.3717315,0.1437053
84,0.99795276,0.7952511,"('inferior', 'superior')",1.1364225,1.0366988,1.0671877,0.915975,0.1512127
13,-0.97146285,-0.89663965,"('impolite', 'polite')",-0.48303849,-0.49020994,-0.7272507,-0.6934248,-0.0338259
24,-0.9685646,-0.851428,"('dishonest', 'honest')",0.7250435,0.87749964,-0.1217606,0.0130358,-0.1347964
59,0.9674218,0.8569853,"('foolish', 'wise')",-0.0654566,-0.29243928,0.4509826,0.282273,0.1687096
76,-0.9483873,-0.85561985,"('anxious', 'daring')",-0.30205795,-0.0713464,-0.6252226,-0.4634831,-0.1617395
12,-0.9376492,-1.1207095,"('unsupportive', 'supportive')",-1.7665796,-1.6555319,-1.3521144,-1.3881207,0.0360063
42,-0.9367577,-0.6280777,"('unreliable', 'reliable')",-3.1639938,-2.7347457,-2.0503757,-1.6814117,-0.368964
38,-0.9307028,-0.60999453,"('untruthful', 'truthful')",-0.084082544,0.15606841,-0.5073926,-0.2269631,-0.2804295
55,-0.88115156,-1.1745083,"('incompetent', 'clever')",0.5494053,0.40790874,-0.1658731,-0.3832998,0.2174267
69,0.87029094,1.1919996,"('lazy', 'industrious')",-0.77860105,-0.6798115,0.0458449,0.256094,-0.2102491
37,-0.8276212,-0.6899899,"('fake', 'genuine')",-0.09116092,-0.0156078525,-0.4593911,-0.3527989,-0.1065922
23,-0.82593054,-0.97933453,"('insincere', 'sincere')",5.7116966,5.2875495,2.442883,2.1541076,0.2887754
19,-0.82425815,-0.5520682,"('inhospitable', 'hospitable')",-0.5592664,-0.5772903,-0.6917623,-0.5646793,-0.127083
8,-0.8076905,-0.91938365,"('unaffectionate', 'affectionate')",0.26538208,-0.059067912,-0.2711542,-0.4892258,0.2180716
82,-0.78867507,-0.524024,"('poor', 'rich')",6.1121645,5.7858286,2.6617446,2.6309023,0.0308423
51,-0.7790928,-0.8743627,"('uneducated', 'educated')",0.74461764,0.84750015,-0.0172376,-0.0134313,-0.0038063
35,0.756377,0.9660572,"('corrupt', 'incorrupt')",-0.6600281,-0.7407359,0.0481744,0.1126606,-0.0644862
28,-0.7524582,-1.2293643,"('disloyal', 'loyal')",0.9095115,0.51463425,0.0785266,-0.357365,0.4358916
52,0.73161155,0.40729278,"('irrational', 'rational')",-0.13399817,-0.5655856,0.2988067,-0.0791464,0.3779531
65,-0.7095472,-1.0251701,"('insecure', 'secure')",-0.098065674,-0.0847496,-0.4038064,-0.5549598,0.1511534
77,-0.68860424,-0.9827737,"('unmotivated', 'motivated')",-0.87482065,-0.9316367,-0.7817124,-0.9572052,0.1754928
22,-0.68452525,-0.8116776,"('untrustworthy', 'trustworthy')",-0.9555629,-0.96146816,-0.820044,-0.8865728,0.0665288
18,-0.6569431,-0.72238094,"('disagreeable', 'welcoming')",-0.49528894,-0.61096305,-0.576116,-0.666672,0.090556
