,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,male-female
31,-1.5235469,-1.1704898,"('evil', 'good')",-0.3147547,-0.11673078,-1.7144777,-1.0931191,-0.9455596,-0.59237474,-1.1245847,-0.7431786,-0.3814061
43,1.3386317,1.6170716,"('irresponsible', 'responsible')",-1.4523653,-1.3053367,1.1604292,1.2525531,1.3393173,1.4551215,0.5965033,0.7548524,-0.1583491
68,-1.1936063,-1.2002047,"('dependent', 'independent')",-2.0965319,-2.0047874,-1.3204803,-1.2036238,-0.48607275,-0.35312253,-1.2741728,-1.1904347,-0.0837381
12,1.1675587,1.300431,"('unsupportive', 'supportive')",-1.3274323,-1.1300303,0.36439216,0.5818461,-1.18662,-1.0004574,-0.2455254,-0.0620526,-0.1834728
36,-1.1019385,-1.3334434,"('hostile', 'amicable')",1.5011268,1.2888807,-0.9326614,-1.0312212,0.70980865,0.6705366,0.0440839,-0.1013118,0.1453957
1,-1.0965219,-1.2541159,"('unfriendly', 'friendly')",-0.8747212,-0.96957093,-0.3777739,-0.3738222,1.2255789,1.1899824,-0.2808596,-0.3518817,0.0710221
61,-1.090891,-0.9685056,"('illogical', 'logical')",-0.62286,-0.601625,1.0021249,0.8415086,0.8721167,0.913985,0.0401226,0.0463408,-0.0062182
7,1.0792906,1.1503567,"('insensitive', 'sensitive')",-0.2995866,-0.25950444,0.43390247,0.3734875,0.707856,0.77401996,0.4803656,0.5095899,-0.0292243
49,-1.036651,-0.9235111,"('unable', 'able')",-1.009412,-0.9716171,-0.03636633,0.12660527,-0.30709147,-0.102726206,-0.5973802,-0.4678123,-0.1295679
39,0.9984758,0.9638884,"('exploitative', 'cooperative')",0.5651395,0.4380436,0.08095448,0.017882619,-0.8250139,-0.85491633,0.204889,0.1412246,0.0636644
29,-0.98469037,-0.77332735,"('unfair', 'fair')",-0.93912697,-0.708688,-0.010879338,0.23033553,-0.6633066,-0.48779026,-0.6495008,-0.4348675,-0.2146333
42,0.98375946,0.7654706,"('unreliable', 'reliable')",0.7443377,0.6779744,0.05873853,0.20099437,-3.3278599,-3.0410228,-0.3852561,-0.3491459,-0.0361102
40,0.95415676,1.0522288,"('stingy', 'generous')",0.9205478,1.0107857,0.021833379,0.42525044,-1.6751078,-1.4753803,0.0553575,0.2532212,-0.1978637
76,0.9499901,1.1057231,"('anxious', 'daring')",0.32505673,0.31133956,0.45042345,0.5407119,-0.80646664,-0.77710867,0.2297509,0.2951665,-0.0654156
