,paramount_male,paramount_female,tuple,global_male,global_female,average_male,average_female,male-female
72,1.7628247,1.3338597,"('unambitious', 'ambitious')",-0.11827147,-0.06101761,0.8222766,0.636421,0.1858556
31,-1.6148856,-0.69377494,"('evil', 'good')",-1.6305755,-1.524637,-1.6227305,-1.109206,-0.5135245
4,-1.4745317,-0.7297684,"('disliked', 'liked')",-7.371111,-7.128165,-4.422821,-3.9289665,-0.4938545
29,-1.3754127,-1.1633996,"('unfair', 'fair')",-0.55218685,-0.49645594,-0.9637998,-0.8299277,-0.1338721
6,-1.2862375,-0.4222864,"('distant', 'open')",-0.43126434,-0.35991836,-0.8587509,-0.3911024,-0.4676485
35,-1.2839681,-0.3613966,"('corrupt', 'incorrupt')",-0.7203166,-0.76807773,-1.0021423,-0.5647372,-0.4374051
5,-1.2801011,-0.4306129,"('distant', 'outgoing')",-0.5069473,-0.3758141,-0.8935242,-0.4032135,-0.4903107
12,1.2797296,1.3761861,"('unsupportive', 'supportive')",-0.94728345,-0.9020702,0.1662231,0.237058,-0.0708349
9,1.2575986,1.7324721,"('unaffectionate', 'caring')",1.7438489,1.7768884,1.5007238,1.7546802,-0.2539564
16,-1.1529613,-0.79690164,"('unpopular', 'popular')",0.15267527,0.29142267,-0.500143,-0.2527395,-0.2474035
56,1.1178362,0.7673526,"('impractical', 'practical')",0.5896592,0.720146,0.8537477,0.7437493,0.1099984
17,-1.0827994,-0.55839294,"('nasty', 'nice')",-1.1796772,-1.0172418,-1.1312383,-0.7878174,-0.3434209
20,1.0140089,0.5047163,"('rough', 'thoughtful')",0.54718333,0.27744853,0.7805961,0.3910824,0.3895137
79,-0.9713035,-0.2892114,"('wavering', 'unwavering')",0.062068947,0.18643177,-0.4546173,-0.0513898,-0.4032275
62,0.9607833,0.5733296,"('incompetent', 'brilliant')",0.65783966,0.83358675,0.8093115,0.7034582,0.1058533
68,-0.936409,-1.3820881,"('dependent', 'independent')",-0.72094643,-0.67218024,-0.8286777,-1.0271342,0.1984565
19,-0.93585855,-0.26997653,"('inhospitable', 'hospitable')",-0.12078551,0.14434178,-0.528322,-0.0628174,-0.4655046
7,0.9326508,0.48826644,"('insensitive', 'sensitive')",0.7956789,0.79892135,0.8641648,0.6435939,0.2205709
45,-0.9221807,-1.0511904,"('incompetent', 'competent')",0.1576304,0.20344386,-0.3822752,-0.4238732,0.041598
15,0.9127191,1.2989734,"('boring', 'funny')",0.051070847,0.20963,0.481895,0.7543017,-0.2724067
21,0.8654755,0.124119624,"('immoral', 'moral')",-0.5395857,-0.5014709,0.1629449,-0.1886756,0.3516205
24,0.85024124,0.5854292,"('dishonest', 'honest')",1.1446757,1.2095605,0.9974585,0.8974949,0.0999636
53,0.8456859,1.0342953,"('uncreative', 'creative')",0.57782,0.7759622,0.711753,0.9051287,-0.1933757
23,0.83170134,0.45637488,"('insincere', 'sincere')",6.7522354,6.7558355,3.7919683,3.6061053,0.185863
52,-0.82814664,-0.12427069,"('irrational', 'rational')",-0.38051492,-0.2859017,-0.6043308,-0.2050862,-0.3992446
48,0.81437916,0.4894011,"('unintelligent', 'intelligent')",0.29846132,0.36615294,0.5564202,0.427777,0.1286432
64,-0.81166685,-1.2575972,"('shy', 'confident')",-6.026669,-6.0919,-3.419168,-3.6747484,0.2555804
26,0.8079164,1.290641,"('hardhearted', 'benevolent')",1.1413419,1.2675266,0.9746292,1.2790837,-0.3044545
75,-0.8005128,-0.50222355,"('meek', 'impulsive')",-0.8514122,-0.88068336,-0.8259625,-0.6914535,-0.134509
84,0.7948734,0.7029223,"('inferior', 'superior')",0.90534,0.83848387,0.8501067,0.7707031,0.0794036
36,-0.7831096,0.16383757,"('hostile', 'amicable')",-0.5021804,-0.43817028,-0.642645,-0.1371664,-0.5054786
65,0.7567234,-0.004728917,"('insecure', 'secure')",0.2374287,0.361841,0.497076,0.178556,0.31852
44,-0.7555146,-1.0355784,"('prejudiced', 'unprejudiced')",-1.1175196,-1.1951456,-0.9365171,-1.1153619,0.1788448
34,0.7385205,0.49895394,"('mean', 'honorable')",5.4343605,5.489875,3.0864406,2.9944143,0.0920263
50,-0.7179773,-0.5204958,"('clumsy', 'skillful')",0.39610916,0.49467123,-0.1609341,-0.0129123,-0.1480218
71,0.6992872,0.9966264,"('diffident', 'self-confident')",1.2648432,1.3084427,0.9820652,1.1525345,-0.1704693
69,-0.67526335,-0.16028082,"('lazy', 'industrious')",-0.7317795,-0.9076868,-0.7035214,-0.5339838,-0.1695376
27,0.6639659,0.7353278,"('hardhearted', 'softhearted')",0.9893144,0.8057943,0.8266401,0.770561,0.0560791
2,0.6582868,0.7535188,"('unlikable', 'likable')",0.6990962,0.9194722,0.6786915,0.8364955,-0.157804
73,0.6565407,1.044816,"('helpless', 'self-reliant')",-3.8089383,-3.6934931,-1.5761988,-1.3243386,-0.2518602
10,0.6518605,0.09422112,"('unsympathetic', 'sympathetic')",-0.025319457,0.01630583,0.3132705,0.0552635,0.258007
86,0.6325378,0.21649164,"('uninfluential', 'influential')",-0.44693905,-0.4445516,0.0927994,-0.11403,0.2068294
60,0.6280058,-0.26293772,"('inefficient', 'efficient')",0.5936295,0.7342478,0.6108177,0.235655,0.3751627
88,0.62728304,0.5193481,"('low', 'eminent')",0.073291,0.17619696,0.350287,0.3477725,0.0025145
80,0.6170989,-0.25916013,"('dominated', 'dominating')",-0.55896777,-0.76286215,0.0290656,-0.5110111,0.5400767
83,0.61090785,0.45218748,"('powerless', 'powerful')",-0.40530747,-0.57111984,0.1028002,-0.0594662,0.1622664
51,-0.6044878,-1.2094223,"('uneducated', 'educated')",0.009836152,0.16204575,-0.2973258,-0.5236883,0.2263625
43,0.5448617,0.030129574,"('irresponsible', 'responsible')",1.2849218,1.2753842,0.9148917,0.6527569,0.2621348
32,0.5300528,0.4270143,"('unkind', 'kind')",0.968449,1.103309,0.7492509,0.7651616,-0.0159107
81,-0.5173743,-1.4821953,"('submissive', 'aggressive')",-0.45810658,-0.44738692,-0.4877404,-0.9647911,0.4770507
58,-0.5055537,-0.24400234,"('undiscriminating', 'discriminating')",-0.1867344,-0.13913536,-0.3461441,-0.1915689,-0.1545752
14,0.46182603,-0.18585321,"('antisocial', 'social')",-0.53075236,-0.45812008,-0.0344632,-0.3219866,0.2875234
37,0.4564026,0.09378504,"('fake', 'genuine')",0.6057815,0.49842083,0.531092,0.2961029,0.2349891
46,0.41337872,-0.37593275,"('uncompetitive', 'competitive')",-0.035699558,0.058635402,0.1888396,-0.1586487,0.3474883
77,0.41304988,0.11054335,"('unmotivated', 'motivated')",-0.7304915,-0.7363088,-0.1587208,-0.3128827,0.1541619
66,-0.38900092,-0.44380468,"('inactive', 'active')",0.7460378,0.6789637,0.1785184,0.1175795,0.0609389
40,-0.37527844,-0.3053487,"('stingy', 'generous')",-2.6068187,-2.5026503,-1.4910486,-1.4039994,-0.0870492
47,0.34763193,0.13041182,"('stupid', 'smart')",5.5286694,5.340857,2.9381506,2.7356343,0.2025163
87,0.30597323,0.244389,"('unsuccessful', 'successful')",0.64339834,0.9622309,0.4746858,0.60331,-0.1286242
28,0.2915278,0.3234014,"('disloyal', 'loyal')",0.7351737,0.7691261,0.5133507,0.5462638,-0.0329131
49,-0.29141474,-0.3364449,"('unable', 'able')",-0.24351308,-0.26613823,-0.2674639,-0.3012916,0.0338277
39,0.2720895,0.07962755,"('exploitative', 'cooperative')",0.15559816,0.07447223,0.2138438,0.0770499,0.1367939
3,-0.26820332,-0.735208,"('repellent', 'pleasant')",0.017697878,0.03662473,-0.1252527,-0.3492916,0.2240389
76,0.26493,-0.3581341,"('anxious', 'daring')",0.15236488,0.2117608,0.2086474,-0.0731866,0.281834
70,0.24160239,-0.2998761,"('lethargic', 'energetic')",0.33285382,0.41294578,0.2872281,0.0565348,0.2306933
57,-0.21171941,-0.49118224,"('unimaginative', 'imaginative')",-3.6486497,-3.5490985,-1.9301846,-2.0201404,0.0899558
11,0.21116501,-0.16107051,"('unhelpful', 'helpful')",2.4623666,2.5504308,1.3367658,1.1946801,0.1420857
33,0.20702653,0.55299634,"('wrong', 'right')",0.27021557,0.1764818,0.2386211,0.3647391,-0.126118
55,0.20386127,-0.59979284,"('incompetent', 'clever')",0.09618163,0.09281157,0.1500214,-0.2534906,0.403512
61,0.18315029,0.13932376,"('illogical', 'logical')",0.43037197,0.46782967,0.3067611,0.3035767,0.0031844
67,-0.1806876,-0.28935415,"('doubtful', 'determined')",0.16468856,0.07762274,-0.0079995,-0.1058657,0.0978662
78,-0.18059671,-0.20278841,"('nonresilient', 'resilient')",0.1686058,0.07442037,-0.0059955,-0.064184,0.0581885
8,0.1760591,0.887324,"('unaffectionate', 'affectionate')",0.89601886,0.91527766,0.536039,0.9013008,-0.3652618
54,0.16487443,0.4091785,"('incapable', 'capable')",1.2264537,1.3577178,0.695664,0.8834481,-0.1877841
38,-0.14562938,0.15722525,"('untruthful', 'truthful')",0.71671695,0.8967396,0.2855438,0.5269824,-0.2414386
59,0.14512062,0.8784868,"('foolish', 'wise')",0.7355211,0.74978405,0.4403208,0.8141354,-0.3738146
74,0.12381233,0.16636424,"('undedicated', 'dedicated')",0.10524414,0.27312154,0.1145282,0.2197429,-0.1052147
30,0.093071535,-0.16337907,"('intolerant', 'tolerant')",0.90860856,1.0361592,0.5008401,0.43639,0.0644501
13,0.09043235,-0.5552796,"('impolite', 'polite')",-0.0038591176,0.04570905,0.0432866,-0.2547853,0.2980719
0,0.06706688,-0.22449788,"('unsociable', 'sociable')",-0.3286311,-0.22224984,-0.1307821,-0.2233739,0.0925918
41,0.05718298,0.07765883,"('unforgiving', 'forgiving')",0.14819305,0.1083056,0.102688,0.0929822,0.0097058
25,0.05153682,0.31951988,"('egoistic', 'altruistic')",0.76111895,0.80822456,0.4063279,0.5638722,-0.1575443
1,0.041670904,0.79260254,"('unfriendly', 'friendly')",1.675073,1.8479104,0.858372,1.3202565,-0.4618845
42,0.032547016,0.03154587,"('unreliable', 'reliable')",-2.9163299,-2.6767101,-1.4418914,-1.3225821,-0.1193093
22,0.018733028,-0.20426689,"('untrustworthy', 'trustworthy')",-0.665129,-0.6753751,-0.323198,-0.439821,0.116623
18,-0.0186062,-0.06185876,"('disagreeable', 'welcoming')",-0.47536173,-0.41748047,-0.246984,-0.2396696,-0.0073144
82,0.01199067,-0.2548005,"('poor', 'rich')",5.716847,5.8863587,2.8644187,2.8157792,0.0486395
63,0.008168928,-0.17040901,"('unperceptive', 'insightful')",1.4618629,1.5401561,0.7350159,0.6848736,0.0501423
85,0.007197216,1.2505641,"('insignificant', 'prestigious')",-0.284337,-0.16909659,-0.1385699,0.5407338,-0.6793037
