,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.2559597,-2.2512634,"('unsympathetic', 'sympathetic')",-0.46251446,-0.533742,-1.3592371,-1.3925027,0.0332656
86,-2.1735806,-2.4420323,"('uninfluential', 'influential')",-0.06267555,-0.16508374,-1.1181281,-1.303558,0.1854299
0,-1.9600228,-2.1199524,"('unsociable', 'sociable')",-0.21748045,-0.33837366,-1.0887517,-1.2291631,0.1404114
12,-1.8595217,-1.8595977,"('unsupportive', 'supportive')",-1.342316,-1.5057834,-1.6009189,-1.6826906,0.0817717
69,1.7957791,1.7279197,"('lazy', 'industrious')",-0.5025003,-0.69006217,0.6466394,0.5189288,0.1277106
43,-1.777276,-1.6123478,"('irresponsible', 'responsible')",0.29321286,0.56075877,-0.7420316,-0.5257945,-0.2162371
72,-1.7372718,-1.6179141,"('unambitious', 'ambitious')",-1.0945088,-0.73555607,-1.4158902,-1.176735,-0.2391552
9,-1.7271798,-2.090315,"('unaffectionate', 'caring')",0.7723965,0.7743772,-0.4773916,-0.6579689,0.1805773
45,-1.6185986,-1.3154019,"('incompetent', 'competent')",-0.5401703,-0.22393197,-1.0793844,-0.7696669,-0.3097175
55,-1.5962329,-1.4950012,"('incompetent', 'clever')",0.27980113,0.36814645,-0.6582159,-0.5634274,-0.0947885
8,-1.5426052,-1.899188,"('unaffectionate', 'affectionate')",0.3962183,0.31146872,-0.5731934,-0.7938597,0.2206663
73,1.4141122,1.3906142,"('helpless', 'self-reliant')",-2.437096,-2.6576593,-0.511492,-0.6335226,0.1220306
63,-1.3833711,-1.2792425,"('unperceptive', 'insightful')",1.2497743,1.3520935,-0.0667984,0.0364255,-0.1032239
62,-1.3502985,-1.011698,"('incompetent', 'brilliant')",-0.032420628,0.420339,-0.6913596,-0.2956795,-0.3956801
51,-1.3066919,-1.2607703,"('uneducated', 'educated')",0.8674755,0.8580979,-0.2196082,-0.2013362,-0.018272
24,-1.2740521,-1.3099804,"('dishonest', 'honest')",0.12475543,0.3785716,-0.5746484,-0.4657044,-0.108944
35,1.2646577,1.2944782,"('corrupt', 'incorrupt')",-0.31625244,-0.474799,0.4742026,0.4098396,0.064363
41,-1.2423086,-1.5591822,"('unforgiving', 'forgiving')",0.026092894,-0.2503033,-0.6081079,-0.9047427,0.2966348
28,-1.226541,-1.3711418,"('disloyal', 'loyal')",0.79166937,0.9115376,-0.2174358,-0.2298021,0.0123663
13,-1.1912597,-1.063839,"('impolite', 'polite')",-0.43368796,-0.22924623,-0.8124738,-0.6465426,-0.1659312
1,-1.1199764,-1.6169572,"('unfriendly', 'friendly')",1.7960905,1.5537002,0.338057,-0.0316285,0.3696855
44,1.109807,1.3501613,"('prejudiced', 'unprejudiced')",-1.4841071,-1.3195311,-0.1871501,0.0153151,-0.2024652
7,-1.0699048,-1.0355892,"('insensitive', 'sensitive')",0.6008242,0.807928,-0.2345403,-0.1138306,-0.1207097
81,-0.9991947,-0.6337758,"('submissive', 'aggressive')",-0.7576438,-0.4320743,-0.8784193,-0.532925,-0.3454943
23,-0.99845684,-0.9681665,"('insincere', 'sincere')",4.8398147,5.583203,1.9206789,2.3075182,-0.3868393
84,0.9675914,0.89614254,"('inferior', 'superior')",1.3067198,1.2107543,1.1371555,1.0534484,0.0837071
46,-0.9510747,-0.7544923,"('uncompetitive', 'competitive')",-0.33735105,-0.36496353,-0.6442129,-0.5597279,-0.084485
14,-0.9411086,-0.92757463,"('antisocial', 'social')",-0.65068716,-0.55184984,-0.7958978,-0.7397122,-0.0561856
18,-0.93704224,-1.4281712,"('disagreeable', 'welcoming')",-0.30614585,-0.50169563,-0.6215941,-0.9649334,0.3433393
80,-0.9315637,-0.6554065,"('dominated', 'dominating')",-1.3027072,-1.1096551,-1.1171354,-0.8825308,-0.2346046
38,-0.9266582,-0.7307788,"('untruthful', 'truthful')",-0.3945391,-0.09210004,-0.6605986,-0.4114394,-0.2491592
75,0.9107987,0.9579864,"('meek', 'impulsive')",-0.5195085,-0.43120843,0.1956451,0.263389,-0.0677439
70,-0.8997283,-0.7870352,"('lethargic', 'energetic')",0.40447658,0.7353884,-0.2476259,-0.0258234,-0.2218025
48,-0.8805441,-1.0758399,"('unintelligent', 'intelligent')",1.14823,0.9750959,0.1338429,-0.050372,0.1842149
57,-0.8731906,-1.0277399,"('unimaginative', 'imaginative')",-1.81353,-2.3429143,-1.3433603,-1.6853271,0.3419668
74,-0.8570724,-0.76021516,"('undedicated', 'dedicated')",0.13200033,0.08499842,-0.362536,-0.3376084,-0.0249276
85,0.8171502,0.36048165,"('insignificant', 'prestigious')",0.93837804,0.3792232,0.8777641,0.3698524,0.5079117
78,-0.8128817,-0.6306907,"('nonresilient', 'resilient')",0.61682564,0.48227406,-0.098028,-0.0742083,-0.0238197
11,-0.809239,-0.57231975,"('unhelpful', 'helpful')",1.509997,1.8345907,0.350379,0.6311355,-0.2807565
32,-0.7308097,-0.627663,"('unkind', 'kind')",0.58627987,0.80700576,-0.0722649,0.0896714,-0.1619363
3,-0.7093014,-1.0010669,"('repellent', 'pleasant')",0.15051526,0.082736835,-0.2793931,-0.459165,0.1797719
33,0.6180875,0.61151564,"('wrong', 'right')",-0.59743106,-0.83968055,0.0103282,-0.1140825,0.1244107
59,0.6101736,0.46187517,"('foolish', 'wise')",0.49795246,0.37986752,0.554063,0.4208713,0.1331917
76,-0.5865663,-0.28706506,"('anxious', 'daring')",0.14962026,0.49021533,-0.218473,0.1015751,-0.3200481
67,0.5456746,0.68581533,"('doubtful', 'determined')",-0.63326913,-0.48616445,-0.0437973,0.0998254,-0.1436227
54,-0.5450909,-0.6301592,"('incapable', 'capable')",1.0285103,1.0918821,0.2417097,0.2308615,0.0108482
39,0.5339683,0.13554952,"('exploitative', 'cooperative')",0.34390268,0.118517205,0.4389355,0.1270334,0.3119021
65,-0.5094149,-0.44607824,"('insecure', 'secure')",-0.16705725,0.07648848,-0.3382361,-0.1847949,-0.1534412
60,-0.50800014,-0.3535969,"('inefficient', 'efficient')",0.08033006,0.4900183,-0.213835,0.0682107,-0.2820457
27,-0.50183296,-0.6259015,"('hardhearted', 'softhearted')",1.2150567,1.0702657,0.3566118,0.2221821,0.1344297
36,0.48876458,0.16162449,"('hostile', 'amicable')",0.118171394,-0.14396456,0.303468,0.00883,0.294638
21,-0.47648603,-0.45713627,"('immoral', 'moral')",-0.40015343,-0.40435016,-0.4383197,-0.4307432,-0.0075765
47,-0.44652674,-0.33508834,"('stupid', 'smart')",4.781479,5.3755093,2.1674762,2.5202105,-0.3527343
66,-0.432995,-0.49031627,"('inactive', 'active')",0.40493026,0.32080668,-0.0140324,-0.0847548,0.0707224
68,0.42199266,0.29128528,"('dependent', 'independent')",0.04653682,-0.08364374,0.2342647,0.1038208,0.1304439
