,aes_male,aes_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-1.7894118,-2.0833733,"('unfriendly', 'friendly')",1.406285,1.0569514,-0.1915634,-0.513211,0.3216476
6,-1.5493708,-1.8174328,"('distant', 'open')",-0.5615745,-0.8073483,-1.0554726,-1.3123906,0.256918
5,-1.4897761,-1.796203,"('distant', 'outgoing')",-0.8719727,-0.98562735,-1.1808743,-1.3909152,0.2100409
79,-1.3652442,-1.6071657,"('wavering', 'unwavering')",-0.5912268,-0.75840306,-0.9782355,-1.1827843,0.2045488
53,-1.342573,-1.4743557,"('uncreative', 'creative')",0.38031787,0.18832023,-0.4811276,-0.6430177,0.1618901
18,-1.2429085,-1.0102003,"('disagreeable', 'welcoming')",-0.46052763,-0.5226052,-0.8517181,-0.7664027,-0.0853154
36,-1.2409197,-1.3717078,"('hostile', 'amicable')",0.091650836,-0.24372867,-0.5746344,-0.8077182,0.2330838
57,-1.2266817,-1.3695393,"('unimaginative', 'imaginative')",-3.0552745,-3.2260532,-2.1409781,-2.2977962,0.1568181
29,-1.1847979,-1.2832016,"('unfair', 'fair')",-0.6230566,-0.7554285,-0.9039272,-1.019315,0.1153878
19,-1.1547539,-1.315873,"('inhospitable', 'hospitable')",-0.45739824,-0.6641832,-0.806076,-0.9900281,0.1839521
9,-1.1186923,-1.1508617,"('unaffectionate', 'caring')",0.8879668,0.79483724,-0.1153627,-0.1780123,0.0626496
86,-1.116133,-1.3639559,"('uninfluential', 'influential')",-0.07229532,-0.34107417,-0.5942141,-0.852515,0.2583009
60,1.0831747,1.2055131,"('inefficient', 'efficient')",-0.16974595,0.054978877,0.4567144,0.630246,-0.1735316
54,-1.0731741,-0.92764103,"('incapable', 'capable')",0.6544649,0.675175,-0.2093546,-0.126233,-0.0831216
39,1.0652833,1.0289638,"('exploitative', 'cooperative')",0.16224907,0.17204289,0.6137662,0.6005033,0.0132629
38,-1.0097795,-1.1104168,"('untruthful', 'truthful')",-0.59373236,-0.43483052,-0.8017559,-0.7726237,-0.0291322
8,-1.0097257,-1.1260267,"('unaffectionate', 'affectionate')",0.5221031,0.28353685,-0.2438113,-0.4212449,0.1774336
0,-0.95458263,-1.0703679,"('unsociable', 'sociable')",-0.07774481,-0.2635111,-0.5161637,-0.6669395,0.1507758
31,-0.9368688,-1.2460111,"('evil', 'good')",-0.55606294,-0.96626437,-0.7464659,-1.1061378,0.3596719
22,-0.8786129,-0.83618104,"('untrustworthy', 'trustworthy')",-0.9609193,-1.0714242,-0.9197661,-0.9538026,0.0340365
73,0.87718,0.85493994,"('helpless', 'self-reliant')",-3.140573,-3.147703,-1.1316965,-1.1463815,0.014685
71,-0.8396624,-1.0002619,"('diffident', 'self-confident')",0.4570241,0.28077725,-0.1913191,-0.3597423,0.1684232
20,0.83305514,0.51472926,"('rough', 'thoughtful')",1.0804709,0.76119065,0.956763,0.63796,0.318803
28,-0.8078857,-1.0408438,"('disloyal', 'loyal')",1.0844474,0.99591064,0.1382808,-0.0224666,0.1607474
75,-0.76788497,-0.73467195,"('meek', 'impulsive')",-0.6711252,-0.6947313,-0.7195051,-0.7147017,-0.0048034
10,-0.7639441,-0.94145143,"('unsympathetic', 'sympathetic')",-0.47399724,-0.6086916,-0.6189706,-0.7750715,0.1561009
83,-0.73999757,-0.7009756,"('powerless', 'powerful')",-1.1398084,-1.0895913,-0.939903,-0.8952835,-0.0446195
80,0.7374622,0.7066393,"('dominated', 'dominating')",-0.7628644,-0.6499116,-0.0127011,0.0283639,-0.041065
32,-0.73014987,-0.58794695,"('unkind', 'kind')",0.5171517,0.38593054,-0.1064991,-0.1010082,-0.0054909
66,-0.7297651,-1.1415237,"('inactive', 'active')",0.7004895,0.4382559,-0.0146378,-0.3516339,0.3369961
49,-0.71935236,-0.43712673,"('unable', 'able')",-0.51792675,-0.3774764,-0.6186396,-0.4073015,-0.2113381
4,-0.7106079,-0.803324,"('disliked', 'liked')",-6.526807,-6.669457,-3.6187074,-3.7363906,0.1176832
37,0.6377474,0.28724033,"('fake', 'genuine')",0.22928809,-0.01119541,0.4335178,0.1380225,0.2954953
61,0.6256989,0.35708132,"('illogical', 'logical')",0.71267563,0.57351494,0.6691873,0.4652981,0.2038892
52,-0.59391564,-0.6211435,"('irrational', 'rational')",-0.19187099,-0.27260193,-0.3928933,-0.4468727,0.0539794
16,-0.5828041,-0.6251018,"('unpopular', 'popular')",0.4088073,0.3238501,-0.0869984,-0.1506259,0.0636275
41,-0.57708246,-0.44785196,"('unforgiving', 'forgiving')",0.1689168,-0.015462466,-0.2040828,-0.2316572,0.0275744
67,0.5631221,0.2946831,"('doubtful', 'determined')",-0.48899743,-0.46157482,0.0370623,-0.0834459,0.1205082
69,0.5506958,0.29575577,"('lazy', 'industrious')",-0.7115088,-0.76114625,-0.0804065,-0.2326952,0.1522887
88,-0.53055423,-0.7896522,"('low', 'eminent')",-0.17023548,-0.23585692,-0.3503948,-0.5127546,0.1623598
2,0.5210112,0.5890496,"('unlikable', 'likable')",0.45195356,0.4966284,0.4864824,0.542839,-0.0563566
84,0.49370116,0.48218203,"('inferior', 'superior')",0.9816679,1.1110854,0.7376845,0.7966337,-0.0589492
59,-0.48448092,-0.47425187,"('foolish', 'wise')",-0.21725126,-0.14198229,-0.3508661,-0.3081171,-0.042749
65,0.4713874,0.6517849,"('insecure', 'secure')",-0.34058535,-0.2881305,0.065401,0.1818272,-0.1164262
