,gap_male,gap_female,tuple,inc_male,inc_female,average_male,average_female,male-female
18,-2.2146173,-1.9368743,"('disagreeable', 'welcoming')",-0.5769191,-0.53518623,-1.3957682,-1.2360302,-0.159738
51,-2.0047803,-1.9404137,"('uneducated', 'educated')",0.003925331,0.051977895,-1.0004275,-0.9442179,-0.0562096
50,-1.9691534,-1.9960659,"('clumsy', 'skillful')",0.47388205,0.14707829,-0.7476357,-0.9244938,0.1768581
79,-1.8772991,-2.2283633,"('wavering', 'unwavering')",0.047828604,-0.1405828,-0.9147353,-1.184473,0.2697377
75,-1.6939554,-1.9459492,"('meek', 'impulsive')",-0.4896745,-0.69498503,-1.091815,-1.3204671,0.2286521
16,-1.6776369,-1.6745166,"('unpopular', 'popular')",0.27711064,0.3831663,-0.7002631,-0.6456751,-0.054588
64,-1.6294801,-1.7553478,"('shy', 'confident')",-6.7396703,-6.6861415,-4.1845751,-4.2207446,0.0361695
35,-1.6052755,-1.5298897,"('corrupt', 'incorrupt')",-0.104285516,-0.15167725,-0.8547805,-0.8407835,-0.013997
19,-1.5945208,-1.5447174,"('inhospitable', 'hospitable')",-0.124515355,-0.29183483,-0.8595181,-0.9182761,0.058758
44,-1.5671166,-1.2153876,"('prejudiced', 'unprejudiced')",-1.0319096,-1.0627207,-1.2995131,-1.1390541,-0.160459
39,1.5506419,1.816947,"('exploitative', 'cooperative')",-0.024536049,-0.05039507,0.7630529,0.883276,-0.1202231
36,-1.4969568,-1.4295979,"('hostile', 'amicable')",0.07285397,0.04811204,-0.7120515,-0.6907429,-0.0213086
27,1.4911886,1.592619,"('hardhearted', 'softhearted')",1.2731518,1.2095616,1.3821702,1.4010903,-0.0189201
45,-1.4599066,-1.6313362,"('incompetent', 'competent')",-0.43469918,-0.8224347,-0.9473029,-1.2268854,0.2795825
4,-1.3764176,-1.6825457,"('disliked', 'liked')",-6.387921,-6.4803524,-3.8821692,-4.081449,0.1992798
66,-1.3597127,-1.6280162,"('inactive', 'active')",0.4443587,0.47173238,-0.457677,-0.5781419,0.1204649
54,-1.3460124,-1.0825554,"('incapable', 'capable')",1.1093321,0.9760366,-0.1183401,-0.0532594,-0.0650807
74,1.2731149,1.0491916,"('undedicated', 'dedicated')",-0.24005604,-0.39851555,0.5165294,0.325338,0.1911914
69,-1.2678564,-1.2049466,"('lazy', 'industrious')",-0.17826995,-0.17121139,-0.7230632,-0.688079,-0.0349842
31,-1.2550851,-1.3950127,"('evil', 'good')",-0.9712194,-0.9148977,-1.1131523,-1.1549551,0.0418028
14,-1.2371393,-1.0864213,"('antisocial', 'social')",-0.97529775,-0.849051,-1.1062186,-0.9677361,-0.1384825
82,-1.1568996,-1.2074314,"('poor', 'rich')",5.8742695,5.651585,2.358685,2.2220769,0.1366081
2,-1.1510608,-1.0673532,"('unlikable', 'likable')",0.1782182,0.06424996,-0.4864213,-0.5015516,0.0151303
46,1.1200871,0.87361133,"('uncompetitive', 'competitive')",-0.52145755,-0.6377171,0.2993148,0.1179471,0.1813677
56,1.0943747,0.92886734,"('impractical', 'practical')",-0.2040064,-0.37463412,0.4451841,0.2771166,0.1680675
49,-1.0894247,-0.87949884,"('unable', 'able')",-0.157349,-0.19575799,-0.6233869,-0.5376284,-0.0857585
29,-1.0802816,-1.1325066,"('unfair', 'fair')",-0.6399861,-0.57577235,-0.8601339,-0.8541394,-0.0059945
22,-1.0240295,-1.0568932,"('untrustworthy', 'trustworthy')",-1.1658682,-1.2781907,-1.0949488,-1.167542,0.0725932
1,0.99019897,0.6932288,"('unfriendly', 'friendly')",1.814221,1.7094501,1.40221,1.2013395,0.2008705
53,-0.93874687,-1.0572463,"('uncreative', 'creative')",0.654712,0.49024057,-0.1420174,-0.2835029,0.1414855
86,-0.9363038,-1.2594486,"('uninfluential', 'influential')",-0.4101712,-0.5124039,-0.6732375,-0.8859262,0.2126887
9,0.9299841,0.6805955,"('unaffectionate', 'caring')",1.0048133,0.78122425,0.9673987,0.7309099,0.2364888
83,-0.92838776,-0.88562757,"('powerless', 'powerful')",-1.0658594,-1.0778452,-0.9971236,-0.9817364,-0.0153872
88,-0.92795324,-0.7443193,"('low', 'eminent')",0.45005187,0.47889927,-0.2389507,-0.13271,-0.1062407
85,-0.9278842,-0.907381,"('insignificant', 'prestigious')",0.58082896,0.6084554,-0.1735276,-0.1494628,-0.0240648
0,-0.9216584,-0.9457291,"('unsociable', 'sociable')",-0.51467955,-0.54047436,-0.718169,-0.7431017,0.0249327
10,0.8594254,0.6090523,"('unsympathetic', 'sympathetic')",-0.6381816,-0.8175917,0.1106219,-0.1042697,0.2148916
77,-0.84799147,-0.59093636,"('unmotivated', 'motivated')",-1.1387985,-1.1221609,-0.993395,-0.8565487,-0.1368463
58,0.8145198,0.48945844,"('undiscriminating', 'discriminating')",0.03110657,-0.0413703,0.4228132,0.2240441,0.1987691
15,-0.8078813,-0.7208024,"('boring', 'funny')",0.30070776,0.328299,-0.2535868,-0.1962517,-0.0573351
7,0.80534077,0.85974693,"('insensitive', 'sensitive')",0.69971496,0.44875428,0.7525278,0.6542506,0.0982772
5,-0.8020067,-1.1042832,"('distant', 'outgoing')",-0.01401376,-0.055795584,-0.4080102,-0.5800394,0.1720292
43,0.8016365,0.68513227,"('irresponsible', 'responsible')",0.70720375,0.4429369,0.7544202,0.5640346,0.1903856
40,-0.80122226,-1.1703137,"('stingy', 'generous')",-1.5539815,-1.6866204,-1.1776019,-1.428467,0.2508651
71,0.79671466,0.85975796,"('diffident', 'self-confident')",0.9189646,0.659238,0.8578396,0.759498,0.0983416
68,-0.78505504,-0.71908486,"('dependent', 'independent')",-0.42225975,-0.5556249,-0.6036574,-0.6373549,0.0336975
25,-0.76722544,-0.5406465,"('egoistic', 'altruistic')",1.5724686,1.651908,0.4026216,0.5556308,-0.1530092
37,-0.76343745,-0.74333245,"('fake', 'genuine')",0.48097637,0.25677758,-0.1412305,-0.2432774,0.1020469
11,0.7380586,0.6816485,"('unhelpful', 'helpful')",1.8431288,1.6782779,1.2905937,1.1799631,0.1106306
52,-0.736273,-0.716805,"('irrational', 'rational')",0.08429612,0.1872011,-0.3259884,-0.2648019,-0.0611865
42,-0.73581487,-0.8378972,"('unreliable', 'reliable')",-3.03633,-3.3024611,-1.8860724,-2.0701792,0.1841068
57,-0.7232354,-1.0337037,"('unimaginative', 'imaginative')",-2.7062633,-2.7347114,-1.7147493,-1.8842075,0.1694582
23,0.69728667,0.74892795,"('insincere', 'sincere')",5.822911,5.6001663,3.2600987,3.1745472,0.0855515
84,0.6812165,0.66670173,"('inferior', 'superior')",0.7991883,0.9499841,0.7402024,0.8083429,-0.0681405
41,-0.66075975,-0.6165437,"('unforgiving', 'forgiving')",-0.40559423,-0.3182937,-0.533177,-0.4674187,-0.0657583
3,0.65178525,0.74199426,"('repellent', 'pleasant')",-0.079807386,0.03617846,0.2859889,0.3890864,-0.1030975
55,-0.63581306,-0.33015698,"('incompetent', 'clever')",0.06214217,0.01948823,-0.2868354,-0.1553344,-0.131501
73,0.6093244,0.45974624,"('helpless', 'self-reliant')",-2.637481,-2.751128,-1.0140783,-1.1456909,0.1316126
67,-0.5363662,-0.5551732,"('doubtful', 'determined')",-0.64456177,-0.6108255,-0.590464,-0.5829993,-0.0074647
24,0.50351906,0.27795547,"('dishonest', 'honest')",0.28570136,0.20363483,0.3946102,0.2407952,0.153815
26,0.49620503,0.37048778,"('hardhearted', 'benevolent')",1.4583155,1.6068755,0.9772602,0.9886817,-0.0114215
12,0.48853847,0.24434277,"('unsupportive', 'supportive')",-1.5689964,-1.8244007,-0.540229,-0.7900289,0.2497999
78,0.4332196,0.3462586,"('nonresilient', 'resilient')",0.38398203,0.31104812,0.4086008,0.3286534,0.0799474
17,-0.41779914,-0.270939,"('nasty', 'nice')",-0.5357028,-0.43862656,-0.476751,-0.3547828,-0.1219682
21,-0.38869515,-0.14916848,"('immoral', 'moral')",-0.6513614,-0.5596508,-0.5200283,-0.3544096,-0.1656187
87,-0.36289233,-0.3107542,"('unsuccessful', 'successful')",0.83899015,0.644102,0.2380489,0.1666739,0.071375
33,0.3367438,0.27203026,"('wrong', 'right')",-0.64745903,-0.6529738,-0.1553576,-0.1904718,0.0351142
38,-0.32070976,-0.59554416,"('untruthful', 'truthful')",-0.11545045,-0.23633562,-0.2180801,-0.4159399,0.1978598
70,-0.31489348,-0.5017851,"('lethargic', 'energetic')",0.473499,0.32320654,0.0793028,-0.0892893,0.1685921
30,0.2979726,0.37968135,"('intolerant', 'tolerant')",0.87844163,1.0883332,0.5882071,0.7340073,-0.1458002
6,-0.28800845,-0.6403378,"('distant', 'open')",0.26557675,0.22883907,-0.0112159,-0.2057494,0.1945335
28,-0.2743944,-0.41514853,"('disloyal', 'loyal')",1.146959,1.0303584,0.4362823,0.307605,0.1286773
63,-0.2511757,-0.5352256,"('unperceptive', 'insightful')",1.1044592,0.67440224,0.4266417,0.0695883,0.3570534
13,-0.23176956,-0.282374,"('impolite', 'polite')",-0.7828616,-0.9396438,-0.5073156,-0.6110089,0.1036933
65,0.21777251,0.43341994,"('insecure', 'secure')",-0.41910326,-0.6055431,-0.1006654,-0.0860616,-0.0146038
60,0.21534348,0.37981224,"('inefficient', 'efficient')",0.17007512,0.018722337,0.1927093,0.1992673,-0.006558
20,-0.16131699,0.025087932,"('rough', 'thoughtful')",1.0713631,1.0274208,0.4550231,0.5262544,-0.0712313
32,0.15285653,0.12833959,"('unkind', 'kind')",0.8277687,0.7012945,0.4903126,0.414817,0.0754956
