,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.7045274,-2.3411605,"('unfriendly', 'friendly')",1.1170678,0.91614366,-0.7937298,-0.7125084,-0.0812214
86,-2.16052,-2.0887377,"('uninfluential', 'influential')",-0.37675795,-0.55381745,-1.268639,-1.3212776,0.0526386
9,-1.9500133,-1.6632265,"('unaffectionate', 'caring')",1.0113218,0.94057876,-0.4693457,-0.3613239,-0.1080218
53,-1.9378698,-1.5959976,"('uncreative', 'creative')",0.3210261,0.28082255,-0.8084219,-0.6575875,-0.1508344
6,-1.8701397,-1.2043071,"('distant', 'open')",-0.55039245,-0.6727976,-1.2102661,-0.9385524,-0.2717137
8,-1.7798702,-1.6699578,"('unaffectionate', 'affectionate')",0.39022225,0.33221188,-0.694824,-0.668873,-0.025951
77,-1.4712267,-1.2859594,"('unmotivated', 'motivated')",-0.8920016,-0.9688836,-1.1816142,-1.1274215,-0.0541927
36,-1.4692928,-1.0992275,"('hostile', 'amicable')",-0.6073883,-0.6824894,-1.0383406,-0.8908585,-0.1474821
10,-1.3006449,-1.0653635,"('unsympathetic', 'sympathetic')",-0.09400804,0.056852072,-0.6973265,-0.5042557,-0.1930708
31,-1.2688615,-0.829378,"('evil', 'good')",-1.2467932,-1.4192535,-1.2578273,-1.1243157,-0.1335116
28,-1.2289803,-1.4331992,"('disloyal', 'loyal')",0.9043832,0.7078434,-0.1622986,-0.3626779,0.2003793
54,-1.2096418,-0.6075449,"('incapable', 'capable')",0.7365061,0.93921494,-0.2365679,0.165835,-0.4024029
85,-1.2037767,-0.8752713,"('insignificant', 'prestigious')",-0.8562889,-0.91175026,-1.0300329,-0.8935108,-0.1365221
57,-1.1869932,-1.0849409,"('unimaginative', 'imaginative')",-2.895811,-3.1408749,-2.0414021,-2.1129079,0.0715058
5,-1.1793413,-0.70796514,"('distant', 'outgoing')",-0.57898605,-0.77334976,-0.8791637,-0.7406574,-0.1385063
0,-1.1358345,-1.3308626,"('unsociable', 'sociable')",0.04745903,-0.032935854,-0.5441877,-0.6818992,0.1377115
25,-0.98726934,-0.40791738,"('egoistic', 'altruistic')",0.7048551,0.933325,-0.1412071,0.2627038,-0.4039109
71,-0.96856976,-0.775851,"('diffident', 'self-confident')",0.39721358,0.2401264,-0.2856781,-0.2678623,-0.0178158
44,0.96557003,0.91225255,"('prejudiced', 'unprejudiced')",-1.7372891,-1.5871783,-0.3858595,-0.3374629,-0.0483966
61,-0.9543349,-0.9418358,"('illogical', 'logical')",0.46109992,0.32218164,-0.2466175,-0.3098271,0.0632096
46,-0.9378359,-1.02325,"('uncompetitive', 'competitive')",-0.7179291,-0.7673948,-0.8278825,-0.8953224,0.0674399
19,-0.9297844,-0.7425127,"('inhospitable', 'hospitable')",-0.67498106,-0.64471275,-0.8023827,-0.6936127,-0.10877
24,-0.8941976,-0.83503413,"('dishonest', 'honest')",0.68390703,0.59440917,-0.1051453,-0.1203125,0.0151672
67,0.8928185,0.7445575,"('doubtful', 'determined')",-0.39946,-0.31106296,0.2466793,0.2167473,0.029932
26,-0.83875537,-1.015144,"('hardhearted', 'benevolent')",1.2529417,1.1071434,0.2070932,0.0459997,0.1610935
66,-0.82745165,-0.7612629,"('inactive', 'active')",-0.06645597,0.007420242,-0.4469538,-0.3769213,-0.0700325
12,-0.82549185,-0.47510323,"('unsupportive', 'supportive')",-1.726525,-1.942631,-1.2760084,-1.2088671,-0.0671413
23,-0.7993032,-0.8369774,"('insincere', 'sincere')",5.8217697,6.083452,2.5112333,2.6232374,-0.1120041
38,-0.7957668,-0.38021395,"('untruthful', 'truthful')",-0.25000805,-0.18093419,-0.5228874,-0.2805741,-0.2423133
18,-0.77467495,-0.44450888,"('disagreeable', 'welcoming')",-0.53966165,-0.6217022,-0.6571683,-0.5331056,-0.1240627
78,-0.7558359,-0.44775018,"('nonresilient', 'resilient')",0.24262574,0.14335462,-0.2566051,-0.1521978,-0.1044073
73,0.7523126,0.6456156,"('helpless', 'self-reliant')",-2.9142184,-3.3823733,-1.0809529,-1.3683789,0.287426
79,-0.743843,-0.1565109,"('wavering', 'unwavering')",-0.5583001,-0.4640148,-0.6510715,-0.3102629,-0.3408086
84,0.7389282,0.4303993,"('inferior', 'superior')",0.93178236,0.7327668,0.8353553,0.581583,0.2537723
72,-0.71034634,-0.50217676,"('unambitious', 'ambitious')",-0.220312,-0.25584158,-0.4653292,-0.3790092,-0.08632
52,-0.7016088,-0.62598825,"('irrational', 'rational')",-0.36378247,-0.5175039,-0.5326957,-0.5717461,0.0390504
32,-0.6283325,-0.21049456,"('unkind', 'kind')",0.5755835,0.8006226,-0.0263745,0.295064,-0.3214385
69,0.6255557,0.57970977,"('lazy', 'industrious')",-0.8692089,-0.940791,-0.1218266,-0.1805406,0.058714
76,0.6113337,1.0108615,"('anxious', 'daring')",0.004052628,0.21934281,0.3076932,0.6151022,-0.307409
63,-0.6069485,-0.6871908,"('unperceptive', 'insightful')",0.9326739,0.62045306,0.1628627,-0.0333689,0.1962316
81,0.59151775,0.56267446,"('submissive', 'aggressive')",-0.12713888,-0.008237828,0.2321894,0.2772183,-0.0450289
62,0.58525574,0.4422829,"('incompetent', 'brilliant')",1.0823702,0.84477323,0.833813,0.643528,0.190285
43,-0.58279806,-0.44556734,"('irresponsible', 'responsible')",0.5894262,0.75226927,0.0033141,0.153351,-0.1500369
