,oracle_male,oracle_female,tuple,corp_male,corp_female,average_male,average_female,male-female
85,2.9252899,2.88073,"('insignificant', 'prestigious')",-0.7054558,-0.6540242,1.109917,1.1133529,-0.0034359
61,2.4535534,2.3406365,"('illogical', 'logical')",1.2086848,0.9328507,1.8311191,1.6367435,0.1943756
26,2.4361904,2.445883,"('hardhearted', 'benevolent')",1.5437679,1.4132082,1.9899791,1.9295456,0.0604335
71,2.1849046,2.0061605,"('diffident', 'self-confident')",0.4735805,0.28778723,1.3292426,1.1469738,0.1822688
44,-2.048833,-2.024423,"('prejudiced', 'unprejudiced')",-1.1931353,-1.3148668,-1.6209841,-1.6696448,0.0486607
53,1.6011792,1.5190119,"('uncreative', 'creative')",0.50882643,0.6602774,1.0550028,1.0896447,-0.0346419
1,1.581161,1.7166345,"('unfriendly', 'friendly')",0.6761216,1.0536338,1.1286414,1.3851342,-0.2564928
6,1.4851693,1.8206574,"('distant', 'open')",-1.118248,-0.43887413,0.1834607,0.6908916,-0.5074309
81,-1.4731913,-1.7105802,"('submissive', 'aggressive')",-0.1503742,-0.64537567,-0.8117827,-1.1779779,0.3661952
80,-1.4468316,-1.945132,"('dominated', 'dominating')",-0.19991583,-0.6777614,-0.8233737,-1.3114467,0.488073
13,-1.4300318,-1.4860904,"('impolite', 'polite')",-0.5614719,-0.67887264,-0.9957519,-1.0824815,0.0867296
39,1.415586,1.2914257,"('exploitative', 'cooperative')",0.35404,0.20793371,0.884813,0.7496797,0.1351333
9,1.4137368,1.6661578,"('unaffectionate', 'caring')",0.47424465,0.9148381,0.9439907,1.290498,-0.3465073
37,-1.4130831,-1.4176712,"('fake', 'genuine')",-0.42521653,-0.06632826,-0.9191498,-0.7419997,-0.1771501
88,1.3772093,0.69815016,"('low', 'eminent')",0.04572999,-0.61164576,0.7114697,0.0432522,0.6682175
2,1.363543,1.2317785,"('unlikable', 'likable')",0.8002419,0.6934148,1.0818925,0.9625967,0.1192958
33,1.2831105,1.5943192,"('wrong', 'right')",-0.8964622,-0.7382529,0.1933241,0.4280332,-0.2347091
54,1.2774975,0.93246925,"('incapable', 'capable')",0.8831154,0.86479026,1.0803065,0.8986298,0.1816767
45,-1.224246,-1.6699238,"('incompetent', 'competent')",0.5445584,-0.010447275,-0.3398438,-0.8401855,0.5003417
5,1.1866325,1.2692649,"('distant', 'outgoing')",-1.2488316,-0.78191876,-0.0310996,0.2436731,-0.2747727
84,1.1381508,1.4351245,"('inferior', 'superior')",0.7833575,1.0051243,0.9607542,1.2201245,-0.2593703
20,1.1045533,0.8654022,"('rough', 'thoughtful')",0.73098683,0.94250226,0.9177701,0.9039522,0.0138179
10,-1.0991529,-1.3009665,"('unsympathetic', 'sympathetic')",0.3728194,0.11516097,-0.3631667,-0.5929028,0.2297361
