,allstate_male,allstate_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-2.639943,-2.6483564,"('unsympathetic', 'sympathetic')",-0.4669525,-0.26208192,-1.5534477,-1.4552191,-0.0982286
57,-2.3459032,-2.2704895,"('unimaginative', 'imaginative')",-3.1124368,-3.2176979,-2.7291698,-2.7440937,0.0149239
0,-2.1504402,-2.178967,"('unsociable', 'sociable')",-0.26309904,-0.20106202,-1.2067696,-1.1900145,-0.0167551
86,-2.0349996,-2.0598714,"('uninfluential', 'influential')",-0.25643784,-0.2710306,-1.1457187,-1.165451,0.0197323
55,-2.0341651,-1.837686,"('incompetent', 'clever')",0.4260332,0.6678798,-0.8040659,-0.5849031,-0.2191628
73,1.7684113,1.7042794,"('helpless', 'self-reliant')",-2.8076994,-2.8239362,-0.5196441,-0.5598284,0.0401843
28,-1.678337,-1.6791395,"('disloyal', 'loyal')",1.0265181,1.1280504,-0.3259094,-0.2755445,-0.0503649
45,-1.6482544,-1.8646108,"('incompetent', 'competent')",0.067823894,-0.06227569,-0.7902153,-0.9634432,0.1732279
46,-1.5498815,-1.7477708,"('uncompetitive', 'competitive')",-0.8268343,-0.83149683,-1.1883578,-1.2896338,0.101276
13,-1.4070185,-1.9858571,"('impolite', 'polite')",-0.5954443,-0.75395876,-1.0012314,-1.369908,0.3686766
69,1.3758754,1.5240875,"('lazy', 'industrious')",-0.65596116,-0.81600296,0.3599571,0.3540423,0.0059148
48,-1.3051978,-1.0954508,"('unintelligent', 'intelligent')",0.86469936,0.8946862,-0.2202492,-0.1003823,-0.1198669
41,-1.2896,-1.2251617,"('unforgiving', 'forgiving')",-0.21079373,-0.2677075,-0.7501969,-0.7464346,-0.0037623
21,-1.2814178,-1.4048438,"('immoral', 'moral')",-0.46797347,-0.3962548,-0.8746957,-0.9005493,0.0258536
43,-1.27752,-1.6160201,"('irresponsible', 'responsible')",0.44815382,0.4049772,-0.414683,-0.6055214,0.1908384
51,-1.2755178,-1.3792686,"('uneducated', 'educated')",0.5627702,0.51043576,-0.3563738,-0.4344164,0.0780426
78,-1.2073063,-1.1659786,"('nonresilient', 'resilient')",0.22638737,0.023108885,-0.4904594,-0.5714349,0.0809755
53,-1.206272,-1.3927122,"('uncreative', 'creative')",0.43037218,0.4831533,-0.3879499,-0.4547794,0.0668295
11,-1.0657895,-1.2957994,"('unhelpful', 'helpful')",1.6660712,1.7692274,0.3001409,0.236714,0.0634269
35,1.0446501,1.1427609,"('corrupt', 'incorrupt')",-0.51492417,-0.66121554,0.264863,0.2407727,0.0240903
24,-1.0233546,-1.1032418,"('dishonest', 'honest')",0.63347876,0.80239725,-0.1949379,-0.1504223,-0.0445156
8,-0.9535007,-0.9403847,"('unaffectionate', 'affectionate')",1.0752405,1.0361437,0.0608699,0.0478795,0.0129904
77,-0.94086945,-1.07614,"('unmotivated', 'motivated')",-1.0891674,-1.1289989,-1.0150185,-1.1025695,0.087551
14,-0.9392421,-0.75165546,"('antisocial', 'social')",-0.13532269,-0.03955123,-0.5372824,-0.3956034,-0.141679
44,0.91227114,1.1456225,"('prejudiced', 'unprejudiced')",-1.5776867,-1.525224,-0.3327078,-0.1898007,-0.1429071
1,-0.8968299,-1.2270198,"('unfriendly', 'friendly')",1.6324916,1.4128749,0.3678308,0.0929276,0.2749032
30,-0.8900106,-0.9579163,"('intolerant', 'tolerant')",0.71897614,0.83546174,-0.0855172,-0.0612273,-0.0242899
9,-0.8681756,-0.910748,"('unaffectionate', 'caring')",1.546074,1.6106771,0.3389492,0.3499646,-0.0110154
12,-0.84236056,-0.78208154,"('unsupportive', 'supportive')",-1.6495101,-1.7600669,-1.2459353,-1.2710742,0.0251389
81,-0.8356305,-0.6748184,"('submissive', 'aggressive')",-0.87563187,-0.6837482,-0.8556312,-0.6792833,-0.1763479
58,-0.8303578,-0.67109734,"('undiscriminating', 'discriminating')",0.29796058,0.34099862,-0.2661986,-0.1650494,-0.1011492
65,-0.82560813,-0.6470902,"('insecure', 'secure')",-0.1240873,0.21336204,-0.4748477,-0.2168641,-0.2579836
23,-0.8181771,-1.0809609,"('insincere', 'sincere')",6.095706,6.451299,2.6387644,2.6851692,-0.0464048
49,-0.8140865,-0.33120742,"('unable', 'able')",-0.27118626,-0.04176808,-0.5426364,-0.1864877,-0.3561487
60,-0.81171364,-0.8118206,"('inefficient', 'efficient')",0.115973964,0.38388014,-0.3478698,-0.2139702,-0.1338996
72,-0.78624696,-0.49345496,"('unambitious', 'ambitious')",-0.2600416,0.023142897,-0.5231442,-0.235156,-0.2879882
38,-0.7855902,-1.1923232,"('untruthful', 'truthful')",-0.069927864,-0.22075829,-0.427759,-0.7065408,0.2787818
75,0.7734526,0.8468223,"('meek', 'impulsive')",-0.82952464,-0.9198513,-0.028036,-0.0365145,0.0084785
74,-0.7611491,-0.8618455,"('undedicated', 'dedicated')",-0.2194398,-0.31065667,-0.4902945,-0.5862511,0.0959566
76,-0.7610535,-0.49043143,"('anxious', 'daring')",-0.533735,-0.36749402,-0.6473942,-0.4289627,-0.2184315
20,-0.7471009,-0.6909531,"('rough', 'thoughtful')",0.8601776,0.84742737,0.0565383,0.0782371,-0.0216988
62,-0.7156954,-0.76162434,"('incompetent', 'brilliant')",0.6357429,0.7980035,-0.0399762,0.0181896,-0.0581658
63,-0.66584164,-0.8697318,"('unperceptive', 'insightful')",0.9139849,0.7746266,0.1240716,-0.0475526,0.1716242
66,-0.66536003,-0.5200759,"('inactive', 'active')",-0.004137721,-0.14832255,-0.3347489,-0.3341992,-0.0005497
22,-0.64079356,-0.6261733,"('untrustworthy', 'trustworthy')",-0.9062217,-0.72362024,-0.7735076,-0.6748968,-0.0986108
47,-0.59827477,-0.63159764,"('stupid', 'smart')",5.1125913,5.379461,2.2571583,2.3739316,-0.1167733
61,-0.58197856,-0.7605064,"('illogical', 'logical')",0.701138,0.54257673,0.0595797,-0.1089648,0.1685445
5,0.57190084,0.49264988,"('distant', 'outgoing')",-0.25594416,-0.35767382,0.1579783,0.067488,0.0904903
50,0.5693955,0.5491411,"('clumsy', 'skillful')",0.14184582,0.16911705,0.3556207,0.3591291,-0.0035084
70,-0.55818796,-0.51208925,"('lethargic', 'energetic')",0.33968443,0.47174975,-0.1092518,-0.0201697,-0.0890821
7,-0.55633575,-0.4483347,"('insensitive', 'sensitive')",0.834901,0.9778446,0.1392826,0.264755,-0.1254724
16,-0.52466035,-0.5562803,"('unpopular', 'popular')",-0.04020627,-0.17084599,-0.2824333,-0.3635632,0.0811299
59,0.50032943,0.5625945,"('foolish', 'wise')",0.10373661,0.17194797,0.302033,0.3672712,-0.0652382
54,-0.4353179,-0.4575804,"('incapable', 'capable')",0.90332943,1.0593631,0.2340058,0.3008914,-0.0668856
6,0.42843503,0.3965491,"('distant', 'open')",-0.2964728,-0.3894305,0.0659811,0.0035593,0.0624218
88,-0.40941402,-0.24284402,"('low', 'eminent')",-0.4361402,-0.29018208,-0.4227771,-0.266513,-0.1562641
25,0.40513033,0.48428446,"('egoistic', 'altruistic')",1.6325431,1.6168447,1.0188367,1.0505645,-0.0317278
85,0.3857534,0.5683529,"('insignificant', 'prestigious')",-0.059463784,-0.21419767,0.1631448,0.1770776,-0.0139328
