,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,male-female
53,-2.167844,-2.0032616,"('uncreative', 'creative')",0.23254387,0.21700446,-0.9676501,-0.8931286,-0.0745215
1,-1.9942861,-1.635401,"('unfriendly', 'friendly')",1.1163948,1.1970974,-0.4389457,-0.2191518,-0.2197939
6,-1.9907453,-1.6943351,"('distant', 'open')",-0.5140171,-0.474484,-1.2523812,-1.0844096,-0.1679716
86,-1.8825467,-2.0362597,"('uninfluential', 'influential')",-0.5596353,-0.6878867,-1.221091,-1.3620732,0.1409822
19,-1.8756455,-1.6793083,"('inhospitable', 'hospitable')",-0.6144671,-0.51859295,-1.2450563,-1.0989506,-0.1461057
9,-1.7163339,-1.5054162,"('unaffectionate', 'caring')",1.1181653,1.1972096,-0.2990843,-0.1541033,-0.144981
8,-1.6132112,-1.1476085,"('unaffectionate', 'affectionate')",0.6046189,0.7315506,-0.5042961,-0.208029,-0.2962671
36,-1.5993224,-1.2719686,"('hostile', 'amicable')",-0.3647818,-0.42847097,-0.9820521,-0.8502198,-0.1318323
5,-1.5070847,-1.3037124,"('distant', 'outgoing')",-0.49584877,-0.5018004,-1.0014668,-0.9027564,-0.0987104
31,-1.5000652,-1.1598185,"('evil', 'good')",-0.87067795,-0.90197235,-1.1853716,-1.0308955,-0.1544761
44,1.4766207,1.27125,"('prejudiced', 'unprejudiced')",-1.2309844,-1.0945808,0.1228181,0.0883346,0.0344835
51,-1.4760793,-1.6615269,"('uneducated', 'educated')",0.022294875,0.035803914,-0.7268922,-0.8128615,0.0859693
54,-1.397713,-1.2055361,"('incapable', 'capable')",0.69199264,0.85214055,-0.3528602,-0.1766978,-0.1761624
57,-1.3387804,-1.3501972,"('unimaginative', 'imaginative')",-3.1311865,-3.129685,-2.2349834,-2.2399411,0.0049577
66,-1.2802441,-1.4297361,"('inactive', 'active')",0.23278861,0.11744958,-0.5237278,-0.6561433,0.1324155
79,-1.2591964,-1.1933684,"('wavering', 'unwavering')",-0.5147126,-0.5588328,-0.8869545,-0.8761007,-0.0108538
63,-1.1327705,-1.1042564,"('unperceptive', 'insightful')",0.71067286,0.6357778,-0.2110488,-0.2342393,0.0231905
38,-1.055722,-0.99851334,"('untruthful', 'truthful')",-0.12056282,-0.22272374,-0.5881424,-0.6106185,0.0224761
