,meredith_male,meredith_female,tuple,corp_male,corp_female,average_male,average_female,male-female
31,-2.2269187,-1.7751218,"('evil', 'good')",-1.6634854,-1.4407135,-1.9452021,-1.6079177,-0.3372844
4,-2.1922762,-1.5193881,"('disliked', 'liked')",-6.901631,-6.541058,-4.5469537,-4.0302229,-0.5167308
56,2.0593002,1.691411,"('impractical', 'practical')",0.0907131,0.10416777,1.0750066,0.8977894,0.1772172
39,1.9916711,1.1812319,"('exploitative', 'cooperative')",-0.35512078,-0.4544779,0.8182752,0.363377,0.4548982
44,-1.8726628,-1.7598003,"('prejudiced', 'unprejudiced')",-1.9613057,-2.0589974,-1.9169843,-1.9093988,-0.0075855
75,-1.5438912,-1.1053361,"('meek', 'impulsive')",-0.94255966,-0.905537,-1.2432255,-1.0054365,-0.237789
62,1.4488027,1.2776731,"('incompetent', 'brilliant')",0.6244483,0.7485768,1.0366255,1.0131249,0.0235006
55,1.4060947,0.7887287,"('incompetent', 'clever')",1.0227882,0.34177107,1.2144414,0.5652499,0.6491915
60,1.361355,0.7581518,"('inefficient', 'efficient')",0.6747363,0.37988853,1.0180457,0.5690202,0.4490255
17,-1.3448968,-1.1436504,"('nasty', 'nice')",-0.750138,-0.78344405,-1.0475174,-0.9635472,-0.0839702
18,-1.2989774,-0.8930045,"('disagreeable', 'welcoming')",-0.75137544,-0.6034988,-1.0251764,-0.7482517,-0.2769247
29,-1.2909273,-0.6227589,"('unfair', 'fair')",-0.31225887,-0.17617571,-0.8015931,-0.3994673,-0.4021258
23,1.2608683,0.97750914,"('insincere', 'sincere')",5.955426,5.9417834,3.6081471,3.4596462,0.1485009
12,1.2515374,1.2911153,"('unsupportive', 'supportive')",-1.7101604,-1.2834415,-0.2293115,0.0038369,-0.2331484
74,1.2041,1.0175533,"('undedicated', 'dedicated')",-0.10282102,-0.057979606,0.5506395,0.4797869,0.0708526
46,1.1994847,0.2141234,"('uncompetitive', 'competitive')",0.48932287,0.046911243,0.8444038,0.1305173,0.7138865
14,1.1779895,0.6425396,"('antisocial', 'social')",0.044186547,-0.47856656,0.611088,0.0819865,0.5291015
6,-1.1486684,-0.074055225,"('distant', 'open')",-1.2304447,-0.60661083,-1.1895566,-0.340333,-0.8492236
57,-1.1137357,-0.807616,"('unimaginative', 'imaginative')",-3.1898322,-3.2682707,-2.1517839,-2.0379434,-0.1138405
5,-1.0926511,-0.1559374,"('distant', 'outgoing')",-1.090915,-0.41157645,-1.091783,-0.2837569,-0.8080261
16,-1.0891973,-1.1387994,"('unpopular', 'popular')",0.25509313,-0.099978454,-0.4170521,-0.6193889,0.2023368
52,-1.0730247,-0.72930145,"('irrational', 'rational')",-1.0153753,-0.76731485,-1.0441999,-0.7483082,-0.2958917
37,1.0487089,1.1583301,"('fake', 'genuine')",0.3535727,0.651608,0.7011408,0.904969,-0.2038282
61,1.0102893,1.0572878,"('illogical', 'logical')",0.6802632,0.4777399,0.8452762,0.7675139,0.0777623
36,-1.0093194,-0.3751805,"('hostile', 'amicable')",-0.9637617,-0.9083708,-0.9865406,-0.6417757,-0.3447649
77,-0.9978374,-1.60678,"('unmotivated', 'motivated')",-0.42064866,-0.57663196,-0.7092431,-1.091706,0.3824629
64,-0.9969541,-0.890018,"('shy', 'confident')",-5.942599,-5.8728604,-3.4697764,-3.3814392,-0.0883372
80,0.9802311,0.24016328,"('dominated', 'dominating')",-0.2168116,-0.43993825,0.3817098,-0.0998875,0.4815973
71,0.94879305,0.8508316,"('diffident', 'self-confident')",0.07532067,0.44498408,0.5120569,0.6479079,-0.135851
86,0.9408304,0.7029389,"('uninfluential', 'influential')",0.15159947,0.04567336,0.5462149,0.3743061,0.1719088
65,0.92907965,0.14216122,"('insecure', 'secure')",0.108120665,-0.28116167,0.5186002,-0.0695002,0.5881004
24,0.9287201,0.839523,"('dishonest', 'honest')",0.8163462,1.2539647,0.8725332,1.0467439,-0.1742107
26,0.8957326,0.46729368,"('hardhearted', 'benevolent')",0.65199405,0.6497986,0.7738633,0.5585461,0.2153172
15,-0.8466145,-0.31165072,"('boring', 'funny')",-0.6490075,-0.5477001,-0.747811,-0.4296754,-0.3181356
76,0.8432357,0.26032814,"('anxious', 'daring')",0.62567663,0.44640535,0.7344562,0.3533667,0.3810895
87,0.83321846,0.18423077,"('unsuccessful', 'successful')",0.94188976,0.81149155,0.8875541,0.4978611,0.389693
63,0.8034304,0.6822546,"('unperceptive', 'insightful')",1.1233124,1.1891624,0.9633714,0.9357085,0.0276629
40,-0.780715,-0.021381574,"('stingy', 'generous')",-2.1163895,-1.6758193,-1.4485523,-0.8486004,-0.5999519
13,0.77083296,0.3027646,"('impolite', 'polite')",-0.07862896,-0.16425103,0.346102,0.0692568,0.2768452
32,0.75893986,0.47635558,"('unkind', 'kind')",0.6528837,0.5653796,0.7059118,0.5208676,0.1850442
84,0.7587871,0.9704745,"('inferior', 'superior')",1.2986828,1.4491768,1.0287349,1.2098256,-0.1810907
9,0.73524517,1.1197319,"('unaffectionate', 'caring')",0.47695506,1.1016524,0.6061001,1.1106921,-0.504592
58,0.657729,0.7701556,"('undiscriminating', 'discriminating')",0.5295758,0.6905705,0.5936524,0.730363,-0.1367106
10,0.64580846,-0.046139512,"('unsympathetic', 'sympathetic')",0.52392614,0.28379804,0.5848673,0.1188293,0.466038
38,0.6106304,0.877787,"('untruthful', 'truthful')",0.20408177,0.8479621,0.4073561,0.8628745,-0.4555184
3,-0.60819614,-0.45703962,"('repellent', 'pleasant')",0.86465573,0.59852004,0.1282298,0.0707402,0.0574896
2,0.5803434,0.3887372,"('unlikable', 'likable')",0.4997552,0.47673348,0.5400493,0.4327353,0.107314
21,0.5640497,0.027426343,"('immoral', 'moral')",0.3077195,-0.17819327,0.4358846,-0.0753835,0.5112681
53,0.55490375,0.97924584,"('uncreative', 'creative')",0.44106358,0.6300806,0.4979837,0.8046632,-0.3066795
49,-0.5523742,-0.39617485,"('unable', 'able')",-0.228212,-0.20704974,-0.3902931,-0.3016123,-0.0886808
85,-0.5383464,-0.43981385,"('insignificant', 'prestigious')",-0.8335977,-0.56382513,-0.6859721,-0.5018195,-0.1841526
35,-0.52651334,-0.13887572,"('corrupt', 'incorrupt')",-1.0790696,-0.749535,-0.8027915,-0.4442054,-0.3585861
72,0.48422393,0.7125255,"('unambitious', 'ambitious')",-1.1550891,-0.576117,-0.3354326,0.0682043,-0.4036369
27,0.46868822,0.9104739,"('hardhearted', 'softhearted')",0.35075587,0.57365274,0.409722,0.7420633,-0.3323413
88,-0.44813767,-0.6397868,"('low', 'eminent')",-0.3823049,-0.15058322,-0.4152213,-0.395185,-0.0200363
70,0.4327132,0.37933242,"('lethargic', 'energetic')",0.6496533,0.6217925,0.5411832,0.5005624,0.0406208
30,0.42633513,0.56677455,"('intolerant', 'tolerant')",0.6311226,0.6041963,0.5287288,0.5854855,-0.0567567
11,0.41070598,0.3780468,"('unhelpful', 'helpful')",2.604786,2.7650251,1.507746,1.5715359,-0.0637899
20,-0.4103386,-0.17869757,"('rough', 'thoughtful')",0.73341393,0.53094465,0.1615377,0.1761235,-0.0145858
48,0.40291518,0.13563722,"('unintelligent', 'intelligent')",0.9878907,0.8958326,0.695403,0.5157349,0.1796681
22,0.3984268,0.48041013,"('untrustworthy', 'trustworthy')",-0.8609167,-0.775985,-0.2312449,-0.1477874,-0.0834575
28,0.39194086,0.2563137,"('disloyal', 'loyal')",0.9773152,1.2577397,0.684628,0.7570267,-0.0723987
59,-0.38793054,-0.055295676,"('foolish', 'wise')",-0.6960353,-0.4096737,-0.5419829,-0.2324847,-0.3094982
