,waters_male,waters_female,tuple,corp_male,corp_female,average_male,average_female,male-female
56,3.065799,3.6401129,"('impractical', 'practical')",0.16050652,0.8208365,1.6131527,2.2304747,-0.617322
60,2.6658065,2.9912279,"('inefficient', 'efficient')",0.9690438,1.0759368,1.8174251,2.0335822,-0.2161571
36,-2.605542,-2.8964877,"('hostile', 'amicable')",-0.9100334,-1.0361192,-1.7577877,-1.9663035,0.2085158
35,-2.5939195,-2.8383698,"('corrupt', 'incorrupt')",-0.9902615,-1.0904092,-1.7920905,-1.9643896,0.1722991
75,-2.5136342,-2.5917807,"('meek', 'impulsive')",-0.84114355,-0.8311355,-1.6773889,-1.7114581,0.0340692
31,-2.2902865,-2.6126325,"('evil', 'good')",-1.5969685,-1.6854767,-1.9436276,-2.1490545,0.2054269
62,2.2361867,2.6538463,"('incompetent', 'brilliant')",0.74330974,1.0527552,1.4897482,1.8533008,-0.3635526
23,2.1758306,2.5386388,"('insincere', 'sincere')",5.8101535,5.919322,3.9929919,4.2289805,-0.2359886
55,2.1630008,2.3279665,"('incompetent', 'clever')",0.6887091,0.5494272,1.4258549,1.4386969,-0.012842
71,1.9673108,1.9862908,"('diffident', 'self-confident')",0.5028286,0.33806852,1.2350698,1.1621797,0.0728901
7,1.8395092,1.8855196,"('insensitive', 'sensitive')",0.54839885,0.39685288,1.193954,1.1411862,0.0527678
45,1.7572598,1.9891258,"('incompetent', 'competent')",0.3623286,0.47684497,1.0597942,1.2329854,-0.1731912
11,1.7533869,2.160801,"('unhelpful', 'helpful')",2.119578,2.5283911,1.9364824,2.3445959,-0.4081135
12,1.746915,1.8576322,"('unsupportive', 'supportive')",-2.1593473,-2.0442517,-0.2062162,-0.0933098,-0.1129064
39,1.7408581,1.9123422,"('exploitative', 'cooperative')",0.35175154,0.2577392,1.0463048,1.0850407,-0.0387359
61,1.7132529,1.7775244,"('illogical', 'logical')",0.51342404,0.4345034,1.1133385,1.1060139,0.0073246
30,1.708381,2.0289047,"('intolerant', 'tolerant')",0.9093121,1.5320705,1.3088466,1.7804875,-0.4716409
43,1.6977639,1.9120808,"('irresponsible', 'responsible')",0.70470035,0.79199713,1.2012322,1.352039,-0.1508068
9,1.6886933,1.5969505,"('unaffectionate', 'caring')",0.9007109,0.8465265,1.2947021,1.2217386,0.0729635
14,1.6564445,1.8481398,"('antisocial', 'social')",0.036624406,0.31733224,0.8465345,1.082736,-0.2362015
47,1.4882315,1.5156547,"('stupid', 'smart')",5.6353416,5.270026,3.5617867,3.3928404,0.1689463
24,1.4666467,1.5688242,"('dishonest', 'honest')",0.7038898,0.6563307,1.0852683,1.1125774,-0.0273091
46,1.4217708,1.5211076,"('uncompetitive', 'competitive')",-0.3998419,-0.3643119,0.5109645,0.5783978,-0.0674333
21,1.4115691,1.6789099,"('immoral', 'moral')",0.17990467,0.25550967,0.7957369,0.9672098,-0.1714729
19,-1.4099311,-1.2404416,"('inhospitable', 'hospitable')",-1.021839,-0.8613992,-1.215885,-1.0509204,-0.1649646
44,-1.3831462,-1.3416734,"('prejudiced', 'unprejudiced')",-1.198147,-1.1186155,-1.2906466,-1.2301445,-0.0605021
81,1.366018,1.75642,"('submissive', 'aggressive')",-0.2264447,0.2472019,0.5697867,1.0018109,-0.4320242
10,1.3612597,1.5334042,"('unsympathetic', 'sympathetic')",-0.29288322,-0.3054897,0.5341883,0.6139573,-0.079769
80,1.3482057,1.4933288,"('dominated', 'dominating')",-0.19136971,-0.2576691,0.578418,0.6178299,-0.0394119
63,1.2583412,1.4384718,"('unperceptive', 'insightful')",0.8852934,0.8107707,1.0718173,1.1246213,-0.052804
13,1.2336947,1.5893476,"('impolite', 'polite')",-0.4333935,-0.22165805,0.4001506,0.6838448,-0.2836942
4,-1.2273687,-1.2666332,"('disliked', 'liked')",-6.6793294,-6.3622723,-3.9533491,-3.8144526,-0.1388965
6,-1.1559764,-1.4577246,"('distant', 'open')",-1.0791992,-1.2437428,-1.1175878,-1.3507338,0.233146
65,1.1291351,1.4209324,"('insecure', 'secure')",0.40659893,0.3459546,0.767867,0.8834435,-0.1155765
0,1.0878112,1.3313439,"('unsociable', 'sociable')",0.11389068,0.35978007,0.6008509,0.845562,-0.2447111
27,1.0769691,0.83167875,"('hardhearted', 'softhearted')",0.5937757,0.14476557,0.8353724,0.4882222,0.3471502
85,-1.0573856,-1.2990576,"('insignificant', 'prestigious')",-0.9930964,-0.8122647,-1.025241,-1.0556612,0.0304202
76,1.0289612,1.1446528,"('anxious', 'daring')",0.29792088,0.15619588,0.6634411,0.6504244,0.0130167
66,-0.9907604,-1.2318724,"('inactive', 'active')",0.024763262,-0.40504342,-0.4829985,-0.818458,0.3354595
52,-0.9856967,-1.350679,"('irrational', 'rational')",-0.5945871,-0.46739918,-0.7901419,-0.9090391,0.1188972
16,-0.9850485,-1.1470863,"('unpopular', 'popular')",0.22151767,0.19619814,-0.3817654,-0.4754441,0.0936787
87,0.9485632,1.0659984,"('unsuccessful', 'successful')",1.1507828,1.1741425,1.0496731,1.1200705,-0.0703974
42,0.8814837,0.89766914,"('unreliable', 'reliable')",-2.6501138,-2.5948334,-0.8843151,-0.8485821,-0.035733
79,-0.8719407,-0.872744,"('wavering', 'unwavering')",-0.8305292,-0.71218216,-0.8512349,-0.7924631,-0.0587718
5,-0.86813784,-0.9950569,"('distant', 'outgoing')",-0.9515451,-1.0320503,-0.9098415,-1.0135536,0.1037121
64,-0.85635227,-0.7712071,"('shy', 'confident')",-5.869767,-5.5869217,-3.3630598,-3.1790643,-0.1839955
38,0.8494885,1.0514013,"('untruthful', 'truthful')",-0.27727374,0.11393265,0.2861074,0.5826669,-0.2965595
86,0.83873177,0.8232316,"('uninfluential', 'influential')",-0.30067578,-0.39895043,0.269028,0.2121406,0.0568874
28,0.82567954,0.7674449,"('disloyal', 'loyal')",1.221912,1.2536817,1.0237958,1.0105633,0.0132325
48,0.82444865,0.7059489,"('unintelligent', 'intelligent')",1.0477059,0.81299484,0.9360772,0.7594719,0.1766053
50,-0.8172382,-0.86866766,"('clumsy', 'skillful')",0.31264326,-0.042022977,-0.2522975,-0.4553453,0.2030478
70,0.80019104,1.0332056,"('lethargic', 'energetic')",0.47299373,0.5911039,0.6365924,0.8121548,-0.1755624
74,0.7944535,0.82162124,"('undedicated', 'dedicated')",-0.56626135,-0.4088329,0.1140961,0.2063942,-0.0922981
17,-0.7774448,-0.69309306,"('nasty', 'nice')",-0.5949622,-0.38224822,-0.6862035,-0.5376706,-0.1485329
33,0.74630356,0.5644333,"('wrong', 'right')",-0.7185261,-0.8847274,0.0138887,-0.1601471,0.1740358
18,-0.71699345,-0.6816484,"('disagreeable', 'welcoming')",-0.92772865,-0.7943977,-0.8223611,-0.738023,-0.0843381
34,0.6997527,0.85548335,"('mean', 'honorable')",5.6551895,5.611767,3.1774712,3.2336252,-0.056154
32,0.6801831,1.0200031,"('unkind', 'kind')",0.7826339,1.0496861,0.7314085,1.0348446,-0.3034361
69,-0.6693733,-0.8385762,"('lazy', 'industrious')",-0.77684635,-0.7751591,-0.7231098,-0.8068677,0.0837579
68,0.65281254,0.6660254,"('dependent', 'independent')",-0.2381616,-0.724805,0.2073255,-0.0293898,0.2367153
1,0.6201384,0.26483026,"('unfriendly', 'friendly')",0.6683502,0.7112915,0.6442443,0.4880609,0.1561834
57,-0.54899716,-0.5249883,"('unimaginative', 'imaginative')",-2.993764,-2.8442822,-1.7713805,-1.6846352,-0.0867453
53,-0.4660929,-0.6360191,"('uncreative', 'creative')",0.00065471325,-0.16561133,-0.2327191,-0.4008152,0.1680961
72,0.46061978,0.37918454,"('unambitious', 'ambitious')",-0.6477527,-0.8860337,-0.0935665,-0.2534246,0.1598581
20,-0.42232338,-0.46930048,"('rough', 'thoughtful')",0.8616319,0.4312912,0.2196542,-0.0190046,0.2386588
29,0.39078885,0.3108795,"('unfair', 'fair')",-0.3698686,-0.8272496,0.0104601,-0.258185,0.2686451
54,-0.37483877,-0.2625617,"('incapable', 'capable')",0.48830697,0.7276637,0.0567341,0.232551,-0.1758169
49,0.36455557,0.48977917,"('unable', 'able')",0.119879514,0.20652619,0.2422175,0.3481527,-0.1059352
40,0.32305735,-0.097325474,"('stingy', 'generous')",-2.1773353,-2.715451,-0.9271389,-1.4063883,0.4792494
59,0.30983183,0.26797003,"('foolish', 'wise')",0.0852389,-0.07036469,0.1975354,0.0988027,0.0987327
58,0.30693644,0.106926866,"('undiscriminating', 'discriminating')",0.2741458,-0.21939199,0.2905411,-0.0562326,0.3467737
67,-0.29802525,-0.057220876,"('doubtful', 'determined')",-0.4373424,-0.015015572,-0.3676838,-0.0361182,-0.3315656
37,0.29453948,0.3309887,"('fake', 'genuine')",0.22011316,-0.21269216,0.2573263,0.0591483,0.198178
2,-0.29222423,-0.047419727,"('unlikable', 'likable')",0.3363416,0.6044997,0.0220587,0.27854,-0.2564813
88,-0.29022276,0.08528993,"('low', 'eminent')",-0.522275,0.32752845,-0.4062489,0.2064092,-0.6126581
82,0.27286053,0.6122838,"('poor', 'rich')",6.3126264,6.5507092,3.2927434,3.5814965,-0.2887531
26,0.2668844,0.07241319,"('hardhearted', 'benevolent')",1.3790169,1.5701699,0.8229506,0.8212916,0.001659
22,0.2591448,0.2473093,"('untrustworthy', 'trustworthy')",-0.47747904,-0.6713839,-0.1091671,-0.2120373,0.1028702
41,0.21672443,0.43374655,"('unforgiving', 'forgiving')",-0.14664997,0.1916247,0.0350372,0.3126856,-0.2776484
3,0.17552486,0.25486758,"('repellent', 'pleasant')",0.66819435,0.55789363,0.4218596,0.4063806,0.015479
15,0.13678911,0.27874187,"('boring', 'funny')",-0.26981458,0.34055617,-0.0665127,0.309649,-0.3761617
77,-0.13498572,-0.06126762,"('unmotivated', 'motivated')",-0.7966809,-0.6985212,-0.4658333,-0.3798944,-0.0859389
8,0.11953564,-0.10094503,"('unaffectionate', 'affectionate')",0.09187286,-0.04284269,0.1057042,-0.0718939,0.1775981
78,0.118085146,-0.15338501,"('nonresilient', 'resilient')",0.11069822,-0.15066099,0.1143917,-0.152023,0.2664147
84,-0.111069,-0.26897752,"('inferior', 'superior')",1.0202636,0.817338,0.4545973,0.2741802,0.1804171
25,-0.103966855,-0.31506062,"('egoistic', 'altruistic')",0.54115677,0.59648216,0.218595,0.1407108,0.0778842
51,-0.096753284,0.03000892,"('uneducated', 'educated')",0.32242104,0.42172682,0.1128339,0.2258679,-0.113034
73,0.08664732,0.019092418,"('helpless', 'self-reliant')",-3.0692043,-3.3241978,-1.4912785,-1.6525527,0.1612742
83,-0.059912138,-0.14336322,"('powerless', 'powerful')",-0.7502844,-0.8040996,-0.4050983,-0.4737314,0.0686331
