,meredith_male,meredith_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,2.068817,2.0589585,"('exploitative', 'cooperative')",0.048146,0.04267479,1.0584815,1.0508167,0.0076648
44,-1.8682108,-2.0141487,"('prejudiced', 'unprejudiced')",-1.5074501,-1.6466279,-1.6878304,-1.8303883,0.1425579
26,1.8442708,1.5965756,"('hardhearted', 'benevolent')",1.3539711,1.4452972,1.599121,1.5209365,0.0781845
4,-1.7214181,-1.675107,"('disliked', 'liked')",-7.376443,-6.9624343,-4.5489306,-4.3187704,-0.2301602
56,1.6936016,1.4698386,"('impractical', 'practical')",-0.51153594,-0.52284586,0.5910329,0.4734964,0.1175365
64,-1.6147745,-1.4817214,"('shy', 'confident')",-5.9587793,-5.982116,-3.786777,-3.7319188,-0.0548582
75,-1.5205894,-1.6526973,"('meek', 'impulsive')",-0.65345603,-0.8136648,-1.0870227,-1.233181,0.1461583
9,1.3559744,1.3292122,"('unaffectionate', 'caring')",0.80189896,0.94890946,1.0789367,1.1390609,-0.0601242
74,1.3174067,1.3119706,"('undedicated', 'dedicated')",-0.1637548,-0.0047031045,0.5768259,0.6536337,-0.0768078
31,-1.2976419,-1.2949336,"('evil', 'good')",-1.3631577,-1.2517947,-1.3303998,-1.2733641,-0.0570357
37,1.2971619,1.4184567,"('fake', 'genuine')",0.29312605,0.55520684,0.795144,0.9868318,-0.1916878
71,1.2877959,1.2155008,"('diffident', 'self-confident')",0.27071196,0.4588105,0.779254,0.8371557,-0.0579017
23,1.250427,1.159311,"('insincere', 'sincere')",5.705606,5.5538664,3.4780164,3.3565888,0.1214276
12,1.2447821,1.5354024,"('unsupportive', 'supportive')",-1.7260458,-1.4491581,-0.2406319,0.0431222,-0.2837541
29,-1.2084274,-1.1172739,"('unfair', 'fair')",-0.29623434,-0.27501073,-0.7523309,-0.6961423,-0.0561886
17,-1.2011595,-1.213201,"('nasty', 'nice')",-0.87508434,-0.87414855,-1.0381219,-1.0436748,0.0055529
53,1.162884,1.0318574,"('uncreative', 'creative')",0.5289102,0.44927073,0.8458971,0.740564,0.1053331
18,-1.1391389,-1.0260408,"('disagreeable', 'welcoming')",-0.753434,-0.6631162,-0.9462864,-0.8445785,-0.1017079
77,-1.1332715,-0.89909554,"('unmotivated', 'motivated')",-0.7428447,-0.64850485,-0.9380581,-0.7738002,-0.1642579
57,-1.1004342,-1.1053828,"('unimaginative', 'imaginative')",-3.2685144,-3.0604799,-2.1844742,-2.0829313,-0.1015429
