,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
55,-2.540022,-1.9498543,"('incompetent', 'clever')",-2.164417,-1.7381215,-1.7428458,-1.4885683,-1.4836115,-0.9607996,-1.9827241,-1.534336,-0.4483881
60,-2.5195413,-1.951427,"('inefficient', 'efficient')",-1.3246346,-0.9527781,-1.7229006,-1.371559,-1.3990781,-0.8297604,-1.7415388,-1.2763811,-0.4651577
85,2.5089808,1.7631172,"('insignificant', 'prestigious')",1.6233513,1.2798699,2.720531,2.4822307,1.2416991,0.7174018,2.0236404,1.560655,0.4629854
45,-2.467501,-1.7123573,"('incompetent', 'competent')",-2.1118097,-1.6597682,-1.5821643,-1.165161,-1.8495463,-1.3945103,-2.0027552,-1.4829493,-0.5198059
36,2.2022054,1.1902436,"('hostile', 'amicable')",2.2105558,1.7729299,1.8600528,1.3893033,1.3041496,0.6823102,1.8942409,1.2586967,0.6355442
52,2.0808809,1.6406342,"('irrational', 'rational')",0.18176866,-0.045260534,1.2824305,1.0855097,0.43139914,-0.0146535225,0.9941198,0.6665575,0.3275623
43,-2.0263734,-1.6478058,"('irresponsible', 'responsible')",-1.3281419,-1.1951388,-1.4843854,-1.2871636,-0.44492644,-0.057211116,-1.3209567,-1.0468298,-0.2741269
86,-2.024416,-1.5334942,"('uninfluential', 'influential')",-0.7582048,-0.43724972,-0.5890359,-0.3817313,-1.0657445,-0.7150275,-1.1093503,-0.7668757,-0.3424746
0,-2.0159152,-1.8654459,"('unsociable', 'sociable')",-1.2234026,-1.1053627,-0.6363259,-0.40972102,-0.734012,-0.33951473,-1.152414,-0.930011,-0.222403
10,-1.9711816,-1.5327158,"('unsympathetic', 'sympathetic')",-2.0612342,-1.6782826,-1.3601446,-1.2080919,-0.5737408,-0.081725165,-1.4915754,-1.1252038,-0.3663716
1,1.9179816,1.5846863,"('unfriendly', 'friendly')",2.0692728,1.7633362,1.7312765,1.4553232,2.2901402,1.743107,2.0021677,1.6366131,0.3655546
5,1.9039315,1.5329639,"('distant', 'outgoing')",2.520712,2.1665978,1.8687665,1.7380397,0.81939113,0.48328575,1.7782004,1.4802217,0.2979787
