,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,male-female
10,-3.7454002,-3.8207927,"('unsympathetic', 'sympathetic')",-2.7772543,-2.6337242,-2.2941964,-2.040684,0.69938266,0.43174446,-2.029367,-2.0158641,-0.0135029
69,3.5783572,3.6445837,"('lazy', 'industrious')",2.9943678,2.8468773,2.4111784,2.0717347,-1.8577876,-1.4061208,1.7815291,1.7892686,-0.0077395
45,-3.3050945,-2.9680564,"('incompetent', 'competent')",-2.2787764,-2.15157,-2.142343,-1.7586331,-0.40017262,-0.5484642,-2.0315967,-1.856681,-0.1749157
55,-3.0695963,-3.116756,"('incompetent', 'clever')",-2.152126,-1.9949096,-2.7413094,-2.4626074,0.86543345,0.5879851,-1.7743995,-1.746572,-0.0278275
35,2.8775806,3.0847902,"('corrupt', 'incorrupt')",2.0720365,1.9741062,1.5841911,1.3798283,-0.89943475,-0.64964247,1.4085935,1.4472706,-0.0386771
43,-2.7965567,-2.7172694,"('irresponsible', 'responsible')",-2.9125915,-2.7915606,-0.8160829,-0.71650356,0.7482102,0.6405746,-1.4442554,-1.3961898,-0.0480656
23,-2.7949886,-2.7249777,"('insincere', 'sincere')",-2.804902,-2.68198,-0.8087665,-0.6361203,6.524298,6.2367134,0.0289103,0.0484089,-0.0194986
60,-2.7705922,-2.9089131,"('inefficient', 'efficient')",-2.6202452,-2.4267807,-1.8193493,-1.5994248,0.26091015,0.011899911,-1.7373192,-1.7308047,-0.0065145
86,-2.68101,-2.7331018,"('uninfluential', 'influential')",-1.5672674,-1.3839625,-1.1367971,-0.8369563,0.1390948,-0.07903032,-1.3114949,-1.2582629,-0.053232
28,-2.6565046,-2.5791414,"('disloyal', 'loyal')",-2.1799874,-1.9716717,-1.7196562,-1.4384419,0.44414896,0.5064459,-1.5279999,-1.3707023,-0.1572976
62,-2.6181364,-2.564748,"('incompetent', 'brilliant')",-2.3786263,-2.3291814,-1.4158614,-1.3097007,0.4240986,0.22898427,-1.4971315,-1.4936615,-0.00347
24,-2.5970607,-2.1210845,"('dishonest', 'honest')",-2.7052026,-2.4023263,-0.8951079,-0.4836579,0.9799724,0.8716572,-1.3043497,-1.0338528,-0.2704969
72,-2.418878,-2.1991823,"('unambitious', 'ambitious')",-1.5109376,-1.4824182,-0.48303428,-0.4168489,-0.64158607,-0.798628,-1.2636089,-1.2242694,-0.0393395
46,-2.372493,-2.7953131,"('uncompetitive', 'competitive')",-0.95969516,-0.8390882,-1.1804354,-1.0499321,-0.34306347,-0.53476,-1.2139218,-1.3047733,0.0908515
0,-2.3311934,-2.5008736,"('unsociable', 'sociable')",-1.0695338,-0.9710665,-0.8584459,-0.7099878,0.17284948,-0.05712105,-1.0215809,-1.0597622,0.0381813
48,-2.238894,-2.3582091,"('unintelligent', 'intelligent')",-2.132918,-1.9724951,-2.5970595,-2.4087753,0.13560148,0.059777975,-1.7083174,-1.6699255,-0.0383919
36,2.2376578,2.297184,"('hostile', 'amicable')",1.8839002,1.8761139,2.9701996,2.8106227,-0.9889954,-0.705306,1.5256906,1.5696536,-0.043963
85,2.1116765,2.4095821,"('insignificant', 'prestigious')",2.388009,2.2565033,3.455966,3.33774,-1.2925382,-0.71678424,1.6657783,1.8217602,-0.1559819
81,-2.0812798,-2.332726,"('submissive', 'aggressive')",-1.7095827,-1.6747458,-2.6481519,-2.612793,-0.09594734,-0.5525617,-1.6337404,-1.7932067,0.1594663
63,-2.0809283,-2.1697524,"('unperceptive', 'insightful')",-0.72694296,-0.7200579,0.122685656,0.19309683,0.86095643,0.7010326,-0.4560573,-0.4989202,0.0428629
57,-2.0698905,-2.1680677,"('unimaginative', 'imaginative')",-1.6445953,-1.7173773,-1.5922306,-1.5558308,-3.0853415,-3.0845451,-2.0980144,-2.1314554,0.033441
14,-2.0452354,-2.1279502,"('antisocial', 'social')",-1.4322237,-1.260019,-3.05589,-2.7753804,-0.49358842,-0.56518215,-1.7567344,-1.6821328,-0.0746016
11,-2.033171,-2.1504717,"('unhelpful', 'helpful')",-2.940765,-2.8394108,-1.1485789,-1.189259,2.55005,2.4120667,-0.8931162,-0.9417687,0.0486525
73,2.0314355,2.0856054,"('helpless', 'self-reliant')",1.0168574,1.0547464,1.5275078,1.4604992,-3.3993828,-3.272047,0.2941045,0.332201,-0.0380965
70,-1.9974704,-2.0924346,"('lethargic', 'energetic')",-1.8958694,-1.8465438,-1.1048824,-1.079156,0.9131731,0.54837453,-1.0212622,-1.11744,0.0961778
65,-1.9340527,-2.147522,"('insecure', 'secure')",-1.6259774,-1.5078356,-3.039606,-2.8623528,0.31198943,0.03920663,-1.5719117,-1.619626,0.0477143
5,1.8988783,2.0672925,"('distant', 'outgoing')",1.442946,1.1376259,3.8788652,3.6873085,-0.71497977,-0.61709464,1.6264275,1.5687832,0.0576443
44,1.8791481,1.7906011,"('prejudiced', 'unprejudiced')",-0.0035042008,-0.17762384,-1.2573372,-1.598874,-1.7418386,-1.6070316,-0.280883,-0.3982321,0.1173491
21,-1.8654121,-2.2315655,"('immoral', 'moral')",-1.329629,-1.3817888,-1.8599299,-1.821662,-0.31670728,-0.7077811,-1.3429196,-1.5356994,0.1927798
7,-1.8245355,-1.9157827,"('insensitive', 'sensitive')",-1.8211749,-1.7365702,-0.6382172,-0.53135985,0.7570822,0.50117046,-0.8817114,-0.9206355,0.0389241
6,1.811317,2.052927,"('distant', 'open')",1.6646196,1.3618497,3.1521122,2.9989085,-0.42769653,-0.3149241,1.550088,1.5246903,0.0253977
13,-1.7526383,-1.6993287,"('impolite', 'polite')",-1.9555782,-1.7391484,-0.7217753,-0.7016012,0.5319534,0.21666472,-0.9745096,-0.9808533,0.0063437
30,-1.7209938,-1.5802537,"('intolerant', 'tolerant')",-2.4037788,-2.1046376,-0.29337344,-0.03655478,0.53207666,0.5069742,-0.9715174,-0.803618,-0.1678994
22,-1.7204658,-1.7385736,"('untrustworthy', 'trustworthy')",-1.2316055,-1.2612162,-1.4553286,-1.3734174,-0.5780968,-0.7200545,-1.2463741,-1.2733154,0.0269413
76,-1.7201959,-1.9268622,"('anxious', 'daring')",-0.35293198,-0.5930633,-2.4386084,-2.4051843,0.26365775,-0.02455581,-1.0620196,-1.2374164,0.1753968
56,-1.6489924,-1.7150073,"('impractical', 'practical')",-1.926077,-1.9966689,-0.4746448,-0.5035769,0.11342901,-0.16298707,-0.9840713,-1.09456,0.1104887
3,-1.6399477,-1.8521733,"('repellent', 'pleasant')",-0.8387126,-0.7675569,-0.71834636,-0.57416326,0.84362656,0.6533645,-0.588345,-0.6351323,0.0467873
82,-1.5589087,-1.6318691,"('poor', 'rich')",-2.362292,-2.4231055,-3.5865092,-3.3970308,6.356299,5.999662,-0.2878528,-0.3630859,0.0752331
33,1.5249891,1.6141318,"('wrong', 'right')",1.2352076,1.2639216,1.6255714,1.55271,-1.0801213,-0.985691,0.8264117,0.861268,-0.0348563
41,-1.5172598,-1.1049976,"('unforgiving', 'forgiving')",-0.8551911,-0.6568412,-0.83479834,-0.63738036,-0.15101089,-0.03692265,-0.839565,-0.6090355,-0.2305295
66,1.4217204,1.4654412,"('inactive', 'active')",1.6274437,1.4264725,1.2990315,1.1851187,0.3324264,0.4251792,1.1701555,1.1255529,0.0446026
53,-1.4073112,-1.5413336,"('uncreative', 'creative')",-0.12617189,-0.3292497,0.87361735,0.85396314,0.9121348,0.9323555,0.0630673,-0.0210662,0.0841335
31,1.3950841,1.7469264,"('evil', 'good')",1.7206912,1.7299984,1.6790072,1.4937942,-1.3462574,-1.2077192,0.8621313,0.94075,-0.0786187
1,-1.3709152,-1.0930763,"('unfriendly', 'friendly')",-0.64389414,-0.4207869,1.7445754,1.8818749,1.1819433,1.4251685,0.2279273,0.4482951,-0.2203678
32,-1.3583926,-1.381394,"('unkind', 'kind')",-1.5747532,-1.4421234,-1.3601166,-1.3222375,1.1528751,1.2080013,-0.7850969,-0.7344384,-0.0506585
39,-1.3495526,-1.0617758,"('exploitative', 'cooperative')",-0.5355406,-0.49364856,0.11622088,0.22638516,0.58354545,0.61330754,-0.2963317,-0.1789329,-0.1173988
12,-1.2401832,-1.2441316,"('unsupportive', 'supportive')",-0.66949886,-0.6014029,1.2939647,1.275803,-1.5335386,-1.5166789,-0.5373139,-0.5216026,-0.0157113
77,-1.2369255,-1.7351983,"('unmotivated', 'motivated')",-0.48168838,-0.53137165,0.053838994,0.04776019,-1.1864219,-1.2832911,-0.7127992,-0.8755252,0.162726
49,-1.2252841,-1.3535794,"('unable', 'able')",-0.6678718,-0.8248589,-0.039573845,0.017559081,-0.21328107,-0.37368077,-0.5365027,-0.63364,0.0971373
9,-1.1858587,-0.7623344,"('unaffectionate', 'caring')",-0.912797,-0.70104456,1.8949174,2.0614448,0.9621362,1.1771365,0.1895995,0.4438006,-0.2542011
79,1.1847588,1.2246995,"('wavering', 'unwavering')",1.8287178,1.4726063,1.3965558,1.2807832,-0.6651828,-0.64861053,0.9362124,0.8323696,0.1038428
75,1.1829075,1.3417195,"('meek', 'impulsive')",0.14626515,0.17350295,0.37110746,0.2705537,-0.86259705,-0.74823755,0.2094208,0.2593846,-0.0499638
74,-1.1109061,-0.8950358,"('undedicated', 'dedicated')",-0.63606054,-0.64696676,0.6048037,0.87053436,0.2128192,0.28168914,-0.2323359,-0.0974448,-0.1348911
47,-1.0445535,-1.0001469,"('stupid', 'smart')",-0.7857821,-0.6151597,-0.5903909,-0.43197656,5.2960258,5.0919385,0.7188248,0.7611638,-0.042339
52,1.0381764,1.3504066,"('irrational', 'rational')",1.871039,1.7590342,0.7813717,0.7736225,-0.863935,-0.5738634,0.706663,0.8273,-0.120637
88,-0.9943302,-0.945224,"('low', 'eminent')",-1.0344437,-1.0501311,-1.5610646,-1.5251887,-0.46353212,-0.5209812,-1.0133426,-1.0103812,-0.0029614
4,0.9936641,1.0210353,"('disliked', 'liked')",1.3795779,1.3382182,1.4775431,1.3122776,-7.238854,-6.8870354,-0.8470172,-0.8038761,-0.0431411
8,-0.9923899,-0.4755041,"('unaffectionate', 'affectionate')",-0.5063862,-0.29691905,1.3702183,1.4902204,0.40463442,0.648649,0.0690191,0.3416116,-0.2725925
59,0.95627975,1.115965,"('foolish', 'wise')",0.56108826,0.53193694,0.71187645,0.7080904,-0.58400077,-0.35035443,0.4113109,0.5014095,-0.0900986
51,-0.9500107,-1.1239316,"('uneducated', 'educated')",-0.5875499,-0.6042718,-1.3594278,-1.1977749,1.4103723,1.2803464,-0.371654,-0.411408,0.039754
38,-0.8736588,-0.5517234,"('untruthful', 'truthful')",-1.3068452,-1.1155531,0.5803596,0.6156243,0.07341108,0.082936876,-0.3816833,-0.2421789,-0.1395044
25,0.857049,0.96337783,"('egoistic', 'altruistic')",1.4984943,1.4524767,1.7152512,1.7032781,1.3613367,1.4917545,1.3580327,1.4027218,-0.0446891
16,0.8523514,0.6429032,"('unpopular', 'popular')",0.7171864,0.5835833,-0.60982776,-0.8736321,-0.21804643,-0.24138536,0.1854159,0.0278673,0.1575486
58,-0.789129,-0.6717312,"('undiscriminating', 'discriminating')",0.08001213,0.1785034,0.13809946,0.23547985,0.3188755,0.347965,-0.0630355,0.0225543,-0.0855898
37,-0.7863513,-0.75161237,"('fake', 'genuine')",-0.62613523,-0.50843483,-0.13161698,-0.020401014,0.5598677,0.54989153,-0.246059,-0.1826392,-0.0634198
17,0.6820499,0.7774104,"('nasty', 'nice')",0.72219265,0.8015788,1.210832,1.149334,-0.35340527,-0.20622464,0.5654173,0.6305246,-0.0651073
50,0.605136,0.44905272,"('clumsy', 'skillful')",1.6362009,1.5123088,-0.7506467,-0.7227265,-0.2209713,-0.07160519,0.3174297,0.2917575,0.0256722
20,-0.60142636,-0.6910323,"('rough', 'thoughtful')",0.6581659,0.60528135,-0.21119337,-0.25522405,0.41778344,0.422034,0.0658324,0.0202648,0.0455676
71,0.56070536,0.49030107,"('diffident', 'self-confident')",-0.21782589,-0.18735217,2.3051744,2.141827,-0.10623214,-0.11921862,0.6354554,0.5813894,0.054066
61,-0.4706432,-0.45999077,"('illogical', 'logical')",0.091865376,0.057440404,0.4945476,0.6545626,-0.108746365,-0.17962196,0.0017559,0.0180976,-0.0163417
19,0.3627684,0.5360056,"('inhospitable', 'hospitable')",0.2385246,0.119011655,2.347541,2.321966,-0.03525375,0.10193524,0.7283951,0.7697296,-0.0413345
42,0.29886293,0.082958095,"('unreliable', 'reliable')",0.87478864,0.6443981,-0.12810156,-0.27034605,-2.722536,-2.7214098,-0.4192465,-0.5660999,0.1468534
84,0.2883766,0.20895499,"('inferior', 'superior')",0.8127471,0.7052513,0.6079386,0.71949744,0.64566845,0.63145906,0.5886827,0.5662907,0.022392
34,-0.26159698,-0.2578432,"('mean', 'honorable')",-0.8521553,-0.7645515,1.3464402,1.3435144,5.649038,5.5461493,1.4704314,1.4668173,0.0036141
27,0.25420272,0.4105811,"('hardhearted', 'softhearted')",-0.91145194,-0.8872598,1.3426934,1.3135381,1.1722838,1.0069995,0.464432,0.4609647,0.0034673
87,0.21334748,0.24457037,"('unsuccessful', 'successful')",1.2206715,1.0815481,-0.014082188,-0.090945005,0.52106357,0.339408,0.4852501,0.3936454,0.0916047
80,-0.18161651,-0.5345023,"('dominated', 'dominating')",0.08161475,-0.03971958,-1.5945936,-1.7194098,0.21014792,0.015061833,-0.3711119,-0.5696425,0.1985306
64,-0.17524838,-0.14780435,"('shy', 'confident')",0.33042234,0.37697133,-0.2825773,-0.32978576,-6.3972855,-6.261701,-1.6311722,-1.59058,-0.0405922
18,-0.17049304,-0.20748885,"('disagreeable', 'welcoming')",0.6221331,0.47900704,-0.91176206,-1.0649328,-1.0319988,-1.0455974,-0.3730302,-0.459753,0.0867228
68,0.1668317,-0.09213731,"('dependent', 'independent')",-0.8935703,-1.0800118,0.052012477,-0.011986732,-0.9197021,-1.1706066,-0.398607,-0.5886856,0.1900786
40,-0.16298011,-0.059440825,"('stingy', 'generous')",-0.09416687,0.116227396,-0.030617232,0.12699287,-1.8464328,-1.8159499,-0.5335492,-0.4080426,-0.1255066
67,-0.14763215,-0.1099588,"('doubtful', 'determined')",-0.56345034,-0.5841979,-0.1267587,-0.04339571,-0.35943022,-0.3678888,-0.2993178,-0.2763603,-0.0229575
54,-0.08839974,-0.09894614,"('incapable', 'capable')",-0.18406987,-0.31190673,1.357991,1.3590282,0.869677,0.8789181,0.4887996,0.4567734,0.0320262
15,0.0810745,0.4244354,"('boring', 'funny')",0.62331986,0.6417108,0.53042036,0.45463747,0.70309746,0.8017003,0.484478,0.580621,-0.096143
78,-0.07276178,-0.6804207,"('nonresilient', 'resilient')",0.55209285,0.15697576,0.6367809,0.31361726,0.42477572,0.27365425,0.3852219,0.0159566,0.3692653
