,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
6,-2.5858097,-2.405524,"('distant', 'open')",-0.64020115,-0.37250432,-1.6130054,-1.3890141,-0.2239913
31,-2.1648998,-2.0780668,"('evil', 'good')",-0.50383484,-0.49359635,-1.3343673,-1.2858316,-0.0485357
19,-2.1081758,-1.9774151,"('inhospitable', 'hospitable')",-0.5925336,-0.35960245,-1.3503547,-1.1685088,-0.1818459
5,-1.9707202,-1.8362287,"('distant', 'outgoing')",-0.3951141,-0.2511086,-1.1829171,-1.0436686,-0.1392485
36,-1.9194533,-2.0882502,"('hostile', 'amicable')",-0.067288436,-0.16588815,-0.9933708,-1.1270691,0.1336983
79,-1.7861662,-1.6545012,"('wavering', 'unwavering')",-0.51487356,-0.31770435,-1.1505198,-0.9861028,-0.164417
1,-1.7855176,-2.1593838,"('unfriendly', 'friendly')",1.5004445,1.4677329,-0.1425365,-0.3458254,0.2032889
85,-1.6254362,-1.7785045,"('insignificant', 'prestigious')",-0.07234651,-0.18507166,-0.8488914,-0.9817881,0.1328967
55,1.5549505,1.2414562,"('incompetent', 'clever')",0.28656104,0.057382803,0.9207557,0.6494195,0.2713362
60,1.5017942,1.1332233,"('inefficient', 'efficient')",-0.037651356,-0.22236946,0.7320715,0.4554269,0.2766446
54,-1.4809157,-1.4429334,"('incapable', 'capable')",0.49209982,0.72546726,-0.4944079,-0.3587331,-0.1356748
66,-1.4644258,-1.19645,"('inactive', 'active')",-0.109156236,0.1661277,-0.786791,-0.5151612,-0.2716298
65,1.3722632,1.2817773,"('insecure', 'secure')",-0.35872105,-0.48070186,0.5067711,0.4005377,0.1062334
75,-1.2499554,-1.0499763,"('meek', 'impulsive')",-0.85881376,-0.7859607,-1.0543846,-0.9179685,-0.1364161
62,1.239469,1.2104325,"('incompetent', 'brilliant')",0.37154904,0.35403746,0.805509,0.782235,0.023274
38,-1.1935555,-1.0225286,"('untruthful', 'truthful')",-0.29798877,-0.24614522,-0.7457721,-0.6343369,-0.1114352
14,1.144201,0.95254374,"('antisocial', 'social')",-0.14353041,-0.29861796,0.5003353,0.3269629,0.1733724
81,1.1244258,0.9693281,"('submissive', 'aggressive')",-0.8874696,-0.9041072,0.1184781,0.0326104,0.0858677
27,-1.1157006,-1.1748605,"('hardhearted', 'softhearted')",1.1541392,1.24273,0.0192193,0.0339348,-0.0147155
84,1.098246,1.3005632,"('inferior', 'superior')",1.162994,1.0748979,1.13062,1.1877306,-0.0571106
30,1.0679228,1.0522014,"('intolerant', 'tolerant')",0.81649345,0.784437,0.9422082,0.9183192,0.023889
26,-1.0525124,-1.0127863,"('hardhearted', 'benevolent')",1.3727024,1.5072529,0.160095,0.2472333,-0.0871383
88,-1.0450103,-0.9403481,"('low', 'eminent')",-0.40977532,-0.33534837,-0.7273928,-0.6378483,-0.0895445
76,1.03039,1.1553892,"('anxious', 'daring')",-0.54071516,-0.40460697,0.2448374,0.3753911,-0.1305537
8,-0.9564342,-1.1503303,"('unaffectionate', 'affectionate')",0.6525182,0.8472083,-0.151958,-0.151561,-0.000397
16,-0.90775126,-1.0411043,"('unpopular', 'popular')",0.4369314,0.23956439,-0.2354099,-0.4007699,0.16536
48,0.89302117,0.52317595,"('unintelligent', 'intelligent')",1.0610309,0.7793246,0.977026,0.6512502,0.3257758
52,-0.88673425,-1.0277259,"('irrational', 'rational')",0.28243726,0.20241526,-0.3021485,-0.4126554,0.1105069
80,0.8863081,1.0610358,"('dominated', 'dominating')",-0.93960947,-0.81420815,-0.0266507,0.1234138,-0.1500645
39,0.8768717,0.58483297,"('exploitative', 'cooperative')",-0.06096954,-0.10596749,0.4079511,0.2394327,0.1685184
35,-0.8490886,-0.696048,"('corrupt', 'incorrupt')",-0.29583496,-0.29660726,-0.5724618,-0.4963276,-0.0761342
9,-0.8442899,-1.1379356,"('unaffectionate', 'caring')",1.2524232,1.36959,0.2040666,0.1158272,0.0882394
56,0.8106767,0.6785898,"('impractical', 'practical')",-0.68452156,-0.6208077,0.0630776,0.0288911,0.0341865
67,0.80349994,0.98962,"('doubtful', 'determined')",-0.8353966,-0.5984154,-0.0159483,0.1956023,-0.2115506
44,-0.75895834,-0.2923025,"('prejudiced', 'unprejudiced')",-1.8166853,-1.690543,-1.2878218,-0.9914228,-0.296399
86,-0.7431522,-1.2281089,"('uninfluential', 'influential')",-0.4929786,-0.45912594,-0.6180654,-0.8436174,0.225552
53,-0.6942838,-1.2624505,"('uncreative', 'creative')",0.4513035,0.32500696,-0.1214901,-0.4687217,0.3472316
69,-0.66450423,-0.5727778,"('lazy', 'industrious')",-0.4817689,-0.56291693,-0.5731366,-0.5678474,-0.0052892
15,-0.64797086,-0.5005632,"('boring', 'funny')",0.070283815,0.2265353,-0.2888435,-0.1370139,-0.1518296
7,0.6447927,0.5036391,"('insensitive', 'sensitive')",0.48668024,0.4420137,0.5657365,0.4728264,0.0929101
61,-0.634192,-0.62404305,"('illogical', 'logical')",0.33225864,0.27197304,-0.1509667,-0.176035,0.0250683
71,-0.6215888,-0.8170804,"('diffident', 'self-confident')",0.25943428,0.1950177,-0.1810773,-0.3110313,0.129954
21,0.5974493,0.43883845,"('immoral', 'moral')",-0.43010893,-0.60048985,0.0836702,-0.0808257,0.1644959
17,-0.592698,-0.5436338,"('nasty', 'nice')",-0.65574783,-0.692506,-0.6242229,-0.6180699,-0.006153
46,0.5573683,0.20735256,"('uncompetitive', 'competitive')",-0.88952434,-1.1411597,-0.166078,-0.4669035,0.3008255
4,-0.5397402,-0.60967016,"('disliked', 'liked')",-6.380104,-6.705979,-3.4599221,-3.6578245,0.1979024
18,-0.5379479,-0.5648825,"('disagreeable', 'welcoming')",-0.28604734,-0.39742374,-0.4119976,-0.4811531,0.0691555
20,0.52532697,0.5243594,"('rough', 'thoughtful')",0.89938056,0.64670503,0.7123538,0.5855322,0.1268216
33,-0.48407683,-0.22793074,"('wrong', 'right')",-0.584962,-0.5714682,-0.5345194,-0.3996994,-0.13482
23,0.47067207,0.2576846,"('insincere', 'sincere')",5.7195463,5.7084026,3.0951092,2.9830437,0.1120655
77,0.45897546,0.048200008,"('unmotivated', 'motivated')",-0.96602684,-1.3413635,-0.2535257,-0.6465818,0.3930561
13,-0.43091944,-0.4682149,"('impolite', 'polite')",-1.049063,-1.0295951,-0.7399912,-0.748905,0.0089138
40,0.4309108,0.12857006,"('stingy', 'generous')",-1.2735131,-1.6026733,-0.4213011,-0.7370516,0.3157505
